t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,fly,94.50,10.00,0.378,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.378,0.378,0.00,0,0,0,120.1,360.0,180.0,149.9,0.00,0
0.10,fly,94.50,10.00,0.513,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.513,0.513,0.00,0,0,0,120.1,360.0,180.0,149.9,0.00,0
0.20,fly,94.50,10.00,0.522,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.522,0.523,0.00,0,0,0,120.1,360.0,180.0,149.9,0.00,0
0.30,fly,94.50,10.00,0.532,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.532,0.532,0.00,0,0,0,120.1,360.0,180.0,149.9,0.00,0
0.40,fly,94.50,10.00,0.540,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.540,0.541,0.04,0,0,0,120.1,0.0,180.0,149.9,0.00,0
0.50,fly,94.52,9.98,0.548,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.548,0.549,0.07,0,0,0,120.1,0.0,180.0,149.9,0.00,0
0.60,fly,94.61,9.89,0.527,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.527,0.529,0.63,0,0,0,120.1,0.0,180.0,149.9,0.00,0
0.70,fly,94.82,9.68,0.469,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.469,0.473,1.80,0,0,0,120.1,0.0,180.0,149.9,0.00,0
0.80,fly,95.15,9.35,0.403,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.2,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.403,0.408,3.02,0,25,0,120.1,0.2,179.9,149.9,0.00,0
0.90,fly,95.57,8.93,0.344,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.2,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.344,0.348,4.02,0,25,0,120.1,0.2,179.9,149.9,0.00,0
1.00,fly,96.07,8.43,0.291,1,1896.1,370.0,0.0,0.0,0.00,0.02,150,150,-1,0.0,0.0,0.0,0.1,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.291,0.295,4.81,0,25,0,120.1,0.2,179.9,149.9,0.00,0
1.10,fly,96.61,7.89,0.250,1,1896.1,370.0,0.0,0.0,0.00,0.02,150,150,-1,0.0,0.0,0.1,0.1,-0.01,0.01,0.00,0.00,0.00,0.00,0.02,0.01,99,-1,0,0,0.0,0.00,0.250,0.257,5.29,0,25,0,120.1,0.2,179.9,149.9,0.00,0
1.20,fly,97.16,7.34,0.219,1,1896.1,370.0,0.0,0.0,0.00,0.02,150,150,-1,0.0,0.0,0.1,0.0,-0.01,0.01,0.00,0.00,0.00,0.00,0.02,0.01,99,-1,0,0,0.0,0.00,0.219,0.225,5.56,0,25,0,120.1,359.8,180.1,149.9,0.00,0
1.30,fly,97.71,6.79,0.203,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,-0.1,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.203,0.209,5.52,0,25,0,120.1,359.8,180.1,149.9,0.00,0
1.40,fly,98.23,6.27,0.197,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,-0.1,-0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.197,0.203,5.28,0,25,0,120.1,359.8,180.1,149.9,0.00,0
1.50,fly,98.73,5.77,0.194,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,-0.1,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.194,0.194,5.02,0,25,0,120.1,359.8,180.1,149.9,0.00,0
1.60,fly,99.18,5.32,0.196,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,-0.0,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.196,0.204,4.66,0,25,0,120.1,359.8,180.1,149.9,0.00,0
1.70,fly,99.59,4.91,0.207,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.0,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.207,0.218,4.18,0,25,0,120.1,359.8,180.1,149.9,0.00,0
1.80,fly,99.94,4.56,0.220,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.1,0.1,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.220,0.227,3.68,0,25,0,120.1,359.8,180.1,149.9,0.00,0
1.90,fly,100.27,4.23,0.229,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.1,0.1,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.229,0.229,3.30,0,25,0,120.1,359.8,180.1,149.9,0.00,0
2.00,fly,100.57,3.93,0.232,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.1,0.1,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.232,0.234,3.04,0,25,0,120.1,0.2,179.9,149.9,0.00,0
2.10,fly,100.84,3.66,0.234,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.1,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.234,0.235,2.84,0,25,0,120.1,0.2,179.9,149.9,0.00,0
2.20,fly,101.10,3.40,0.235,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.235,0.237,2.63,0,25,0,120.1,0.2,179.9,149.9,0.00,0
2.30,fly,101.34,3.16,0.238,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,-0.0,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.238,0.239,2.43,0,25,0,120.1,0.2,179.9,149.9,0.00,0
2.40,fly,101.56,2.94,0.241,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.241,0.243,2.23,0,25,0,120.1,0.1,180.0,149.9,0.00,0
2.50,fly,101.76,2.74,0.244,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.244,0.247,2.03,0,25,0,120.1,0.1,180.0,149.9,0.00,0
2.60,fly,101.93,2.57,0.249,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.0,0.1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.249,0.252,1.84,0,25,0,120.1,0.1,180.0,149.9,0.00,0
2.70,fly,102.09,2.41,0.253,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,0.2,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.253,0.257,1.64,0,25,0,120.1,0.1,180.0,149.9,0.00,0
2.80,fly,102.23,2.27,0.259,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,0.2,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.259,0.263,1.45,0,25,0,120.1,0.1,179.9,149.9,0.00,0
2.90,fly,102.35,2.15,0.265,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,0.2,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.265,0.269,1.26,0,25,0,120.1,0.1,179.9,149.9,0.00,0
3.00,fly,102.46,2.04,0.272,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,0.3,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.272,0.277,1.08,0,25,0,120.1,0.1,179.9,149.9,0.00,0
3.10,fly,102.55,1.95,0.276,1,1896.1,370.0,0.0,0.0,0.00,0.00,150,150,-1,0.0,0.0,0.1,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.276,0.276,0.95,0,25,0,120.1,0.1,179.9,149.9,0.00,0
3.20,fly,102.65,1.85,0.272,1,1896.1,370.0,0.0,0.0,0.00,0.02,150,150,-1,0.0,0.0,0.1,0.2,-0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.01,98,-1,0,0,0.0,0.00,0.272,0.274,0.98,0,25,0,120.1,0.1,179.9,149.9,0.00,0
3.30,fly,102.77,1.73,0.262,1,1896.1,370.0,0.0,0.0,0.00,0.02,150,150,-1,0.0,0.0,0.1,0.2,-0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,98,-1,0,0,0.0,0.00,0.262,0.264,1.10,0,25,0,120.1,0.1,179.9,149.9,0.00,0
3.40,fly,102.89,1.61,0.252,1,1896.1,370.0,0.0,0.0,0.00,0.02,150,150,-1,0.0,0.0,0.1,0.1,-0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,98,-1,0,0,0.0,0.00,0.252,0.254,1.22,0,25,0,120.1,0.1,179.9,149.9,0.00,0
3.50,fly,103.01,1.49,0.248,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,0.0,0.0,0.1,0.1,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.248,0.249,1.23,0,25,0,120.1,0.1,179.9,149.9,0.00,0
3.60,fly,103.11,1.39,0.254,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,0.0,0.0,0.1,0.1,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.254,0.255,1.04,0,25,0,120.1,0.0,180.0,149.9,0.00,0
3.70,fly,103.19,1.31,0.261,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,0.0,0.0,0.0,0.1,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.261,0.261,0.85,0,25,0,120.1,0.0,180.0,149.9,0.00,0
3.80,fly,103.25,1.25,0.268,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,0.0,0.0,0.0,0.1,0.00,-0.00,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.268,0.269,0.67,0,25,0,120.1,0.0,180.0,149.9,0.00,0
3.90,fly,103.30,1.20,0.277,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,0.0,0.0,0.0,0.1,0.00,-0.00,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.277,0.278,0.49,0,25,0,120.1,0.0,180.0,149.9,0.00,0
4.00,fly,103.34,1.16,0.279,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,0.0,0.0,0.0,0.1,0.00,-0.00,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.279,0.281,0.43,0,25,0,120.1,0.1,179.9,149.9,0.00,0
4.10,fly,103.40,1.10,0.271,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,6.0,0.0,-0.0,0.1,0.01,-0.06,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.271,0.298,0.56,0,25,0,120.1,0.1,179.9,149.9,0.00,0
4.20,fly,103.47,1.03,0.263,1,1896.0,370.0,0.0,0.0,-0.09,0.02,150,150,-1,10.0,0.0,-0.0,0.2,0.01,-0.10,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.263,0.307,0.68,0,25,0,120.1,0.1,179.9,149.9,0.00,0
4.30,fly,103.55,0.95,0.257,1,1896.0,370.0,0.0,0.0,0.00,0.03,150,150,-1,10.0,0.0,0.1,0.2,0.01,-0.09,0.00,0.00,0.00,0.00,-0.03,0.09,98,-1,0,0,0.0,0.00,0.257,0.297,0.75,0,25,0,120.1,0.1,179.9,149.9,0.00,0
4.40,fly,103.62,0.88,0.256,1,1896.0,370.0,0.0,0.0,0.00,0.03,150,150,-1,10.0,0.0,0.3,0.3,0.01,-0.06,0.00,0.00,0.00,0.00,0.03,0.02,98,-1,0,0,0.0,0.00,0.256,0.285,0.72,0,25,0,120.1,359.7,180.1,149.9,0.00,0
