t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,fly,94.50,10.00,0.378,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.377,0.378,0.00,0,0,0,145.1,360.0,180.0,124.9,0.00,0
0.10,fly,94.50,10.00,0.513,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.513,0.513,0.00,0,0,0,145.1,360.0,180.0,124.9,0.00,0
0.20,fly,94.50,10.00,0.522,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.522,0.523,0.00,0,0,0,145.1,360.0,180.0,124.9,0.00,0
0.30,fly,94.50,10.00,0.532,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.532,0.533,0.00,0,0,0,145.1,360.0,180.0,124.9,0.00,0
0.40,fly,94.50,10.00,0.540,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.540,0.541,0.04,0,0,0,145.1,0.0,180.0,124.9,0.00,0
0.50,fly,94.52,9.98,0.548,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.548,0.550,0.07,0,0,0,145.1,0.0,180.0,124.9,0.00,0
0.60,fly,94.61,9.89,0.527,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.527,0.530,0.63,0,0,0,145.1,0.0,180.0,124.9,0.00,0
0.70,fly,94.82,9.68,0.469,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.469,0.474,1.80,0,0,0,145.1,0.0,180.0,124.9,0.00,0
0.80,fly,95.15,9.35,0.403,1,1892.3,357.0,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.2,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.403,0.410,3.02,0,25,0,145.1,0.2,179.7,124.9,0.00,0
0.90,fly,95.57,8.93,0.344,1,1892.3,357.0,0.0,0.0,0.00,0.02,125,125,-1,0.0,0.0,-0.1,0.3,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,0,0.0,0.00,0.344,0.357,4.02,0,25,0,145.1,0.2,179.7,124.9,0.00,0
