t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,climb,60.50,289.50,1.000,1,1888.2,424.5,4.3,-659.0,0.00,0.00,248,248,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,2,0.0,0.03,1.000,1.000,0.00,0,0,0,21.9,180.0,180.0,248.1,0.00,0
0.10,climb,60.50,289.50,1.000,1,1888.2,424.5,4.3,-659.0,0.00,0.00,248,248,-1,0.0,0.0,-0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,5,-0.0,0.09,1.000,1.000,0.00,0,0,0,21.9,180.0,180.0,248.1,0.00,0
0.20,climb,60.50,289.50,1.000,1,1888.2,424.5,4.3,-659.0,0.00,0.00,248,248,-1,0.0,0.0,-0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,7,0.0,0.15,1.000,1.000,0.00,0,0,0,21.9,180.0,180.0,248.1,0.00,0
0.30,climb,60.51,289.49,1.000,1,1888.2,424.5,4.3,-659.0,0.00,0.00,248,248,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,11,0.6,0.21,1.000,1.000,0.08,0,0,0,21.9,180.0,180.0,248.1,0.00,0
0.40,climb,60.60,289.40,1.000,1,1888.2,424.5,4.3,-659.0,0.00,0.00,248,248,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,12,2.0,0.23,1.000,1.000,0.58,0,0,0,21.8,180.0,180.1,248.2,0.00,0
0.50,climb,60.86,289.14,1.000,1,1888.2,424.5,4.3,-659.0,0.00,0.00,248,248,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,12,2.0,0.21,1.000,1.000,2.04,0,0,0,21.8,180.0,180.1,248.2,0.00,0
0.60,climb,61.38,288.62,1.000,1,1888.2,424.5,4.3,-659.0,0.00,-0.05,248,248,-1,0.0,0.0,-0.1,0.2,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,12,10.3,0.13,1.000,1.000,4.46,0,0,0,21.8,180.0,180.1,248.2,0.00,0
0.70,climb,62.26,287.74,1.000,1,1888.2,424.5,4.3,-659.0,0.00,-0.09,248,248,-1,0.0,0.0,-0.2,0.1,-0.01,-0.02,0.00,0.00,0.00,0.00,-0.02,0.04,-1,-1,1,12,15.6,0.04,1.000,1.000,7.82,0,0,0,21.8,180.0,180.1,248.2,0.00,0
0.80,climb,63.50,286.50,1.000,1,1888.2,424.5,4.3,-659.0,-0.09,-0.11,249,252,-1,0.0,0.0,-0.4,-0.0,-0.02,-0.03,0.00,0.00,0.00,0.00,-0.03,0.08,97,-1,1,12,20.6,-0.08,1.000,1.000,11.50,0,25,0,18.0,179.8,179.5,252.0,0.00,0
0.90,climb,65.11,284.89,1.000,1,1888.2,424.5,4.3,-659.0,-0.09,-0.11,249,252,-1,0.0,0.0,-0.5,-0.2,-0.03,-0.02,0.00,0.00,0.00,0.00,0.04,0.13,97,-1,1,11,20.6,-0.19,1.000,1.000,15.16,0,25,0,18.0,179.8,179.5,252.0,0.00,0
1.00,climb,67.08,282.92,1.000,1,1888.2,424.5,4.3,-659.0,-0.13,-0.08,250,252,-1,0.0,0.0,-0.5,-0.3,-0.02,-0.01,0.00,0.00,0.00,0.00,0.10,0.12,97,-1,1,11,23.1,-0.25,1.000,1.000,18.78,0,25,0,18.0,179.8,179.5,252.0,0.00,0
1.10,climb,69.41,280.59,1.000,1,1888.1,424.5,4.4,-659.0,-0.26,0.07,250,252,-1,0.0,0.0,-0.4,-0.4,-0.01,0.01,0.00,0.00,0.00,0.00,0.20,0.09,97,-1,1,10,17.5,-0.23,1.000,1.000,22.36,0,25,0,18.0,179.8,179.5,252.0,0.00,0
1.20,climb,72.08,277.92,1.000,1,1888.1,424.5,4.4,-659.0,-0.26,0.07,252,260,-1,0.0,0.0,-0.2,-0.3,0.01,0.02,0.00,0.00,0.00,0.00,0.27,0.02,97,-1,1,9,17.5,-0.17,1.000,1.000,25.90,0,25,0,9.9,179.7,178.2,260.1,0.00,0
1.30,climb,75.11,274.89,1.000,1,1888.1,424.5,4.4,-659.0,-0.26,0.14,253,260,-1,0.0,0.0,-0.0,-0.0,0.04,0.03,0.00,0.00,0.00,0.00,0.29,-0.06,97,-1,1,8,10.8,-0.06,1.000,1.000,29.40,0,25,0,9.9,179.7,178.2,260.1,0.00,0
1.40,climb,78.47,271.53,1.000,1,1888.0,424.5,4.4,-659.0,-0.26,0.14,254,260,-1,0.0,0.0,0.2,0.4,0.06,0.03,0.00,0.00,0.00,0.00,0.30,-0.10,97,-1,1,6,-3.7,0.06,1.000,1.000,32.87,0,25,0,9.9,179.7,178.2,260.1,0.00,0
1.50,climb,82.18,267.82,1.000,1,1888.0,424.5,4.5,-659.0,-0.26,0.14,255,260,-1,0.0,0.0,0.4,0.8,0.07,0.03,0.00,0.00,0.00,0.00,0.29,-0.07,97,-1,1,6,-3.7,0.18,1.000,1.000,36.29,0,25,0,9.9,179.7,178.2,260.1,0.00,0
1.60,climb,86.22,263.78,1.000,1,1888.0,424.6,4.5,-659.1,-0.22,0.03,256,260,-1,0.0,0.0,0.5,1.1,0.06,0.02,0.00,0.00,0.00,0.00,0.22,0.02,97,-1,1,5,-8.8,0.27,1.000,1.000,39.68,0,25,0,10.3,181.2,186.6,259.7,0.00,0
1.70,climb,90.59,259.41,1.000,1,1888.2,424.5,4.5,-659.0,2.92,-0.72,256,260,-1,0.0,0.0,2.5,-0.8,-0.29,0.34,0.00,0.00,0.00,0.00,0.13,0.21,97,-1,1,4,53.1,0.30,1.000,1.000,43.03,0,25,0,10.3,181.2,186.6,259.7,0.00,0
1.80,climb,91.66,258.34,1.000,1,1888.4,424.5,4.3,-659.0,1.32,-0.30,257,260,-1,0.0,0.0,3.7,-2.5,-0.28,0.20,0.00,0.00,0.00,0.00,-3.01,0.03,97,-1,1,4,41.9,-0.90,1.000,1.000,21.73,0,25,0,10.3,181.2,186.6,259.7,0.00,0
1.90,climb,91.63,258.37,1.000,1,1888.4,424.5,4.1,-659.0,1.32,-0.30,257,260,-1,0.0,0.0,2.8,-2.0,0.05,-0.10,0.00,0.00,0.00,0.00,-1.35,-0.00,97,-1,1,3,41.9,-0.77,1.000,1.000,-0.35,0,25,0,10.3,181.2,186.6,259.7,0.00,0
2.00,climb,91.60,258.40,1.000,1,1888.4,424.5,4.1,-659.0,0.59,-0.11,259,269,-1,0.0,0.0,2.2,-1.7,0.03,-0.07,0.00,0.00,0.00,0.00,-0.60,-0.01,97,-1,1,1,13.2,-0.23,1.000,1.000,-0.27,0,25,0,0.7,178.3,114.1,269.3,0.00,0
2.10,climb,91.59,258.41,1.000,1,1888.5,424.5,4.1,-659.0,0.04,0.05,260,269,-1,0.0,0.0,2.0,-1.4,0.03,-0.01,0.00,0.00,0.00,0.00,-0.12,-0.07,97,-1,1,-0,1.4,-0.08,1.000,1.000,-0.09,0,25,0,0.7,178.3,114.1,269.3,0.00,0
2.20,climb,91.58,258.42,1.000,1,1888.5,424.5,4.0,-659.0,0.04,0.05,262,269,-1,0.0,0.0,1.8,-1.2,0.02,-0.01,0.00,0.00,0.00,0.00,-0.04,-0.05,97,-1,1,-1,1.4,-0.06,1.000,1.000,-0.05,0,25,0,0.7,178.3,114.1,269.3,0.00,0
2.30,climb,91.57,258.43,1.000,1,1888.5,424.5,4.0,-659.0,0.03,0.03,263,269,-1,0.0,0.0,1.6,-0.9,0.03,-0.01,0.00,0.00,0.00,0.00,-0.05,-0.09,97,-1,1,-3,0.7,-0.09,1.000,1.000,-0.10,0,25,0,0.7,178.3,114.1,269.3,0.00,0
2.40,climb,91.56,258.44,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.02,264,270,-1,0.0,0.0,1.6,-0.8,0.01,0.01,0.00,0.00,0.00,0.00,-0.02,-0.04,97,-1,1,-4,0.1,-0.09,1.000,1.000,-0.04,0,25,0,0.0,179.2,93.1,270.0,0.00,0
2.50,climb,91.56,258.44,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.01,265,270,-1,0.0,0.0,1.5,-0.7,0.00,0.01,0.00,0.00,0.00,0.00,0.00,-0.02,97,-1,1,-5,0.0,-0.09,1.000,1.000,-0.02,0,25,0,0.0,179.2,93.1,270.0,0.00,0
2.60,climb,91.56,258.44,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.01,266,270,-1,0.0,0.0,1.5,-0.7,0.00,0.01,0.00,0.00,0.00,0.00,-0.00,-0.01,97,-1,1,-5,0.0,-0.11,1.000,1.000,-0.02,0,25,0,0.0,179.2,93.1,270.0,0.00,0
2.70,climb,91.55,258.45,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.01,266,270,-1,0.0,0.0,1.5,-0.6,-0.00,0.01,0.00,0.00,0.00,0.00,-0.00,-0.01,97,-1,1,-6,0.1,-0.12,1.000,1.000,-0.01,0,25,0,0.0,179.2,93.1,270.0,0.00,0
2.80,climb,91.55,258.45,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.00,267,270,-1,0.0,0.0,1.5,-0.6,-0.00,0.01,0.00,0.00,0.00,0.00,-0.00,-0.01,97,-1,1,-6,0.1,-0.13,1.000,1.000,-0.01,0,25,0,0.0,179.4,92.0,270.0,0.00,0
2.90,climb,91.55,258.45,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.00,267,270,-1,0.0,0.0,1.4,-0.6,-0.00,0.01,0.00,0.00,0.00,0.00,-0.00,-0.00,97,-1,1,-7,0.0,-0.14,1.000,1.000,-0.01,0,25,0,0.0,179.4,92.0,270.0,0.00,0
3.00,climb,91.55,258.45,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.00,268,270,-1,0.0,0.0,1.4,-0.6,-0.00,0.01,0.00,0.00,0.00,0.00,-0.00,-0.00,97,-1,1,-7,0.0,-0.15,1.000,1.000,-0.01,0,25,0,0.0,179.4,92.0,270.0,0.00,0
3.10,climb,91.55,258.45,1.000,1,1888.5,424.5,4.0,-659.0,0.00,0.00,268,270,-1,0.0,0.0,1.4,-0.5,-0.00,0.01,0.00,0.00,0.00,0.00,-0.00,-0.00,97,-1,1,-8,0.0,-0.15,1.000,1.000,-0.01,0,25,0,0.0,179.4,92.0,270.0,0.00,0
