t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,fly,94.50,10.00,0.378,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.377,0.378,0.00,0,0,0,151.4,0.0,180.0,118.6,0.00,0
0.10,fly,94.50,10.00,0.512,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.512,0.513,0.00,0,0,0,151.4,0.0,180.0,118.6,0.00,0
0.20,fly,94.50,10.00,0.522,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.522,0.523,0.00,0,0,0,151.4,0.0,180.0,118.6,0.00,0
0.30,fly,94.50,10.00,0.532,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.532,0.532,0.00,0,0,0,151.4,0.0,180.0,118.6,0.00,0
0.40,fly,94.50,10.00,0.540,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.540,0.541,0.04,0,0,0,151.4,0.0,180.0,118.6,0.00,0
0.50,fly,94.52,9.98,0.548,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.548,0.549,0.07,0,0,0,151.4,0.0,180.0,118.6,0.00,0
0.60,fly,94.61,9.89,0.527,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.527,0.529,0.63,0,0,0,151.4,0.1,179.9,118.6,0.00,0
0.70,fly,94.82,9.68,0.469,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.469,0.473,1.80,0,0,0,151.4,0.1,179.8,118.6,0.00,0
0.80,fly,95.15,9.35,0.403,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.0,0.2,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,-0.0,0.00,0.403,0.408,3.02,0,25,0,151.4,0.2,179.7,118.6,0.00,0
0.90,fly,95.57,8.93,0.345,1,1899.3,372.9,0.0,0.0,0.00,0.01,119,119,-1,0.0,0.0,-0.0,0.2,0.00,-0.00,0.00,0.00,0.00,0.00,0.01,0.01,98,-1,0,0,-0.0,0.00,0.345,0.347,3.99,0,25,0,151.4,0.2,179.6,118.6,0.00,0
1.00,fly,96.05,8.45,0.295,1,1899.3,372.9,0.0,0.0,0.00,0.02,119,119,-1,0.0,0.0,-0.1,0.1,-0.01,-0.00,0.00,0.00,0.00,0.00,0.01,0.02,98,-1,0,0,0.0,0.00,0.295,0.302,4.73,0,25,0,151.4,0.1,179.8,118.6,0.00,0
1.10,fly,96.59,7.91,0.255,1,1899.3,372.9,0.0,0.0,0.00,0.02,119,119,-1,0.0,0.0,-0.1,-0.1,-0.02,-0.00,0.00,0.00,0.00,0.00,0.01,0.02,98,-1,0,0,0.0,0.00,0.255,0.265,5.21,0,25,0,151.4,360.0,180.0,118.6,0.00,0
1.20,fly,97.14,7.36,0.224,1,1899.3,372.9,0.0,0.0,0.00,0.02,119,119,-1,0.0,0.0,-0.1,-0.2,-0.02,-0.00,0.00,0.00,0.00,0.00,0.01,0.02,98,-1,0,0,0.0,0.00,0.224,0.234,5.48,0,25,0,151.3,359.9,180.2,118.7,0.00,0
1.30,fly,97.68,6.82,0.208,1,1899.3,372.9,0.0,0.0,0.00,0.02,119,119,-1,0.0,0.0,-0.1,-0.3,-0.02,-0.01,0.00,0.00,0.00,0.00,0.01,0.02,98,-1,0,0,0.0,0.00,0.208,0.218,5.44,0,25,0,151.3,359.8,180.4,118.7,0.00,0
1.40,fly,98.20,6.30,0.203,1,1899.3,372.9,0.0,0.0,0.00,0.02,119,119,-1,0.0,0.0,-0.2,-0.4,-0.02,-0.01,0.00,0.00,0.00,0.00,0.01,0.02,98,-1,0,0,0.0,0.00,0.203,0.213,5.21,0,25,0,151.3,359.7,180.6,118.7,0.00,0
1.50,fly,98.69,5.81,0.200,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.2,-0.5,-0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.200,0.205,4.95,0,25,0,151.3,359.6,180.7,118.7,0.00,0
1.60,fly,99.14,5.36,0.201,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.1,-0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,-0.0,0.00,0.201,0.203,4.62,0,25,0,151.3,359.7,180.6,118.7,0.00,0
1.70,fly,99.55,4.95,0.206,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.1,-0.2,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,-0.0,0.00,0.206,0.217,4.24,0,25,0,151.3,359.8,180.4,118.6,0.00,0
1.80,fly,99.93,4.57,0.210,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.1,-0.1,0.03,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,-0.0,0.00,0.210,0.222,3.90,0,25,0,151.4,360.0,180.0,118.6,0.00,0
1.90,fly,100.28,4.22,0.215,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.1,0.0,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.215,0.223,3.58,0,25,0,151.4,0.1,179.8,118.6,0.00,0
2.00,fly,100.59,3.91,0.221,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.1,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.0,0.00,0.221,0.222,3.24,0,25,0,151.4,0.1,179.8,118.6,0.00,0
2.10,fly,100.89,3.61,0.224,1,1899.3,372.9,0.0,0.0,0.00,0.00,119,119,-1,0.0,0.0,-0.1,0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,-0.0,0.00,0.224,0.225,2.99,0,25,0,151.4,0.1,179.8,118.6,0.00,0
2.20,fly,101.16,3.34,0.225,1,1899.3,373.0,0.0,0.0,-0.32,0.78,119,119,-1,0.0,0.0,-0.1,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98,-1,0,0,0.1,0.00,0.225,0.227,2.78,0,25,0,151.4,0.1,179.8,118.6,0.00,0
2.30,fly,101.21,3.29,0.319,1,1899.2,373.0,0.0,0.0,-0.26,0.71,119,119,-1,0.0,0.0,-0.3,2.3,0.36,-0.04,0.00,0.00,0.00,0.00,0.09,0.84,98,-1,0,0,0.1,0.00,0.319,0.477,0.91,0,25,0,151.3,2.4,175.5,118.7,0.00,0
2.40,fly,101.25,3.25,0.322,1,1899.2,373.0,0.0,0.0,-0.26,0.71,119,119,-1,0.0,0.0,-0.5,4.4,0.36,-0.04,0.00,0.00,0.00,0.00,0.11,0.75,98,-1,0,0,0.1,0.00,0.322,0.480,0.87,0,25,0,151.3,4.7,171.5,118.7,0.00,0
2.50,fly,101.31,3.19,0.324,1,1899.2,373.2,0.0,0.0,-0.40,0.97,119,119,-1,0.0,0.0,-0.7,6.0,0.31,-0.03,0.00,0.00,0.00,0.00,0.07,0.85,98,-1,0,0,-0.0,0.00,0.324,0.460,0.82,0,25,0,151.2,6.4,168.5,118.6,0.00,0
2.60,fly,101.38,3.12,0.314,1,1899.2,373.2,0.0,0.0,-0.40,0.97,119,119,-1,0.0,0.0,-0.7,7.2,0.25,-0.02,0.00,0.00,0.00,0.00,0.12,1.04,98,-1,0,0,-0.0,0.00,0.314,0.421,1.01,0,25,0,151.1,7.6,166.4,118.6,0.00,0
2.70,fly,101.42,3.08,0.328,1,1899.1,373.4,0.0,0.0,-0.53,1.22,119,119,-1,0.0,0.0,-0.9,8.8,0.34,-0.04,0.00,0.00,0.00,0.00,0.11,1.12,98,-1,0,0,0.7,0.00,0.328,0.478,0.75,0,25,0,151.0,9.3,163.5,118.7,0.00,0
2.80,fly,101.45,3.05,0.329,1,1899.0,373.6,0.0,0.0,-0.62,1.43,119,119,-1,0.0,0.0,-1.2,10.5,0.36,-0.05,0.02,0.00,0.00,0.00,0.13,1.32,98,-1,0,0,0.6,0.00,0.329,0.491,0.75,0,25,0,150.8,11.1,160.6,118.7,0.00,0
2.90,fly,101.48,3.02,0.331,1,1899.0,373.6,0.0,0.0,-0.62,1.43,119,119,-1,0.0,0.0,-1.5,12.3,0.40,-0.06,0.08,0.00,0.00,0.00,0.15,1.54,98,-1,0,0,0.6,0.00,0.331,0.511,0.72,0,25,0,150.6,13.0,157.6,118.8,0.00,0
3.00,fly,101.52,2.98,0.335,1,1899.0,373.6,0.0,0.0,0.04,0.03,119,120,-1,0.0,0.0,-1.7,13.3,0.30,-0.05,0.11,0.00,0.00,0.00,0.05,0.01,98,-1,0,0,5.7,0.00,0.335,0.473,0.66,0,25,0,149.9,14.2,156.4,119.3,0.00,0
3.10,fly,101.54,2.96,0.351,1,1899.0,373.7,0.0,0.0,0.04,0.10,120,121,-1,0.0,0.0,-1.7,13.8,0.22,-0.02,0.13,0.00,0.00,0.00,0.08,0.07,98,-1,0,0,5.4,0.00,0.351,0.450,0.38,0,25,0,149.4,14.7,156.1,119.8,0.00,0
3.20,fly,101.54,2.96,0.370,1,1899.0,373.7,0.0,0.0,0.09,0.12,120,121,-1,0.0,0.0,-1.6,13.8,0.17,0.00,0.13,0.00,0.00,0.00,0.12,0.03,98,-1,0,0,5.0,0.00,0.370,0.437,0.05,0,25,0,148.9,14.7,156.5,120.3,0.00,0
3.30,fly,101.54,2.96,0.375,1,1899.0,373.7,0.0,0.0,0.09,0.06,120,122,-1,0.0,0.0,-1.4,13.9,0.17,0.01,0.13,0.00,0.00,0.00,0.13,0.06,98,-1,0,0,3.7,0.00,0.375,0.447,0.01,0,25,0,148.3,14.7,156.9,120.9,0.00,0
3.40,fly,101.54,2.96,0.377,1,1899.0,373.7,0.0,0.0,0.09,0.06,121,122,-1,0.0,0.0,-1.3,14.0,0.17,0.00,0.13,0.00,0.00,0.00,0.10,0.00,98,-1,0,0,3.7,0.00,0.377,0.446,0.02,0,25,0,148.1,14.7,157.1,121.1,0.00,0
3.50,fly,101.54,2.96,0.381,1,1899.0,373.7,0.0,0.0,-0.08,-0.00,121,122,-1,0.0,0.0,-1.2,14.0,0.17,-0.01,0.13,0.00,0.00,0.00,-0.07,0.04,98,-1,0,0,-0.4,0.00,0.381,0.451,-0.00,0,25,0,148.1,14.7,157.2,121.1,0.00,0
3.60,fly,101.54,2.96,0.383,1,1899.0,373.7,0.0,0.0,-0.09,0.01,121,122,-1,0.0,0.0,-1.1,14.0,0.18,-0.00,0.14,0.00,0.00,0.00,-0.07,0.05,98,-1,0,0,0.1,0.00,0.383,0.454,0.02,0,25,0,148.0,14.7,157.2,121.1,0.00,0
3.70,fly,101.54,2.96,0.386,1,1899.0,373.7,0.0,0.0,-0.09,0.01,121,122,-1,0.0,0.0,-1.0,14.1,0.18,0.00,0.14,0.00,0.00,0.00,-0.07,0.05,98,-1,0,0,0.1,0.00,0.386,0.458,0.02,0,25,0,148.0,14.7,157.2,121.1,0.00,0
3.80,fly,101.54,2.96,0.389,1,1899.0,373.7,0.0,0.0,-0.10,-0.00,121,122,-1,0.0,0.0,-0.9,14.2,0.18,0.00,0.14,0.00,0.00,0.00,-0.09,0.05,98,-1,0,0,-0.4,0.00,0.389,0.464,0.02,0,25,0,148.1,14.7,157.2,121.1,0.00,0
3.90,fly,101.54,2.96,0.391,1,1899.0,373.7,0.0,0.0,-0.10,-0.00,122,122,-1,0.0,0.0,-0.8,14.3,0.19,0.01,0.14,0.00,0.00,0.00,-0.09,0.05,98,-1,0,0,-0.4,0.00,0.391,0.470,0.03,0,25,0,148.1,14.7,157.1,121.1,0.00,0
4.00,fly,101.54,2.96,0.394,1,1899.0,373.7,0.0,0.0,-0.10,-0.01,122,122,-1,0.0,0.0,-0.6,14.4,0.19,0.01,0.15,0.00,0.00,0.00,-0.09,0.05,98,-1,0,0,-0.6,0.00,0.394,0.476,0.03,0,25,0,148.1,14.7,157.1,121.1,0.00,0
4.10,fly,101.54,2.96,0.397,1,1899.0,373.7,0.0,0.0,-0.10,-0.01,122,122,-1,6.0,0.0,-0.5,14.5,0.20,-0.05,0.15,0.00,0.00,0.00,-0.09,0.05,98,-1,0,0,-0.6,0.00,0.397,0.496,0.04,0,25,0,148.1,14.8,157.0,121.0,0.00,0
4.20,fly,101.54,2.96,0.399,1,1898.9,373.7,0.0,0.0,-0.10,-0.02,122,122,-1,10.0,0.0,-0.4,14.6,0.20,-0.09,0.15,0.00,0.00,0.00,-0.10,0.04,98,-1,0,0,-1.1,0.00,0.399,0.517,0.04,0,25,0,148.2,14.8,156.9,121.0,0.00,0
4.30,fly,101.54,2.96,0.402,1,1898.9,373.7,0.0,0.0,-0.12,0.02,122,122,-1,10.0,0.0,-0.2,14.7,0.21,-0.09,0.16,0.00,0.00,0.00,-0.10,0.05,98,-1,0,0,0.4,0.00,0.402,0.520,0.05,0,25,0,148.2,14.8,156.9,121.0,0.00,0
4.40,fly,101.54,2.96,0.404,1,1898.9,373.7,0.0,0.0,-0.12,0.05,122,122,-1,10.0,0.0,0.1,14.9,0.22,-0.07,0.16,0.00,0.00,0.00,-0.09,0.08,98,-1,0,0,1.6,0.00,0.404,0.523,0.07,0,25,0,148.0,14.9,156.9,121.1,0.00,0
4.50,fly,101.55,2.95,0.406,1,1898.9,373.7,0.0,0.0,-0.16,0.05,122,122,-1,10.0,0.0,0.4,15.2,0.24,-0.06,0.17,0.00,0.00,0.00,-0.08,0.11,98,-1,0,0,2.0,0.00,0.406,0.525,0.08,0,25,0,147.7,15.0,157.1,121.4,0.00,0
4.60,fly,101.55,2.95,0.408,1,1898.9,373.7,0.0,0.0,-0.16,0.05,123,122,-1,10.0,0.0,0.7,15.5,0.24,-0.06,0.18,0.00,0.00,0.00,-0.11,0.13,98,-1,0,0,2.0,0.00,0.408,0.529,0.09,0,25,0,147.5,15.0,157.1,121.6,0.00,0
4.70,fly,101.55,2.95,0.411,1,1898.9,373.7,0.0,0.0,-0.19,0.01,123,123,-1,10.0,0.0,1.1,15.7,0.25,-0.06,0.19,0.00,0.00,0.00,-0.16,0.11,98,-1,0,0,-0.2,0.00,0.411,0.534,0.09,0,25,0,147.4,15.1,157.1,121.7,0.00,0
4.80,fly,101.55,2.95,0.414,1,1898.8,373.7,0.0,0.0,-0.26,0.01,123,123,-1,10.0,0.0,1.4,16.0,0.26,-0.05,0.20,0.00,0.00,0.00,-0.16,0.11,98,-1,0,0,-0.2,0.00,0.414,0.537,0.08,0,25,0,147.3,15.1,157.1,121.8,0.00,0
4.90,fly,101.55,2.95,0.416,1,1898.8,373.7,0.0,0.0,-0.26,0.01,123,123,-1,10.0,0.0,1.8,16.3,0.27,-0.05,0.21,0.00,0.00,0.00,-0.21,0.15,98,-1,0,0,-0.2,0.00,0.416,0.542,0.09,0,25,0,147.2,15.2,157.1,121.9,0.00,0
5.00,fly,101.55,2.95,0.418,1,1898.8,373.7,0.0,0.0,-0.28,0.02,123,123,-1,10.0,0.0,2.2,16.6,0.28,-0.04,0.22,0.00,0.00,0.00,-0.23,0.16,98,-1,0,0,0.1,0.00,0.418,0.545,0.10,0,25,0,147.1,15.3,157.1,122.0,0.00,0
5.10,fly,101.55,2.95,0.421,1,1898.8,373.7,0.0,0.0,-0.28,0.02,124,123,-1,10.0,0.0,2.7,16.9,0.29,-0.03,0.24,0.00,0.00,0.00,-0.22,0.17,98,-1,0,0,0.1,0.00,0.421,0.548,0.10,0,25,0,146.9,15.3,157.2,122.2,0.00,0
5.20,fly,101.55,2.95,0.424,1,1898.7,373.7,0.0,0.0,-0.36,-0.01,124,123,-1,10.0,0.0,3.2,17.3,0.29,-0.02,0.25,0.00,0.00,0.00,-0.23,0.17,98,-1,0,0,-0.9,0.00,0.424,0.552,0.09,0,25,0,146.8,15.3,157.2,122.3,0.00,0
5.30,fly,101.55,2.95,0.428,1,1898.7,373.7,0.0,0.0,-0.37,-0.03,124,123,-1,10.0,0.0,3.7,17.6,0.30,-0.02,0.26,0.00,0.00,0.00,-0.30,0.19,98,-1,0,0,-1.7,0.00,0.428,0.555,0.07,0,25,0,146.8,15.4,157.2,122.3,0.00,0
5.40,fly,101.55,2.95,0.431,1,1898.7,373.7,0.0,0.0,-0.37,-0.03,124,123,-1,10.0,0.0,4.2,17.9,0.30,-0.01,0.28,0.00,0.00,0.00,-0.32,0.18,98,-1,0,0,-1.7,0.00,0.431,0.558,0.07,0,25,0,146.9,15.4,157.2,122.3,0.00,0
5.50,fly,101.54,2.96,0.434,1,1898.6,373.7,0.0,0.0,-0.47,-0.08,124,123,-1,10.0,0.0,4.7,18.2,0.31,-0.01,0.29,0.00,0.00,0.00,-0.40,0.21,98,-1,0,0,-3.9,0.00,0.434,0.563,0.07,0,25,0,147.0,15.4,157.0,122.1,0.00,0
5.60,fly,101.54,2.96,0.437,1,1898.6,373.7,0.0,0.0,-0.47,-0.08,124,123,-1,10.0,0.0,5.2,18.5,0.32,-0.01,0.30,0.00,0.00,0.00,-0.43,0.20,98,-1,0,0,-3.9,0.00,0.437,0.567,0.07,0,25,0,147.4,15.4,156.7,121.8,0.00,0
5.70,fly,101.54,2.96,0.440,1,1898.5,373.7,0.0,0.0,-0.54,-0.12,124,122,-1,10.0,0.0,5.7,18.7,0.32,-0.00,0.32,0.00,0.00,0.00,-0.51,0.21,98,-1,0,0,-5.6,0.00,0.440,0.569,0.06,0,25,0,147.9,15.5,156.2,121.3,0.00,0
5.80,fly,101.54,2.96,0.445,1,1898.4,373.6,0.0,0.0,-0.63,-0.20,124,121,-1,10.0,0.0,6.1,18.9,0.31,-0.00,0.32,0.00,0.00,0.00,-0.60,0.22,98,-1,0,0,-9.6,0.00,0.445,0.570,0.03,0,25,0,148.6,15.5,155.6,120.6,0.00,0
5.90,fly,101.53,2.97,0.449,1,1898.4,373.6,0.0,0.0,-0.63,-0.20,124,120,-1,10.0,0.0,6.6,19.0,0.30,0.00,0.33,0.00,0.00,0.00,-0.64,0.19,98,-1,0,0,-9.6,0.00,0.449,0.572,-0.00,0,25,0,149.6,15.4,154.8,119.7,0.00,0
