t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,wx,wyr,wz
12.80,dash,534.00,-34.00,0.250,1,382.3,339.2,617.7,1663.2,-0.32,24.02,15,51,-1,66.0,-19.0,63.6,-41.9,-0.10,-0.03,1.00,0.00,0.00,0.00,-22.88,6.41,78,-1,0,-12,14.6,-0.30,-0.131,-0.165,0.636
12.90,dash,534.46,-34.46,0.250,1,382.2,341.6,617.7,1660.8,-1.13,24.21,18,51,-1,66.7,-17.0,64.3,-43.7,-0.12,-0.04,1.00,0.00,0.00,0.00,-22.90,7.24,78,-1,0,-14,13.0,-0.30,-0.122,-0.110,0.579
13.00,dash,534.76,-34.76,0.250,1,382.2,341.6,617.8,1658.4,-1.13,24.21,21,51,-1,67.2,-15.0,65.0,-45.6,-0.13,-0.05,1.00,0.00,0.00,0.00,-22.99,7.69,78,-1,0,-16,11.3,-0.30,-0.122,-0.110,0.579
13.10,dash,535.09,-35.09,0.250,1,382.1,344.1,617.9,1655.9,-1.92,24.33,23,51,-1,67.6,-13.0,65.6,-47.6,-0.15,-0.05,1.00,0.00,0.00,0.00,-23.11,7.85,78,-1,0,-17,9.5,-0.30,-0.107,-0.058,0.511
13.20,dash,535.40,-35.40,0.250,1,381.5,348.9,618.2,1653.5,-3.55,24.43,25,54,-1,67.9,-11.0,66.1,-49.5,-0.16,-0.06,1.00,0.00,0.00,0.00,-23.28,7.82,78,-1,0,-18,7.5,-0.30,-0.076,0.054,0.367
13.30,dash,535.53,-35.53,0.250,1,381.1,351.4,618.5,1651.1,-4.42,24.41,26,54,-1,68.1,-9.0,66.5,-51.4,-0.17,-0.08,1.00,0.00,0.00,0.00,-23.50,7.57,78,-1,0,-20,5.1,-0.30,-0.056,0.113,0.281
13.40,dash,535.63,-35.63,0.250,1,381.1,351.4,618.9,1648.6,-4.42,24.41,27,54,-1,68.2,-7.0,66.7,-53.2,-0.19,-0.09,1.00,0.00,0.00,0.00,-23.78,7.07,78,-1,0,-20,2.6,-0.30,-0.056,0.113,0.281
13.50,dash,535.67,-35.67,0.250,1,380.6,353.8,619.4,1646.2,-5.32,24.37,27,54,-1,68.3,-5.0,66.8,-54.8,-0.20,-0.11,1.00,0.00,0.00,0.00,-24.11,6.40,78,-1,0,-21,-0.0,-0.30,-0.026,0.179,0.182
13.60,dash,535.61,-35.61,0.250,1,379.3,358.7,620.0,1643.7,-7.09,24.22,27,51,-1,68.4,-3.0,66.8,-56.4,-0.21,-0.13,1.00,0.00,0.00,0.00,-24.47,5.57,78,-1,0,-21,-2.2,-0.30,0.052,0.301,-0.030
13.70,dash,535.48,-35.48,0.250,1,378.5,361.1,620.7,1641.3,-7.92,24.14,27,51,-1,68.4,-1.0,66.5,-57.6,-0.21,-0.16,1.00,0.00,0.00,0.00,-24.80,4.68,78,-1,0,-21,-4.1,-0.30,0.102,0.359,-0.151
13.80,dash,535.34,-35.34,0.250,1,378.5,361.1,621.5,1638.9,-7.92,24.14,27,51,-1,68.5,0.4,66.0,-58.6,-0.21,-0.19,1.00,0.00,0.00,0.00,-25.12,3.78,78,-1,0,-21,-5.5,-0.30,0.102,0.359,-0.151
13.90,dash,535.09,-35.09,0.250,1,377.6,363.5,622.4,1636.5,-8.73,24.05,26,51,-1,68.5,0.8,65.1,-59.2,-0.21,-0.23,1.00,0.00,0.00,0.00,-25.43,2.87,78,-1,0,-21,-6.5,-0.30,0.155,0.416,-0.279
14.00,dash,534.77,-34.77,0.250,1,376.7,365.9,623.3,1634.1,-9.55,23.98,26,42,-1,68.6,1.2,64.0,-59.5,-0.19,-0.27,1.00,0.00,0.00,0.00,-25.75,1.79,78,-1,0,-21,-6.5,-0.30,0.224,0.469,-0.412
14.10,dash,534.38,-34.38,0.250,1,375.7,368.3,624.3,1631.7,-10.34,23.94,25,42,-1,68.7,1.7,62.6,-59.3,-0.18,-0.31,1.00,0.00,0.00,0.00,-26.06,0.78,78,-1,0,-21,-5.2,-0.30,0.314,0.520,-0.552
14.20,dash,533.92,-33.92,0.250,1,374.6,370.7,625.4,1629.3,-11.10,23.94,25,42,-1,68.8,2.5,61.1,-58.9,-0.16,-0.34,1.00,0.00,0.00,0.00,-26.39,-0.14,78,-1,0,-22,-2.8,-0.30,0.423,0.563,-0.698
14.30,dash,533.38,-33.38,0.250,1,372.2,375.5,626.6,1626.9,-12.54,24.14,24,42,-1,68.8,3.7,59.6,-58.3,-0.16,-0.36,1.00,0.00,0.00,0.00,-26.76,-1.00,78,-1,0,-22,0.9,-0.30,0.703,0.620,-0.957
14.40,dash,532.77,-32.77,0.250,1,370.9,377.9,627.8,1624.5,-13.14,24.33,23,23,-1,68.9,5.4,58.4,-57.4,-0.15,-0.35,1.00,0.00,0.00,0.00,-27.11,-2.18,78,-1,0,-23,5.0,-0.30,0.860,0.618,-1.089
14.50,dash,532.09,-32.09,0.250,1,370.9,377.9,629.1,1622.1,-13.14,24.33,22,23,-1,68.8,7.4,57.5,-56.4,-0.14,-0.33,1.00,0.00,0.00,0.00,-27.47,-3.18,78,-1,0,-24,8.7,-0.30,0.860,0.618,-1.089
14.60,dash,531.31,-31.31,0.250,1,369.5,380.4,630.5,1619.6,-13.66,24.61,21,23,-1,68.7,9.4,57.4,-55.3,-0.14,-0.27,1.00,0.00,0.00,0.00,-27.86,-3.97,78,-1,0,-26,11.2,-0.30,1.023,0.593,-1.227
14.70,dash,530.45,-30.45,0.250,1,368.1,382.9,631.9,1617.1,-14.06,24.97,20,23,-1,68.5,11.4,58.1,-54.1,-0.14,-0.19,1.00,0.00,0.00,0.00,-28.30,-4.51,78,-1,0,-28,11.9,-0.30,1.188,0.541,-1.369
14.80,dash,529.49,-29.49,0.301,1,366.7,385.4,633.3,1614.6,-14.33,25.41,10,323,-1,68.2,13.4,59.8,-53.0,-0.16,-0.06,1.00,0.00,0.00,0.00,-27.55,-9.58,78,-1,0,-29,10.3,-0.30,1.349,0.464,-1.510
14.90,dash,528.14,-28.14,0.366,1,363.8,390.6,634.7,1612.0,-14.29,26.54,358,323,-1,68.1,15.4,62.7,-52.3,-0.19,0.10,1.00,0.00,0.00,0.00,-25.28,-15.53,78,-1,0,-30,6.1,-0.30,1.588,0.230,-1.772
15.00,dash,526.94,-26.94,0.426,1,362.4,393.3,636.2,1609.4,-13.84,27.33,342,323,-1,68.2,15.7,66.4,-52.2,-0.21,0.27,1.00,0.00,0.00,0.00,-20.71,-21.91,78,-1,0,-30,-1.6,-0.30,1.620,0.082,-1.912
15.10,dash,525.33,-25.33,0.495,1,361.1,396.1,637.6,1606.7,-12.93,28.23,323,323,-1,68.6,14.2,70.7,-52.7,-0.22,0.42,1.00,0.00,0.00,0.00,-13.38,-27.56,78,-1,0,-28,-12.8,-0.30,1.580,-0.058,-2.059
15.20,dash,524.32,-24.32,0.548,1,359.9,399.0,638.9,1603.9,-11.44,29.10,300,258,-1,69.2,12.2,75.1,-54.0,-0.21,0.53,1.00,0.00,0.00,0.00,-2.99,-30.91,78,-1,0,-25,-26.0,0.01,1.418,-0.173,-2.198
15.30,dash,523.27,-23.27,0.609,1,359.9,399.0,640.1,1601.0,-11.44,29.10,275,258,-1,69.8,10.2,79.1,-55.6,-0.17,0.54,1.00,0.00,0.00,0.00,8.66,-30.05,78,-1,0,-21,-40.5,0.30,1.418,-0.173,-2.198
15.40,dash,521.83,-21.83,0.694,1,358.9,402.0,641.1,1598.0,-9.43,29.70,256,258,-1,69.9,8.2,81.8,-55.4,-0.12,0.44,1.00,0.00,0.00,0.00,16.32,-26.54,78,-1,0,-14,-55.8,0.30,1.124,-0.262,-2.333
15.50,dash,519.97,-19.97,0.804,1,357.7,407.9,641.8,1595.0,-4.39,29.29,246,258,-1,68.5,6.2,82.9,-47.5,-0.05,0.26,1.00,0.00,0.00,0.00,18.70,-24.24,78,-1,0,-7,-71.6,0.30,0.262,-0.438,-2.612
15.60,dash,518.01,-18.01,0.929,1,357.4,410.7,642.3,1592.1,-1.49,27.98,246,262,-1,66.5,4.2,82.4,-22.5,0.02,0.04,1.00,0.00,0.00,0.00,15.95,-24.95,78,-1,0,3,-87.7,0.30,-0.188,-0.507,-2.742
15.70,dash,517.20,-17.20,1.000,1,357.4,410.7,642.6,1589.3,-1.49,27.98,254,262,-1,64.5,2.2,80.6,12.9,0.08,-0.14,1.00,0.00,0.00,0.00,8.99,-26.54,78,-1,1,13,-101.7,0.30,-0.188,-0.507,-2.742
15.80,dash,515.52,-15.52,1.000,1,357.5,413.4,642.5,1586.6,1.35,25.63,265,262,-1,62.5,0.2,78.3,35.8,0.14,-0.20,1.00,0.00,0.00,0.00,0.86,-25.65,78,-1,1,1,124.4,-0.30,-0.570,-0.554,-2.847
15.90,dash,513.76,-13.76,1.000,1,357.8,415.7,642.2,1584.3,3.61,22.26,276,262,-1,64.5,-1.8,76.8,50.2,0.23,-0.13,1.00,0.00,0.00,0.00,-5.97,-21.74,78,-1,1,-15,165.2,-0.30,-0.802,-0.588,-2.901
16.00,dash,511.42,-11.42,1.000,1,358.7,419.2,641.7,1582.4,4.37,14.80,260,176,-1,62.5,-3.8,77.3,61.6,0.36,0.18,1.00,0.00,0.00,0.00,-1.27,-19.01,78,-1,1,2,-159.9,0.30,-0.752,-0.476,-2.730
16.10,dash,509.94,-9.94,1.000,1,358.7,419.2,641.3,1580.8,4.37,14.80,241,176,-1,60.5,-5.8,79.9,71.6,0.47,0.50,1.00,0.00,0.00,0.00,3.25,-15.09,78,-1,1,18,-154.3,0.30,-0.752,-0.476,-2.730
16.20,dash,507.38,-7.38,1.000,1,359.2,421.4,640.9,1579.6,1.20,8.96,225,176,-1,58.5,-7.8,83.4,79.3,0.50,0.63,1.00,0.00,0.00,0.00,5.96,-10.26,78,-1,1,32,-137.0,0.30,-0.864,-0.202,-2.168
