t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv
0.00,climb,68.50,181.50,0.378,1,-127.7,4.8,127.7,-4.8,0.00,0.00,180,180,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,-0.00,0.378,0.378,0.00
0.10,climb,68.50,181.50,0.643,1,-127.7,4.8,127.7,-4.8,0.00,-0.00,180,180,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-1,-1,0,-0,0.0,-0.00,0.643,0.643,0.00
0.20,climb,68.50,181.50,0.918,1,-127.7,4.8,127.7,-4.8,0.00,-0.00,180,180,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-1,-1,0,-0,0.0,-0.00,0.918,0.918,0.00
0.30,climb,68.50,181.50,1.000,1,-127.7,4.8,127.7,-4.8,0.00,-0.00,180,180,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-1,-1,1,-0,0.0,-0.00,1.000,1.000,0.00
0.40,climb,68.55,181.45,1.000,1,-127.7,4.8,127.7,-4.8,0.00,0.00,180,180,-1,0.0,0.0,-0.0,0.0,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,55,-1,1,-0,0.0,-0.00,1.000,1.000,0.26
0.50,climb,68.77,181.23,1.000,1,-127.7,4.8,127.7,-4.8,-0.01,0.00,180,180,-1,0.0,0.0,-0.0,0.1,0.02,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,55,-1,1,-0,0.0,-0.00,1.000,1.000,1.57
0.60,climb,69.25,180.75,1.000,1,-127.7,4.8,127.7,-4.8,-0.01,0.00,180,180,-1,0.0,0.0,-0.1,0.4,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.01,55,-1,1,-0,0.0,-0.00,1.000,1.000,4.06
0.70,climb,70.10,179.90,1.000,1,-127.7,4.8,127.7,-4.8,-0.03,0.01,180,180,-1,0.0,0.0,-0.1,0.7,0.05,-0.01,0.00,0.00,0.00,0.00,0.01,0.03,55,-1,1,-0,0.0,-0.00,1.000,1.000,7.51
0.80,climb,71.33,178.67,1.000,1,-127.7,4.8,127.7,-4.8,-0.26,0.02,180,180,-1,0.0,0.0,-0.2,1.0,0.06,-0.01,0.00,0.00,0.00,0.00,0.01,0.10,55,-1,1,-0,-0.0,-0.00,1.000,1.000,11.30
0.90,climb,73.38,176.62,1.000,1,-127.8,4.8,127.7,-4.8,-0.48,0.04,180,180,-1,0.0,0.0,-0.3,1.3,0.05,-0.02,0.00,0.00,0.00,0.00,0.03,0.26,55,-1,1,-0,-0.0,-0.00,1.000,1.000,15.04
1.00,climb,74.89,175.11,1.000,1,-127.8,4.8,127.8,-4.8,-0.48,0.04,180,180,-1,0.0,0.0,-0.4,1.3,0.02,-0.02,0.00,0.00,0.00,0.00,0.04,0.48,55,-1,1,-0,-0.0,0.00,1.000,1.000,18.74
1.10,climb,77.23,172.77,1.000,1,-127.9,4.8,127.9,-4.8,-0.73,0.07,180,180,-1,0.0,0.0,-0.5,1.1,-0.02,-0.03,0.00,0.00,0.00,0.00,0.07,0.72,55,-1,1,-0,-0.1,0.00,1.000,1.000,22.40
1.20,climb,79.92,170.08,1.000,1,-127.9,4.8,127.9,-4.8,-0.96,0.11,180,180,-1,0.0,0.0,-0.7,0.6,-0.06,-0.03,0.00,0.00,0.00,0.00,0.11,0.96,55,-1,1,-0,-0.1,0.00,1.000,1.000,26.03
1.30,climb,83.79,166.21,1.000,1,-128.2,4.8,128.1,-4.8,-1.13,0.24,180,180,-1,0.0,0.0,-0.8,0.1,-0.08,-0.03,0.00,0.00,0.00,0.00,0.17,1.10,55,-1,1,0,-0.1,0.00,1.000,1.000,29.62
1.40,climb,88.22,161.78,1.000,1,-128.3,4.9,128.2,-4.8,-1.04,0.33,180,180,-1,0.0,0.0,-1.0,-0.4,-0.08,-0.04,0.00,0.00,0.00,0.00,0.24,1.13,55,-1,1,0,0.2,0.00,1.000,1.000,33.17
1.50,climb,90.14,159.86,1.000,1,-128.3,4.9,128.3,-4.9,-1.04,0.33,180,180,-1,0.0,0.0,-1.2,-0.6,-0.04,-0.04,0.00,0.00,0.00,0.00,0.34,1.04,55,-1,1,0,0.2,-0.00,1.000,1.000,36.69
1.60,climb,94.24,155.76,0.815,1,-128.4,4.9,128.4,-4.9,-0.86,0.48,180,180,-1,0.0,0.0,-1.2,-0.4,0.02,-0.02,0.00,0.00,0.00,0.00,0.49,0.86,55,-1,0,-0,0.8,-0.02,0.815,0.831,40.16
1.70,climb,98.69,151.31,0.619,1,-128.4,5.0,128.4,-5.0,-0.67,0.69,180,180,-1,0.0,0.0,-1.0,0.2,0.10,0.03,0.00,0.00,0.00,0.00,0.69,0.67,55,-1,0,-0,1.8,-0.04,0.619,0.670,43.60
1.80,climb,104.60,145.40,0.423,1,-128.5,5.2,128.5,-5.1,-0.54,0.95,180,180,-1,0.0,0.0,-0.4,1.2,0.16,0.07,0.00,0.00,0.00,0.00,0.88,0.53,55,-1,0,-0,1.9,-0.04,0.423,0.518,46.60
1.90,climb,110.74,139.26,0.273,1,-128.6,5.3,128.5,-5.2,-0.67,0.92,180,180,-1,0.0,0.0,0.1,2.2,0.17,0.09,0.00,0.00,0.00,0.00,0.95,0.54,55,-1,0,-0,0.8,-0.04,0.273,0.375,48.53
2.00,climb,113.21,136.79,0.202,1,-128.6,5.3,128.6,-5.3,-0.67,0.92,180,181,-1,0.0,0.0,0.6,2.8,0.12,0.07,0.00,0.00,0.00,0.00,0.93,0.67,55,-1,0,-0,0.8,-0.02,0.202,0.277,49.42
2.10,climb,118.13,131.87,0.155,1,-128.7,5.3,128.7,-5.3,-0.83,0.85,180,181,-1,0.0,0.0,0.7,2.9,0.05,0.04,0.00,0.00,0.00,0.00,0.86,0.82,55,-1,0,-0,-0.1,-0.00,0.155,0.189,49.38
2.20,climb,122.99,127.01,0.134,1,-128.9,5.5,128.8,-5.4,-1.05,0.71,180,181,-1,0.0,0.0,0.7,2.6,-0.02,-0.00,0.00,0.00,0.00,0.00,0.78,0.95,55,-1,0,-0,-1.2,0.01,0.134,0.143,48.80
2.30,climb,128.94,121.06,0.116,1,-129.0,5.6,128.9,-5.5,-1.10,0.66,181,181,-1,0.0,0.0,0.5,2.0,-0.07,-0.03,0.00,0.00,0.00,0.00,0.72,1.05,55,-1,0,-0,-1.3,0.02,0.116,0.155,47.93
2.40,climb,134.72,115.28,0.107,1,-129.1,5.6,129.0,-5.6,-1.12,0.62,181,181,-1,0.0,0.0,0.2,1.4,-0.07,-0.04,0.00,0.00,0.00,0.00,0.67,1.10,55,-1,0,-0,-1.4,0.02,0.107,0.154,46.88
2.50,climb,136.98,113.02,0.135,1,-129.1,5.6,129.1,-5.6,-1.12,0.62,181,181,-1,0.0,0.0,-0.1,0.9,-0.06,-0.04,0.00,0.00,0.00,0.00,0.63,1.11,55,-1,0,-0,-1.4,0.02,0.135,0.175,45.77
2.60,climb,143.59,106.41,0.125,1,-129.3,5.7,129.2,-5.7,-1.09,0.60,181,181,-1,0.0,0.0,-0.2,0.6,-0.05,-0.03,0.00,0.00,0.00,0.00,0.62,1.11,55,-1,0,-0,-1.0,0.02,0.125,0.154,44.58
2.70,climb,146.80,103.20,0.143,1,-129.4,5.8,129.3,-5.7,-1.07,0.60,181,181,-1,0.0,0.0,-0.3,0.4,-0.02,-0.02,0.00,0.00,0.00,0.00,0.61,1.09,55,-1,0,-0,-0.7,0.01,0.143,0.160,43.47
2.80,climb,150.99,99.01,0.150,1,-129.4,5.8,129.4,-5.8,-1.07,0.60,180,180,-1,0.0,0.0,-0.4,0.3,-0.00,-0.01,0.00,0.00,0.00,0.00,0.61,1.06,55,-1,0,-0,-0.7,0.01,0.150,0.155,42.40
2.90,climb,154.06,95.94,0.167,1,-129.6,5.9,129.5,-5.9,-1.01,0.59,180,180,-1,0.0,0.0,-0.3,0.4,0.02,0.00,0.00,0.00,0.00,0.00,0.60,1.03,55,-1,0,-0,-0.6,0.01,0.167,0.176,41.35
3.00,climb,158.08,91.92,0.167,1,-129.6,5.9,129.6,-5.9,-1.01,0.59,180,180,-1,0.0,0.0,-0.3,0.6,0.03,0.01,0.00,0.00,0.00,0.00,0.60,1.00,55,-1,0,-0,-0.6,0.01,0.167,0.183,40.44
3.10,climb,162.99,87.01,0.152,1,-129.8,6.0,129.7,-6.0,-0.98,0.57,180,180,-1,0.0,0.0,-0.2,0.8,0.04,0.01,0.00,0.00,0.00,0.00,0.59,0.99,55,-1,0,-0,-0.4,0.01,0.152,0.171,39.60
3.20,climb,165.87,84.13,0.159,1,-129.9,6.1,129.8,-6.0,-0.98,0.56,180,180,-1,0.0,0.0,-0.1,1.0,0.04,0.01,0.00,0.00,0.00,0.00,0.58,0.98,55,-1,0,-0,-0.3,0.01,0.159,0.180,38.77
3.30,climb,169.65,80.35,0.154,1,-130.0,6.2,129.9,-6.1,-0.98,0.55,180,180,-1,0.0,0.0,-0.0,1.2,0.05,0.01,0.00,0.00,0.00,0.00,0.56,0.98,55,-1,0,-0,-0.2,0.00,0.154,0.176,37.94
3.40,climb,173.34,76.66,0.149,1,-130.0,6.2,130.0,-6.2,-0.98,0.55,180,180,-1,0.0,0.0,0.1,1.3,0.04,0.01,0.00,0.00,0.00,0.00,0.55,0.98,55,-1,0,-0,-0.2,0.00,0.149,0.171,37.13
3.50,climb,176.94,73.06,0.145,1,-130.1,6.2,130.1,-6.2,-1.00,0.53,180,180,-1,0.0,0.0,0.1,1.5,0.03,0.00,0.00,0.00,0.00,0.00,0.54,1.00,55,-1,0,0,-0.1,0.00,0.145,0.160,36.29
3.60,dash,181.33,68.67,0.183,1,-130.3,6.3,130.2,-6.3,-1.04,0.51,180,180,-1,-2.0,-2.0,-0.0,1.5,0.04,0.01,0.00,0.00,0.00,0.00,0.52,1.02,55,-1,0,0,-0.2,0.01,0.183,0.201,35.41
3.70,dash,185.58,64.42,0.171,1,-130.4,6.4,130.3,-6.3,-1.05,0.50,180,180,-1,-4.0,-4.0,-0.1,1.3,0.03,0.02,0.00,0.00,0.00,0.00,0.51,1.04,55,-1,0,0,-0.1,0.01,0.171,0.193,34.51
3.80,dash,187.24,62.76,0.172,1,-130.4,6.4,130.4,-6.4,-1.05,0.50,180,180,-1,-6.0,-6.0,-0.3,1.0,0.03,0.03,0.00,0.00,0.00,0.00,0.50,1.05,55,-1,0,0,-0.1,0.00,0.172,0.197,33.65
3.90,dash,190.52,59.48,0.120,1,-130.5,6.4,130.5,-6.4,-1.08,0.49,180,180,-1,-8.0,-7.6,-0.5,0.6,0.03,0.05,0.00,0.00,0.00,0.00,0.49,1.08,55,-1,0,0,-0.1,0.00,0.120,0.152,32.94
4.00,dash,194.51,55.49,0.050,1,-130.8,6.5,130.7,-6.5,-1.07,0.48,180,180,-1,-10.0,-7.6,-0.7,0.2,0.03,0.06,0.00,0.00,0.00,0.00,0.48,1.08,55,-1,0,0,0.3,-0.00,0.050,0.086,32.17
4.10,dash,197.59,52.41,0.015,1,-130.9,6.6,130.8,-6.5,-1.05,0.47,180,180,-1,-12.0,-7.8,-0.9,-0.2,0.01,0.07,0.00,0.00,0.00,0.00,0.48,1.07,55,-1,1,0,0.4,-0.00,0.015,0.030,31.33
4.20,dash,199.83,50.17,0.017,1,-130.9,6.6,130.9,-6.6,-1.05,0.47,180,180,-1,-14.0,-8.1,-1.3,-0.7,0.01,0.08,0.00,0.00,0.00,0.00,0.47,1.05,55,-1,1,0,0.4,-0.01,0.017,0.033,30.18
4.30,dash,202.71,47.29,0.001,1,-131.0,6.6,131.0,-6.6,-1.02,0.47,180,180,-1,-16.0,-8.7,-1.6,-1.1,0.01,0.10,0.00,0.00,0.00,0.00,0.47,1.02,55,-1,1,-0,0.4,-0.01,0.001,0.003,29.04
4.40,dash,206.15,43.85,0.000,1,-131.2,6.7,131.1,-6.6,-0.95,0.47,180,180,-1,-18.0,-9.3,-2.0,-1.6,0.01,0.11,0.00,0.00,0.00,0.00,0.46,0.98,55,-1,1,-0,0.4,-0.01,0.000,0.000,27.90
4.50,dash,208.12,41.88,0.000,1,-131.2,6.7,131.2,-6.7,-0.95,0.47,180,180,-1,-20.0,-10.2,-2.3,-2.0,0.02,0.12,0.00,0.00,0.00,0.00,0.46,0.95,55,-1,1,-0,0.4,-0.01,0.000,0.000,26.70
4.60,dash,211.24,38.76,0.000,1,-131.3,6.8,131.3,-6.7,-0.88,0.47,180,180,-1,-21.7,-11.2,-2.7,-2.5,0.02,0.13,0.00,0.00,0.00,0.00,0.47,0.92,55,-1,1,-0,0.5,-0.01,0.000,0.000,25.45
4.70,dash,213.60,36.40,0.000,1,-131.4,6.8,131.3,-6.8,-0.85,0.48,180,180,-1,-22.8,-12.4,-3.2,-2.9,0.03,0.14,0.00,0.00,0.00,0.00,0.47,0.89,55,-1,1,-0,0.5,-0.01,0.000,0.000,24.14
4.80,dash,215.82,34.18,0.000,1,-131.5,6.9,131.4,-6.8,-0.82,0.48,180,180,-1,-20.8,-14.4,-3.6,-3.4,0.05,0.12,0.00,0.00,0.00,0.00,0.48,0.85,55,-1,1,-0,0.5,-0.01,0.000,0.000,22.81
4.90,dash,217.40,32.60,0.013,1,-131.5,6.9,131.5,-6.9,-0.82,0.48,180,180,-1,-18.8,-16.4,-4.0,-3.8,0.07,0.10,0.00,0.00,0.00,0.00,0.48,0.82,55,-1,1,-0,0.5,-0.02,0.013,0.026,21.49
5.00,dash,219.39,30.61,0.029,1,-131.6,6.9,131.6,-6.9,-0.79,0.49,180,180,-1,-16.8,-18.4,-4.4,-4.3,0.09,0.08,0.00,0.00,0.00,0.00,0.49,0.79,55,-1,1,-0,0.5,-0.02,0.029,0.058,20.18
5.10,dash,221.69,28.31,0.036,1,-131.7,7.0,131.7,-7.0,-0.72,0.50,180,180,-1,-14.8,-20.4,-4.8,-4.7,0.10,0.05,0.00,0.00,0.00,0.00,0.50,0.75,55,-1,1,-0,0.5,-0.02,0.036,0.073,18.88
5.20,dash,222.98,27.02,0.069,1,-131.7,7.0,131.7,-7.0,-0.72,0.50,180,180,-1,-12.8,-22.4,-5.1,-5.1,0.12,0.03,0.00,0.00,0.00,0.00,0.50,0.72,55,-1,0,-0,0.5,-0.02,0.069,0.132,17.60
5.30,dash,224.58,25.42,0.085,1,-131.8,7.1,131.8,-7.1,-0.69,0.51,180,180,-1,-10.8,-24.4,-5.5,-5.5,0.14,0.01,0.00,0.00,0.00,0.00,0.51,0.69,55,-1,0,-0,0.5,-0.02,0.085,0.147,16.33
5.40,dash,226.06,23.94,0.105,1,-131.9,7.1,131.9,-7.1,-0.65,0.52,180,180,-1,-8.8,-26.4,-5.9,-5.9,0.16,-0.01,0.00,0.00,0.00,0.00,0.52,0.65,55,-1,0,-0,0.5,-0.02,0.105,0.173,15.08
5.50,dash,227.43,22.57,0.125,1,-132.0,7.2,131.9,-7.2,-0.59,0.55,180,180,-1,-6.8,-28.4,-6.3,-6.4,0.17,-0.04,0.00,0.00,0.00,0.00,0.53,0.62,55,-1,0,-1,0.5,-0.02,0.125,0.206,13.89
5.60,dash,229.27,20.73,0.130,1,-132.1,7.3,132.0,-7.2,-0.55,0.58,180,180,-1,-4.8,-29.9,-6.7,-7.0,0.15,-0.06,0.00,0.00,0.00,0.00,0.55,0.59,55,-1,0,-1,0.4,-0.02,0.130,0.216,12.79
5.70,dash,230.12,19.88,0.156,1,-132.1,7.4,132.1,-7.3,-0.51,0.63,180,180,-1,-2.8,-29.9,-7.2,-7.9,0.11,-0.08,0.02,0.00,0.00,0.00,0.58,0.55,55,-1,0,-1,0.3,-0.02,0.156,0.233,11.79
5.80,dash,230.91,19.09,0.178,1,-132.1,7.4,132.1,-7.4,-0.51,0.63,180,180,-1,-0.8,-29.9,-7.6,-9.2,0.05,-0.10,0.06,0.00,0.00,0.00,0.63,0.50,55,-1,0,-1,0.3,-0.02,0.178,0.237,10.92
5.90,dash,231.90,18.10,0.191,1,-132.2,7.5,132.2,-7.4,-0.36,0.77,180,180,-1,1.2,-29.9,-7.8,-10.9,-0.02,-0.10,0.11,0.00,0.00,0.00,0.69,0.44,55,-1,0,-1,0.3,-0.02,0.191,0.238,10.14
6.00,dash,233.02,16.98,0.250,1,-132.2,7.6,132.2,-7.5,-0.25,0.88,180,179,-1,2.5,-29.9,-7.9,-12.9,-0.08,-0.09,0.17,0.00,0.00,0.00,0.77,0.36,55,-1,0,-1,0.1,-0.02,0.250,0.318,9.44
6.10,dash,233.65,16.35,0.250,1,-132.2,7.6,132.2,-7.6,-0.25,0.88,180,179,-1,2.7,-31.1,-7.7,-15.1,-0.11,-0.06,0.23,0.00,0.00,0.00,0.88,0.25,55,-1,0,-1,0.1,-0.02,0.250,0.318,8.83
6.20,dash,234.45,15.55,0.250,1,-132.2,7.7,132.2,-7.7,-0.05,1.01,180,179,-1,0.7,-33.1,-7.2,-17.3,-0.11,0.01,0.29,0.00,0.00,0.00,1.01,0.06,55,-1,0,-1,-0.0,-0.01,0.250,0.296,8.39
6.30,dash,235.22,14.78,0.250,1,-132.2,7.8,132.2,-7.8,0.24,1.16,180,179,-1,2.7,-35.1,-6.5,-19.3,-0.07,0.03,0.34,0.00,0.00,0.00,1.16,-0.23,55,-1,0,-1,-0.2,-0.01,0.250,0.290,8.10
6.40,dash,236.16,13.84,0.250,1,-132.1,8.1,132.2,-7.9,1.08,1.42,180,178,-1,3.4,-36.5,-5.6,-21.0,-0.02,0.05,0.39,0.00,0.00,0.00,1.31,-0.62,55,-1,0,-1,-0.5,-0.01,0.250,0.276,7.93
6.50,dash,236.90,13.10,0.250,1,-131.9,8.2,132.1,-8.1,1.52,1.49,179,178,-1,3.6,-37.3,-4.7,-22.4,0.02,0.05,0.43,0.00,0.00,0.00,1.43,-1.06,55,-1,0,-1,-0.7,-0.00,0.250,0.278,7.78
6.60,dash,237.62,12.38,0.250,1,-131.7,8.4,131.9,-8.2,1.97,1.52,179,178,-1,3.7,-38.1,-3.9,-23.5,0.06,0.04,0.46,0.00,0.00,0.00,1.51,-1.50,55,-1,0,-0,-0.9,0.01,0.250,0.289,7.58
6.70,dash,238.32,11.68,0.250,1,-131.5,8.5,131.7,-8.4,2.41,1.53,179,178,-1,3.8,-39.0,-3.3,-24.6,0.07,0.03,0.49,0.00,0.00,0.00,1.55,-1.94,55,-1,0,-0,-1.0,0.01,0.250,0.289,7.38
6.80,dash,238.83,11.17,0.250,1,-131.5,8.5,131.5,-8.5,2.41,1.53,179,178,-1,3.9,-39.6,-2.8,-25.7,0.07,0.01,0.53,0.00,0.00,0.00,1.57,-2.38,55,-1,0,-0,-1.0,0.02,0.250,0.280,7.18
6.90,dash,239.50,10.50,0.250,1,-130.9,8.8,131.2,-8.7,3.35,1.51,179,178,-1,3.9,-40.4,-2.4,-27.0,0.05,-0.01,0.57,0.00,0.00,0.00,1.58,-2.83,55,-1,0,-0,-1.1,0.02,0.250,0.273,7.01
7.00,dash,240.48,9.52,0.250,1,-130.5,9.0,130.9,-8.8,3.83,1.50,179,178,-1,4.0,-41.5,-2.1,-28.4,0.03,-0.01,0.61,0.00,0.00,0.00,1.59,-3.31,55,-1,0,0,-1.2,0.02,0.250,0.267,6.89
7.10,dash,240.80,9.20,0.250,1,-130.5,9.0,130.5,-9.0,3.83,1.50,179,178,-1,4.0,-42.0,-1.9,-30.0,-0.01,-0.02,0.67,0.00,0.00,0.00,1.59,-3.79,55,-1,0,0,-1.2,0.03,0.250,0.261,6.77
7.20,dash,241.41,8.59,0.250,1,-130.1,9.1,130.1,-9.1,4.32,1.48,178,177,-1,4.1,-42.7,-1.6,-31.7,-0.04,-0.02,0.72,0.00,0.00,0.00,1.60,-4.28,55,-1,0,0,-1.1,0.03,0.250,0.271,6.60
7.30,dash,242.28,7.72,0.250,1,-129.1,9.4,129.7,-9.3,5.28,1.43,178,177,-1,4.1,-43.8,-1.3,-33.5,-0.05,-0.02,0.78,0.00,0.00,0.00,1.60,-4.75,55,-1,0,0,-0.9,0.03,0.250,0.275,6.35
7.40,dash,242.55,7.45,0.250,1,-129.1,9.4,129.1,-9.4,5.28,1.43,178,177,-1,4.2,-44.2,-1.0,-35.2,-0.05,-0.01,0.84,0.00,0.00,0.00,1.59,-5.24,55,-1,0,0,-0.9,0.03,0.250,0.274,6.06
7.50,dash,243.08,6.92,0.250,1,-128.6,9.5,128.6,-9.5,5.84,1.39,178,177,-1,4.2,-44.9,-0.6,-36.8,-0.04,-0.00,0.89,0.00,0.00,0.00,1.58,-5.79,55,-1,0,1,-0.6,0.02,0.250,0.266,5.80
7.60,dash,243.71,6.29,0.250,1,-127.3,9.8,127.9,-9.7,6.99,1.28,178,177,-1,4.3,-45.7,-0.1,-38.2,-0.02,0.01,0.94,0.00,0.00,0.00,1.56,-6.37,55,-1,0,1,-0.5,0.02,0.250,0.260,5.51
7.70,dash,244.06,5.94,0.250,1,-127.3,9.8,127.3,-9.8,6.99,1.28,178,177,-1,4.4,-46.2,0.4,-39.6,-0.01,0.01,0.99,0.00,0.00,0.00,1.53,-6.94,55,-1,0,1,-0.5,0.02,0.250,0.257,5.19
7.80,dash,244.49,5.51,0.250,1,-126.5,9.9,126.5,-9.9,7.54,1.22,178,177,-1,4.5,-46.8,1.0,-40.8,-0.00,0.01,1.00,0.00,0.00,0.00,1.49,-7.50,55,-1,0,1,-0.3,0.02,0.250,0.256,4.81
7.90,dash,245.07,4.93,0.250,1,-124.9,10.2,125.7,-10.1,8.66,1.06,178,177,-1,4.5,-47.6,1.5,-42.0,0.00,0.01,1.00,0.00,0.00,0.00,1.44,-8.05,55,-1,0,1,-0.2,0.02,0.250,0.257,4.44
8.00,dash,245.25,4.75,0.250,1,-124.9,10.2,124.9,-10.2,8.66,1.06,178,177,-1,4.6,-47.9,2.0,-43.1,-0.00,0.02,1.00,0.00,0.00,0.00,1.38,-8.61,55,-1,0,1,-0.2,0.02,0.250,0.257,4.06
8.10,dash,245.64,4.36,0.250,1,-123.0,10.3,124.0,-10.3,9.78,0.87,178,177,-1,4.6,-48.5,2.5,-44.2,-0.00,0.02,1.00,0.00,0.00,0.00,1.31,-9.18,55,-1,0,1,-0.3,0.02,0.250,0.258,3.68
8.20,dash,245.85,4.15,0.250,1,-123.0,10.3,123.0,-10.3,9.78,0.87,178,177,-1,4.7,-48.9,3.0,-45.3,-0.01,0.02,1.00,0.00,0.00,0.00,1.23,-9.74,55,-1,0,1,-0.3,0.02,0.250,0.260,3.29
8.30,dash,246.15,3.85,0.250,1,-120.9,10.5,122.0,-10.4,10.91,0.65,178,177,-1,4.7,-49.4,3.5,-46.4,-0.01,0.02,1.00,0.00,0.00,0.00,1.14,-10.31,55,-1,0,1,-0.4,0.03,0.250,0.262,2.90
8.40,dash,246.30,3.70,0.250,1,-120.9,10.5,120.9,-10.5,10.91,0.65,178,177,-1,4.7,-49.7,3.9,-47.4,-0.02,0.02,1.00,0.00,0.00,0.00,1.04,-10.88,55,-1,0,1,-0.4,0.03,0.250,0.265,2.50
8.50,dash,246.47,3.53,0.269,1,-119.8,10.5,119.8,-10.5,11.49,0.53,178,177,-1,4.6,-49.1,4.4,-48.4,-0.04,0.02,1.00,0.00,0.00,0.00,0.93,-11.46,55,-1,0,1,-0.4,0.03,0.269,0.293,2.10
8.60,dash,246.60,3.40,0.294,1,-118.6,10.6,118.6,-10.6,12.06,0.40,178,177,-1,4.6,-49.3,4.8,-49.4,-0.05,0.02,1.00,0.00,0.00,0.00,0.82,-12.04,55,-1,0,1,-0.4,0.03,0.294,0.323,1.69
8.70,dash,246.69,3.31,0.318,1,-116.0,10.6,117.3,-10.6,13.42,0.09,178,177,-1,4.5,-49.4,5.3,-50.3,-0.04,0.02,1.00,0.00,0.00,0.00,0.69,-12.67,55,-1,0,1,-0.2,0.03,0.318,0.345,1.32
8.80,dash,246.76,3.24,0.339,1,-116.0,10.6,116.0,-10.6,13.42,0.09,178,177,-1,4.5,-49.3,5.6,-51.0,-0.03,0.02,1.00,0.00,0.00,0.00,0.54,-13.41,55,-1,0,1,-0.2,0.03,0.339,0.360,1.03
8.90,dash,246.83,3.17,0.360,1,-113.1,10.6,114.6,-10.6,15.19,-0.33,178,177,-1,4.5,-49.1,6.0,-51.5,-0.02,0.02,1.00,0.00,0.00,0.00,0.36,-14.24,55,-1,0,1,1.1,0.02,0.360,0.375,0.79
9.00,dash,246.88,3.12,0.390,1,-111.5,10.6,113.1,-10.6,16.24,-0.57,178,177,-1,4.5,-48.7,6.2,-51.9,-0.00,0.02,1.00,0.00,0.00,0.00,0.16,-15.19,55,-1,0,1,2.1,-0.00,0.390,0.398,0.65
9.10,dash,246.91,3.09,0.420,1,-111.5,10.6,111.5,-10.6,16.24,-0.57,178,177,-1,4.5,-48.2,6.5,-52.1,0.01,0.02,1.00,0.00,0.00,0.00,-0.07,-16.25,55,-1,0,1,2.1,-0.03,0.420,0.431,0.59
9.20,dash,246.96,3.04,0.450,1,-109.8,10.5,109.8,-10.5,17.31,-0.82,178,178,-1,4.6,-47.5,6.8,-52.3,0.00,0.03,1.00,0.00,0.00,0.00,-0.31,-17.33,55,-1,0,1,2.8,-0.04,0.450,0.461,0.57
9.30,dash,247.06,2.94,0.480,1,-106.0,10.2,108.0,-10.4,19.77,-1.33,178,178,-1,4.7,-46.7,7.1,-52.4,-0.01,0.03,1.00,0.00,0.00,0.00,-0.56,-18.49,55,-1,0,0,3.3,-0.06,0.480,0.494,0.63
9.40,dash,247.10,2.90,0.510,1,-106.0,10.2,106.0,-10.2,19.77,-1.33,179,178,-1,4.8,-45.7,7.4,-52.5,-0.02,0.03,1.00,0.00,0.00,0.00,-0.82,-19.80,55,-1,0,-0,3.3,-0.07,0.510,0.529,0.82
9.50,dash,247.22,2.78,0.540,1,-104.0,10.1,104.0,-10.1,21.13,-1.61,179,178,-1,4.8,-44.6,7.5,-52.4,-0.03,0.02,1.00,0.00,0.00,0.00,-1.10,-21.17,55,-1,0,-0,2.9,-0.06,0.540,0.558,1.07
9.60,dash,247.38,2.62,0.570,1,-99.4,9.7,101.7,-9.9,24.22,-2.22,179,179,-1,4.6,-43.2,7.3,-52.3,-0.04,0.00,1.00,0.00,0.00,0.00,-1.42,-22.66,55,-1,0,-0,0.4,-0.05,0.570,0.586,1.43
9.70,dash,247.59,2.41,0.600,1,-99.4,9.7,99.4,-9.7,24.22,-2.22,179,179,-1,4.4,-41.7,6.7,-52.1,-0.04,-0.02,1.00,0.00,0.00,0.00,-1.75,-24.26,55,-1,0,-0,0.4,-0.02,0.600,0.625,1.88
9.80,dash,247.87,2.13,0.600,1,-96.8,9.5,96.8,-9.5,25.94,-2.52,179,179,-1,3.9,-39.9,5.7,-51.8,-0.05,-0.05,1.00,0.00,0.00,0.00,-2.07,-25.98,55,-1,0,-0,-1.5,0.02,0.600,0.638,2.44
9.90,dash,248.23,1.77,0.600,1,-94.1,9.2,94.1,-9.2,27.74,-2.78,179,179,-1,3.4,-38.0,4.4,-51.2,-0.04,-0.07,1.00,0.00,0.00,0.00,-2.35,-27.78,55,-1,0,0,-3.2,0.06,0.600,0.642,3.07
10.00,dash,248.66,1.34,0.600,1,-88.1,8.6,91.2,-8.9,31.41,-3.11,179,178,-1,2.9,-36.0,3.1,-50.3,-0.02,-0.08,1.00,0.00,0.00,0.00,-2.51,-29.64,55,-1,0,0,-4.8,0.09,0.600,0.640,3.77
