t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav3,nav2,trihdg,trires,aimq,wx,wz
0.00,climb,69.50,280.50,0.378,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,2,0.0,0.03,0.378,0.378,0.00,0,0,0,175.4,0.0,180.0,94.6,0.00,0,-0.0,-0.0
0.10,climb,69.50,280.50,0.643,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,0.0,0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,5,-0.0,0.09,0.643,0.643,0.00,0,0,0,175.4,0.0,180.0,94.6,0.00,0,0.0,0.0
0.20,climb,69.50,280.50,0.917,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,8,-0.0,0.15,0.919,0.919,0.00,0,0,0,175.4,0.0,180.0,94.6,0.00,0,0.0,0.0
0.30,climb,69.50,280.50,1.000,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,10,0.2,0.21,1.000,1.000,0.00,0,0,0,175.4,0.0,180.0,94.6,0.00,0,0.3,-0.4
0.40,climb,69.54,280.46,1.000,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,13,1.8,0.26,1.000,1.000,0.24,0,0,0,175.3,0.0,179.5,94.7,0.00,0,0.2,-0.4
0.50,climb,69.71,280.29,1.000,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,0.0,0.1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,16,1.8,0.29,1.000,1.000,1.26,0,0,0,175.3,0.0,179.5,94.7,0.00,0,0.2,-0.4
0.60,climb,70.11,279.89,1.000,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,0.0,0.1,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,19,12.0,0.28,1.000,1.000,3.30,0,0,0,175.3,0.0,179.5,94.7,0.00,0,-0.7,0.7
0.70,climb,70.81,279.19,1.000,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,94,-1,0.0,0.0,-0.1,-0.0,-0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,22,20.5,0.21,1.000,1.000,6.19,0,0,0,175.3,0.0,179.5,94.7,0.00,0,-1.1,2.0
0.80,climb,71.83,278.17,1.000,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,94,98,-1,0.0,0.0,-0.2,-0.2,-0.04,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,94,-1,1,25,28.5,0.08,1.000,1.000,9.38,0,26,0,170.7,359.8,181.3,99.3,0.00,0,-0.9,2.9
0.90,climb,73.17,276.83,1.000,1,-1657.8,4259.6,3550.3,-3894.1,0.00,0.00,95,98,-1,0.0,0.0,-0.2,-0.6,-0.05,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,94,-1,1,27,28.5,-0.03,1.000,1.000,12.52,0,26,0,170.7,359.8,181.3,99.3,0.00,0,-0.9,2.9
