t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers
27.00,align,250.05,-0.05,0.308,1,0.5,6.1,0.0,-5.6,0.20,-6.51,180,180,-1,1.3,-0.1,4.6,0.1,0.00,0.00,0.00,0.00,0.00,0.00,-6.51,-0.18,73,-1,0,-0,0.1,-0.01,0.308,0.309,0.22,0,32
27.10,align,250.07,-0.07,0.308,1,0.5,4.8,0.0,-4.9,0.19,-6.44,180,180,-1,1.3,-0.1,4.4,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-6.48,-0.17,73,-1,0,-0,0.1,-0.01,0.308,0.310,0.19,0,32
27.20,align,250.09,-0.09,0.309,1,0.5,4.8,-0.0,-4.3,0.19,-6.44,180,180,-1,1.3,-0.1,4.2,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-6.45,-0.16,73,-1,0,-0,0.1,-0.01,0.309,0.311,0.15,0,32
27.30,align,250.10,-0.10,0.310,1,0.5,4.2,-0.0,-3.7,0.19,-6.40,180,180,-1,1.3,-0.1,4.0,-0.0,0.01,0.00,0.00,0.00,0.00,0.00,-6.40,-0.16,73,-1,0,-0,0.1,-0.01,0.310,0.314,0.12,0,32
27.40,align,250.12,-0.12,0.311,1,0.6,2.9,-0.1,-3.0,0.19,-6.30,180,180,-1,1.3,-0.1,3.9,-0.0,0.01,0.01,0.00,0.00,0.00,0.00,-6.35,-0.15,73,-1,0,-0,0.1,-0.01,0.311,0.316,0.09,0,32
27.50,align,250.12,-0.12,0.312,1,0.6,2.9,-0.1,-2.4,0.19,-6.30,180,180,-1,1.3,-0.1,3.8,-0.0,0.01,0.01,0.00,0.00,0.00,0.00,-6.30,-0.15,73,-1,0,-0,0.1,-0.01,0.312,0.319,0.06,0,32
27.60,align,250.12,-0.12,0.313,1,0.6,2.3,-0.1,-1.8,0.18,-6.25,180,180,-1,1.3,-0.1,3.7,0.0,0.01,0.01,0.00,0.00,0.00,0.00,-6.25,-0.15,73,-1,0,-0,0.0,-0.01,0.313,0.323,0.03,0,32
27.70,align,250.12,-0.12,0.315,1,0.6,1.0,-0.1,-1.1,0.18,-6.13,180,180,-1,1.3,-0.1,3.6,0.0,0.01,0.02,0.00,0.00,0.00,0.00,-6.19,-0.14,73,-1,0,-0,0.0,-0.01,0.315,0.327,-0.00,0,32
27.80,align,250.12,-0.12,0.316,1,0.6,1.0,-0.1,-0.5,0.18,-6.13,180,180,-1,1.3,-0.1,3.6,0.1,0.01,0.02,0.00,0.00,0.00,0.00,-6.13,-0.14,73,-1,0,-0,0.0,-0.01,0.316,0.331,-0.03,0,32
27.90,align,250.11,-0.11,0.318,1,0.6,0.4,-0.1,0.1,0.18,-6.08,180,180,-1,1.3,-0.1,3.6,0.1,0.01,0.03,0.00,0.00,0.00,0.00,-6.08,-0.13,73,-1,0,-0,0.2,-0.01,0.318,0.335,-0.06,0,32
28.00,align,250.10,-0.10,0.320,1,0.7,-0.8,-0.2,0.7,0.17,-5.97,180,181,-1,1.3,-0.1,3.7,0.1,0.02,0.03,0.00,0.00,0.00,0.00,-6.02,-0.13,73,-1,0,-0,0.2,-0.01,0.320,0.340,-0.09,0,32
28.10,align,250.09,-0.09,0.320,1,0.7,-0.8,-0.2,1.3,0.17,-5.97,180,181,-1,-4.7,0.4,3.7,0.2,0.01,0.10,0.00,0.00,0.00,0.00,-5.97,-0.12,73,-1,0,-0,0.2,-0.01,0.320,0.363,-0.10,0,32
28.20,align,250.09,-0.09,0.319,1,0.7,-2.0,-0.2,1.9,0.16,-5.89,180,181,-1,-10.7,0.4,3.8,0.2,0.01,0.15,0.00,0.00,0.00,0.00,-5.93,-0.12,73,-1,0,-0,-0.3,-0.01,0.319,0.382,-0.06,0,32
28.30,align,250.09,-0.09,0.315,1,0.7,-2.6,-0.2,2.5,0.16,-5.88,180,181,-1,-16.7,0.4,3.7,0.2,0.00,0.20,0.00,0.00,0.00,0.00,-5.90,-0.11,73,-1,0,-0,-0.3,-0.00,0.315,0.398,0.00,0,32
28.40,align,250.10,-0.10,0.312,1,0.7,-2.6,-0.2,3.1,0.16,-5.88,180,181,-1,-18.3,0.4,3.5,0.2,0.01,0.19,0.00,0.00,0.00,0.00,-5.88,-0.11,73,-1,0,-0,-0.3,-0.00,0.312,0.391,0.05,0,32
28.50,align,250.11,-0.11,0.314,1,0.8,-3.7,-0.2,3.6,0.15,-5.90,180,181,-1,-18.7,0.3,3.0,0.2,0.01,0.15,0.00,0.00,0.00,0.00,-5.88,-0.10,73,-1,0,-0,-0.6,-0.00,0.314,0.378,0.02,0,32
28.60,align,250.12,-0.12,0.315,1,0.8,-3.7,-0.3,4.2,0.15,-5.90,180,181,-1,-18.9,0.3,2.3,0.2,0.01,0.11,0.00,0.00,0.00,0.00,-5.90,-0.10,73,-1,0,-0,-0.6,0.00,0.315,0.360,-0.02,0,32
28.70,align,250.13,-0.13,0.317,1,0.8,-4.3,-0.3,4.8,0.15,-5.91,180,181,-1,-18.9,0.3,1.2,0.2,0.01,0.05,0.00,0.00,0.00,0.00,-5.91,-0.10,73,-1,0,-0,-0.6,0.00,0.317,0.340,-0.06,0,32
28.80,align,250.16,-0.16,0.316,1,0.8,-4.9,-0.3,5.4,0.14,-5.91,180,180,-1,-18.9,0.3,-0.2,0.2,0.01,-0.00,0.00,0.00,0.00,0.00,-5.91,-0.10,73,-1,0,-0,-0.7,0.00,0.316,0.321,-0.04,0,32
28.90,align,250.20,-0.20,0.311,1,0.8,-6.1,-0.3,6.0,0.13,-5.80,180,180,-1,-19.0,0.3,-1.8,0.3,0.01,-0.05,0.00,0.00,0.00,0.00,-5.88,-0.09,73,-1,0,-0,-0.6,0.00,0.311,0.332,0.03,0,32
29.00,align,250.22,-0.22,0.310,1,0.8,-6.1,-0.3,6.6,0.13,-5.80,180,180,-1,-19.0,0.3,-3.4,0.3,0.01,-0.08,0.00,0.00,0.00,0.00,-5.80,-0.09,73,-1,0,-0,-0.6,0.00,0.310,0.343,0.03,0,32
29.10,align,250.25,-0.25,0.310,1,0.8,-7.2,-0.3,7.2,0.11,-5.47,180,180,-1,-19.0,0.3,-5.1,0.3,0.01,-0.09,0.00,0.00,0.00,0.00,-5.67,-0.09,73,-1,0,-0,-0.5,0.00,0.310,0.351,-0.00,0,32
29.20,align,250.29,-0.29,0.309,1,0.8,-7.7,-0.3,7.7,0.10,-5.22,180,180,-1,-19.1,0.3,-6.7,0.3,0.01,-0.09,0.00,0.00,0.00,0.00,-5.47,-0.08,73,-1,0,-0,-0.5,0.00,0.309,0.351,0.01,0,32
29.30,align,250.30,-0.30,0.303,1,0.8,-7.7,-0.3,8.2,0.10,-5.22,180,180,-1,-19.1,0.3,-8.2,0.4,0.01,-0.08,0.00,0.00,0.00,0.00,-5.22,-0.08,73,-1,0,-0,-0.5,0.00,0.303,0.342,0.10,0,32
29.40,align,250.35,-0.35,0.299,1,0.9,-8.2,-0.4,8.7,0.09,-4.94,180,180,-1,-19.1,0.3,-9.5,0.4,0.01,-0.06,0.00,0.00,0.00,0.00,-4.94,-0.07,73,-1,0,-0,-0.4,0.00,0.299,0.329,0.15,0,32
29.50,align,250.37,-0.37,0.299,1,0.9,-9.2,-0.4,9.2,0.07,-4.32,180,180,-1,-18.6,0.3,-10.5,0.4,0.00,-0.05,0.02,0.00,0.00,0.00,-4.63,-0.06,73,-1,0,-0,-0.5,0.00,0.299,0.320,0.13,0,32
29.60,align,250.38,-0.38,0.301,1,0.9,-9.2,-0.4,9.7,0.07,-4.32,180,180,-1,-18.0,0.3,-11.4,0.3,-0.00,-0.04,0.05,0.00,0.00,0.00,-4.32,-0.05,73,-1,0,-0,-0.5,0.01,0.301,0.318,0.06,0,32
29.70,align,250.39,-0.39,0.304,1,0.9,-9.6,-0.4,10.1,0.06,-3.99,180,180,-1,-17.3,0.3,-12.2,0.3,0.00,-0.04,0.07,0.00,0.00,0.00,-4.00,-0.05,73,-1,0,-0,-0.4,0.01,0.304,0.320,-0.00,0,32
29.80,align,250.38,-0.38,0.308,1,0.9,-10.3,-0.4,10.4,0.04,-3.32,180,180,-1,-16.5,0.3,-12.9,0.2,0.00,-0.04,0.10,0.00,0.00,0.00,-3.66,-0.04,73,-1,0,-0,-0.3,0.01,0.308,0.322,-0.08,0,32
29.90,align,250.37,-0.37,0.311,1,0.9,-10.3,-0.4,10.8,0.04,-3.32,180,180,-1,-15.7,0.2,-13.5,0.2,0.00,-0.03,0.12,0.00,0.00,0.00,-3.32,-0.04,73,-1,0,-0,-0.3,0.01,0.311,0.325,-0.15,0,32
30.00,align,250.36,-0.36,0.316,1,0.9,-10.6,-0.4,11.1,0.03,-2.97,180,180,-1,-14.9,0.2,-13.9,0.2,0.00,-0.03,0.13,0.00,0.00,0.00,-2.97,-0.03,73,-1,0,-0,-0.3,0.01,0.316,0.329,-0.23,0,32
30.10,align,250.33,-0.33,0.321,1,0.9,-10.9,-0.4,11.4,0.02,-2.62,180,180,-1,-14.0,0.2,-14.3,0.2,0.00,-0.03,0.14,0.00,0.00,0.00,-2.62,-0.03,73,-1,0,0,-0.2,0.00,0.321,0.333,-0.30,0,32
30.20,align,250.28,-0.28,0.326,1,0.9,-11.3,-0.4,11.6,0.01,-1.96,180,180,-1,-13.2,0.2,-14.5,0.2,0.01,-0.03,0.15,0.00,0.00,0.00,-2.28,-0.02,73,-1,0,0,0.1,0.00,0.326,0.339,-0.38,0,32
30.30,align,250.23,-0.23,0.331,1,0.9,-11.5,-0.4,11.8,0.00,-1.63,180,180,-1,-12.3,0.2,-14.8,0.2,0.01,-0.03,0.16,0.00,0.00,0.00,-1.96,-0.01,73,-1,0,0,0.2,-0.00,0.331,0.346,-0.45,0,32
30.40,align,250.20,-0.20,0.334,1,0.9,-11.5,-0.4,12.0,0.00,-1.63,180,180,-1,-11.5,0.2,-14.9,0.2,0.01,-0.03,0.16,0.00,0.00,0.00,-1.63,-0.01,73,-1,0,0,0.2,-0.00,0.334,0.348,-0.47,0,32
30.50,align,250.16,-0.16,0.333,1,0.9,-11.6,-0.4,12.1,-0.00,-1.28,180,180,-1,-10.5,0.2,-14.9,0.2,0.01,-0.02,0.16,0.00,0.00,0.00,-1.28,-0.00,73,-1,0,0,0.5,-0.01,0.333,0.346,-0.41,0,32
30.60,align,250.11,-0.11,0.332,1,0.9,-11.8,-0.4,12.2,-0.02,-0.62,180,180,-1,-9.6,0.2,-14.8,0.2,0.01,-0.02,0.16,0.00,0.00,0.00,-0.95,0.01,73,-1,0,0,0.3,-0.00,0.332,0.343,-0.35,0,32
30.70,align,250.10,-0.10,0.329,1,0.9,-11.8,-0.4,12.3,-0.02,-0.62,180,180,-1,-8.7,0.1,-14.7,0.2,0.01,-0.01,0.16,0.00,0.00,0.00,-0.62,0.02,73,-1,0,0,0.3,-0.00,0.329,0.340,-0.29,0,32
30.80,align,250.07,-0.07,0.327,1,0.9,-11.8,-0.4,12.3,-0.03,-0.30,180,180,-1,-7.8,0.1,-14.4,0.3,0.01,-0.01,0.15,0.00,0.00,0.00,-0.30,0.02,73,-1,0,0,0.3,-0.00,0.327,0.337,-0.23,0,32
30.90,align,250.04,-0.04,0.326,1,0.9,-11.8,-0.4,12.3,-0.04,0.27,180,180,-1,-6.9,0.1,-14.1,0.3,0.01,-0.01,0.14,0.00,0.00,0.00,-0.01,0.03,73,-1,0,0,0.3,-0.00,0.326,0.335,-0.19,0,32
31.00,align,250.02,-0.02,0.327,1,0.9,-11.8,-0.4,12.3,-0.05,0.53,180,180,-1,-6.1,0.0,-13.8,0.3,0.01,-0.01,0.13,0.00,0.00,0.00,0.27,0.04,73,-1,0,0,0.3,-0.00,0.327,0.334,-0.19,0,32
31.10,align,250.01,-0.01,0.328,1,0.9,-11.8,-0.4,12.3,-0.05,0.53,180,180,-1,-5.3,0.0,-13.4,0.2,0.00,-0.01,0.11,0.00,0.00,0.00,0.53,0.05,73,-1,0,0,0.3,-0.00,0.328,0.333,-0.18,0,32
31.20,align,249.98,0.02,0.328,1,0.9,-11.7,-0.4,12.2,-0.06,0.78,180,180,-1,-4.5,-0.0,-13.0,0.2,-0.00,-0.01,0.10,0.00,0.00,0.00,0.78,0.06,73,-1,0,0,0.2,-0.00,0.328,0.332,-0.17,0,32
31.30,align,249.94,0.06,0.330,1,0.9,-11.5,-0.4,12.1,-0.07,1.23,180,180,-1,-3.7,-0.0,-12.6,0.1,-0.00,-0.01,0.09,0.00,0.00,0.00,1.02,0.07,73,-1,0,0,0.2,-0.00,0.330,0.336,-0.19,0,32
31.40,align,249.93,0.07,0.334,1,0.9,-11.5,-0.4,12.0,-0.07,1.23,180,180,-1,-3.0,-0.1,-12.2,0.1,-0.00,-0.02,0.07,0.00,0.00,0.00,1.23,0.07,73,-1,0,0,0.2,-0.00,0.334,0.341,-0.24,0,32
31.50,align,249.90,0.10,0.335,1,0.9,-11.3,-0.4,11.8,-0.07,1.44,180,180,-1,-2.3,-0.1,-11.8,0.0,0.00,-0.02,0.06,0.00,0.00,0.00,1.44,0.08,73,-1,0,0,0.2,-0.00,0.335,0.342,-0.25,0,32
31.60,align,249.88,0.12,0.332,1,0.8,-11.2,-0.3,11.7,-0.08,1.66,180,180,-1,-1.6,-0.1,-11.3,-0.0,0.00,-0.01,0.04,0.00,0.00,0.00,1.66,0.08,73,-1,0,0,0.2,-0.00,0.332,0.337,-0.16,0,32
31.70,align,249.87,0.13,0.329,1,0.8,-11.0,-0.3,11.5,-0.08,1.86,180,180,-1,-0.9,-0.1,-10.7,-0.1,0.00,-0.00,0.02,0.00,0.00,0.00,1.86,0.08,73,-1,0,0,0.2,-0.00,0.329,0.331,-0.08,0,32
31.80,align,249.86,0.14,0.325,1,0.8,-10.8,-0.3,11.3,-0.08,2.05,180,180,-1,-0.2,-0.1,-10.1,-0.1,0.01,0.01,0.00,0.00,0.00,0.00,2.05,0.08,73,-1,0,0,0.1,-0.00,0.325,0.330,0.00,0,32
31.90,align,249.85,0.15,0.323,1,0.8,-10.3,-0.3,11.1,-0.08,2.34,180,180,-1,0.4,-0.1,-9.5,-0.1,0.01,0.01,0.00,0.00,0.00,0.00,2.21,0.08,73,-1,0,0,0.1,-0.00,0.323,0.330,0.04,0,32
32.00,align,249.84,0.16,0.326,1,0.8,-10.3,-0.3,10.8,-0.08,2.34,180,180,-1,1.0,-0.1,-8.9,-0.1,0.01,0.01,0.00,0.00,0.00,0.00,2.34,0.08,73,-1,0,0,0.1,-0.00,0.326,0.331,-0.00,0,32
32.10,align,249.83,0.17,0.328,1,0.8,-10.1,-0.3,10.6,-0.08,2.46,180,180,-1,1.5,-0.1,-8.3,-0.1,0.01,0.00,0.00,0.00,0.00,0.00,2.46,0.08,73,-1,0,0,0.1,-0.00,0.328,0.333,-0.05,0,32
32.20,align,249.80,0.20,0.331,1,0.8,-9.6,-0.3,10.3,-0.08,2.66,180,180,-1,2.0,-0.1,-7.7,-0.0,0.01,-0.00,0.00,0.00,0.00,0.00,2.57,0.08,73,-1,0,0,0.1,-0.00,0.331,0.336,-0.08,0,32
32.30,align,249.79,0.21,0.334,1,0.8,-9.6,-0.3,10.1,-0.08,2.66,180,180,-1,2.4,-0.1,-7.2,-0.0,0.01,-0.00,0.00,0.00,0.00,0.00,2.66,0.08,73,-1,0,0,0.1,-0.00,0.334,0.341,-0.12,0,32
32.40,align,249.77,0.23,0.334,1,0.8,-9.0,-0.3,9.8,-0.08,2.83,180,180,-1,2.8,-0.2,-6.7,-0.0,0.01,-0.01,0.00,0.00,0.00,0.00,2.74,0.08,73,-1,0,0,0.0,-0.00,0.334,0.340,-0.11,0,32
32.50,align,249.77,0.23,0.330,1,0.8,-8.7,-0.3,9.5,-0.08,2.91,180,180,-1,3.3,-0.2,-6.2,-0.1,-0.00,-0.01,0.00,0.00,0.00,0.00,2.83,0.08,73,-1,0,-0,0.0,-0.00,0.330,0.336,-0.01,0,32
32.60,align,249.78,0.22,0.324,1,0.8,-8.7,-0.3,9.2,-0.08,2.91,180,180,-1,3.7,-0.2,-5.7,-0.2,-0.01,-0.01,0.00,0.00,0.00,0.00,2.91,0.08,73,-1,0,-0,0.0,-0.00,0.324,0.332,0.11,0,32
32.70,align,249.79,0.21,0.317,1,0.8,-8.4,-0.3,8.9,-0.08,2.97,180,180,-1,4.0,-0.2,-5.1,-0.3,-0.01,-0.01,0.00,0.00,0.00,0.00,2.97,0.08,73,-1,0,-0,-0.0,-0.00,0.317,0.324,0.22,0,32
32.80,align,249.81,0.19,0.316,1,0.7,-7.8,-0.3,8.6,-0.07,3.04,180,180,-1,4.3,-0.1,-4.6,-0.4,-0.01,-0.01,0.00,0.00,0.00,0.00,3.01,0.07,73,-1,0,-0,-0.0,-0.00,0.316,0.322,0.23,0,32
32.90,align,249.82,0.18,0.318,1,0.7,-7.8,-0.2,8.3,-0.07,3.04,180,180,-1,4.6,-0.1,-4.1,-0.5,-0.01,-0.01,0.00,0.00,0.00,0.00,3.04,0.06,73,-1,0,-0,-0.0,0.00,0.318,0.324,0.19,0,32
33.00,align,249.82,0.18,0.319,1,0.7,-7.5,-0.2,8.0,-0.06,3.05,180,180,-1,4.9,-0.1,-3.7,-0.5,-0.01,-0.01,0.00,0.00,0.00,0.00,3.05,0.06,73,-1,0,-0,-0.0,0.00,0.319,0.326,0.16,0,32
33.10,align,249.83,0.17,0.320,1,0.7,-6.9,-0.2,7.7,-0.04,3.06,180,180,-1,5.1,-0.1,-3.2,-0.6,-0.00,-0.01,0.00,0.00,0.00,0.00,3.06,0.05,73,-1,0,-0,-0.1,0.00,0.320,0.328,0.13,0,32
33.20,align,249.83,0.17,0.322,1,0.7,-6.9,-0.2,7.4,-0.04,3.06,180,180,-1,5.3,-0.1,-2.8,-0.6,-0.00,-0.02,0.00,0.00,0.00,0.00,3.06,0.04,73,-1,0,-0,-0.1,0.00,0.322,0.330,0.09,0,32
33.30,align,249.83,0.17,0.324,1,0.7,-6.3,-0.2,7.1,-0.02,3.04,180,180,-1,5.4,-0.0,-2.4,-0.6,-0.00,-0.02,0.00,0.00,0.00,0.00,3.05,0.03,73,-1,0,-0,-0.1,0.00,0.324,0.332,0.06,0,32
33.40,align,249.82,0.18,0.326,1,0.7,-6.0,-0.2,6.8,-0.00,3.01,180,180,-1,5.6,0.0,-2.0,-0.6,-0.00,-0.02,0.00,0.00,0.00,0.00,3.04,0.02,73,-1,0,-0,-0.1,0.00,0.326,0.334,0.03,0,32
33.50,align,249.82,0.18,0.328,1,0.7,-5.7,-0.2,6.5,0.01,2.99,180,180,-1,5.7,0.0,-1.6,-0.7,-0.00,-0.02,0.00,0.00,0.00,0.00,3.01,0.00,73,-1,0,-0,-0.1,0.00,0.328,0.336,-0.00,0,32
33.60,align,249.81,0.19,0.328,1,0.7,-5.7,-0.2,6.2,0.01,2.99,180,180,-1,5.8,0.1,-1.3,-0.6,0.00,-0.02,0.00,0.00,0.00,0.00,2.99,-0.01,73,-1,0,0,-0.1,0.00,0.328,0.337,-0.01,0,32
33.70,align,249.81,0.19,0.325,1,0.7,-5.4,-0.2,5.9,0.02,2.95,180,180,-1,5.9,0.1,-0.9,-0.6,0.01,-0.01,0.00,0.00,0.00,0.00,2.95,-0.02,73,-1,0,0,-0.1,0.00,0.325,0.331,0.05,0,32
33.80,align,249.82,0.18,0.320,1,0.7,-5.1,-0.2,5.6,0.03,2.91,180,180,-1,5.9,0.2,-0.4,-0.5,0.01,0.00,0.00,0.00,0.00,0.00,2.91,-0.03,73,-1,0,0,-0.1,0.00,0.320,0.325,0.15,0,32
33.90,align,249.83,0.17,0.317,1,0.7,-4.5,-0.2,5.3,0.05,2.81,180,180,-1,6.0,0.2,0.1,-0.5,0.01,0.01,0.00,0.00,0.00,0.00,2.87,-0.04,73,-1,0,0,-0.1,0.00,0.317,0.324,0.20,0,32
34.00,align,249.84,0.16,0.318,1,0.7,-4.5,-0.2,5.0,0.05,2.81,180,180,-1,6.0,0.2,0.5,-0.4,0.01,0.01,0.00,0.00,0.00,0.00,2.81,-0.05,73,-1,0,0,-0.1,0.00,0.318,0.326,0.17,0,32
34.10,align,249.85,0.15,0.320,1,0.7,-4.0,-0.2,4.8,0.06,2.67,180,180,-1,6.0,0.2,0.9,-0.3,0.01,0.01,0.00,0.00,0.00,0.00,2.74,-0.05,73,-1,0,0,-0.1,0.00,0.320,0.329,0.13,0,32
34.20,align,249.85,0.15,0.321,1,0.7,-4.0,-0.2,4.5,0.06,2.67,180,180,-1,5.9,0.3,1.4,-0.2,0.01,0.01,0.00,0.00,0.00,0.00,2.67,-0.06,73,-1,0,0,-0.1,0.00,0.321,0.331,0.10,0,32
34.30,align,249.85,0.15,0.323,1,0.8,-3.7,-0.3,4.2,0.07,2.60,180,180,-1,5.9,0.3,1.7,-0.1,0.02,0.01,0.00,0.00,0.00,0.00,2.60,-0.06,73,-1,0,0,-0.1,0.00,0.323,0.334,0.06,0,32
34.40,align,249.84,0.16,0.325,1,0.8,-3.5,-0.3,4.0,0.07,2.51,180,180,-1,5.8,0.3,2.1,-0.0,0.02,0.01,0.00,0.00,0.00,0.00,2.51,-0.06,73,-1,0,0,-0.1,0.00,0.325,0.338,0.03,0,32
34.50,align,249.84,0.16,0.326,1,0.8,-3.0,-0.3,3.7,0.07,2.33,180,180,-1,5.7,0.3,2.4,0.0,0.02,0.01,0.00,0.00,0.00,0.00,2.42,-0.06,73,-1,0,0,-0.1,0.00,0.326,0.337,0.02,0,32
34.60,align,249.84,0.16,0.324,1,0.8,-3.0,-0.3,3.5,0.07,2.33,180,180,-1,5.5,0.3,2.7,0.1,0.01,0.01,0.00,0.00,0.00,0.00,2.33,-0.06,73,-1,0,0,-0.1,0.00,0.324,0.331,0.05,0,32
34.70,align,249.84,0.16,0.322,1,0.8,-2.8,-0.3,3.3,0.06,2.23,180,180,-1,5.4,0.3,2.9,0.1,0.01,0.00,0.00,0.00,0.00,0.00,2.23,-0.06,73,-1,0,0,-0.1,0.00,0.322,0.326,0.09,0,32
34.80,align,249.85,0.15,0.322,1,0.8,-2.4,-0.3,3.1,0.06,2.03,180,180,-1,5.2,0.3,3.1,0.1,0.01,0.00,0.00,0.00,0.00,0.00,2.13,-0.06,73,-1,0,0,-0.1,0.01,0.322,0.325,0.09,0,32
34.90,align,249.85,0.15,0.324,1,0.8,-2.4,-0.3,2.9,0.06,2.03,180,180,-1,5.0,0.3,3.3,0.1,0.01,0.00,0.00,0.00,0.00,0.00,2.03,-0.05,73,-1,0,0,-0.1,0.01,0.324,0.327,0.06,0,32
35.00,align,249.85,0.15,0.326,1,0.8,-2.2,-0.3,2.7,0.06,1.93,180,180,-1,4.9,0.3,3.5,0.2,0.01,0.00,0.00,0.00,0.00,0.00,1.93,-0.05,73,-1,0,0,-0.1,0.01,0.326,0.331,0.02,0,32
35.10,align,249.84,0.16,0.328,1,0.8,-2.0,-0.3,2.5,0.05,1.83,180,180,-1,4.7,0.3,3.6,0.2,0.01,0.00,0.00,0.00,0.00,0.00,1.83,-0.05,73,-1,0,0,-0.1,0.01,0.328,0.334,-0.01,0,32
35.20,align,249.84,0.16,0.330,1,0.8,-1.8,-0.3,2.3,0.05,1.72,180,180,-1,4.5,0.3,3.8,0.2,0.01,0.01,0.00,0.00,0.00,0.00,1.72,-0.04,73,-1,0,0,-0.1,0.01,0.330,0.337,-0.05,0,32
35.30,align,249.83,0.17,0.331,1,0.8,-1.5,-0.3,2.1,0.04,1.51,180,180,-1,4.3,0.2,3.9,0.3,0.01,0.00,0.00,0.00,0.00,0.00,1.62,-0.04,73,-1,0,0,-0.2,0.01,0.331,0.337,-0.06,0,32
35.40,align,249.83,0.17,0.330,1,0.8,-1.5,-0.3,2.0,0.04,1.51,180,180,-1,4.0,0.2,3.9,0.3,0.01,-0.00,0.00,0.00,0.00,0.00,1.51,-0.04,73,-1,0,0,-0.2,0.01,0.330,0.332,-0.03,0,32
35.50,align,249.83,0.17,0.327,1,0.8,-1.2,-0.3,1.8,0.03,1.30,180,180,-1,3.8,0.2,3.9,0.2,-0.00,-0.00,0.00,0.00,0.00,0.00,1.40,-0.03,73,-1,0,0,-0.1,0.01,0.327,0.329,0.03,0,32
35.60,align,249.84,0.16,0.324,1,0.8,-1.1,-0.3,1.7,0.03,1.20,180,180,-1,3.6,0.2,4.0,0.1,-0.01,-0.00,0.00,0.00,0.00,0.00,1.30,-0.03,73,-1,0,0,0.0,0.01,0.324,0.327,0.08,0,32
35.70,align,249.84,0.16,0.326,1,0.8,-1.0,-0.3,1.6,0.03,1.10,180,180,-1,3.4,0.2,4.0,0.0,-0.01,0.00,0.00,0.00,0.00,0.00,1.20,-0.02,73,-1,0,0,-0.1,0.00,0.326,0.329,0.04,0,32
35.80,align,249.84,0.16,0.328,1,0.8,-1.0,-0.3,1.5,0.03,1.10,180,180,-1,3.1,0.2,4.0,-0.0,-0.01,0.00,0.00,0.00,0.00,0.00,1.10,-0.02,73,-1,0,0,-0.1,0.01,0.328,0.331,0.00,0,32
35.90,align,249.83,0.17,0.330,1,0.8,-0.9,-0.3,1.4,0.03,1.00,180,180,-1,2.9,0.2,4.0,-0.1,-0.00,0.00,0.00,0.00,0.00,0.00,1.00,-0.02,73,-1,0,0,-0.2,0.01,0.330,0.334,-0.03,0,32
36.00,align,249.83,0.17,0.332,1,0.8,-0.8,-0.3,1.3,0.03,0.91,180,180,-1,2.7,0.2,4.0,-0.1,-0.00,0.01,0.00,0.00,0.00,0.00,0.91,-0.03,73,-1,0,0,-0.2,0.01,0.332,0.336,-0.07,0,32
36.10,align,249.82,0.18,0.333,1,0.8,-0.6,-0.3,1.2,0.04,0.72,180,180,-1,2.5,0.2,3.9,-0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.82,-0.03,73,-1,0,0,-0.1,0.01,0.333,0.335,-0.08,0,32
36.20,align,249.82,0.18,0.332,1,0.8,-0.6,-0.3,1.1,0.04,0.72,180,180,-1,2.2,0.2,3.9,-0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.72,-0.03,73,-1,0,0,-0.1,0.01,0.332,0.336,-0.04,0,32
36.30,align,249.82,0.18,0.329,1,0.8,-0.6,-0.3,1.1,0.04,0.63,180,180,-1,2.0,0.3,3.7,-0.0,0.01,-0.01,0.00,0.00,0.00,0.00,0.63,-0.03,73,-1,0,0,-0.1,0.01,0.329,0.339,0.01,0,32
36.40,align,249.85,0.15,0.324,1,0.9,-0.5,-0.4,1.0,0.04,0.46,180,180,-1,1.8,0.3,3.5,0.0,0.01,-0.01,0.00,0.00,0.00,0.00,0.54,-0.03,73,-1,0,0,-0.1,0.01,0.324,0.332,0.11,0,32
36.50,align,249.86,0.14,0.319,1,0.9,-0.5,-0.4,1.0,0.04,0.46,180,180,-1,1.5,0.3,3.4,-0.0,-0.00,-0.01,0.00,0.00,0.00,0.00,0.46,-0.04,73,-1,0,0,-0.1,0.01,0.320,0.324,0.18,0,32
36.60,align,249.88,0.12,0.318,1,0.9,-0.4,-0.4,0.9,0.04,0.38,180,180,-1,1.3,0.3,3.3,-0.0,-0.00,-0.01,0.00,0.00,0.00,0.00,0.38,-0.04,73,-1,0,0,-0.1,0.01,0.318,0.322,0.19,0,32
36.70,align,249.90,0.10,0.320,1,0.9,-0.4,-0.4,0.9,0.04,0.31,180,180,-1,1.2,0.3,3.1,-0.1,-0.00,-0.01,0.00,0.00,0.00,0.00,0.31,-0.04,73,-1,0,0,-0.1,0.01,0.320,0.322,0.15,0,32
