t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers
0.00,climb,68.50,181.50,0.378,1,-0.6,23.0,1.1,-22.5,0.00,0.00,179,179,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.378,0.378,0.00,0,0
0.10,climb,68.50,181.50,0.642,1,-0.6,23.0,1.1,-22.5,-0.00,-0.00,179,179,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-1,-1,0,0,-0.0,0.00,0.643,0.643,0.00,0,0
0.20,climb,68.50,181.50,0.917,1,-0.6,23.0,1.1,-22.5,0.00,-0.00,179,179,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.917,0.918,0.00,0,0
0.30,climb,68.50,181.50,1.000,1,-0.6,23.0,1.1,-22.5,-0.00,0.05,179,179,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,0.00,0,0
0.40,climb,68.54,181.46,1.000,1,-0.6,23.0,1.1,-22.5,-0.00,0.05,179,179,-1,0.0,0.0,-0.1,0.0,0.00,-0.01,0.00,0.00,0.00,0.00,0.05,0.01,73,-1,1,0,-0.0,0.00,1.000,1.000,0.21,0,32
0.50,climb,68.68,181.32,1.000,1,-0.6,23.0,1.1,-22.5,-0.00,0.05,179,179,-1,0.0,0.0,-0.1,0.0,0.01,-0.01,0.00,0.00,0.00,0.00,0.05,0.01,73,-1,1,0,-0.0,0.00,1.000,1.000,1.05,0,32
0.60,climb,69.03,180.97,1.000,1,-0.6,23.1,1.1,-22.6,-0.01,0.06,179,179,-1,0.0,0.0,-0.2,0.1,0.01,-0.01,0.00,0.00,0.00,0.00,0.05,0.01,73,-1,1,0,-0.0,0.00,1.000,1.000,2.84,0,32
0.70,climb,69.64,180.36,1.000,1,-0.6,23.1,1.1,-22.6,-0.02,0.07,179,179,-1,0.0,0.0,-0.2,0.2,0.01,-0.01,0.00,0.00,0.00,0.00,0.06,0.01,73,-1,1,0,-0.0,0.00,1.000,1.000,5.40,0,32
0.80,climb,70.53,179.47,1.000,1,-0.6,23.1,1.1,-22.6,-0.02,0.07,179,179,-1,0.0,0.0,-0.3,0.3,0.02,-0.01,0.00,0.00,0.00,0.00,0.07,0.02,73,-1,1,0,-0.0,0.00,1.000,1.000,8.23,0,32
0.90,climb,72.04,177.96,1.000,1,-0.7,23.1,1.1,-22.6,-0.07,0.12,179,179,-1,0.0,0.0,-0.4,0.4,0.03,-0.01,0.00,0.00,0.00,0.00,0.09,0.04,73,-1,1,-0,-0.0,0.00,1.000,1.000,11.03,0,32
1.00,climb,73.16,176.84,1.000,1,-0.7,23.1,1.2,-22.6,-0.11,0.14,179,179,-1,0.0,0.0,-0.4,0.6,0.03,-0.01,0.00,0.00,0.00,0.00,0.11,0.07,73,-1,1,-0,-0.0,0.00,1.000,1.000,13.80,0,32
1.10,climb,75.35,174.65,1.000,1,-0.7,23.1,1.2,-22.6,-0.17,0.18,179,179,-1,0.0,0.0,-0.5,0.8,0.04,-0.01,0.00,0.00,0.00,0.00,0.14,0.12,73,-1,1,-0,-0.0,0.00,1.000,1.000,16.55,0,32
1.20,climb,77.42,172.58,1.000,1,-0.7,23.1,1.2,-22.6,-0.25,0.21,179,179,-1,0.0,0.0,-0.6,1.1,0.05,-0.02,0.00,0.00,0.00,0.00,0.17,0.17,73,-1,1,-0,-0.0,0.00,1.000,1.000,19.26,0,32
1.30,climb,79.74,170.26,1.000,1,-0.7,23.1,1.2,-22.6,-0.25,0.21,179,179,-1,0.0,0.0,-0.6,1.3,0.04,-0.02,0.00,0.00,0.00,0.00,0.21,0.26,73,-1,1,-0,-0.0,0.00,1.000,1.000,21.95,0,32
1.40,climb,81.66,168.34,1.000,1,-0.7,23.2,1.2,-22.7,-0.40,0.25,179,179,-1,0.0,0.0,-0.7,1.3,0.03,-0.02,0.00,0.00,0.00,0.00,0.24,0.40,73,-1,1,-0,-0.0,0.00,1.000,1.000,24.60,0,32
1.50,climb,85.19,164.81,1.000,1,-0.9,23.2,1.3,-22.7,-0.76,0.35,179,179,-1,0.0,0.0,-0.7,1.2,-0.00,-0.02,0.00,0.00,0.00,0.00,0.28,0.59,73,-1,1,-0,-0.0,0.00,1.000,1.000,27.23,0,32
1.60,climb,87.50,162.50,1.000,1,-0.9,23.2,1.4,-22.7,-0.76,0.35,179,179,-1,0.0,0.0,-0.8,0.9,-0.03,-0.02,0.00,0.00,0.00,0.00,0.33,0.77,73,-1,1,-0,-0.0,0.00,1.000,1.000,29.82,0,32
1.70,climb,91.67,158.33,1.000,1,-1.0,23.3,1.5,-22.8,-0.89,0.40,179,179,-1,0.0,0.0,-0.9,0.5,-0.05,-0.02,0.00,0.00,0.00,0.00,0.38,0.90,73,-1,1,-0,-0.0,0.00,1.000,1.000,32.40,0,32
1.80,climb,94.36,155.64,1.000,1,-1.0,23.3,1.5,-22.8,-0.94,0.46,179,179,-1,0.0,0.0,-0.9,0.1,-0.06,-0.02,0.00,0.00,0.00,0.00,0.44,0.95,73,-1,1,-0,-0.0,0.00,1.000,1.000,34.95,0,32
1.90,climb,99.17,150.83,0.910,1,-1.2,23.4,1.6,-22.9,-0.79,0.59,179,179,-1,0.0,0.0,-1.0,-0.1,-0.04,-0.02,0.00,0.00,0.00,0.00,0.50,0.91,73,-1,0,-0,0.0,0.00,0.910,0.933,37.47,0,32
2.00,climb,104.35,145.65,0.759,1,-1.3,23.5,1.7,-22.9,-0.66,0.65,179,179,-1,0.0,0.0,-1.0,-0.1,-0.00,-0.02,0.00,0.00,0.00,0.00,0.56,0.81,73,-1,0,0,0.0,-0.00,0.759,0.768,39.97,0,32
2.10,climb,108.71,141.29,0.620,1,-1.3,23.5,1.8,-23.0,-0.56,0.71,179,179,-1,0.0,0.0,-1.1,0.1,0.04,-0.02,0.00,0.00,0.00,0.00,0.63,0.68,73,-1,0,0,0.0,-0.00,0.620,0.644,42.24,0,32
2.20,climb,110.94,139.06,0.522,1,-1.3,23.5,1.8,-23.0,-0.56,0.71,179,179,-1,0.0,0.0,-1.2,0.6,0.07,-0.02,0.00,0.00,0.00,0.00,0.69,0.58,73,-1,0,0,0.0,-0.00,0.522,0.560,43.96,0,32
2.30,climb,115.47,134.53,0.428,1,-1.4,23.6,1.9,-23.1,-0.53,0.76,179,179,-1,0.0,0.0,-1.2,1.1,0.09,-0.02,0.00,0.00,0.00,0.00,0.74,0.55,73,-1,0,0,0.0,0.00,0.428,0.471,45.10,0,32
2.40,climb,120.05,129.95,0.356,1,-1.5,23.8,2.0,-23.2,-0.65,0.83,179,179,-1,0.0,0.0,-1.2,1.5,0.08,-0.02,0.00,0.00,0.00,0.00,0.78,0.59,73,-1,0,0,0.0,0.00,0.356,0.394,45.74,0,32
2.50,climb,124.65,125.35,0.299,1,-1.5,23.8,2.0,-23.3,-0.65,0.83,179,179,-1,0.0,0.0,-1.2,1.8,0.06,-0.01,0.00,0.00,0.00,0.00,0.81,0.67,73,-1,0,0,0.0,-0.00,0.299,0.326,46.01,0,32
2.60,climb,129.23,120.77,0.261,1,-1.7,24.0,2.1,-23.4,-0.81,0.87,179,179,-1,0.0,0.0,-1.1,1.9,0.04,-0.00,0.00,0.00,0.00,0.00,0.83,0.75,73,-1,0,-0,0.1,-0.00,0.261,0.277,45.89,0,32
2.70,climb,134.89,115.11,0.225,1,-1.8,24.0,2.2,-23.5,-0.88,0.88,179,179,-1,0.0,0.0,-1.0,1.9,0.02,-0.00,0.00,0.00,0.00,0.00,0.85,0.83,73,-1,0,-0,0.0,-0.00,0.225,0.235,45.46,0,32
2.80,climb,138.24,111.76,0.215,1,-1.8,24.0,2.3,-23.5,-0.88,0.88,179,179,-1,0.0,0.0,-1.0,1.8,0.00,-0.00,0.00,0.00,0.00,0.00,0.85,0.90,73,-1,0,-0,0.0,-0.00,0.215,0.218,44.91,0,32
2.90,climb,144.82,105.18,0.180,1,-1.9,24.2,2.3,-23.6,-0.97,0.88,179,179,-1,0.0,0.0,-0.9,1.6,-0.01,-0.00,0.00,0.00,0.00,0.00,0.86,0.95,73,-1,0,-0,0.0,-0.00,0.180,0.184,44.24,0,32
3.00,climb,146.97,103.03,0.190,1,-2.0,24.3,2.4,-23.7,-0.99,0.88,179,179,-1,0.0,0.0,-0.8,1.4,-0.02,-0.00,0.00,0.00,0.00,0.00,0.86,0.99,73,-1,0,-0,0.0,-0.00,0.190,0.197,43.49,0,32
3.10,climb,152.26,97.74,0.173,1,-2.1,24.4,2.5,-23.8,-0.99,0.87,179,179,-1,0.0,0.0,-0.8,1.2,-0.02,-0.00,0.00,0.00,0.00,0.00,0.85,1.01,73,-1,0,-0,0.0,-0.00,0.173,0.182,42.65,0,32
3.20,climb,155.35,94.65,0.186,1,-2.2,24.5,2.6,-23.9,-0.99,0.87,179,179,-1,0.0,0.0,-0.7,0.9,-0.02,-0.00,0.00,0.00,0.00,0.00,0.85,1.01,73,-1,0,-0,0.0,-0.00,0.186,0.196,41.65,0,32
3.30,climb,160.39,89.61,0.177,1,-2.3,24.6,2.7,-24.0,-0.98,0.86,179,179,-1,0.0,0.0,-0.7,0.7,-0.02,-0.00,0.00,0.00,0.00,0.00,0.84,1.01,73,-1,0,-0,0.0,-0.00,0.177,0.188,40.66,0,32
3.40,climb,165.27,84.73,0.168,1,-2.4,24.7,2.8,-24.1,-0.97,0.85,179,179,-1,0.0,0.0,-0.6,0.5,-0.02,-0.00,0.00,0.00,0.00,0.00,0.83,1.00,73,-1,0,-0,0.0,-0.00,0.168,0.179,39.69,0,32
3.50,climb,167.18,82.82,0.191,1,-2.4,24.7,2.9,-24.2,-0.97,0.85,179,179,-1,0.0,0.0,-0.6,0.3,-0.03,-0.00,0.00,0.00,0.00,0.00,0.83,0.99,73,-1,0,-0,0.0,-0.00,0.191,0.202,38.72,0,32
3.60,climb,170.94,79.06,0.192,1,-2.5,24.7,3.0,-24.2,-0.95,0.84,179,179,-1,0.0,0.0,-0.6,0.1,-0.03,-0.00,0.00,0.00,0.00,0.00,0.82,0.97,73,-1,0,-0,0.0,-0.00,0.192,0.204,37.77,0,32
3.70,climb,175.51,74.49,0.180,1,-2.7,24.9,3.1,-24.3,-0.91,0.82,179,179,-1,0.0,0.0,-0.5,-0.0,-0.02,-0.00,0.00,0.00,0.00,0.00,0.81,0.95,73,-1,0,-0,0.0,-0.00,0.180,0.188,36.88,0,32
3.80,dash,178.19,71.81,0.234,1,-2.7,24.9,3.2,-24.4,-0.91,0.82,179,179,-1,2.0,2.0,-0.5,-0.1,-0.02,-0.02,0.00,0.00,0.00,0.00,0.80,0.93,73,-1,0,-0,0.0,-0.00,0.234,0.254,36.08,0,32
3.90,dash,181.69,68.31,0.230,1,-2.8,25.0,3.3,-24.5,-0.89,0.81,179,179,-1,4.0,4.0,-0.5,-0.1,-0.04,-0.04,0.00,0.00,0.00,0.00,0.79,0.90,73,-1,0,-0,0.0,-0.00,0.230,0.264,35.23,0,32
4.00,dash,185.12,64.88,0.225,1,-3.0,25.1,3.4,-24.6,-0.84,0.79,179,179,-1,6.0,6.0,-0.4,-0.1,-0.06,-0.06,0.00,0.00,0.00,0.00,0.78,0.88,73,-1,0,-0,0.0,-0.00,0.225,0.274,34.42,0,32
4.10,dash,188.47,61.53,0.179,1,-3.1,25.2,3.5,-24.6,-0.81,0.80,179,179,-1,8.0,8.0,-0.4,-0.0,-0.07,-0.08,0.00,0.00,0.00,0.00,0.77,0.86,73,-1,0,-0,0.0,-0.00,0.179,0.239,33.75,0,32
4.20,dash,191.76,58.24,0.123,1,-3.1,25.2,3.6,-24.7,-0.81,0.80,179,179,-1,9.9,9.3,-0.2,0.2,-0.07,-0.08,0.00,0.00,0.00,0.00,0.78,0.83,73,-1,0,-0,0.0,-0.00,0.123,0.183,33.07,0,32
4.30,dash,194.97,55.03,0.070,1,-3.1,25.3,3.6,-24.8,-0.78,0.80,179,179,-1,9.6,9.4,0.0,0.4,-0.05,-0.06,0.00,0.00,0.00,0.00,0.78,0.79,73,-1,0,-0,0.0,-0.00,0.070,0.113,32.35,0,32
4.40,dash,198.83,51.17,0.011,1,-3.3,25.5,3.7,-24.9,-0.73,0.78,179,179,-1,9.6,9.6,0.4,0.8,-0.03,-0.05,0.00,0.00,0.00,0.00,0.77,0.77,73,-1,1,-0,-0.0,-0.00,0.011,0.023,31.35,0,32
4.50,dash,201.05,48.95,0.013,1,-3.4,25.5,3.8,-25.0,-0.72,0.76,179,179,-1,9.7,9.8,0.7,1.2,-0.03,-0.04,0.00,0.00,0.00,0.00,0.76,0.75,73,-1,1,-0,0.0,-0.00,0.013,0.026,30.21,0,32
4.60,dash,203.91,46.09,0.003,1,-3.4,25.5,3.9,-25.0,-0.72,0.76,179,179,-1,10.1,10.1,1.1,1.6,-0.02,-0.04,0.00,0.00,0.00,0.00,0.74,0.74,73,-1,1,-0,0.0,-0.00,0.003,0.005,28.98,0,32
4.70,dash,207.32,42.68,0.000,1,-3.5,25.7,3.9,-25.1,-0.72,0.72,179,179,-1,10.6,10.4,1.5,2.1,-0.02,-0.04,0.00,0.00,0.00,0.00,0.72,0.74,73,-1,1,-0,0.1,-0.00,0.000,0.000,27.79,0,32
4.80,dash,209.27,40.73,0.000,1,-3.5,25.7,4.0,-25.2,-0.72,0.72,179,179,-1,11.2,10.7,1.9,2.5,-0.02,-0.04,0.00,0.00,0.00,0.00,0.70,0.74,73,-1,1,-0,0.1,-0.00,0.000,0.000,26.56,0,32
4.90,dash,211.76,38.24,0.000,1,-3.6,25.8,4.1,-25.3,-0.72,0.69,179,179,-1,13.2,8.7,2.4,2.9,0.00,-0.05,0.00,0.00,0.00,0.00,0.67,0.74,73,-1,1,-0,0.1,-0.00,0.000,0.000,25.29,0,32
5.00,dash,214.12,35.88,0.000,1,-3.6,25.8,4.1,-25.3,-0.72,0.66,179,179,-1,15.2,6.7,2.8,3.4,0.03,-0.07,0.00,0.00,0.00,0.00,0.65,0.74,73,-1,1,-0,0.1,-0.00,0.000,0.000,23.99,0,32
5.10,dash,216.34,33.66,0.009,1,-3.8,25.9,4.2,-25.4,-0.72,0.61,179,179,-1,17.2,4.7,3.2,3.8,0.05,-0.09,0.00,0.00,0.00,0.00,0.62,0.74,73,-1,1,-0,0.1,-0.00,0.009,0.018,22.66,0,32
5.20,dash,218.44,31.56,0.023,1,-3.8,25.9,4.3,-25.4,-0.72,0.61,179,179,-1,19.2,2.7,3.6,4.2,0.07,-0.11,0.00,0.00,0.00,0.00,0.59,0.74,73,-1,1,-0,0.1,-0.00,0.023,0.046,21.34,0,32
5.30,dash,220.40,29.60,0.039,1,-3.9,26.0,4.4,-25.5,-0.73,0.58,179,179,-1,21.2,0.7,4.0,4.6,0.09,-0.13,0.00,0.00,0.00,0.00,0.56,0.74,73,-1,1,-0,0.1,-0.00,0.039,0.079,20.03,0,32
5.40,dash,222.23,27.77,0.058,1,-3.9,26.1,4.4,-25.6,-0.73,0.55,179,179,-1,23.2,-1.3,4.4,5.0,0.11,-0.15,0.00,0.00,0.00,0.00,0.53,0.74,73,-1,1,-0,0.1,-0.01,0.058,0.117,18.74,0,32
5.50,dash,224.35,25.65,0.070,1,-4.1,26.2,4.5,-25.6,-0.74,0.50,179,179,-1,25.2,-3.3,4.7,5.4,0.13,-0.17,0.00,0.00,0.00,0.00,0.50,0.74,73,-1,1,-0,0.1,-0.01,0.070,0.140,17.46,0,32
5.60,dash,226.27,23.73,0.077,1,-4.2,26.2,4.6,-25.7,-0.74,0.47,179,178,-1,27.2,-5.3,5.1,5.7,0.15,-0.19,0.00,0.00,0.00,0.00,0.48,0.75,73,-1,1,-0,0.1,-0.01,0.077,0.153,16.20,0,32
5.70,dash,226.98,23.02,0.113,1,-4.2,26.2,4.7,-25.7,-0.74,0.47,179,178,-1,29.2,-6.6,5.5,6.1,0.16,-0.20,0.00,0.00,0.00,0.00,0.45,0.76,73,-1,1,-0,0.1,-0.01,0.113,0.226,14.98,0,32
5.80,dash,228.65,21.35,0.123,1,-4.3,26.3,4.7,-25.8,-0.79,0.42,179,178,-1,29.2,-6.7,5.9,6.3,0.15,-0.19,0.00,0.00,0.00,0.00,0.42,0.77,73,-1,1,-0,0.2,-0.01,0.123,0.246,13.82,0,32
5.90,dash,229.57,20.43,0.149,1,-4.3,26.3,4.8,-25.8,-0.79,0.42,179,178,-1,29.2,-6.8,6.5,6.5,0.14,-0.17,0.00,0.00,0.00,0.00,0.40,0.80,73,-1,0,-0,0.2,-0.01,0.149,0.272,12.75,0,32
6.00,dash,230.71,19.29,0.165,1,-4.5,26.4,4.9,-25.8,-0.91,0.36,179,178,-1,29.2,-6.9,7.2,6.6,0.13,-0.13,0.00,0.00,0.00,0.00,0.37,0.85,73,-1,0,-0,0.3,-0.01,0.165,0.268,11.79,0,32
6.10,dash,231.77,18.23,0.176,1,-4.5,26.4,5.0,-25.9,-0.91,0.36,179,178,-1,29.2,-7.0,8.3,6.5,0.10,-0.09,0.01,0.00,0.00,0.00,0.33,0.92,73,-1,0,-0,0.3,-0.01,0.176,0.252,10.97,0,32
6.20,dash,232.75,17.25,0.185,1,-4.6,26.4,5.1,-25.9,-0.99,0.32,179,178,-1,27.2,-5.0,9.6,6.2,0.06,-0.02,0.04,0.00,0.00,0.00,0.29,1.00,73,-1,0,-0,0.2,-0.01,0.185,0.216,10.25,0,32
6.30,dash,233.87,16.13,0.191,1,-4.8,26.5,5.2,-25.9,-1.13,0.18,179,178,-1,27.2,-3.0,11.0,5.6,0.01,0.02,0.08,0.00,0.00,0.00,0.23,1.08,73,-1,0,-0,-0.3,-0.00,0.191,0.201,9.54,0,32
6.40,dash,234.49,15.51,0.211,1,-4.8,26.5,5.3,-26.0,-1.13,0.18,179,179,-1,29.1,-1.0,12.7,5.0,-0.04,0.03,0.12,0.00,0.00,0.00,0.15,1.14,73,-1,0,-0,-0.3,0.00,0.211,0.238,8.82,0,32
6.50,dash,235.25,14.75,0.226,1,-4.9,26.5,5.4,-26.0,-1.19,0.07,179,179,-1,30.9,1.0,14.4,4.2,-0.08,0.03,0.16,0.00,0.00,0.00,0.04,1.19,73,-1,0,-0,-0.6,0.01,0.226,0.272,8.13,0,32
6.60,dash,236.11,13.89,0.250,1,-5.2,26.4,5.5,-26.0,-1.25,-0.28,179,179,-1,32.1,-1.0,16.1,3.3,-0.08,0.03,0.21,0.00,0.00,0.00,-0.11,1.22,73,-1,0,-0,-1.0,0.02,0.250,0.294,7.50,0,32
6.70,dash,236.60,13.40,0.251,1,-5.2,26.4,5.7,-25.9,-1.25,-0.28,179,179,-1,32.2,-3.0,17.7,2.5,-0.06,0.04,0.26,0.00,0.00,0.00,-0.31,1.24,73,-1,0,0,-1.0,0.02,0.251,0.289,7.00,0,32
6.80,dash,237.22,12.78,0.256,1,-5.3,26.4,5.8,-25.9,-1.25,-0.54,179,179,-1,32.2,-5.0,19.3,1.7,-0.03,0.04,0.31,0.00,0.00,0.00,-0.57,1.24,73,-1,0,0,-1.0,0.02,0.256,0.284,6.62,0,32
6.90,dash,237.80,12.20,0.259,1,-5.4,26.3,5.9,-25.8,-1.23,-0.85,179,179,-1,32.5,-7.0,20.9,1.2,0.01,0.04,0.36,0.00,0.00,0.00,-0.87,1.22,73,-1,0,0,-0.8,0.02,0.259,0.279,6.31,0,32
7.00,dash,238.35,11.65,0.266,1,-5.6,26.1,6.0,-25.7,-1.16,-1.51,179,179,-1,32.7,-9.0,22.3,0.7,0.04,0.04,0.41,0.00,0.00,0.00,-1.19,1.18,73,-1,0,0,-0.3,0.02,0.266,0.298,5.96,0,32
7.10,dash,238.87,11.13,0.272,1,-5.6,26.1,6.1,-25.6,-1.16,-1.51,179,179,-1,32.8,-10.1,23.7,0.3,0.06,0.03,0.46,0.00,0.00,0.00,-1.53,1.14,73,-1,0,0,-0.3,0.01,0.272,0.309,5.62,0,32
7.20,dash,239.36,10.64,0.279,1,-5.8,25.9,6.3,-25.4,-1.13,-1.89,179,180,-1,32.9,-10.4,24.9,-0.1,0.06,0.02,0.50,0.00,0.00,0.00,-1.90,1.10,73,-1,0,0,-0.1,0.01,0.279,0.314,5.28,0,32
7.30,dash,239.93,10.07,0.285,1,-6.0,25.4,6.4,-25.2,-1.07,-2.67,179,180,-1,32.9,-10.6,26.0,-0.5,0.06,0.02,0.53,0.00,0.00,0.00,-2.28,1.07,73,-1,0,0,0.6,-0.00,0.285,0.317,4.93,0,32
7.40,dash,240.35,9.65,0.294,1,-6.1,25.1,6.5,-24.9,-1.05,-3.08,179,180,-1,32.9,-10.8,27.0,-1.0,0.05,0.02,0.57,0.00,0.00,0.00,-2.68,1.04,73,-1,0,0,0.7,-0.01,0.294,0.323,4.61,0,32
7.50,dash,240.75,9.25,0.302,1,-6.2,24.8,6.6,-24.6,-1.02,-3.52,179,180,-1,32.9,-11.1,28.0,-1.6,0.04,0.02,0.60,0.00,0.00,0.00,-3.09,1.02,73,-1,0,0,0.7,-0.01,0.302,0.327,4.32,0,32
7.60,dash,241.03,8.97,0.311,1,-6.2,24.8,6.7,-24.3,-1.02,-3.52,180,181,-1,32.8,-11.3,28.9,-2.3,0.03,0.02,0.63,0.00,0.00,0.00,-3.52,1.00,73,-1,0,0,0.7,-0.01,0.311,0.333,4.06,0,32
7.70,dash,241.47,8.53,0.315,1,-6.4,24.0,6.8,-23.9,-0.93,-4.44,180,181,-1,32.7,-11.5,29.8,-3.0,0.02,0.03,0.66,0.00,0.00,0.00,-3.97,0.98,73,-1,0,-0,0.6,-0.02,0.315,0.336,3.83,0,32
7.80,dash,241.72,8.28,0.323,1,-6.4,24.0,6.9,-23.5,-0.93,-4.44,180,181,-1,32.5,-11.7,30.7,-3.9,0.01,0.04,0.70,0.00,0.00,0.00,-4.44,0.95,73,-1,0,-0,0.6,-0.01,0.323,0.345,3.63,0,32
7.90,dash,242.11,7.89,0.327,1,-6.5,22.9,7.0,-23.0,-0.75,-5.47,180,181,-1,32.2,-11.9,31.6,-4.8,-0.00,0.05,0.73,0.00,0.00,0.00,-4.93,0.89,73,-1,0,-0,-0.1,-0.01,0.327,0.348,3.44,0,32
8.00,dash,242.34,7.66,0.332,1,-6.6,22.4,7.0,-22.4,-0.61,-6.04,181,184,-1,31.8,-12.1,32.4,-5.7,-0.01,0.06,0.76,0.00,0.00,0.00,-5.45,0.85,73,-1,0,-0,-0.4,-0.00,0.332,0.358,3.30,0,32
8.10,dash,242.64,7.36,0.334,1,-6.6,22.4,7.1,-21.9,-0.61,-6.04,182,184,-1,31.4,-12.3,33.0,-6.7,-0.02,0.05,0.78,0.00,0.00,0.00,-6.02,0.78,73,-1,0,-0,-0.4,0.00,0.334,0.361,3.19,0,32
8.20,dash,243.00,7.00,0.334,1,-6.7,21.0,7.2,-21.2,-0.28,-7.19,182,184,-1,30.9,-12.5,33.5,-7.6,-0.02,0.05,0.80,0.00,0.00,0.00,-6.59,0.68,73,-1,0,-0,-0.7,0.01,0.334,0.362,3.07,0,32
8.30,dash,243.21,6.79,0.338,1,-6.7,20.2,7.2,-20.5,-0.09,-7.76,182,184,-1,30.3,-12.6,33.9,-8.6,-0.03,0.04,0.82,0.00,0.00,0.00,-7.17,0.57,73,-1,0,-0,-0.7,0.01,0.338,0.365,2.93,0,32
8.40,dash,243.48,6.52,0.360,1,-6.7,20.2,7.2,-19.7,-0.09,-7.76,183,186,-1,29.6,-12.7,34.1,-9.5,-0.03,0.03,0.83,0.00,0.00,0.00,-7.75,0.49,73,-1,0,-0,-0.7,0.01,0.360,0.384,2.80,0,32
8.50,dash,243.74,6.26,0.390,1,-6.7,19.4,7.2,-18.9,0.12,-8.33,184,186,-1,28.9,-12.8,34.2,-10.4,-0.03,0.02,0.84,0.00,0.00,0.00,-8.32,0.40,73,-1,0,-0,-0.7,0.01,0.390,0.412,2.66,0,32
8.60,dash,244.06,5.94,0.420,1,-6.6,17.6,7.2,-18.0,0.62,-9.53,184,186,-1,28.2,-12.9,34.2,-11.2,-0.04,0.02,0.84,0.00,0.00,0.00,-8.91,0.27,73,-1,0,-0,-0.4,0.01,0.420,0.443,2.57,0,32
8.70,dash,244.32,5.68,0.450,1,-6.5,16.6,7.1,-17.1,0.94,-10.18,184,186,-1,27.3,-12.8,34.1,-12.0,-0.03,0.03,0.85,0.00,0.00,0.00,-9.55,0.11,73,-1,0,-0,0.1,0.00,0.450,0.474,2.57,0,32
8.80,dash,244.52,5.48,0.480,1,-6.5,16.6,7.0,-16.1,0.94,-10.18,185,188,-1,26.3,-12.7,34.0,-12.6,-0.03,0.03,0.85,0.00,0.00,0.00,-10.22,-0.03,73,-1,0,-0,0.1,-0.01,0.480,0.504,2.65,0,32
8.90,dash,244.82,5.18,0.510,1,-6.4,15.5,6.9,-15.0,1.30,-10.87,186,188,-1,25.2,-12.6,33.8,-13.1,-0.02,0.04,0.84,0.00,0.00,0.00,-10.95,-0.23,73,-1,0,-0,0.7,-0.02,0.510,0.534,2.84,0,32
9.00,dash,245.23,4.77,0.540,1,-6.0,13.2,6.7,-13.9,2.15,-12.42,186,188,-1,24.0,-12.3,33.6,-13.4,-0.01,0.05,0.84,0.00,0.00,0.00,-11.73,-0.47,73,-1,0,-1,1.4,-0.04,0.540,0.566,3.15,0,32
9.10,dash,245.52,4.48,0.570,1,-5.8,11.9,6.5,-12.7,2.61,-13.27,186,188,-1,22.6,-11.9,33.3,-13.6,-0.01,0.06,0.83,0.00,0.00,0.00,-12.58,-0.74,73,-1,0,-1,1.5,-0.04,0.570,0.597,3.55,0,32
9.20,brake,246.06,3.94,0.250,1,-5.5,10.5,0.0,0.0,3.10,-14.15,187,189,-1,16.6,-5.9,33.0,-13.7,-0.07,0.13,0.82,0.00,0.00,0.00,-13.49,-0.98,73,-1,0,-1,1.5,-0.05,0.250,0.329,4.05,0,32
9.30,brake,246.44,3.56,0.250,1,-5.5,10.5,0.0,0.0,3.10,-14.15,187,189,-1,10.6,0.1,32.5,-13.8,-0.14,0.19,0.81,0.00,0.00,0.00,-14.43,-1.24,73,-1,0,-1,1.5,-0.05,0.250,0.382,4.61,0,32
9.40,brake,247.16,2.84,0.250,1,-4.8,7.5,0.0,0.0,3.69,-15.03,188,189,-1,4.6,6.1,31.8,-13.8,-0.21,0.24,0.79,0.00,0.00,0.00,-15.14,-1.44,73,-1,0,-1,1.5,-0.06,0.250,0.430,4.85,0,32
9.50,brake,247.39,2.61,0.250,1,-4.8,7.5,0.0,0.0,3.69,-15.03,188,189,-1,-1.4,10.6,31.0,-13.6,-0.25,0.27,0.76,0.00,0.00,0.00,-15.40,-1.53,73,-1,0,-2,1.5,-0.06,0.250,0.456,4.46,0,32
9.60,brake,247.91,2.09,0.250,1,-4.0,4.4,0.0,0.0,4.12,-15.44,188,189,-1,-7.4,10.8,29.8,-13.1,-0.21,0.28,0.72,0.00,0.00,0.00,-15.66,-1.62,73,-1,0,-2,0.8,-0.06,0.250,0.447,4.06,0,32
9.70,brake,248.30,1.70,0.250,1,-3.6,2.9,0.0,0.0,4.35,-15.65,189,189,-1,-13.4,11.1,28.2,-12.3,-0.17,0.27,0.67,0.00,0.00,0.00,-15.89,-1.74,73,-1,0,-2,0.3,-0.06,0.250,0.425,3.64,0,32
