t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem
0.00,fly,68.50,431.50,0.320,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00
0.10,fly,68.50,431.50,0.420,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00
0.20,fly,68.50,431.50,0.520,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,0.0,-0.00
0.30,fly,68.50,431.50,0.620,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,0.0,-0.00
0.40,fly,68.50,431.50,0.720,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,-0.0,-0.00
0.50,fly,68.55,431.45,0.820,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,-0.0,-0.00
0.60,fly,68.72,431.28,0.854,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,-0.1,0.1,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,-0.0,0.00
0.70,fly,69.12,430.88,0.954,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,-0.1,0.1,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,-0.0,0.00
0.80,fly,69.79,430.21,0.653,1,296.5,518.4,0.0,0.0,0.00,0.00,340,340,-1,0.0,0.0,-0.2,0.2,0.02,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,0.0,-0.00
0.90,fly,70.76,429.24,0.753,1,296.5,518.4,0.0,0.0,0.02,-0.04,340,340,-1,0.0,0.0,-0.3,0.4,0.02,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,93,-1,0,-0,0.0,-0.00
