t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,climb,72.50,277.50,0.378,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,2,0.0,0.03,0.378,0.378,0.00,0,0,0,144.8,0.0,180.0,125.2,0.00,0
0.10,climb,72.50,277.50,0.642,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,4,0.0,0.09,0.643,0.643,0.00,0,0,0,144.8,0.0,180.0,125.2,0.00,0
0.20,climb,72.50,277.50,0.917,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,8,-0.1,0.15,0.919,0.919,0.00,0,0,0,144.8,0.0,180.0,125.2,0.00,0
0.30,climb,72.50,277.50,1.000,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,11,-0.1,0.21,1.000,1.000,0.00,0,0,0,144.8,0.0,180.0,125.2,0.00,0
0.40,climb,72.54,277.46,1.000,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,13,0.6,0.26,1.000,1.000,0.19,0,0,0,144.7,0.0,179.9,125.3,0.00,0
0.50,climb,72.72,277.28,1.000,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,16,5.4,0.30,1.000,1.000,1.32,0,0,0,144.7,0.0,179.9,125.3,0.00,0
0.60,climb,73.15,276.85,1.000,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,-0.1,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,19,11.3,0.28,1.000,1.000,3.55,0,0,0,144.7,0.0,179.9,125.3,0.00,0
0.70,climb,73.90,276.10,1.000,1,1204.0,1995.9,688.5,-1630.4,0.00,0.00,125,125,-1,0.0,0.0,-0.1,0.2,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,22,11.3,0.22,1.000,1.000,6.67,0,0,0,144.7,0.0,179.9,125.3,0.00,0
0.80,climb,75.00,275.00,1.000,1,1204.0,1995.9,688.5,-1630.4,0.00,0.09,126,130,-1,0.0,0.0,-0.1,0.2,0.00,-0.00,0.00,0.00,0.00,0.00,0.05,0.07,99,-1,1,25,19.6,0.10,1.000,1.000,10.10,0,25,0,140.3,0.3,179.7,129.7,0.00,0
0.90,climb,76.43,273.57,1.000,1,1204.0,1995.9,688.5,-1630.4,0.00,0.18,126,130,-1,0.0,0.0,-0.1,0.1,-0.01,0.00,0.00,0.00,0.00,0.00,0.10,0.14,99,-1,1,27,28.1,-0.02,1.000,1.000,13.49,0,25,0,140.3,0.3,179.7,129.7,0.00,0
1.00,climb,78.20,271.80,1.000,1,1204.0,1996.0,688.5,-1630.4,0.00,0.26,127,130,-1,0.0,0.0,0.0,-0.0,-0.02,0.01,0.00,0.00,0.00,0.00,0.11,0.14,99,-1,1,30,39.7,-0.11,1.000,1.000,16.84,0,25,0,140.3,0.3,179.7,129.7,0.00,0
