t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav4,nav5,nav7,trihdg,trires,aimq
0.00,climb,70.50,279.50,1.000,1,0.5,0.5,1892.0,-9635.0,0.00,0.00,0,0,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,0.00,0,0,0,270.0,180.0,0.0,0.0,0.00,0
0.75,climb,71.74,278.26,1.000,1,0.5,0.5,1892.0,-9635.0,0.00,-0.00,0,0,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,0.0,-0.00,1.000,1.000,4.53,0,0,0,270.0,180.0,270.2,0.0,0.00,0
1.95,climb,98.96,251.04,1.000,1,0.5,0.5,1892.0,-9635.0,0.10,-0.03,0,0,-1,0.0,0.0,-0.1,0.3,0.01,-0.00,0.00,0.00,0.00,0.00,0.03,0.08,100,-1,1,-0,0.0,-0.00,1.000,1.000,35.25,0,30,0,270.0,180.1,270.2,0.0,0.00,0
3.15,climb,157.68,192.32,0.347,1,0.8,0.4,1891.7,-9634.9,0.38,-0.12,0,0,-1,0.0,0.0,-0.1,0.6,0.01,0.00,0.00,0.00,0.00,0.00,0.12,0.38,100,-1,0,-0,0.0,-0.00,0.347,0.351,55.47,0,30,0,270.0,180.1,270.4,360.0,0.00,0
4.35,climb,219.52,130.48,0.223,1,1.4,0.3,1891.2,-9634.8,0.44,-0.08,0,0,-1,0.0,0.0,0.1,0.2,-0.01,0.00,0.00,0.00,0.00,0.00,0.09,0.44,100,-1,0,-0,-0.0,0.00,0.223,0.227,47.42,0,30,0,270.0,179.9,89.9,0.0,0.00,0
5.55,climb,269.73,80.27,0.207,1,1.8,0.2,1890.7,-9634.7,0.34,-0.04,360,360,-1,0.0,0.0,0.2,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.04,0.34,100,-1,0,0,-0.0,0.00,0.207,0.209,37.07,0,30,0,270.0,179.8,90.3,360.0,0.00,0
6.75,climb,307.25,42.75,0.000,1,2.2,0.2,1890.3,-9634.7,0.26,-0.03,360,360,-1,0.0,0.0,-0.0,-0.3,-0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.26,100,-1,1,0,0.0,0.00,0.000,0.000,25.73,0,30,0,270.0,180.1,268.2,360.0,0.00,0
7.95,climb,327.95,22.05,0.185,1,2.5,0.1,1890.0,-9634.6,0.22,-0.03,360,360,-1,0.0,0.0,-0.0,-0.5,-0.01,0.00,0.00,0.00,0.00,0.00,0.03,0.22,100,-1,0,0,0.0,0.00,0.185,0.188,10.85,0,30,0,270.0,180.0,264.2,360.0,0.00,0
8.35,cruise,331.41,18.59,0.300,1,2.6,0.1,1890.0,-9634.6,0.19,-0.02,360,360,-1,-4.0,4.0,0.0,-0.6,-0.06,0.05,0.00,0.00,0.00,0.00,0.03,0.20,100,-1,0,0,0.0,0.00,0.300,0.336,7.98,0,30,0,270.0,180.0,254.9,360.0,0.00,0
9.15,cruise,336.92,13.08,0.267,1,2.6,0.2,1889.9,-9634.7,0.03,0.23,360,360,-1,-36.0,8.5,-4.9,2.0,0.05,0.12,0.00,0.00,0.00,0.00,-0.23,0.03,100,-1,0,0,0.1,0.00,0.267,0.310,6.20,0,30,0,269.9,184.9,271.0,359.9,0.00,1
