t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
10.70,cruise,344.93,5.07,0.365,1,1892.4,351.6,0.1,-587.2,-0.09,-11.92,263,260,-1,11.2,48.1,9.1,43.3,-0.06,0.00,1.00,0.00,0.00,0.00,-1.35,10.90,100,-1,0,-2,-1.4,-0.03,0.365,0.387,2.10,0,22,0,10.5,224.2,259.2,262.4,0.00,1
11.90,cruise,346.56,3.44,0.470,1,1892.3,332.2,0.2,-566.7,-0.18,-23.61,268,257,-1,17.2,53.8,16.6,54.2,0.00,0.01,1.00,0.00,0.00,0.00,-0.57,23.60,100,-1,0,-2,-2.5,0.01,0.470,0.476,1.31,0,22,0,13.6,235.6,260.6,262.1,0.00,1
13.10,cruise,347.86,2.14,0.600,1,1891.7,293.1,0.8,-527.6,-0.88,-41.29,271,251,-1,26.7,60.7,23.3,60.6,-0.00,-0.00,1.00,0.00,0.00,0.00,1.64,41.26,100,-1,0,0,-2.3,0.05,0.600,0.602,1.32,0,22,0,20.9,242.8,258.9,259.8,0.00,1
14.20,brake,349.07,0.93,0.559,1,1889.7,229.8,0.0,0.0,-2.50,-63.33,281,245,-1,31.8,62.0,35.1,68.8,0.13,0.03,1.00,0.00,0.00,0.00,14.22,59.88,100,-1,0,-1,-0.7,-0.01,0.559,0.621,0.99,0,22,0,24.8,251.0,261.0,261.2,0.00,1
14.30,brake,349.12,0.88,0.567,1,1889.4,223.3,0.0,0.0,-2.64,-65.08,284,245,-1,25.8,56.0,36.5,69.6,0.21,0.05,1.00,0.00,0.00,0.00,17.52,60.91,100,-1,0,-2,-0.7,-0.02,0.567,0.673,0.79,0,22,0,24.7,251.7,261.4,261.5,0.00,1
15.50,brake,349.84,0.16,0.294,1,1885.9,133.0,0.0,0.0,-2.99,-80.71,266,249,-1,-21.0,-16.0,3.3,32.9,0.19,-0.09,0.77,0.00,0.00,0.00,-3.00,80.72,100,-1,0,10,7.5,0.10,0.294,0.408,0.39,0,22,0,23.9,213.9,236.6,249.8,0.00,1
16.70,brake,350.51,-0.51,0.311,1,1880.1,39.5,0.0,0.0,-6.37,-73.23,255,256,-1,-14.5,-44.0,-16.8,-17.5,-0.02,0.03,0.45,0.00,0.00,0.00,-12.74,73.51,100,-1,0,-0,10.1,-0.26,0.313,0.334,-0.77,0,22,0,9.8,159.9,115.2,260.4,0.00,1
17.90,brake,349.74,0.26,0.436,1,1870.8,-38.3,0.0,0.0,-8.70,-55.76,272,256,-1,-20.3,-42.9,-24.0,-45.7,-0.09,0.06,1.00,0.00,0.00,0.00,10.48,57.27,100,-1,0,6,-4.0,0.24,0.438,0.498,-0.28,0,22,0,22.9,129.5,109.2,254.2,0.00,1
19.10,brake,349.67,0.33,0.455,1,1863.0,-91.0,0.0,0.0,-4.66,-33.28,253,250,-1,-7.8,-44.7,-16.8,-53.3,-0.03,-0.14,1.00,0.00,0.00,0.00,-5.84,34.88,100,-1,0,-8,4.6,-0.30,0.457,0.525,0.40,0,22,0,4.1,126.3,93.0,267.5,0.00,1
20.30,brake,350.21,-0.21,0.392,1,1854.5,-116.1,0.0,0.0,-10.63,-14.21,290,258,-1,-26.0,-39.6,-29.6,-47.4,-0.13,0.08,1.00,0.00,0.00,0.00,14.84,9.74,100,-1,0,15,-24.9,0.30,0.394,0.476,0.96,0,22,0,37.8,123.2,116.9,245.2,0.00,1
20.80,cruise,350.58,-0.58,0.500,1,1849.6,-121.4,42.9,-113.1,-8.22,-7.55,249,200,-1,-15.5,-25.2,-22.8,-53.3,-0.19,0.09,1.00,0.00,0.00,0.00,4.92,10.01,100,-1,0,37,-9.2,0.30,0.503,0.642,0.39,0,22,0,69.6,112.1,137.4,222.9,0.00,1
21.50,cruise,350.69,-0.69,0.308,1,1846.9,-123.9,45.6,-110.6,-0.79,-1.79,212,206,-1,12.5,-6.2,5.3,-33.1,0.07,0.13,0.78,0.00,0.00,0.00,-1.09,1.62,100,-1,0,39,35.1,0.07,0.308,0.371,-0.34,0,22,0,52.0,151.9,157.4,221.3,0.00,1
22.70,cruise,349.95,0.05,0.295,1,1848.7,-123.8,43.8,-110.7,2.24,1.89,241,257,-1,42.3,39.7,19.2,-4.6,-0.08,0.32,0.32,0.00,0.00,0.00,-1.06,-2.73,100,-1,0,1,9.6,-0.18,0.295,0.414,-0.27,0,22,0,10.2,179.0,174.6,259.2,0.00,1
23.90,cruise,348.56,1.44,0.440,1,1856.3,-123.4,37.1,-111.4,9.10,-3.69,267,256,-1,37.7,44.9,36.2,35.4,0.21,0.05,1.00,0.00,0.00,0.00,-8.86,2.13,100,-1,0,4,4.5,0.04,0.440,0.551,0.13,0,22,0,16.3,222.7,252.5,255.9,0.00,1
24.50,brake,348.40,1.60,0.502,1,1862.2,-128.5,0.0,0.0,10.42,-12.86,278,254,-1,30.1,41.9,36.0,46.3,-0.03,-0.07,1.00,0.00,0.00,0.00,-8.53,12.53,100,-1,0,1,7.7,-0.16,0.503,0.542,0.45,0,22,0,15.5,231.3,257.5,259.0,0.00,1
25.10,brake,349.12,0.88,0.425,1,1867.8,-137.0,0.0,0.0,11.73,-20.37,285,258,-1,-5.9,5.9,36.2,44.4,0.14,0.32,1.00,0.00,0.00,0.00,-5.90,22.76,100,-1,0,-1,-5.3,0.09,0.425,0.609,1.24,0,22,0,11.9,228.6,259.4,261.0,0.00,1
26.30,brake,350.98,-0.98,0.250,1,1883.2,-166.9,0.0,0.0,12.00,-25.38,255,247,-1,-42.7,-21.3,-13.7,9.4,0.11,0.00,0.21,0.00,0.00,0.00,-18.15,21.42,100,-1,0,10,15.5,-0.11,0.250,0.294,-0.05,0,22,0,19.5,184.5,192.6,250.0,0.00,1
27.50,brake,350.15,-0.15,0.371,1,1893.9,-195.6,0.0,0.0,5.49,-21.85,262,262,-1,-40.5,-27.6,-35.4,-11.9,0.02,-0.08,0.88,0.00,0.00,0.00,-8.53,20.85,100,-1,0,-2,0.7,-0.06,0.371,0.409,-0.84,0,22,0,6.8,163.5,111.8,262.1,0.00,1
28.50,hold,349.68,0.32,0.250,1,1894.6,-213.5,-2.1,-21.0,-3.60,-13.45,275,260,-1,-18.1,-19.1,-41.8,-25.3,-0.06,-0.15,1.00,0.00,0.00,0.00,4.85,13.05,100,-1,0,-12,-1.4,-0.22,0.251,0.335,-0.02,0,22,0,10.7,147.3,106.4,258.4,0.00,0
28.70,hold,349.72,0.28,0.250,1,1893.7,-216.0,-1.2,-18.5,-5.05,-11.37,276,260,-1,-6.1,-20.1,-39.1,-25.2,0.02,-0.14,1.00,0.00,0.00,0.00,6.28,10.74,100,-1,0,-7,0.7,-0.16,0.250,0.314,-0.12,0,22,0,10.7,147.3,106.4,258.4,0.00,0
29.90,hold,348.72,1.28,0.328,1,1884.7,-224.9,7.2,-9.9,-6.55,-3.13,252,239,-1,20.5,-13.0,1.5,-22.3,-0.08,0.16,0.41,0.00,0.00,0.00,5.60,5.64,100,-1,0,24,10.9,0.34,0.331,0.424,-0.52,0,22,0,30.8,154.0,140.7,241.5,0.00,0
31.10,hold,348.75,1.25,0.284,1,1880.5,-226.5,12.0,-8.0,-1.71,-0.36,251,261,-1,13.8,-1.2,14.5,-12.3,-0.08,-0.02,0.29,0.00,0.00,0.00,1.50,0.91,100,-1,0,25,37.5,-0.25,0.285,0.324,0.63,0,22,0,8.8,168.9,128.4,261.1,0.00,0
32.30,hold,349.02,0.98,0.294,1,1880.1,-224.6,12.5,-9.6,0.92,3.05,283,295,-1,2.9,14.8,14.1,-2.9,-0.05,0.04,0.15,0.00,0.00,0.00,-1.37,-2.62,100,-1,0,-8,-2.4,-0.16,0.295,0.330,0.38,0,22,0,335.5,167.4,26.2,294.9,0.00,0
33.50,hold,349.35,0.65,0.283,1,1882.6,-220.9,9.9,-13.6,3.52,2.81,289,286,-1,-8.9,14.1,7.3,10.5,0.01,-0.01,0.09,0.00,0.00,0.00,-4.24,-1.51,100,-1,0,-14,-16.4,0.06,0.283,0.293,0.43,0,22,0,343.8,185.5,341.6,286.3,0.00,0
34.70,hold,349.87,0.13,0.258,1,1887.3,-219.5,5.2,-15.0,3.78,-0.34,273,267,-1,-7.9,7.7,-1.9,12.7,0.01,-0.02,0.10,0.00,0.00,0.00,-3.76,0.54,99,-1,0,2,-3.5,0.12,0.258,0.272,0.54,0,22,0,2.9,192.9,257.5,267.2,0.00,0
35.90,hold,350.17,-0.17,0.268,1,1891.3,-221.7,1.5,-13.1,2.37,-2.85,267,269,-1,-5.9,0.2,-4.2,9.1,-0.02,-0.00,0.00,0.00,0.00,0.00,-2.58,2.60,99,-1,0,8,8.9,-0.02,0.268,0.280,0.08,0,22,0,1.3,190.5,263.1,268.7,0.00,0
37.10,hold,350.22,-0.22,0.267,1,1893.3,-225.6,-0.8,-8.9,1.36,-4.03,275,279,-1,-3.5,-7.0,-4.2,2.7,-0.01,0.01,0.00,0.00,0.00,0.00,-1.00,4.13,99,-1,0,0,4.2,-0.08,0.267,0.275,0.08,0,22,0,351.4,185.5,327.2,278.6,0.00,0
38.30,hold,350.28,-0.28,0.272,1,1894.3,-230.4,-1.8,-4.1,0.44,-3.76,279,280,-1,-0.5,-9.1,-2.8,-3.1,0.03,-0.01,0.00,0.00,0.00,0.00,0.18,3.78,99,-1,0,-4,-3.2,-0.02,0.272,0.286,-0.10,0,22,0,350.2,178.4,9.2,279.8,0.00,0
39.50,hold,350.22,-0.22,0.266,1,1894.4,-234.3,-1.9,-0.4,-0.18,-2.18,277,276,-1,0.7,-6.9,-0.8,-6.3,0.00,-0.01,0.00,0.00,0.00,0.00,0.46,2.27,99,-1,0,-2,-3.0,0.03,0.266,0.274,0.03,0,22,0,354.2,173.9,46.7,275.8,0.00,0
40.70,hold,350.13,-0.13,0.270,1,1894.0,-235.9,-1.6,1.3,-0.26,-0.55,274,273,-1,0.4,-3.1,0.4,-6.0,-0.01,0.01,0.00,0.00,0.00,0.00,0.31,0.65,99,-1,0,2,0.4,0.03,0.270,0.276,-0.01,0,22,0,357.3,173.9,66.4,272.7,0.00,0
41.90,hold,350.05,-0.05,0.271,1,1893.8,-235.8,-1.3,1.4,-0.18,0.51,273,274,-1,0.1,0.2,0.7,-3.1,0.04,-0.01,0.00,0.00,0.00,0.00,0.15,-0.46,99,-1,0,2,2.5,-0.01,0.271,0.289,0.01,0,22,0,356.5,175.6,51.4,273.5,0.00,0
42.05,fly,350.04,-200.04,0.125,1,1893.8,-235.8,-1.3,1.3,-0.09,0.55,274,275,-1,-0.6,0.9,0.6,-2.6,-0.04,0.01,0.00,0.00,0.00,0.00,0.05,-0.56,99,-1,0,0,2.4,-0.05,0.125,0.144,-0.04,0,22,0,355.4,177.3,30.2,274.6,0.00,0
43.05,fly,346.42,-196.42,0.000,1,1893.7,-235.2,-1.2,0.7,-0.09,0.58,275,276,-1,-0.6,1.3,0.2,1.2,0.07,0.00,0.00,0.00,0.00,0.00,0.03,-0.59,99,-1,1,-2,1.9,-0.07,0.000,0.000,-7.02,0,22,0,353.7,180.1,358.8,276.3,0.00,0
44.25,fly,329.21,-179.21,0.000,1,1893.6,-234.5,-1.1,0.1,-0.09,0.52,278,278,-1,-0.6,1.5,-0.3,6.7,0.12,-0.00,0.00,0.00,0.00,0.00,0.02,-0.53,99,-1,1,-4,1.6,-0.11,0.000,0.000,-18.82,0,22,0,351.6,185.9,325.1,278.4,0.00,0
45.45,fly,298.75,-148.75,0.000,1,1893.5,-233.9,-1.0,-0.6,-0.09,0.60,280,280,-1,-0.7,2.0,-1.0,12.0,0.18,-0.01,0.07,0.00,0.00,0.00,-0.01,-0.58,99,-1,1,-6,1.3,-0.15,0.000,0.000,-29.34,0,22,0,349.6,191.2,312.7,280.2,0.00,0
46.65,fly,257.08,-107.08,0.250,1,1893.4,-233.0,-0.9,-1.5,-0.09,0.38,281,282,-1,-0.9,2.8,-1.5,16.2,0.09,0.01,0.21,0.00,0.00,0.00,-0.04,-0.64,99,-1,0,-8,-2.7,-0.12,0.250,0.291,-37.18,0,22,0,348.3,197.3,303.6,281.2,0.00,0
47.25,end:/fly.lua:3002: tumbled (86; 59) - thrust cut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
