t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,wx,wyr,wz
11.00,dash,519.48,-19.48,0.250,1,570.2,368.6,429.8,1631.4,7.08,16.34,204,200,-1,-45.5,-47.8,-33.5,-53.2,-0.09,0.01,1.00,0.00,0.00,0.00,12.03,-13.12,77,-1,0,0,0.2,-0.00,-0.075,-0.004,0.271
11.10,dash,521.28,-21.28,0.250,1,570.9,370.3,429.1,1629.7,7.47,16.94,203,200,-1,-45.8,-47.8,-34.8,-54.6,-0.08,0.02,1.00,0.00,0.00,0.00,12.66,-13.51,77,-1,0,0,0.2,-0.00,-0.084,-0.004,0.234
11.20,dash,523.86,-23.86,0.250,1,572.5,373.8,428.3,1628.0,8.31,18.25,201,195,-1,-46.2,-47.7,-35.9,-55.8,-0.06,0.03,1.00,0.00,0.00,0.00,13.49,-13.76,77,-1,0,0,0.2,0.00,-0.082,-0.003,0.130
11.30,dash,524.69,-24.69,0.250,1,573.3,375.7,427.5,1626.2,8.70,18.89,200,195,-1,-46.6,-47.7,-36.8,-56.6,-0.03,0.04,1.00,0.00,0.00,0.00,14.28,-14.08,77,-1,0,0,0.2,0.00,-0.087,-0.004,0.082
11.40,dash,526.29,-26.29,0.250,1,573.3,375.7,426.7,1624.3,8.70,18.89,199,195,-1,-47.0,-47.7,-37.6,-57.2,-0.01,0.04,1.00,0.00,0.00,0.00,15.03,-14.37,77,-1,0,0,0.2,0.00,-0.087,-0.004,0.082
11.50,dash,528.57,-28.57,0.250,1,575.2,379.6,425.8,1622.4,9.45,20.07,198,195,-1,-47.3,-47.6,-38.4,-57.7,-0.00,0.04,1.00,0.00,0.00,0.00,15.73,-14.63,77,-1,0,1,0.3,0.01,-0.129,-0.005,0.019
11.60,dash,529.30,-29.30,0.250,1,575.2,379.6,424.8,1620.4,9.45,20.07,197,194,-1,-47.7,-47.6,-39.2,-58.0,0.00,0.04,1.00,0.00,0.00,0.00,16.41,-14.93,77,-1,0,1,0.3,0.01,-0.129,-0.005,0.019
11.70,dash,531.36,-31.36,0.250,1,577.2,383.8,423.9,1618.3,10.20,21.31,196,194,-1,-48.1,-47.5,-40.2,-58.4,-0.01,0.03,1.00,0.00,0.00,0.00,17.10,-15.22,77,-1,0,1,0.3,0.01,-0.204,-0.006,0.002
11.80,dash,532.01,-32.01,0.250,1,577.2,383.8,422.8,1616.2,10.20,21.31,196,194,-1,-48.5,-47.4,-41.4,-58.9,-0.03,0.01,1.00,0.00,0.00,0.00,17.75,-15.59,77,-1,0,1,0.3,0.01,-0.204,-0.006,0.002
11.90,dash,533.55,-33.55,0.250,1,579.3,388.2,421.8,1614.0,10.79,22.47,195,194,-1,-48.9,-47.4,-42.7,-59.5,-0.05,0.00,1.00,0.00,0.00,0.00,18.36,-15.88,77,-1,0,1,0.4,0.01,-0.242,-0.008,0.000
12.00,dash,534.98,-34.98,0.250,1,580.4,390.5,420.7,1611.8,11.07,23.12,195,196,-1,-49.2,-47.3,-44.1,-60.1,-0.07,-0.00,1.00,0.00,0.00,0.00,18.85,-16.30,77,-1,0,1,0.4,0.02,-0.257,-0.010,-0.030
12.10,dash,535.52,-35.52,0.250,1,580.4,390.5,419.6,1609.5,11.07,23.12,195,196,-1,-49.6,-47.3,-45.3,-60.5,-0.06,-0.00,1.00,0.00,0.00,0.00,19.40,-16.75,77,-1,0,1,0.6,0.01,-0.257,-0.010,-0.030
12.20,dash,537.05,-37.05,0.250,1,582.7,395.3,418.5,1607.2,11.62,24.52,195,196,-1,-49.9,-47.3,-46.3,-60.6,-0.04,0.01,1.00,0.00,0.00,0.00,19.98,-17.24,77,-1,0,1,0.6,0.02,-0.260,-0.011,-0.124
12.30,dash,537.99,-37.99,0.250,1,583.8,397.8,417.3,1604.7,11.84,25.21,195,196,-1,-50.3,-47.3,-47.0,-60.5,-0.01,0.02,1.00,0.00,0.00,0.00,20.55,-17.72,77,-1,0,2,0.6,0.02,-0.265,-0.010,-0.167
12.40,dash,538.86,-38.86,0.250,1,585.0,400.4,416.2,1602.2,12.02,25.85,197,204,-1,-50.6,-47.3,-47.6,-60.3,0.01,0.03,1.00,0.00,0.00,0.00,20.51,-18.85,77,-1,0,2,0.6,0.02,-0.274,-0.012,-0.189
12.50,dash,539.64,-39.64,0.250,1,586.2,403.0,415.0,1599.6,12.13,26.43,199,204,-1,-50.8,-47.4,-48.2,-60.0,0.02,0.03,1.00,0.00,0.00,0.00,20.44,-19.87,77,-1,0,2,0.7,0.02,-0.273,-0.011,-0.196
12.60,dash,540.19,-40.19,0.250,1,586.2,403.0,413.8,1597.0,12.13,26.43,201,204,-1,-51.0,-47.5,-48.8,-59.6,0.02,0.03,1.00,0.00,0.00,0.00,20.36,-20.77,77,-1,0,2,0.7,0.02,-0.273,-0.011,-0.196
12.70,dash,540.99,-40.99,0.250,1,588.7,408.4,412.5,1594.3,12.28,27.70,202,204,-1,-51.2,-47.6,-49.4,-59.4,0.00,0.02,1.00,0.00,0.00,0.00,20.32,-21.64,77,-1,0,2,0.8,0.02,-0.301,-0.018,-0.178
12.80,dash,541.55,-41.55,0.250,1,589.9,411.2,411.3,1591.6,12.30,28.33,209,217,-1,-51.2,-47.8,-50.3,-59.3,-0.02,0.00,1.00,0.00,0.00,0.00,18.19,-24.23,77,-1,0,2,1.1,0.01,-0.316,-0.023,-0.169
12.90,dash,541.80,-41.80,0.250,1,589.9,411.2,410.1,1588.8,12.30,28.33,216,217,-1,-51.0,-47.9,-51.2,-59.4,-0.05,-0.01,1.00,0.00,0.00,0.00,15.88,-26.50,77,-1,0,1,1.3,0.00,-0.316,-0.023,-0.169
13.00,dash,542.25,-42.25,0.250,1,591.2,414.1,408.8,1585.9,12.28,28.92,222,217,-1,-50.8,-48.2,-52.1,-59.5,-0.06,-0.01,1.00,0.00,0.00,0.00,13.44,-28.40,77,-1,0,1,1.4,-0.00,-0.317,-0.024,-0.169
13.10,dash,542.79,-42.79,0.250,1,593.6,420.1,407.6,1582.9,12.15,30.21,227,217,-1,-50.4,-48.5,-52.9,-59.5,-0.06,-0.00,1.00,0.00,0.00,0.00,11.03,-30.01,77,-1,0,1,1.4,-0.01,-0.298,-0.022,-0.207
13.20,dash,543.07,-43.07,0.250,1,594.8,423.1,406.4,1579.9,12.04,30.95,237,234,-1,-50.0,-49.0,-53.6,-59.3,-0.05,0.01,1.00,0.00,0.00,0.00,6.17,-31.97,77,-1,0,1,1.3,-0.01,-0.297,-0.019,-0.254
13.30,dash,543.19,-43.19,0.250,1,594.8,423.1,405.2,1576.9,12.04,30.95,247,234,-1,-49.5,-49.5,-54.0,-58.8,-0.03,0.02,1.00,0.00,0.00,0.00,1.17,-33.19,77,-1,0,0,1.1,-0.02,-0.297,-0.019,-0.254
13.40,dash,543.38,-43.38,0.250,1,596.0,426.3,404.0,1573.7,11.89,31.66,255,234,-1,-48.9,-50.0,-54.2,-58.1,-0.00,0.03,1.00,0.00,0.00,0.00,-3.47,-33.64,77,-1,0,-0,0.8,-0.02,-0.295,-0.015,-0.302
13.50,dash,543.51,-43.51,0.250,1,597.2,429.5,402.8,1570.5,11.71,32.35,263,234,-1,-48.3,-50.7,-54.4,-57.2,0.02,0.04,1.00,0.00,0.00,0.00,-7.43,-33.60,77,-1,0,-1,0.5,-0.03,-0.298,-0.009,-0.344
13.60,dash,543.57,-43.57,0.250,1,598.3,432.8,401.7,1567.2,11.47,32.96,271,253,-1,-47.6,-51.3,-54.7,-56.2,0.03,0.04,1.00,0.00,0.00,0.00,-12.13,-32.72,77,-1,0,-2,0.0,-0.03,-0.307,-0.000,-0.365
13.70,dash,543.55,-43.55,0.250,1,599.4,436.1,400.6,1563.9,11.21,33.52,278,253,-1,-46.9,-52.0,-55.2,-55.3,0.02,0.02,1.00,0.00,0.00,0.00,-15.97,-31.53,77,-1,0,-2,-0.7,-0.03,-0.315,0.012,-0.364
13.80,dash,543.40,-43.40,0.250,1,601.6,443.0,399.5,1560.5,10.50,34.64,284,253,-1,-46.2,-52.6,-55.9,-54.6,0.00,-0.00,1.00,0.00,0.00,0.00,-18.98,-30.35,77,-1,0,-3,-1.5,-0.02,-0.347,0.043,-0.334
13.90,dash,543.32,-43.32,0.250,1,601.6,443.0,398.4,1557.0,10.50,34.64,289,253,-1,-45.4,-53.3,-56.8,-53.9,-0.01,-0.02,1.00,0.00,0.00,0.00,-21.26,-29.30,77,-1,0,-3,-2.5,-0.01,-0.347,0.043,-0.334
14.00,dash,543.09,-43.09,0.250,1,602.6,446.5,397.4,1553.5,10.11,35.11,294,267,-1,-44.7,-53.9,-57.7,-53.3,-0.02,-0.02,1.00,0.00,0.00,0.00,-23.54,-27.94,77,-1,0,-4,-3.2,-0.01,-0.348,0.056,-0.330
14.10,dash,542.80,-42.80,0.250,1,603.6,450.0,396.4,1550.0,9.69,35.56,298,267,-1,-44.0,-54.4,-58.7,-52.8,-0.03,-0.02,1.00,0.00,0.00,0.00,-25.29,-26.82,77,-1,0,-4,-3.8,-0.00,-0.347,0.067,-0.325
14.20,dash,542.23,-42.23,0.250,1,605.4,457.2,395.5,1546.4,8.68,36.44,301,267,-1,-43.2,-55.0,-59.8,-52.3,-0.04,-0.02,1.00,0.00,0.00,0.00,-26.58,-25.97,77,-1,0,-4,-4.3,-0.00,-0.337,0.083,-0.323
14.30,dash,542.01,-42.01,0.250,1,605.4,457.2,394.6,1542.8,8.68,36.44,304,267,-1,-42.5,-55.6,-60.8,-51.7,-0.03,-0.01,1.00,0.00,0.00,0.00,-27.54,-25.39,77,-1,0,-5,-4.8,-0.00,-0.337,0.083,-0.323
14.40,dash,541.25,-41.25,0.250,1,607.0,464.6,393.8,1539.1,7.49,37.31,306,274,-1,-41.7,-56.2,-61.8,-51.0,-0.02,0.00,1.00,0.00,0.00,0.00,-28.42,-24.87,77,-1,0,-5,-5.2,-0.00,-0.298,0.097,-0.356
14.50,dash,540.81,-40.81,0.250,1,607.0,464.6,393.0,1535.4,7.49,37.31,308,274,-1,-40.9,-56.8,-62.5,-50.0,-0.01,0.03,1.00,0.00,0.00,0.00,-29.01,-24.63,77,-1,0,-6,-5.6,0.00,-0.298,0.097,-0.356
14.60,dash,540.01,-40.01,0.250,1,608.4,472.2,392.3,1531.6,6.24,38.00,310,274,-1,-40.1,-57.4,-63.3,-49.0,0.00,0.04,1.00,0.00,0.00,0.00,-29.39,-24.59,77,-1,0,-6,-5.9,0.00,-0.282,0.109,-0.374
14.70,dash,539.65,-39.65,0.250,1,608.4,472.2,391.6,1527.8,6.24,38.00,311,274,-1,-39.3,-58.0,-64.1,-47.9,0.01,0.04,1.00,0.00,0.00,0.00,-29.54,-24.70,77,-1,0,-6,-6.2,0.00,-0.282,0.109,-0.374
14.80,dash,538.49,-38.49,0.250,1,609.4,479.9,391.1,1524.0,4.88,38.55,312,277,-1,-38.5,-58.5,-64.9,-46.8,0.01,0.04,1.00,0.00,0.00,0.00,-29.60,-24.92,77,-1,0,-6,-6.5,0.00,-0.292,0.119,-0.365
14.90,dash,538.06,-38.06,0.250,1,609.4,479.9,390.6,1520.1,4.88,38.55,312,277,-1,-37.7,-59.0,-66.0,-45.9,0.01,0.03,1.00,0.00,0.00,0.00,-29.51,-25.29,77,-1,0,-7,-6.8,0.00,-0.292,0.119,-0.365
15.00,dash,537.16,-37.16,0.250,1,609.9,483.7,390.1,1516.3,4.13,38.80,313,277,-1,-36.9,-59.5,-67.2,-45.3,-0.00,0.01,1.00,0.00,0.00,0.00,-29.31,-25.76,77,-1,0,-7,-7.1,0.00,-0.317,0.124,-0.344
15.10,dash,535.67,-35.67,0.250,1,610.5,491.5,389.8,1512.4,2.61,39.16,313,277,-1,-36.1,-60.0,-68.6,-44.9,-0.01,0.01,1.00,0.00,0.00,0.00,-29.04,-26.26,77,-1,0,-7,-7.4,0.00,-0.343,0.134,-0.324
15.20,dash,535.13,-35.13,0.250,1,610.5,491.5,389.5,1508.5,2.61,39.16,313,278,-1,-34.1,-58.5,-70.1,-44.6,-0.05,0.03,1.00,0.00,0.00,0.00,-28.72,-26.75,77,-1,0,-7,-7.7,0.01,-0.343,0.134,-0.324
15.30,dash,534.01,-34.01,0.278,1,610.7,495.5,389.3,1504.5,1.85,39.28,313,278,-1,-32.1,-56.7,-71.6,-44.5,-0.08,0.07,1.00,0.00,0.00,0.00,-28.35,-27.24,77,-1,0,-7,-8.0,0.01,-0.345,0.139,-0.319
15.40,dash,532.18,-32.18,0.359,1,610.9,503.3,389.2,1500.6,0.09,39.51,314,278,-1,-30.1,-54.7,-73.2,-44.5,-0.12,0.11,1.00,0.00,0.00,0.00,-27.93,-27.76,77,-1,0,-8,-8.2,0.01,-0.379,0.146,-0.348
15.50,dash,530.87,-30.87,0.425,1,610.8,507.3,389.1,1496.7,-1.10,39.72,314,278,-1,-28.1,-52.7,-74.9,-44.9,-0.15,0.14,1.00,0.00,0.00,0.00,-27.47,-28.40,77,-1,0,-8,-8.4,0.01,-0.427,0.151,-0.395
15.60,dash,530.19,-30.19,0.473,1,610.8,507.3,389.2,1492.7,-1.10,39.72,314,278,-1,-26.1,-50.7,-77.0,-45.9,-0.18,0.16,1.00,0.00,0.00,0.00,-26.95,-29.20,77,-1,0,-8,-8.6,0.02,-0.427,0.151,-0.395
15.70,dash,528.77,-28.77,0.533,1,610.6,511.3,389.4,1488.7,-2.57,40.03,315,278,-1,-24.1,-48.7,-79.5,-48.3,-0.22,0.17,1.00,0.00,0.00,0.00,-26.47,-30.14,77,-1,0,-8,-9.1,0.03,-0.507,0.159,-0.473
15.80,dash,526.48,-26.48,0.618,1,609.6,519.4,389.8,1484.7,-6.33,40.69,316,278,-1,-22.1,-46.7,-82.5,-53.6,-0.26,0.17,1.00,0.00,0.00,0.00,-26.22,-31.02,77,-1,0,-8,-10.0,0.05,-0.751,0.196,-0.767
