t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,climb,96.50,253.50,1.000,1,1892.5,365.5,-688.0,1621.0,0.00,0.00,270,270,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-2,0.0,-0.03,1.000,1.000,0.00,0,0,0,0.0,180.0,168.7,270.0,0.00,0
1.10,climb,103.23,246.77,1.000,1,1892.5,365.4,-688.0,1621.0,0.00,-0.20,268,266,-1,0.0,0.0,0.0,0.2,-0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.15,100,-1,1,-32,-42.8,0.19,1.000,1.000,17.95,0,22,0,4.3,180.2,182.5,265.7,0.00,0
2.30,climb,148.27,201.73,0.596,1,1892.3,365.2,-687.8,1621.3,-0.53,-0.47,240,230,-1,0.0,0.0,0.1,0.6,-0.02,0.01,0.00,0.00,0.00,0.00,0.19,0.55,100,-1,0,-41,-58.7,0.39,0.601,0.612,51.97,0,22,0,40.2,180.6,180.7,229.8,0.00,0
3.50,climb,212.19,137.81,0.197,1,1891.8,364.8,-687.3,1621.7,-0.35,-0.19,196,182,-1,0.0,0.0,-0.3,-0.1,0.00,0.02,0.00,0.00,0.00,0.00,-0.09,0.39,100,-1,0,-32,-19.0,-0.26,0.198,0.209,49.20,0,22,0,87.5,160.1,179.1,182.5,0.00,0
4.70,climb,264.11,85.89,0.187,1,1891.4,364.6,-686.9,1621.9,-0.26,-0.11,167,158,-1,0.0,0.0,0.2,0.1,0.01,0.02,0.00,0.00,0.00,0.00,-0.17,0.23,100,-1,0,-40,-24.3,-0.32,0.188,0.199,38.61,0,22,0,112.2,0.4,179.8,157.8,0.00,0
5.90,climb,303.26,46.74,0.000,1,1891.0,364.4,-686.5,1622.1,-0.35,-0.18,138,127,-1,0.0,0.0,0.3,0.0,0.00,-0.01,0.00,0.00,0.00,0.00,-0.37,0.14,100,-1,1,-35,-26.7,-0.15,0.000,0.000,27.58,0,22,0,143.3,359.7,180.4,126.7,0.00,0
7.10,climb,326.50,23.50,0.128,1,1890.6,364.2,-686.1,1622.3,-0.26,-0.15,107,96,-1,0.0,0.0,-0.4,0.1,0.00,-0.01,0.00,0.00,0.00,0.00,-0.30,-0.07,100,-1,0,-4,-22.0,0.37,0.129,0.135,12.81,0,22,0,173.7,0.1,179.3,96.3,0.00,0
7.70,cruise,332.08,17.92,0.287,1,1890.5,364.1,-686.0,1622.3,-0.18,-0.15,92,80,-1,4.0,4.0,-0.5,0.0,-0.06,-0.06,0.00,0.00,0.00,0.00,-0.27,-0.12,100,-1,0,11,-7.7,0.45,0.291,0.324,7.97,0,22,0,190.1,359.9,359.6,79.9,0.00,0
8.30,cruise,336.42,13.58,0.231,1,1890.4,364.0,-685.9,1622.5,0.09,-0.34,84,78,-1,20.4,28.0,2.6,2.0,-0.16,0.01,0.00,0.00,0.00,0.00,0.12,-0.26,100,-1,0,20,24.3,-0.00,0.231,0.276,7.01,0,22,0,186.8,2.3,18.2,83.2,0.00,1
9.50,cruise,341.96,8.04,0.291,1,1889.8,364.2,-685.3,1622.3,-1.71,1.23,103,109,-1,5.5,42.5,10.0,24.2,-0.05,0.10,0.53,0.00,0.00,0.00,-1.40,1.58,100,-1,0,-9,3.7,-0.25,0.292,0.337,3.60,0,22,0,157.5,20.7,137.8,111.5,0.00,1
10.70,cruise,344.66,5.34,0.380,1,1884.4,370.0,-680.5,1617.4,-5.98,8.98,114,100,-1,19.5,46.4,10.9,43.5,0.05,-0.19,1.00,0.00,0.00,0.00,-2.16,9.70,100,-1,0,9,4.0,0.21,0.381,0.470,2.14,0,22,0,175.2,43.1,95.2,93.6,0.00,1
11.90,cruise,346.35,3.65,0.466,1,1876.7,388.6,-673.0,1600.0,-8.44,21.46,124,119,-1,5.4,53.6,15.3,53.4,0.04,0.19,1.00,0.00,0.00,0.00,4.98,21.32,100,-1,0,-16,-2.9,-0.30,0.468,0.575,1.46,0,22,0,141.0,48.3,125.8,118.7,0.00,1
13.10,cruise,348.00,2.00,0.600,1,1857.6,422.1,-655.3,1567.9,-22.19,34.75,143,110,-1,43.2,57.3,38.2,52.9,-0.02,-0.04,1.00,0.00,0.00,0.00,13.86,37.15,100,-1,0,11,-16.7,0.30,0.603,0.642,2.19,0,22,0,177.4,52.2,92.0,91.7,0.00,1
14.30,cruise,349.75,0.25,0.600,1,1833.8,476.8,-630.7,1515.1,-13.71,55.29,50,30,-1,31.1,68.1,-24.9,70.2,-0.12,-0.26,1.00,0.00,0.00,0.00,-46.29,31.35,100,-1,0,38,55.1,-0.25,0.602,0.829,-0.16,0,22,0,229.1,66.0,62.8,64.5,0.00,1
15.50,cruise,349.14,0.86,0.602,1,1825.5,547.2,-621.0,1439.3,-6.90,71.92,95,154,-1,-16.9,66.0,-46.2,66.6,0.16,-0.15,1.00,0.00,0.00,0.00,-0.48,72.25,100,-1,0,-48,27.8,-0.30,0.606,0.791,0.26,0,22,0,81.9,101.4,144.6,151.1,0.00,1
16.70,cruise,346.36,3.64,0.800,1,1803.3,628.1,-598.8,1358.4,-24.13,52.21,213,240,-1,-54.4,30.2,45.6,76.0,0.33,0.25,1.00,0.00,0.00,0.00,56.97,-7.90,100,-1,1,174,-28.7,0.30,0.804,1.000,-3.29,0,22,0,313.4,251.2,289.9,289.5,0.00,1
17.90,cruise,335.87,14.13,0.800,1,1793.4,672.6,-588.9,1313.9,9.05,31.33,321,298,-1,-6.4,-17.8,45.4,16.9,-0.08,-0.08,1.00,0.00,0.00,0.00,-30.15,-12.43,100,-1,0,145,18.2,0.30,0.804,0.934,-12.93,0,22,0,326.1,159.4,29.3,317.8,0.00,1
19.10,cruise,335.41,14.59,0.482,1,1809.5,716.4,-605.0,1270.1,9.18,39.70,354,17,-1,41.6,-27.2,20.5,-28.5,-0.22,-0.13,0.78,0.00,0.00,0.00,-40.41,5.24,100,-1,0,89,1.3,0.54,0.491,0.659,8.31,0,22,0,248.4,21.9,9.0,14.5,0.00,1
20.30,cruise,345.79,4.21,0.250,1,1812.9,762.2,-608.4,1224.3,-0.88,36.94,29,46,-1,58.0,2.6,40.4,-25.4,0.04,0.05,1.00,0.00,0.00,0.00,-32.77,17.06,100,-1,0,53,43.3,-0.07,0.250,0.274,6.98,0,22,0,210.6,1.6,2.7,50.1,0.00,1
21.50,cruise,349.99,0.01,0.344,1,1807.0,803.6,-602.5,1182.9,-8.70,30.96,71,95,-1,49.3,50.6,48.8,-8.9,-0.30,0.04,1.00,0.00,0.00,0.00,-18.50,26.31,100,-1,0,-5,22.8,-0.30,0.346,0.461,1.63,0,22,0,167.3,337.5,241.4,107.9,0.00,1
22.70,cruise,349.75,0.25,0.507,1,1790.6,834.8,-586.1,1151.7,-18.94,23.55,107,102,-1,51.3,49.8,50.7,31.6,0.09,0.16,1.00,0.00,0.00,0.00,-11.33,28.02,100,-1,0,4,-19.2,0.30,0.510,0.635,-0.08,0,22,0,173.2,25.2,104.2,98.9,0.00,1
23.90,cruise,348.30,1.70,0.734,1,1760.0,878.3,-557.7,1112.8,-21.36,46.54,93,47,-1,46.7,61.7,21.2,67.7,0.10,-0.20,1.00,0.00,0.00,0.00,-20.04,45.64,100,-1,0,35,48.9,-0.23,0.737,0.956,-0.83,0,22,0,231.3,71.1,66.9,67.7,0.00,1
25.10,cruise,347.83,2.17,0.678,1,1743.8,943.2,-539.3,1043.3,-13.05,69.92,87,113,-1,16.0,67.7,0.8,70.0,0.21,0.04,1.00,0.00,0.00,0.00,-16.88,69.09,100,-1,0,-15,1.7,-0.30,0.682,0.850,1.22,0,22,0,122.7,69.9,119.7,118.2,0.00,1
26.30,cruise,345.03,4.97,0.800,1,1713.5,1035.4,-509.0,951.1,-40.78,77.74,163,137,-1,54.6,56.3,78.8,68.7,-0.07,0.13,1.00,0.00,0.00,0.00,62.57,61.57,100,-1,0,-59,-62.6,0.30,0.804,0.969,-6.25,0,22,0,152.9,358.9,182.1,162.1,0.00,1
27.50,cruise,336.79,13.21,0.800,1,1644.6,1121.1,-440.1,865.4,-71.24,67.06,123,98,-1,49.4,55.9,61.3,30.4,-0.02,0.11,1.00,0.00,0.00,0.00,-23.47,94.98,100,-1,0,0,-2.8,0.06,0.800,0.912,-5.33,0,22,0,172.7,19.4,110.0,103.0,0.00,1
28.50,brake,332.27,17.73,0.800,1,1565.5,1194.5,0.0,0.0,-80.42,83.28,116,25,-1,43.7,49.7,59.4,67.4,0.38,0.12,1.00,0.00,0.00,0.00,-36.72,109.79,100,-1,1,44,17.2,0.30,0.804,1.000,-3.62,0,22,0,261.3,85.7,64.1,58.7,0.00,1
28.70,brake,331.30,18.70,0.800,1,1542.4,1220.7,0.0,0.0,-74.18,89.78,92,25,-1,31.7,38.0,54.9,72.3,0.62,0.12,1.00,0.00,0.00,0.00,-72.95,91.01,100,-1,1,57,32.6,0.25,0.803,1.000,-4.03,0,22,0,274.2,93.5,50.0,45.6,0.00,1
29.90,brake,321.83,28.17,0.800,1,1482.8,1319.6,0.0,0.0,-37.09,80.11,31,43,-1,-40.3,7.6,-52.6,10.2,-0.65,0.52,1.00,0.00,0.00,0.00,-87.73,9.89,100,-1,1,72,54.6,-0.29,0.804,1.000,-11.49,0,22,0,219.6,317.9,312.5,31.4,0.00,1
31.10,brake,318.53,31.47,0.800,1,1446.6,1404.8,0.0,0.0,-12.66,58.27,69,76,-1,-42.0,-23.4,-67.4,-12.8,-0.12,-0.32,1.00,0.00,0.00,0.00,-36.41,49.24,100,-1,0,10,45.6,-0.30,0.804,0.981,1.45,0,22,0,178.8,349.9,263.4,93.0,0.00,1
32.30,brake,325.08,24.92,0.800,1,1445.9,1463.7,0.0,0.0,7.47,37.40,113,94,-1,-37.8,-32.2,-56.6,-48.3,-0.45,-0.78,1.00,0.00,0.00,0.00,20.06,34.90,100,-1,1,-3,9.0,-0.07,0.800,1.000,11.92,0,22,0,166.2,323.2,251.8,105.9,0.00,1
33.50,brake,339.91,10.09,0.250,1,1464.8,1493.6,0.0,0.0,19.51,22.59,113,97,-1,19.1,-40.9,-19.6,-33.4,-0.28,-0.50,0.90,0.00,0.00,0.00,26.87,12.99,100,-1,1,4,3.4,0.02,0.250,0.500,13.66,0,22,0,170.5,329.0,254.5,98.5,0.00,1
34.70,brake,351.60,-1.60,0.250,1,1489.4,1515.0,0.0,0.0,19.91,13.14,89,84,-1,34.3,-36.2,25.7,-46.2,-0.07,0.21,1.00,0.00,0.00,0.00,19.66,13.51,100,-1,0,26,10.7,0.30,0.251,0.366,6.48,0,22,0,196.6,318.0,288.3,76.8,0.00,1
35.30,cruise,353.79,-3.79,0.500,1,1500.0,1521.4,-295.5,465.1,15.42,8.96,61,72,-1,42.5,-27.2,49.3,-40.8,0.10,0.15,1.00,0.00,0.00,0.00,9.03,15.39,100,-1,0,32,29.0,0.05,0.500,0.628,2.81,0,22,0,195.7,331.7,297.6,71.4,0.00,1
35.90,cruise,354.43,-4.43,0.316,1,1507.4,1526.0,-302.2,461.0,6.72,4.97,65,86,-1,47.5,-3.2,51.2,-13.4,0.26,-0.09,1.00,0.00,0.00,0.00,4.72,8.07,100,-1,0,-1,39.2,-0.30,0.318,0.428,0.92,0,22,0,170.6,336.0,249.5,103.6,0.00,1
37.10,cruise,353.55,-3.55,0.395,1,1509.3,1526.3,-304.9,459.6,-1.41,-6.11,101,129,-1,38.2,44.1,40.9,-12.9,-0.49,-0.55,1.00,0.00,0.00,0.00,-2.17,-4.69,100,-1,1,-31,-23.3,-0.31,0.397,0.795,-2.21,0,22,0,138.4,315.1,228.3,134.1,0.00,1
38.30,cruise,350.20,-0.20,0.781,1,1505.2,1517.2,-300.7,469.3,-10.11,-5.76,121,98,-1,47.4,39.8,64.2,48.6,0.09,0.08,1.00,0.00,0.00,0.00,-11.63,0.21,100,-1,0,0,6.0,-0.12,0.782,0.910,-2.77,0,22,0,170.4,38.1,102.1,102.9,0.00,1
39.50,cruise,347.90,2.10,0.716,1,1483.2,1531.3,-280.3,457.9,-16.17,27.38,110,57,-1,41.7,52.8,33.8,64.1,0.12,-0.15,1.00,0.00,0.00,0.00,-7.49,28.96,100,-1,0,24,42.3,-0.23,0.718,0.911,0.88,0,22,0,206.5,67.4,78.2,78.7,0.00,1
40.70,cruise,350.26,-0.26,0.600,1,1462.8,1578.3,-260.6,412.7,-23.12,45.40,139,138,-1,29.2,66.2,49.3,68.1,0.27,0.24,1.00,0.00,0.00,0.00,19.81,45.51,100,-1,0,-45,-11.8,-0.30,0.603,0.907,3.48,0,22,0,123.2,35.7,154.8,148.0,0.00,1
41.40,brake,350.83,-0.83,0.720,1,1444.8,1605.7,0.0,0.0,-36.04,44.96,157,134,-1,46.8,60.8,71.5,62.1,-0.37,0.14,1.00,0.00,0.00,0.00,27.40,50.68,100,-1,0,-57,-58.5,0.30,0.724,0.930,-1.71,0,22,0,146.9,356.8,184.8,159.5,0.00,1
41.90,brake,350.06,-0.06,0.800,1,1418.5,1630.9,0.0,0.0,-51.02,38.89,140,111,-1,16.8,30.8,65.6,15.3,-0.38,0.15,1.00,0.00,0.00,0.00,-0.37,62.74,100,-1,1,-2,-36.8,0.30,0.804,1.000,-3.17,0,22,0,173.5,1.3,168.8,105.4,0.00,1
43.10,brake,349.18,0.82,0.444,1,1349.7,1681.1,0.0,0.0,-52.38,46.54,61,18,-1,-36.7,33.7,-1.6,34.1,-0.29,-0.53,0.81,0.00,0.00,0.00,-70.01,14.25,100,-1,0,95,-8.2,0.56,0.453,0.785,-0.04,0,22,0,262.6,25.0,3.4,8.0,0.00,1
44.30,brake,349.78,0.22,0.420,1,1296.2,1725.2,0.0,0.0,-38.94,26.76,31,33,-1,-44.9,-3.7,-37.9,1.1,-0.15,0.56,0.93,0.00,0.00,0.00,-44.43,-19.38,100,-1,0,57,69.3,-0.47,0.426,0.709,0.54,0,22,0,217.3,330.1,323.0,45.6,0.00,1
45.50,brake,350.70,-0.70,0.495,1,1261.1,1753.1,0.0,0.0,-23.16,28.08,73,96,-1,-30.8,-38.7,-48.1,12.1,0.41,0.57,1.00,0.00,0.00,0.00,-30.19,20.33,100,-1,0,-5,-1.7,-0.06,0.495,0.889,-0.73,0,22,0,167.1,25.3,116.0,107.5,0.00,1
46.70,brake,351.52,-1.52,0.659,1,1239.8,1791.9,0.0,0.0,-9.14,24.57,108,90,-1,-39.7,-29.1,-57.5,-49.5,-0.41,-0.06,1.00,0.00,0.00,0.00,-1.67,28.64,100,-1,0,10,23.7,-0.18,0.660,0.850,-0.68,0,22,0,177.3,312.4,267.5,92.6,0.00,1
47.80,cruise,351.03,-1.03,0.500,1,1232.3,1804.8,-28.4,182.0,-6.24,3.43,111,92,-1,-21.6,-18.1,-32.6,-44.7,-0.23,-0.33,1.00,0.00,0.00,0.00,-4.71,6.75,100,-1,0,1,3.7,-0.16,0.501,0.783,0.77,0,22,0,166.1,320.2,253.5,101.8,0.00,1
47.90,cruise,351.03,-1.03,0.450,1,1231.7,1805.1,-27.8,181.7,-5.32,2.24,113,92,-1,-25.6,-14.1,-37.1,-44.2,-0.22,-0.39,1.00,0.00,0.00,0.00,-4.43,5.57,100,-1,0,-4,-2.6,-0.14,0.451,0.730,0.68,0,22,0,162.2,323.9,246.3,106.6,0.00,1
49.10,cruise,350.35,-0.35,0.393,1,1235.5,1804.8,-30.1,181.8,9.71,1.36,102,96,-1,-25.6,33.9,-40.6,12.5,-0.15,-0.06,1.00,0.00,0.00,0.00,8.81,-0.99,100,-1,0,9,-2.2,0.33,0.395,0.475,0.06,0,22,0,177.1,14.8,100.8,93.7,0.00,1
50.30,cruise,350.08,-0.08,0.529,1,1250.9,1808.9,-46.4,177.6,16.44,6.81,86,112,-1,-36.7,52.0,-43.3,46.4,0.32,-0.18,1.00,0.00,0.00,0.00,15.92,7.93,100,-1,0,-14,5.9,-0.30,0.532,0.793,0.41,0,22,0,139.1,61.8,114.8,116.8,0.00,1
50.80,brake,349.42,0.58,0.709,1,1258.6,1814.6,0.0,0.0,13.71,16.26,110,165,-1,-23.4,48.3,-37.2,62.6,0.21,0.17,1.00,0.00,0.00,0.00,18.42,10.63,100,-1,0,-27,-21.3,-0.12,0.709,0.863,-0.83,0,22,0,104.9,78.2,128.1,130.2,0.00,1
51.50,brake,348.86,1.14,0.619,1,1263.1,1833.6,0.0,0.0,-2.72,28.30,152,156,-1,18.6,8.1,22.3,50.6,-0.26,0.18,1.00,0.00,0.00,0.00,23.99,13.29,100,-1,0,-29,-43.3,0.30,0.622,0.798,-1.63,0,22,0,132.9,37.8,144.3,132.1,0.00,1
52.70,brake,350.99,-0.99,0.260,1,1254.9,1869.8,0.0,0.0,-7.60,30.45,120,105,-1,41.1,-25.9,22.5,12.1,0.10,0.21,0.50,0.00,0.00,0.00,8.69,30.23,100,-1,0,-1,-11.4,0.21,0.260,0.383,1.13,0,22,0,167.0,6.8,152.6,103.9,0.00,1
53.90,brake,350.99,-0.99,0.394,1,1241.5,1903.5,0.0,0.0,-15.03,24.21,94,98,-1,26.6,-16.1,39.1,-19.2,-0.09,0.17,1.00,0.00,0.00,0.00,-12.43,26.17,100,-1,0,1,8.4,-0.13,0.395,0.498,-0.51,0,22,0,169.6,333.6,249.8,101.7,0.00,1
55.10,brake,350.99,-0.99,0.359,1,1220.0,1925.1,0.0,0.0,-18.28,12.83,102,119,-1,-9.1,-44.6,16.7,-39.1,-0.29,0.01,1.00,0.00,0.00,0.00,-15.27,17.41,100,-1,0,-17,-6.3,-0.24,0.360,0.482,0.05,0,22,0,141.4,313.5,232.8,119.6,0.00,1
