t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav3,nav2,trihdg,trires,aimq,wx,wz
0.00,fly,69.50,0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,-0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,-0.0
0.10,fly,69.50,0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,-0,0.0,-0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.15,fly,69.50,0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.25,fly,69.50,0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,-0,0.0,-0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.35,fly,69.50,0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.1,0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.1,0.3
0.45,fly,69.50,-0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,-0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.55,fly,69.50,-0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.65,fly,69.50,-0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.250,0.250,0.00,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.75,fly,69.50,-0.00,0.252,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,-0,0.0,-0.00,0.252,0.253,-0.03,0,0,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.85,fly,69.50,-0.00,0.251,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,-0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,-0,0.0,-0.00,0.251,0.252,-0.03,0,26,0,345.2,180.0,0.0,284.8,0.00,0,0.0,0.0
0.95,fly,69.50,-0.00,0.252,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,-0,0.0,-0.00,0.252,0.253,-0.03,0,26,0,345.2,180.0,0.0,284.8,0.00,0,-0.2,0.3
1.05,fly,69.50,-0.00,0.252,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,-0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,-0,0.0,-0.00,0.252,0.254,-0.03,0,26,0,345.2,180.0,0.0,284.8,0.00,0,0.1,0.4
1.15,fly,69.50,-0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,-0,-0.1,-0.00,0.250,0.253,0.00,0,26,0,345.2,180.0,359.9,284.8,0.00,0,-0.6,-0.5
1.25,fly,69.50,-0.00,0.251,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,-0,-0.1,0.00,0.251,0.253,-0.02,0,26,0,345.2,180.0,359.9,284.8,0.00,0,-0.1,-0.5
1.35,fly,69.50,-0.00,0.250,1,4293.8,-3228.3,0.0,0.0,0.00,0.00,285,285,-1,0.0,0.0,-0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,0,-0,0.0,0.00,0.250,0.251,0.01,0,26,0,345.2,180.0,359.9,284.8,0.00,0,0.0,0.0
