t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,climb,58.28,291.72,0.378,1,2004.8,-230.3,-112.3,595.8,0.00,0.00,296,296,-1,0.0,0.0,6.1,3.5,0.04,0.06,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,2,0.0,0.03,0.378,0.416,0.00,0,0,0,334.4,180.6,358.8,295.8,0.00,0
0.10,climb,58.33,291.67,0.618,1,2004.8,-230.3,-112.3,595.8,0.00,0.00,296,296,-1,0.0,0.0,6.1,3.5,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,5,-0.0,0.09,0.619,0.655,0.46,0,0,0,334.4,180.6,358.8,295.8,0.00,0
0.20,climb,58.38,291.62,0.892,1,2004.8,-230.3,-112.3,595.8,0.00,0.00,296,296,-1,0.0,0.0,6.0,3.5,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,8,-0.0,0.15,0.894,0.930,0.46,0,0,0,334.4,180.6,358.8,295.8,0.00,0
0.30,climb,58.47,291.53,1.000,1,2004.8,-230.3,-112.3,595.8,0.18,-0.02,296,296,-1,0.0,0.0,6.0,3.4,0.03,0.05,0.00,0.00,0.00,0.00,-0.04,0.02,-1,-1,1,11,0.6,0.21,1.000,1.000,0.75,0,0,0,334.4,180.6,358.8,295.8,0.00,0
0.40,climb,58.69,291.31,1.000,1,2004.8,-230.3,-112.3,595.8,0.18,-0.02,296,296,-1,0.0,0.0,5.8,3.3,0.02,0.04,0.00,0.00,0.00,0.00,-0.15,0.09,-1,-1,1,13,0.6,0.26,1.000,1.000,1.74,0,0,0,334.3,180.5,358.9,295.9,0.00,0
0.50,climb,59.11,290.89,1.000,1,2004.8,-230.3,-112.3,595.8,0.48,-0.03,296,296,-1,0.0,0.0,5.5,3.2,0.01,0.01,0.00,0.00,0.00,0.00,-0.42,0.24,-1,-1,1,16,2.2,0.29,1.000,1.000,3.57,0,0,0,334.3,180.5,358.9,295.9,0.00,0
0.60,climb,59.77,290.23,1.000,1,2004.9,-230.3,-112.4,595.8,0.83,-0.06,296,296,-1,0.0,0.0,5.0,3.0,0.01,-0.03,0.00,0.00,0.00,0.00,-0.72,0.42,-1,-1,1,19,5.5,0.28,1.000,1.000,5.95,0,0,0,334.3,180.5,358.9,295.9,0.00,0
0.70,climb,60.69,289.31,1.000,1,2005.1,-230.3,-112.5,595.8,1.36,-0.14,296,296,-1,0.0,0.0,4.2,2.8,-0.01,-0.06,0.00,0.00,0.00,0.00,-0.99,0.59,-1,-1,1,22,14.6,0.24,1.000,1.000,8.53,0,0,0,334.3,180.5,358.9,295.9,0.00,0
0.80,climb,61.81,288.19,1.000,1,2005.1,-230.3,-112.6,595.8,1.36,-0.14,296,299,-1,0.0,0.0,3.4,2.5,-0.02,-0.08,0.00,0.00,0.00,0.00,-1.16,0.73,96,-1,1,25,14.6,0.21,1.000,1.000,10.71,0,25,0,330.6,180.5,359.1,299.4,0.00,0
0.90,climb,63.09,286.91,1.000,1,2005.3,-230.3,-112.8,595.8,1.38,-0.19,297,299,-1,0.0,0.0,2.8,2.1,-0.03,-0.06,0.00,0.00,0.00,0.00,-1.15,0.79,96,-1,1,27,17.6,0.20,1.000,1.000,12.37,0,25,0,330.6,180.5,359.1,299.4,0.00,0
