t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav3,nav2,trihdg,trires,aimq,wx,wz
0.00,climb,99.50,250.50,1.000,1,1285.8,-21.2,606.7,386.7,0.00,0.00,165,165,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-2,0.0,-0.03,1.000,1.000,0.00,0,0,0,104.0,0.0,180.0,166.0,0.00,0,0.0,0.0
0.10,climb,99.50,250.50,1.000,1,1285.8,-21.2,606.7,386.7,0.00,0.00,165,165,-1,0.0,0.0,-0.0,-0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-4,-0.3,-0.09,1.000,1.000,0.00,0,0,0,104.0,0.0,180.0,166.0,0.00,0,-0.1,-0.3
0.20,climb,99.50,250.50,1.000,1,1285.8,-21.2,606.7,386.7,0.00,0.00,165,165,-1,0.0,0.0,0.0,-0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-7,-0.3,-0.14,1.000,1.000,0.00,0,0,0,104.0,0.0,180.0,166.0,0.00,0,-0.1,-0.3
0.30,climb,99.51,250.49,1.000,1,1285.8,-21.2,606.7,386.7,0.00,0.00,165,165,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-10,0.0,-0.21,1.000,1.000,0.04,0,0,0,104.0,0.0,180.0,166.0,0.00,0,0.0,0.0
0.40,climb,99.57,250.43,1.000,1,1285.8,-21.2,606.7,386.7,0.00,0.00,165,165,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-13,0.0,-0.27,1.000,1.000,0.36,0,0,0,104.0,0.1,180.0,166.0,0.00,0,0.0,0.0
0.50,climb,99.77,250.23,1.000,1,1285.8,-21.2,606.7,386.7,0.00,0.01,165,165,-1,0.0,0.0,-0.1,-0.0,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-16,-5.6,-0.29,1.000,1.000,1.55,0,0,0,104.0,0.1,180.0,166.0,0.00,0,-0.9,0.2
0.60,climb,100.20,249.80,1.000,1,1285.8,-21.2,606.7,386.7,0.00,0.01,165,165,-1,0.0,0.0,-0.2,-0.1,-0.00,-0.02,0.00,0.00,0.00,0.00,0.01,0.00,-1,-1,1,-19,-5.6,-0.28,1.000,1.000,3.59,0,0,0,104.0,0.1,180.0,166.0,0.00,0,-0.9,0.2
0.70,climb,100.92,249.08,1.000,1,1285.9,-21.1,606.7,386.7,0.09,0.06,165,165,-1,0.0,0.0,-0.3,-0.1,-0.00,-0.02,0.00,0.00,0.00,0.00,0.02,0.01,-1,-1,1,-22,-19.1,-0.22,1.000,1.000,6.48,0,0,0,104.0,0.1,180.0,166.0,0.00,0,-1.0,-0.5
0.80,climb,101.97,248.03,1.000,1,1285.9,-21.1,606.6,386.6,0.09,0.06,164,161,-1,0.0,0.0,-0.4,0.0,0.01,-0.02,0.00,0.00,0.00,0.00,0.08,-0.07,76,-1,1,-25,-19.1,-0.11,1.000,1.000,9.66,0,26,0,108.4,1.2,179.6,161.6,0.00,0,-1.0,-0.5
0.90,climb,103.32,246.68,1.000,1,1285.9,-21.1,606.6,386.6,0.18,0.18,164,161,-1,0.0,0.0,-0.4,0.2,0.03,-0.01,0.00,0.00,0.00,0.00,0.15,-0.09,76,-1,1,-27,-34.0,0.00,1.000,1.000,12.81,0,26,0,108.4,1.2,179.6,161.6,0.00,0,-0.1,-2.0
1.00,climb,104.99,245.01,1.000,1,1285.9,-21.1,606.6,386.6,0.18,0.18,163,161,-1,0.0,0.0,-0.4,0.4,0.04,0.00,0.00,0.00,0.00,0.00,0.22,-0.12,76,-1,1,-30,-34.0,0.09,1.000,1.000,15.92,0,26,0,108.4,1.2,179.6,161.6,0.00,0,-0.1,-2.0
1.10,climb,106.96,243.04,1.000,1,1285.9,-21.1,606.6,386.6,0.18,0.26,163,161,-1,0.0,0.0,-0.3,0.6,0.03,0.01,0.00,0.00,0.00,0.00,0.30,-0.09,76,-1,1,-32,-38.3,0.12,1.000,1.000,19.01,0,26,0,108.4,1.2,179.6,161.6,0.00,0,0.5,-1.7
1.20,climb,110.50,239.50,1.000,1,1285.9,-21.0,606.6,386.6,0.04,0.40,160,146,-1,0.0,0.0,-0.2,0.7,0.02,0.02,0.00,0.00,0.00,0.00,0.34,0.03,76,-1,1,-33,-38.3,0.13,1.000,1.000,22.06,0,26,0,122.7,1.0,179.3,147.3,0.00,0,0.5,-0.2
1.30,climb,111.83,238.17,1.000,1,1285.9,-21.0,606.6,386.5,-0.04,0.45,158,146,-1,0.0,0.0,-0.1,0.7,0.01,0.01,0.00,0.00,0.00,0.00,0.39,0.11,76,-1,1,-34,-35.0,0.09,1.000,1.000,25.08,0,26,0,122.7,1.0,179.3,147.3,0.00,0,-0.5,1.3
1.40,climb,114.71,235.29,1.000,1,1285.9,-20.9,606.6,386.5,-0.18,0.48,156,146,-1,0.0,0.0,-0.2,0.6,-0.02,-0.01,0.00,0.00,0.00,0.00,0.39,0.22,76,-1,1,-35,-30.6,0.00,1.000,1.000,28.08,0,26,0,122.7,1.0,179.3,147.3,0.00,0,-2.1,3.2
1.50,climb,117.89,232.11,1.000,1,1285.9,-20.9,606.6,386.4,-0.26,0.51,155,146,-1,0.0,0.0,-0.4,0.2,-0.05,-0.04,0.00,0.00,0.00,0.00,0.36,0.36,76,-1,1,-36,-25.9,-0.12,1.000,1.000,31.04,0,26,0,122.7,1.0,179.3,147.3,0.00,0,-3.9,5.0
1.60,climb,121.37,228.63,1.000,1,1285.9,-20.9,606.6,386.4,-0.26,0.51,152,134,-1,0.0,0.0,-0.8,-0.3,-0.08,-0.07,0.00,0.00,0.00,0.00,0.33,0.47,76,-1,1,-36,-25.9,-0.21,1.000,1.000,33.97,0,26,0,135.3,0.5,179.5,134.7,0.00,0,-3.9,5.0
1.70,climb,125.14,224.86,1.000,1,1285.9,-20.8,606.6,386.3,-0.22,0.54,149,134,-1,0.0,0.0,-1.4,-0.9,-0.09,-0.10,0.00,0.00,0.00,0.00,0.35,0.46,76,-1,1,-37,-22.6,-0.28,1.000,1.000,36.87,0,26,0,135.3,0.5,179.5,134.7,0.00,0,-5.1,6.1
1.80,climb,129.20,220.80,1.000,1,1285.9,-20.7,606.7,386.3,0.22,0.55,147,134,-1,0.0,0.0,-1.9,-1.4,-0.09,-0.10,0.00,0.00,0.00,0.00,0.44,0.34,76,-1,1,-37,-24.0,-0.31,1.000,1.000,39.74,0,26,0,135.3,0.5,179.5,134.7,0.00,0,-3.7,4.3
1.90,climb,133.53,216.47,1.000,1,1285.9,-20.7,606.6,386.2,0.22,0.55,145,134,-1,0.0,0.0,-2.3,-1.7,-0.06,-0.08,0.00,0.00,0.00,0.00,0.57,0.14,76,-1,1,-38,-24.0,-0.28,1.000,1.000,42.57,0,26,0,135.3,0.5,179.5,134.7,0.00,0,-3.7,4.3
2.00,climb,138.13,211.87,0.970,1,1286.0,-20.6,606.6,386.2,1.14,0.48,142,124,-1,0.0,0.0,-2.4,-1.5,0.00,-0.04,0.00,0.00,0.00,0.00,0.82,-0.19,76,-1,0,-38,-36.0,-0.18,0.972,0.988,45.37,0,26,0,145.3,0.1,179.8,124.7,0.00,0,3.0,-3.1
2.10,climb,143.00,207.00,0.818,1,1286.0,-20.6,606.5,386.1,1.14,0.48,139,124,-1,0.0,0.0,-2.0,-1.0,0.07,0.03,0.00,0.00,0.00,0.00,1.12,-0.54,76,-1,0,-38,-36.0,-0.05,0.818,0.857,48.12,0,26,0,145.3,0.1,179.8,124.7,0.00,0,3.0,-3.1
2.20,climb,148.12,201.88,0.663,1,1286.2,-20.6,606.3,386.1,1.54,0.47,137,124,-1,0.0,0.0,-1.3,-0.1,0.12,0.10,0.00,0.00,0.00,0.00,1.40,-0.79,76,-1,0,-39,-42.9,0.08,0.663,0.751,50.74,0,26,0,145.3,0.1,179.8,124.7,0.00,0,7.0,-6.5
2.30,climb,153.44,196.56,0.524,1,1286.3,-20.5,606.2,386.0,1.76,0.49,135,124,-1,0.0,0.0,-0.3,0.7,0.14,0.15,0.00,0.00,0.00,0.00,1.60,-0.88,76,-1,0,-40,-47.1,0.14,0.524,0.637,52.90,0,26,0,145.3,0.1,179.8,124.7,0.00,0,9.6,-8.0
2.40,climb,158.90,191.10,0.413,1,1286.7,-20.4,606.0,386.0,1.63,0.65,130,106,-1,0.0,0.0,0.7,1.3,0.10,0.16,0.00,0.00,0.00,0.00,1.70,-0.71,76,-1,0,-39,-45.8,0.18,0.413,0.514,54.38,0,26,0,163.0,1.1,176.6,107.0,0.00,0,7.2,-3.2
2.50,climb,164.43,185.57,0.328,1,1286.7,-20.4,605.8,385.9,1.63,0.65,127,106,-1,0.0,0.0,1.4,1.4,0.04,0.12,0.00,0.00,0.00,0.00,1.69,-0.45,76,-1,0,-38,-45.8,0.15,0.328,0.392,55.23,0,26,0,163.0,1.1,176.6,107.0,0.00,0,7.2,-3.2
2.60,climb,169.98,180.02,0.271,1,1287.0,-20.3,605.7,385.8,1.23,0.80,123,106,-1,0.0,0.0,1.7,1.2,-0.02,0.06,0.00,0.00,0.00,0.00,1.62,-0.18,76,-1,0,-38,-38.0,0.08,0.271,0.302,55.48,0,26,0,163.0,1.1,176.6,107.0,0.00,0,-1.0,2.3
2.70,climb,175.50,174.50,0.235,1,1287.0,-20.3,605.5,385.8,1.23,0.80,121,106,-1,0.0,0.0,1.6,0.8,-0.05,-0.00,0.00,0.00,0.00,0.00,1.46,0.05,76,-1,0,-38,-38.0,-0.00,0.235,0.256,55.27,0,26,0,163.0,1.1,176.6,107.0,0.00,0,-1.0,2.3
2.80,climb,180.97,169.03,0.213,1,1287.2,-20.1,605.4,385.7,0.97,0.83,116,90,-1,0.0,0.0,1.2,0.4,-0.06,-0.06,0.00,0.00,0.00,0.00,1.31,0.28,76,-1,0,-37,-31.2,-0.05,0.214,0.262,54.76,0,26,0,178.6,0.4,165.2,91.4,0.00,0,-6.1,4.0
2.90,climb,186.36,163.64,0.200,1,1287.3,-20.0,605.3,385.6,0.88,0.80,112,90,-1,0.0,0.0,0.6,-0.1,-0.07,-0.09,0.00,0.00,0.00,0.00,1.21,0.40,76,-1,0,-36,-28.7,-0.09,0.200,0.263,54.07,0,26,0,178.6,0.4,165.2,91.4,0.00,0,-6.4,3.9
3.00,climb,194.30,155.70,0.171,1,1287.3,-20.0,605.2,385.5,0.88,0.80,109,90,-1,0.0,0.0,-0.1,-0.4,-0.06,-0.10,0.00,0.00,0.00,0.00,1.09,0.48,76,-1,0,-35,-28.7,-0.13,0.171,0.235,53.27,0,26,0,178.6,0.4,165.2,91.4,0.00,0,-6.4,3.9
3.10,climb,196.90,153.10,0.187,1,1287.4,-19.9,605.2,385.4,0.88,0.71,106,90,-1,0.0,0.0,-0.7,-0.8,-0.05,-0.09,0.00,0.00,0.00,0.00,1.05,0.49,76,-1,0,-35,-25.0,-0.17,0.187,0.246,52.41,0,26,0,178.6,0.4,165.2,91.4,0.00,0,-4.2,2.6
3.20,climb,202.02,147.98,0.187,1,1287.4,-19.9,605.1,385.4,0.88,0.71,102,79,-1,0.0,0.0,-1.1,-0.9,-0.04,-0.08,0.00,0.00,0.00,0.00,1.00,0.51,76,-1,0,-34,-25.0,-0.18,0.188,0.233,51.46,0,26,0,189.6,358.9,353.4,80.4,0.00,0,-4.2,2.6
3.30,climb,207.04,142.96,0.191,1,1287.5,-19.8,605.0,385.3,0.88,0.64,98,79,-1,0.0,0.0,-1.3,-1.0,-0.02,-0.05,0.00,0.00,0.00,0.00,0.96,0.51,76,-1,0,-34,-24.0,-0.20,0.191,0.217,50.45,0,26,0,189.6,358.9,353.4,80.4,0.00,0,-2.5,1.2
3.40,climb,211.98,138.02,0.190,1,1287.7,-19.7,604.9,385.2,0.97,0.49,95,79,-1,0.0,0.0,-1.4,-0.9,-0.00,-0.02,0.00,0.00,0.00,0.00,0.93,0.48,76,-1,0,-34,-23.1,-0.21,0.191,0.200,49.53,0,26,0,189.6,358.9,353.4,80.4,0.00,0,1.3,-0.5
3.50,climb,216.82,133.18,0.187,1,1287.8,-19.6,604.8,385.2,0.97,0.43,93,79,-1,0.0,0.0,-1.2,-0.8,0.01,0.01,0.00,0.00,0.00,0.00,0.99,0.45,76,-1,0,-34,-22.9,-0.22,0.187,0.194,48.66,0,26,0,189.6,358.9,353.4,80.4,0.00,0,2.4,-1.0
3.60,climb,221.57,128.43,0.186,1,1287.8,-19.6,604.7,385.1,0.97,0.43,89,70,-1,0.0,0.0,-1.0,-0.7,0.02,0.02,0.00,0.00,0.00,0.00,0.96,0.44,76,-1,0,-34,-22.9,-0.22,0.187,0.202,47.75,0,26,0,198.9,359.0,357.1,71.1,0.00,0,2.4,-1.0
3.70,climb,226.21,123.79,0.190,1,1288.0,-19.6,604.6,385.1,0.97,0.36,86,70,-1,0.0,0.0,-0.8,-0.5,0.02,0.03,0.00,0.00,0.00,0.00,0.94,0.45,76,-1,0,-34,-22.4,-0.22,0.190,0.209,46.76,0,26,0,198.9,359.0,357.1,71.1,0.00,0,2.6,-1.2
3.80,climb,230.77,119.23,0.192,1,1288.1,-19.5,604.5,385.1,0.97,0.34,84,70,-1,0.0,0.0,-0.5,-0.4,0.02,0.03,0.00,0.00,0.00,0.00,0.92,0.46,76,-1,0,-34,-22.5,-0.24,0.192,0.210,45.81,0,26,0,198.9,359.0,357.1,71.1,0.00,0,2.1,-0.7
3.90,climb,235.24,114.76,0.191,1,1288.1,-19.5,604.4,385.0,0.97,0.34,82,70,-1,0.0,0.0,-0.3,-0.3,0.01,0.02,0.00,0.00,0.00,0.00,0.91,0.47,76,-1,0,-35,-22.5,-0.25,0.192,0.204,44.91,0,26,0,198.9,359.0,357.1,71.1,0.00,0,2.1,-0.7
