t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav3,nav2,trihdg,trires,aimq,wx,wz
0.00,climb,92.50,257.50,1.000,1,1263.5,-102.6,629.0,468.1,0.00,0.00,89,89,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-2,0.0,-0.03,1.000,1.000,0.00,0,0,0,180.1,360.0,360.0,89.9,0.00,0,0.0,0.0
0.10,climb,92.50,257.50,1.000,1,1263.5,-102.6,629.0,468.1,0.00,0.00,89,89,-1,0.0,0.0,-0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-4,0.0,-0.09,1.000,1.000,0.00,0,0,0,180.1,360.0,360.0,89.9,0.00,0,0.0,0.0
0.20,climb,92.50,257.50,1.000,1,1263.5,-102.6,629.0,468.1,0.00,0.00,89,89,-1,0.0,0.0,-0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-7,0.0,-0.15,1.000,1.000,0.00,0,0,0,180.1,360.0,360.0,89.9,0.00,0,0.0,0.0
0.30,climb,92.51,257.49,1.000,1,1263.5,-102.6,629.0,468.1,0.00,0.00,89,89,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-11,0.0,-0.21,1.000,1.000,0.04,0,0,0,180.1,360.0,360.0,89.9,0.00,0,-0.1,-0.0
0.40,climb,92.57,257.43,1.000,1,1263.5,-102.6,629.0,468.1,0.00,0.00,89,89,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-13,-0.7,-0.26,1.000,1.000,0.36,0,0,0,180.2,360.0,358.2,89.8,0.00,0,-0.6,0.1
0.50,climb,92.77,257.23,1.000,1,1263.5,-102.6,629.0,468.1,0.00,0.00,89,89,-1,0.0,0.0,-0.1,-0.0,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-16,-5.6,-0.28,1.000,1.000,1.55,0,0,0,180.2,360.0,358.2,89.8,0.00,0,-0.9,0.2
0.60,climb,93.20,256.80,1.000,1,1263.5,-102.6,629.0,468.1,0.00,0.00,89,89,-1,0.0,0.0,-0.2,-0.0,-0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-19,-5.6,-0.28,1.000,1.000,3.59,0,0,0,180.2,360.0,358.2,89.8,0.00,0,-0.9,0.2
0.70,climb,93.92,256.08,1.000,1,1263.5,-102.6,629.0,468.1,0.00,-0.01,89,89,-1,0.0,0.0,-0.3,-0.0,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,-0.01,-1,-1,1,-22,-11.3,-0.22,1.000,1.000,6.48,0,0,0,180.2,360.0,358.2,89.8,0.00,0,-1.2,0.2
0.80,climb,94.97,255.03,1.000,1,1263.5,-102.6,629.0,468.1,0.18,-0.09,88,84,-1,0.0,0.0,-0.4,0.1,0.01,-0.02,0.00,0.00,0.00,0.00,0.09,-0.04,90,-1,1,-25,-27.2,-0.12,1.000,1.000,9.66,0,26,0,184.6,0.0,0.3,85.4,0.00,0,-0.4,-1.5
0.90,climb,96.32,253.68,1.000,1,1263.5,-102.6,629.0,468.1,0.18,-0.09,88,84,-1,0.0,0.0,-0.4,0.2,0.03,-0.01,0.00,0.00,0.00,0.00,0.18,-0.09,90,-1,1,-27,-27.2,-0.00,1.000,1.000,12.81,0,26,0,184.6,0.0,0.3,85.4,0.00,0,-0.4,-1.5
1.00,climb,97.99,252.01,1.000,1,1263.6,-102.6,629.0,468.1,0.26,-0.08,87,84,-1,0.0,0.0,-0.4,0.5,0.04,0.00,0.00,0.00,0.00,0.00,0.18,-0.10,90,-1,1,-30,-38.1,0.08,1.000,1.000,15.92,0,26,0,184.6,0.0,0.3,85.4,0.00,0,0.5,-1.7
1.10,climb,99.96,250.04,1.000,1,1263.6,-102.6,628.9,468.1,0.35,-0.03,87,84,-1,0.0,0.0,-0.3,0.6,0.03,0.01,0.00,0.00,0.00,0.00,0.27,-0.06,90,-1,1,-32,-39.3,0.11,1.000,1.000,19.00,0,26,0,184.6,0.0,0.3,85.4,0.00,0,0.7,-1.2
1.25,climb,104.82,245.18,1.000,1,1263.6,-102.6,628.9,468.1,0.35,-0.03,84,68,-1,0.0,0.0,-0.1,0.8,0.02,0.02,0.00,0.00,0.00,0.00,0.35,0.01,90,-1,1,-34,-39.3,0.10,1.000,1.000,22.06,0,26,0,200.7,0.7,1.9,69.3,0.00,0,0.7,-1.2
1.35,climb,106.96,243.04,1.000,1,1263.7,-102.6,628.8,468.1,0.44,0.23,82,68,-1,0.0,0.0,-0.1,0.7,-0.01,0.00,0.00,0.00,0.00,0.00,0.42,0.18,90,-1,1,-35,-32.5,0.03,1.000,1.000,26.58,0,26,0,200.7,0.7,1.9,69.3,0.00,0,-1.3,2.2
1.45,climb,109.26,240.74,1.000,1,1263.7,-102.5,628.8,468.1,0.44,0.33,80,68,-1,0.0,0.0,-0.2,0.4,-0.03,-0.02,0.00,0.00,0.00,0.00,0.39,0.30,90,-1,1,-36,-28.0,-0.07,1.000,1.000,29.56,0,26,0,200.7,0.7,1.9,69.3,0.00,0,-2.9,4.0
1.55,climb,112.59,237.41,1.000,1,1263.8,-102.5,628.8,468.0,0.44,0.35,78,68,-1,0.0,0.0,-0.6,0.0,-0.06,-0.05,0.00,0.00,0.00,0.00,0.36,0.41,90,-1,1,-37,-24.8,-0.18,1.000,1.000,32.50,0,26,0,200.7,0.7,1.9,69.3,0.00,0,-4.0,5.0
1.65,climb,116.22,233.78,1.000,1,1263.8,-102.5,628.7,468.0,0.44,0.35,75,56,-1,0.0,0.0,-1.0,-0.5,-0.08,-0.07,0.00,0.00,0.00,0.00,0.33,0.45,90,-1,1,-37,-24.8,-0.24,1.000,1.000,35.42,0,26,0,212.5,358.9,358.3,57.5,0.00,0,-4.0,5.0
1.75,climb,120.12,229.88,1.000,1,1263.8,-102.5,628.7,468.0,0.53,0.25,72,56,-1,0.0,0.0,-1.4,-0.9,-0.07,-0.07,0.00,0.00,0.00,0.00,0.42,0.40,90,-1,1,-37,-23.9,-0.26,1.000,1.000,38.30,0,26,0,212.5,358.9,358.3,57.5,0.00,0,-4.0,4.9
1.85,climb,124.31,225.69,1.000,1,1263.9,-102.5,628.6,468.0,0.53,0.03,70,56,-1,0.0,0.0,-1.6,-1.1,-0.04,-0.06,0.00,0.00,0.00,0.00,0.48,0.21,90,-1,1,-38,-25.7,-0.24,1.000,1.000,41.15,0,26,0,212.5,358.9,358.3,57.5,0.00,0,-2.7,3.4
1.95,climb,128.78,221.22,1.000,1,1264.0,-102.5,628.5,468.0,0.62,-0.28,68,56,-1,0.0,0.0,-1.7,-1.0,0.00,-0.02,0.00,0.00,0.00,0.00,0.67,-0.02,90,-1,1,-39,-29.3,-0.19,1.000,1.000,43.97,0,26,0,212.5,358.9,358.3,57.5,0.00,0,-0.5,0.9
2.05,climb,133.52,216.48,0.933,1,1264.0,-102.5,628.5,468.0,0.70,-0.63,64,45,-1,0.0,0.0,-1.4,-0.6,0.05,0.03,0.00,0.00,0.00,0.00,0.91,-0.26,90,-1,0,-38,-34.3,-0.08,0.933,0.966,46.75,0,26,0,224.2,358.1,358.0,45.8,0.00,0,2.8,-2.1
2.15,climb,138.52,211.48,0.778,1,1264.1,-102.6,628.4,468.1,0.79,-0.92,61,45,-1,0.0,0.0,-0.7,-0.0,0.09,0.08,0.00,0.00,0.00,0.00,1.14,-0.43,90,-1,0,-38,-40.0,0.03,0.778,0.848,49.50,0,26,0,224.2,358.1,358.0,45.8,0.00,0,5.8,-4.8
2.25,climb,143.78,206.22,0.624,1,1264.3,-102.8,628.3,468.2,0.88,-1.05,59,45,-1,0.0,0.0,0.0,0.6,0.10,0.12,0.00,0.00,0.00,0.00,1.23,-0.50,90,-1,0,-39,-46.8,0.12,0.624,0.711,52.07,0,26,0,224.2,358.1,358.0,45.8,0.00,0,7.1,-5.1
2.35,climb,149.22,200.78,0.491,1,1264.3,-102.8,628.2,468.3,0.88,-1.05,57,45,-1,0.0,0.0,0.8,1.0,0.07,0.12,0.00,0.00,0.00,0.00,1.31,-0.39,90,-1,0,-40,-46.8,0.14,0.491,0.567,54.08,0,26,0,224.2,358.1,358.0,45.8,0.00,0,7.1,-5.1
2.45,climb,154.78,195.22,0.386,1,1264.4,-103.0,628.1,468.4,0.97,-0.69,52,27,-1,0.0,0.0,1.3,1.1,0.03,0.08,0.00,0.00,0.00,0.00,1.24,-0.17,90,-1,0,-38,-42.8,0.15,0.387,0.431,55.40,0,26,0,242.1,3.5,1.8,28.0,0.00,0,1.6,0.5
2.55,climb,160.40,189.60,0.307,1,1264.4,-103.0,628.1,468.5,0.97,-0.69,48,27,-1,0.0,0.0,1.4,0.9,-0.02,0.04,0.00,0.00,0.00,0.00,1.18,0.13,90,-1,0,-37,-42.8,0.11,0.307,0.332,56.12,0,26,0,242.1,3.5,1.8,28.0,0.00,0,1.6,0.5
2.65,climb,166.04,183.96,0.252,1,1264.6,-103.1,628.0,468.6,0.97,-0.37,45,27,-1,0.0,0.0,1.2,0.5,-0.06,-0.01,0.00,0.00,0.00,0.00,1.04,0.33,90,-1,0,-37,-35.4,0.04,0.252,0.280,56.32,0,26,0,242.1,3.5,1.8,28.0,0.00,0,-3.7,3.9
2.75,climb,171.64,178.36,0.217,1,1264.7,-103.1,627.9,468.6,0.88,-0.29,42,27,-1,0.0,0.0,0.9,0.0,-0.07,-0.05,0.00,0.00,0.00,0.00,0.92,0.47,90,-1,0,-37,-32.2,-0.04,0.217,0.265,56.07,0,26,0,242.1,3.5,1.8,28.0,0.00,0,-4.6,3.9
2.85,climb,177.19,172.81,0.198,1,1264.8,-103.2,627.8,468.6,0.88,-0.26,38,12,-1,0.0,0.0,0.4,-0.4,-0.06,-0.07,0.00,0.00,0.00,0.00,0.77,0.52,90,-1,0,-36,-29.7,-0.07,0.198,0.251,55.51,0,26,0,256.7,1.2,0.3,13.3,0.00,0,-4.8,2.9
2.95,climb,182.65,167.35,0.186,1,1264.8,-103.2,627.7,468.7,0.88,-0.26,34,12,-1,0.0,0.0,-0.1,-0.7,-0.05,-0.08,0.00,0.00,0.00,0.00,0.70,0.59,90,-1,0,-35,-29.7,-0.10,0.186,0.236,54.79,0,26,0,256.7,1.2,0.3,13.3,0.00,0,-4.8,2.9
3.05,climb,188.02,161.98,0.182,1,1264.9,-103.2,627.6,468.7,0.79,-0.26,30,12,-1,0.0,0.0,-0.5,-0.9,-0.04,-0.07,0.00,0.00,0.00,0.00,0.63,0.55,90,-1,0,-35,-27.6,-0.14,0.182,0.225,53.91,0,26,0,256.7,1.2,0.3,13.3,0.00,0,-4.0,2.3
3.20,climb,198.47,151.53,0.135,1,1265.0,-103.2,627.5,468.7,0.79,-0.28,28,12,-1,0.0,0.0,-0.9,-1.0,-0.03,-0.05,0.00,0.00,0.00,0.00,0.62,0.57,90,-1,0,-36,-25.8,-0.20,0.135,0.165,52.97,0,26,0,256.7,1.2,0.3,13.3,0.00,0,-2.8,1.8
3.30,climb,202.29,147.71,0.171,1,1265.1,-103.3,627.4,468.8,0.62,-0.37,23,1,-1,0.0,0.0,-1.1,-1.0,-0.01,-0.03,0.00,0.00,0.00,0.00,0.59,0.51,90,-1,0,-32,-22.9,-0.16,0.171,0.187,51.51,0,26,0,268.4,325.7,358.9,1.6,0.00,0,-0.1,-0.3
3.40,climb,206.04,143.96,0.187,1,1265.2,-103.3,627.4,468.8,0.62,-0.40,20,1,-1,0.0,0.0,-1.1,-0.9,0.00,-0.01,0.00,0.00,0.00,0.00,0.56,0.45,90,-1,0,-28,-22.2,-0.11,0.187,0.193,50.46,0,26,0,268.4,325.7,358.9,1.6,0.00,0,1.0,-0.5
3.50,climb,210.95,139.05,0.197,1,1265.2,-103.3,627.3,468.8,0.62,-0.40,17,1,-1,0.0,0.0,-1.0,-0.8,0.01,0.00,0.00,0.00,0.00,0.00,0.56,0.47,90,-1,0,-25,-22.2,-0.06,0.197,0.199,49.35,0,26,0,268.4,325.7,358.9,1.6,0.00,0,1.0,-0.5
3.60,climb,215.75,134.25,0.202,1,1265.3,-103.4,627.2,468.9,0.53,-0.43,14,1,-1,0.0,0.0,-0.9,-0.7,0.01,0.01,0.00,0.00,0.00,0.00,0.55,0.40,90,-1,0,-23,-21.7,-0.02,0.202,0.208,48.34,0,26,0,268.4,325.7,358.9,1.6,0.00,0,1.4,-0.6
