t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv
49.10,touchdown,76.42,173.58,0.000,1,-1.1,1198.1,1.1,1.9,-0.73,0.35,100,99,-1,-3.0,-0.2,0.6,3.4,0.03,0.04,0.00,0.00,0.00,0.00,-0.66,0.47,58,-1,1,0,0.2,0.01,0.000,0.000,-2.50
49.20,touchdown,76.15,173.85,0.000,1,-1.2,1198.1,1.2,1.9,-0.72,0.35,100,100,-1,-3.0,-0.2,0.6,3.4,0.03,0.04,0.00,0.00,0.00,0.00,-0.65,0.47,58,-1,1,1,0.2,0.01,0.000,0.000,-3.28
49.30,touchdown,75.43,174.57,0.000,1,-1.3,1198.1,1.3,1.9,-0.67,0.26,100,100,-1,-3.0,0.0,0.7,3.4,0.03,0.04,0.00,0.00,0.00,0.00,-0.64,0.38,58,-1,1,1,0.0,0.01,0.000,0.000,-4.26
49.40,touchdown,75.14,174.86,0.000,1,-1.3,1198.1,1.3,1.9,-0.67,0.26,100,100,-1,-3.0,0.0,0.8,3.4,0.03,0.04,0.00,0.00,0.00,0.00,-0.62,0.37,58,-1,1,1,0.0,0.01,0.000,0.000,-5.31
49.50,touchdown,74.10,175.90,0.000,1,-1.5,1198.2,1.4,1.8,-0.62,0.26,100,100,-1,-3.0,0.0,0.9,3.4,0.03,0.04,0.00,0.00,0.00,0.00,-0.59,0.37,58,-1,1,1,0.1,0.01,0.000,0.000,-6.35
49.60,touchdown,73.29,176.71,0.000,1,-1.5,1198.2,1.5,1.8,-0.60,0.26,100,100,-1,-2.9,0.0,0.9,3.4,0.03,0.04,0.00,0.00,0.00,0.00,-0.57,0.36,58,-1,1,1,0.1,0.01,0.000,0.000,-7.37
49.70,touchdown,72.37,177.63,0.000,1,-1.6,1198.3,1.5,1.8,-0.57,0.22,100,100,-1,-2.9,-0.0,1.0,3.4,0.03,0.04,0.00,0.00,0.00,0.00,-0.55,0.36,58,-1,1,0,0.0,0.01,0.000,0.000,-8.39
49.80,touchdown,71.36,178.64,0.000,1,-1.7,1198.3,1.6,1.7,-0.55,0.18,100,100,-1,-2.9,0.1,1.1,3.5,0.03,0.05,0.00,0.00,0.00,0.00,-0.53,0.31,58,-1,1,0,0.0,0.01,0.000,0.000,-9.39
49.90,touchdown,70.81,179.19,0.000,1,-1.7,1198.3,1.7,1.7,-0.55,0.18,100,100,-1,-2.9,0.2,1.2,3.5,0.03,0.05,0.00,0.00,0.00,0.00,-0.51,0.27,58,-1,1,0,0.0,0.01,0.000,0.000,-10.38
50.00,touchdown,69.65,180.35,0.000,1,-1.7,1198.3,1.7,1.7,-0.52,0.18,100,100,-1,-2.8,0.2,1.3,3.5,0.04,0.05,0.00,0.00,0.00,0.00,-0.49,0.26,58,-1,1,0,0.1,0.01,0.000,0.000,-11.37
50.10,touchdown,68.39,181.61,0.000,1,-1.8,1198.3,1.8,1.7,0.38,-1.03,100,100,-1,-2.8,0.2,1.4,3.6,0.04,0.05,0.00,0.00,0.00,0.00,-0.46,0.26,58,-1,1,0,0.4,0.01,0.000,0.000,-12.34
50.20,touchdown,68.54,181.46,0.000,1,-1.7,1198.2,1.8,1.7,0.34,-0.53,100,100,-1,-0.8,4.3,1.0,2.0,-0.26,-0.04,0.00,0.00,0.00,0.00,0.20,-1.08,58,-1,1,0,-0.1,0.00,0.000,0.000,2.31
50.30,touchdown,68.53,181.47,0.000,1,-1.7,1198.2,1.7,1.8,0.34,-0.53,100,100,-1,-0.7,2.8,0.6,0.9,-0.18,-0.05,0.00,0.00,0.00,0.00,0.24,-0.58,58,-1,1,0,-0.1,0.01,0.000,0.000,-0.09
50.40,touchdown,68.52,181.48,0.000,1,-1.7,1198.1,1.7,1.9,0.51,-0.70,100,100,-1,-0.3,3.5,-0.2,-0.3,-0.22,-0.13,0.00,0.00,0.00,0.00,0.38,-0.78,58,-1,1,0,-0.1,0.01,0.000,0.000,-0.43
50.50,touchdown,68.55,181.45,0.000,1,-1.6,1198.1,1.6,1.9,0.10,-0.18,100,100,-1,0.1,1.9,-0.8,-0.7,-0.09,-0.11,0.00,0.00,0.00,0.00,0.47,-0.26,58,-1,1,0,0.3,0.01,0.000,0.000,0.34
50.60,touchdown,68.56,181.44,0.000,1,-1.6,1198.1,1.6,1.9,0.10,-0.18,100,100,-1,-1.1,1.7,-0.8,-0.9,-0.06,-0.00,0.00,0.00,0.00,0.00,0.07,-0.19,58,-1,1,0,0.3,0.00,0.000,0.000,0.07
50.70,touchdown,68.53,181.47,0.000,1,-1.6,1198.1,1.6,1.9,-0.14,0.13,100,100,-1,-1.7,0.7,-0.5,-0.5,0.04,0.05,0.00,0.00,0.00,0.00,-0.11,0.16,58,-1,1,0,-0.0,0.01,0.000,0.000,-0.14
50.80,touchdown,68.50,181.50,0.000,1,-1.7,1198.1,1.7,1.9,-0.44,0.31,100,100,-1,-2.5,0.0,0.2,0.2,0.10,0.13,0.00,0.00,0.00,0.00,-0.39,0.38,58,-1,1,0,-0.0,0.01,0.000,0.000,-0.35
50.90,touchdown,68.52,181.48,0.000,1,-1.7,1198.2,1.7,1.9,-0.02,0.01,100,100,-1,-2.2,0.4,0.6,0.6,0.05,0.08,0.00,0.00,0.00,0.00,-0.27,0.26,58,-1,1,0,0.0,0.01,0.000,0.000,0.24
51.00,touchdown,68.51,181.49,0.000,1,-1.7,1198.1,1.7,1.8,0.27,-0.18,100,100,-1,-1.5,1.1,0.5,0.5,-0.02,0.00,0.00,0.00,0.00,0.00,-0.02,0.02,58,-1,1,0,-0.0,0.01,0.000,0.000,0.01
51.10,touchdown,68.50,181.50,0.000,1,-1.7,1198.1,1.7,1.9,0.27,-0.18,100,100,-1,-0.7,1.8,-0.0,-0.0,-0.10,-0.07,0.00,0.00,0.00,0.00,0.24,-0.22,58,-1,1,0,-0.0,0.01,0.000,0.000,-0.19
51.20,touchdown,68.52,181.48,0.000,1,-1.6,1198.1,1.6,1.9,0.28,-0.20,100,100,-1,-0.7,1.9,-0.3,-0.3,-0.07,-0.05,0.00,0.00,0.00,0.00,0.24,-0.25,58,-1,1,0,0.0,0.01,0.000,0.000,0.22
51.30,touchdown,68.51,181.49,0.000,1,-1.7,1198.1,1.6,1.9,-0.30,0.19,100,100,-1,-1.4,1.1,-0.2,-0.2,0.01,0.03,0.00,0.00,0.00,0.00,-0.01,0.02,58,-1,1,0,0.0,0.01,0.000,0.000,-0.01
51.40,touchdown,68.50,181.50,0.000,1,-1.7,1198.1,1.7,1.9,-0.04,0.03,100,100,-1,-2.2,0.4,0.2,0.2,0.05,0.07,0.00,0.00,0.00,0.00,-0.26,0.24,58,-1,1,0,-0.0,0.01,0.000,0.000,-0.18
51.50,touchdown,68.50,181.50,0.000,1,-1.7,1198.1,1.7,1.9,-0.04,0.03,100,100,-1,-1.5,1.0,0.1,0.1,-0.02,0.00,0.00,0.00,0.00,0.00,-0.04,0.03,58,-1,1,0,-0.0,0.01,0.000,0.000,0.03
51.60,touchdown,68.50,181.50,0.000,1,-1.7,1198.1,1.7,1.9,-0.10,0.07,100,100,-1,-0.9,1.6,-0.1,-0.1,-0.05,-0.02,0.00,0.00,0.00,0.00,0.16,-0.16,58,-1,1,0,-0.1,0.01,0.000,0.000,-0.06
51.70,touchdown,68.50,181.50,0.000,1,-1.7,1198.1,1.7,1.9,-0.10,0.07,100,100,-1,-1.7,0.9,0.0,0.0,-0.00,0.02,0.00,0.00,0.00,0.00,-0.08,0.08,58,-1,1,0,-0.1,0.01,0.000,0.000,-0.05
