t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,climb,96.50,253.50,1.000,1,1892.5,365.5,600.0,3000.0,0.00,0.00,90,90,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,-2,-0.0,-0.03,1.000,1.000,0.00,0,0,0,180.0,0.0,0.0,90.0,0.00,0
1.10,climb,103.62,246.38,1.000,1,1892.5,365.5,600.0,3000.0,0.00,0.15,88,85,-1,0.0,0.0,0.2,0.5,0.02,0.01,0.00,0.00,0.00,0.00,-0.01,0.15,100,-1,1,-19,-42.8,0.47,1.000,1.000,19.01,0,22,0,184.6,0.3,3.2,85.4,0.00,0
2.30,climb,151.13,198.87,0.468,1,1892.6,366.1,599.9,2999.4,0.26,0.27,74,73,-1,0.0,0.0,0.4,1.0,0.11,0.04,0.00,0.00,0.00,0.00,0.19,0.29,100,-1,0,-5,-43.5,0.79,0.487,0.549,54.22,0,22,0,196.7,359.5,358.3,73.3,0.00,0
3.50,climb,215.25,134.75,0.182,1,1893.1,366.8,599.5,2998.7,0.44,0.52,55,51,-1,0.0,0.0,0.1,-0.6,-0.01,0.05,0.00,0.00,0.00,0.00,0.04,0.70,100,-1,0,14,8.6,0.12,0.182,0.205,48.75,0,22,0,219.4,359.0,358.7,50.6,0.00,0
4.70,climb,266.56,83.44,0.174,1,1893.5,367.4,599.1,2998.1,0.35,0.48,59,62,-1,0.0,0.0,-0.5,0.5,0.01,-0.01,0.00,0.00,0.00,0.00,0.05,0.60,100,-1,0,10,10.6,-0.02,0.174,0.184,38.09,0,22,0,208.0,0.3,0.5,62.0,0.00,0
5.90,climb,305.20,44.80,0.000,1,1893.9,367.9,598.6,2997.6,0.44,0.46,70,73,-1,0.0,0.0,-0.4,0.8,0.01,0.00,0.00,0.00,0.00,0.00,0.25,0.59,100,-1,1,-1,5.6,-0.13,0.000,0.000,27.01,0,22,0,196.7,0.6,1.9,73.3,0.00,0
7.10,climb,327.37,22.63,0.150,1,1894.4,368.5,598.1,2997.0,0.35,0.42,77,79,-1,0.0,0.0,0.3,0.7,0.01,0.01,0.00,0.00,0.00,0.00,0.25,0.49,100,-1,0,-8,3.9,-0.24,0.151,0.158,11.94,0,22,0,190.9,0.7,3.7,79.1,0.00,0
7.70,cruise,332.73,17.27,0.273,1,1894.6,368.7,597.9,2996.8,0.35,0.42,79,81,-1,-0.4,4.0,0.3,0.2,-0.07,0.00,0.00,0.00,0.00,0.00,0.27,0.47,100,-1,0,-11,-4.0,-0.17,0.274,0.294,7.94,0,22,0,188.7,0.3,2.2,81.3,0.00,0
8.30,cruise,337.03,12.97,0.220,1,1894.8,368.9,597.7,2996.6,0.26,0.26,80,79,-1,2.4,28.0,0.1,2.9,-0.09,-0.03,0.00,0.00,0.00,0.00,0.21,0.31,100,-1,0,-7,-12.6,0.11,0.220,0.254,6.88,0,22,0,194.5,2.9,11.1,75.5,0.00,1
9.50,cruise,342.48,7.52,0.263,1,1895.3,370.0,597.2,2995.5,0.88,2.57,69,66,-1,10.4,42.8,3.9,26.6,-0.04,-0.05,0.56,0.00,0.00,0.00,-0.09,2.72,100,-1,0,1,1.3,-0.01,0.263,0.285,3.77,0,22,0,204.9,28.1,49.0,67.7,0.00,1
10.70,cruise,344.93,5.07,0.378,1,1897.4,377.3,595.1,2988.2,2.46,10.49,68,68,-1,10.7,48.1,11.6,43.9,-0.04,0.07,1.00,0.00,0.00,0.00,-1.68,10.64,100,-1,0,-5,-4.2,-0.02,0.378,0.419,1.94,0,22,0,202.8,46.3,68.2,73.7,0.00,1
11.90,cruise,346.60,3.40,0.446,1,1902.0,400.2,591.1,2967.8,5.58,24.83,57,52,-1,19.3,53.8,12.4,53.7,-0.01,-0.10,1.00,0.00,0.00,0.00,-8.71,22.47,100,-1,0,4,4.6,0.04,0.446,0.496,1.47,0,22,0,221.2,57.2,60.6,64.4,0.00,1
13.10,cruise,348.26,1.74,0.600,1,1911.5,436.0,581.0,2929.5,10.63,41.37,57,61,-1,21.2,62.0,27.1,62.4,0.01,0.10,1.00,0.00,0.00,0.00,-13.42,40.56,100,-1,0,-11,-11.1,0.00,0.600,0.666,2.11,0,22,0,202.6,64.8,78.9,79.7,0.00,1
14.30,cruise,349.87,0.13,0.600,1,1923.7,499.8,568.8,2865.7,10.90,63.63,84,38,-1,48.6,68.0,48.4,70.4,0.09,-0.01,1.00,0.00,0.00,0.00,4.57,64.40,100,-1,0,6,3.8,0.04,0.600,0.659,0.95,0,22,0,250.8,80.6,64.6,63.0,0.00,1
15.50,cruise,347.51,2.49,0.800,1,1947.8,596.4,547.5,2777.5,28.70,84.20,13,14,-1,21.0,67.3,-4.4,73.3,0.01,-0.08,1.00,0.00,0.00,0.00,-74.73,44.00,100,-1,0,17,22.9,-0.10,0.800,0.871,-3.46,0,22,0,249.0,72.2,50.2,51.6,0.00,1
