t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc
0.00,climb,68.50,181.50,0.378,1,218.7,469.6,-218.7,-469.6,0.00,0.00,187,187,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.377,0.378,0.00,0
0.10,climb,68.50,181.50,0.642,1,218.7,469.6,-218.7,-469.6,0.00,0.00,187,187,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.642,0.643,0.00,0
0.20,climb,68.50,181.50,0.918,1,218.7,469.6,-218.7,-469.6,0.00,0.00,187,187,-1,0.0,0.0,-0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.918,0.918,0.00,0
0.30,climb,68.50,181.50,1.000,1,218.7,469.6,-218.7,-469.6,0.00,0.00,187,187,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-1,-1,1,0,0.0,0.00,1.000,1.000,0.00,0
0.40,climb,68.55,181.45,1.000,1,218.7,469.6,-218.7,-469.6,0.00,0.00,187,187,-1,0.0,0.0,-0.0,0.0,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,52,-1,1,-0,0.0,-0.00,1.000,1.000,0.25,0
0.50,climb,68.76,181.24,1.000,1,218.7,469.6,-218.7,-469.6,-0.01,0.00,187,187,-1,0.0,0.0,-0.0,0.1,0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,52,-1,1,-0,0.0,-0.00,1.000,1.000,1.52,0
0.60,climb,69.23,180.77,1.000,1,218.7,469.6,-218.7,-469.6,-0.01,0.00,187,187,-1,0.0,0.0,-0.1,0.3,0.03,-0.01,0.00,0.00,0.00,0.00,0.00,0.01,52,-1,1,-0,0.0,-0.00,1.000,1.000,3.95,0
0.70,climb,70.06,179.94,1.000,1,218.7,469.6,-218.7,-469.6,-0.03,0.00,187,187,-1,0.0,0.0,-0.1,0.6,0.05,-0.01,0.00,0.00,0.00,0.00,0.00,0.03,52,-1,1,-0,0.0,-0.00,1.000,1.000,7.33,0
0.80,climb,71.61,178.39,1.000,1,218.7,469.6,-218.7,-469.6,-0.18,0.00,187,187,-1,0.0,0.0,-0.2,1.1,0.07,-0.01,0.00,0.00,0.00,0.00,0.01,0.08,52,-1,1,-0,0.0,-0.00,1.000,1.000,11.04,0
0.90,climb,73.27,176.73,1.000,1,218.6,469.6,-218.7,-469.6,-0.37,0.00,187,187,-1,0.0,0.0,-0.3,1.5,0.08,-0.02,0.00,0.00,0.00,0.00,0.02,0.18,52,-1,1,-0,-0.0,-0.00,1.000,1.000,14.71,0
1.00,climb,74.74,175.26,1.000,1,218.6,469.6,-218.6,-469.6,-0.37,0.00,187,187,-1,0.0,0.0,-0.4,1.9,0.07,-0.02,0.00,0.00,0.00,0.00,0.04,0.37,52,-1,1,-0,-0.0,0.00,1.000,1.000,18.33,0
1.10,climb,78.30,171.70,1.000,1,218.5,469.6,-218.6,-469.6,-0.95,-0.01,187,187,-1,0.0,0.0,-0.5,2.0,0.04,-0.02,0.00,0.00,0.00,0.00,0.08,0.64,52,-1,1,-0,-0.1,0.00,1.000,1.000,21.91,0
1.20,climb,79.66,170.34,1.000,1,218.5,469.6,-218.5,-469.6,-0.95,-0.01,187,187,-1,0.0,0.0,-0.6,1.8,-0.00,-0.03,0.00,0.00,0.00,0.00,0.10,0.94,52,-1,1,-0,-0.1,0.00,1.000,1.000,25.45,0
1.30,climb,82.65,167.35,1.000,1,218.4,469.6,-218.4,-469.6,-1.26,0.00,187,187,-1,0.0,0.0,-0.8,1.4,-0.05,-0.03,0.00,0.00,0.00,0.00,0.15,1.25,52,-1,1,0,-0.1,0.00,1.000,1.000,28.96,0
1.40,climb,87.77,162.23,1.000,1,218.1,469.7,-218.2,-469.6,-1.65,0.10,187,187,-1,0.0,0.0,-1.0,0.7,-0.10,-0.04,0.00,0.00,0.00,0.00,0.22,1.51,52,-1,1,0,0.1,0.00,1.000,1.000,32.42,0
1.50,climb,89.65,160.35,1.000,1,217.9,469.7,-218.1,-469.7,-1.63,0.26,187,187,-1,0.0,0.0,-1.1,-0.1,-0.11,-0.04,0.00,0.00,0.00,0.00,0.30,1.63,52,-1,1,0,1.0,-0.00,1.000,1.000,35.86,0
1.60,climb,93.66,156.34,0.866,1,217.9,469.7,-217.9,-469.7,-1.63,0.26,187,187,-1,0.0,0.0,-1.2,-0.6,-0.09,-0.02,0.00,0.00,0.00,0.00,0.46,1.58,52,-1,0,-0,1.0,-0.02,0.866,0.907,39.25,0
1.70,climb,99.13,150.87,0.666,1,217.6,469.8,-217.8,-469.7,-1.21,0.69,187,187,-1,0.0,0.0,-0.9,-0.7,-0.03,0.03,0.00,0.00,0.00,0.00,0.65,1.40,52,-1,0,-0,2.0,-0.03,0.666,0.687,42.61,0
1.80,climb,102.62,147.38,0.493,1,217.5,469.9,-217.6,-469.8,-1.02,0.79,187,187,-1,0.0,0.0,-0.5,-0.3,0.07,0.07,0.00,0.00,0.00,0.00,0.83,1.12,52,-1,0,-0,1.9,-0.04,0.493,0.547,45.63,0
1.90,climb,107.42,142.58,0.348,1,217.5,469.9,-217.5,-469.9,-1.02,0.79,187,187,-1,0.0,0.0,0.1,0.8,0.16,0.08,0.00,0.00,0.00,0.00,0.91,0.92,52,-1,0,-0,1.9,-0.04,0.348,0.446,47.74,0
2.00,climb,114.78,135.22,0.221,1,217.3,470.0,-217.4,-469.9,-0.99,0.69,187,188,-1,0.0,0.0,0.5,1.9,0.20,0.07,0.00,0.00,0.00,0.00,0.89,0.84,52,-1,0,-0,0.5,-0.02,0.221,0.327,48.92,0
2.10,climb,117.24,132.76,0.176,1,217.3,470.0,-217.3,-470.0,-0.99,0.69,187,188,-1,0.0,0.0,0.7,2.8,0.17,0.04,0.00,0.00,0.00,0.00,0.81,0.90,52,-1,0,-0,0.5,-0.01,0.176,0.257,49.27,0
2.20,climb,122.11,127.89,0.145,1,217.2,470.1,-217.2,-470.1,-1.09,0.60,187,188,-1,0.0,0.0,0.7,3.3,0.10,0.01,0.00,0.00,0.00,0.00,0.74,1.01,52,-1,0,-0,0.1,-0.01,0.145,0.190,48.90,0
2.30,climb,129.25,120.75,0.113,1,217.0,470.2,-217.1,-470.1,-1.29,0.45,187,188,-1,0.0,0.0,0.7,3.3,0.04,-0.00,0.00,0.00,0.00,0.00,0.66,1.13,52,-1,0,-0,-0.2,-0.01,0.113,0.128,48.08,0
2.40,climb,131.58,118.42,0.136,1,217.0,470.2,-217.0,-470.2,-1.29,0.45,187,188,-1,0.0,0.0,0.6,3.0,-0.01,-0.01,0.00,0.00,0.00,0.00,0.61,1.22,52,-1,0,-0,-0.2,-0.00,0.136,0.143,47.06,0
2.50,climb,137.26,112.74,0.135,1,216.8,470.2,-216.8,-470.2,-1.35,0.41,187,188,-1,0.0,0.0,0.5,2.6,-0.03,-0.01,0.00,0.00,0.00,0.00,0.58,1.28,52,-1,0,-0,-0.4,-0.00,0.135,0.150,45.89,0
2.60,climb,142.77,107.23,0.134,1,216.6,470.3,-216.7,-470.3,-1.42,0.33,187,188,-1,0.0,0.0,0.5,2.2,-0.03,-0.00,0.00,0.00,0.00,0.00,0.54,1.33,52,-1,0,-0,-0.5,0.00,0.134,0.148,44.73,0
2.70,climb,146.00,104.00,0.148,1,216.6,470.3,-216.6,-470.3,-1.42,0.33,187,188,-1,0.0,0.0,0.5,1.9,-0.02,0.00,0.00,0.00,0.00,0.00,0.51,1.36,52,-1,0,-1,-0.5,0.00,0.148,0.157,43.70,0
2.80,climb,151.25,98.75,0.143,1,216.4,470.3,-216.4,-470.3,-1.43,0.30,187,187,-1,0.0,0.0,0.4,1.8,-0.00,0.00,0.00,0.00,0.00,0.00,0.48,1.38,52,-1,0,-0,-0.5,0.00,0.143,0.144,42.64,0
2.90,climb,154.33,95.67,0.156,1,216.1,470.4,-216.3,-470.3,-1.43,0.24,187,187,-1,0.0,0.0,0.4,1.7,0.01,0.00,0.00,0.00,0.00,0.00,0.45,1.38,52,-1,0,-0,0.0,-0.00,0.156,0.160,41.65,0
3.00,climb,157.37,92.63,0.164,1,216.1,470.4,-216.1,-470.4,-1.43,0.24,187,187,-1,0.0,0.0,0.4,1.7,0.01,-0.00,0.00,0.00,0.00,0.00,0.42,1.39,52,-1,0,-0,0.0,-0.01,0.164,0.169,40.77,0
3.10,climb,161.34,88.66,0.162,1,216.0,470.4,-216.0,-470.4,-1.43,0.22,187,187,-1,0.0,0.0,0.4,1.6,0.01,-0.00,0.00,0.00,0.00,0.00,0.40,1.39,52,-1,0,-0,-0.7,0.00,0.162,0.167,39.90,0
3.20,climb,167.13,82.87,0.137,1,215.7,470.4,-215.8,-470.4,-1.42,0.18,187,187,-1,0.0,0.0,0.3,1.6,0.02,-0.00,0.00,0.00,0.00,0.00,0.38,1.39,52,-1,0,-0,-0.5,0.01,0.137,0.143,39.05,0
3.30,climb,169.02,80.98,0.154,1,215.7,470.4,-215.7,-470.4,-1.42,0.18,187,187,-1,0.0,0.0,0.3,1.6,0.02,-0.00,0.00,0.00,0.00,0.00,0.36,1.38,52,-1,0,-0,-0.5,0.00,0.154,0.161,38.20,0
3.40,climb,172.72,77.28,0.153,1,215.6,470.4,-215.6,-470.4,-1.41,0.15,187,187,-1,0.0,0.0,0.3,1.5,0.00,-0.00,0.00,0.00,0.00,0.00,0.33,1.38,52,-1,0,-0,-0.5,0.00,0.153,0.155,37.30,0
3.50,climb,177.23,72.77,0.143,1,215.3,470.5,-215.4,-470.5,-1.40,0.13,187,187,-1,0.0,0.0,0.2,1.3,-0.00,-0.00,0.00,0.00,0.00,0.00,0.33,1.38,52,-1,0,-0,-0.5,0.00,0.143,0.145,36.37,0
3.60,dash,179.88,70.12,0.198,1,215.3,470.5,-215.3,-470.5,-1.40,0.13,187,187,-1,2.0,2.0,0.2,1.2,-0.02,-0.02,0.00,0.00,0.00,0.00,0.31,1.37,52,-1,0,-0,-0.5,0.00,0.198,0.217,35.55,0
3.70,dash,184.18,65.82,0.182,1,215.0,470.5,-215.1,-470.5,-1.37,0.11,187,187,-1,4.0,4.0,0.2,1.1,-0.04,-0.04,0.00,0.00,0.00,0.00,0.29,1.36,52,-1,0,-0,-0.3,0.00,0.182,0.216,34.74,0
3.80,dash,186.71,63.29,0.175,1,214.9,470.5,-215.0,-470.5,-1.35,0.11,187,187,-1,6.0,6.0,0.2,1.0,-0.05,-0.06,0.00,0.00,0.00,0.00,0.28,1.34,52,-1,0,-0,0.0,0.00,0.175,0.219,33.97,0
3.90,dash,190.83,59.17,0.100,1,214.7,470.5,-214.9,-470.5,-1.33,0.11,187,187,-1,8.0,8.0,0.3,1.1,-0.06,-0.06,0.00,0.00,0.00,0.00,0.28,1.33,52,-1,0,-0,-0.3,-0.01,0.100,0.148,33.27,0
4.00,dash,193.25,56.75,0.068,1,214.6,470.5,-214.7,-470.5,-1.30,0.11,187,187,-1,10.0,10.0,0.6,1.3,-0.05,-0.05,0.00,0.00,0.00,0.00,0.27,1.31,52,-1,0,-0,-0.2,0.00,0.068,0.109,32.53,0
4.10,dash,196.37,53.63,0.026,1,214.6,470.5,-214.6,-470.5,-1.30,0.11,187,187,-1,12.0,12.0,1.0,1.7,-0.04,-0.04,0.00,0.00,0.00,0.00,0.27,1.28,52,-1,1,-0,-0.2,-0.00,0.026,0.052,31.63,0
4.20,dash,199.39,50.61,0.005,1,214.5,470.5,-214.5,-470.5,-1.29,0.09,187,187,-1,14.0,14.0,1.5,2.1,-0.05,-0.05,0.00,0.00,0.00,0.00,0.24,1.26,52,-1,1,-0,-0.2,0.00,0.005,0.011,30.53,0
4.30,dash,202.28,47.72,0.000,1,214.2,470.6,-214.4,-470.5,-1.25,0.07,187,187,-1,16.0,15.4,2.0,2.6,-0.06,-0.06,0.00,0.00,0.00,0.00,0.24,1.24,52,-1,1,-0,-0.1,-0.00,0.000,0.000,29.34,0
4.40,dash,205.06,44.94,0.000,1,214.1,470.6,-214.2,-470.6,-1.24,0.04,187,187,-1,18.0,15.4,2.6,3.1,-0.05,-0.07,0.00,0.00,0.00,0.00,0.22,1.24,52,-1,1,-0,-0.1,-0.00,0.000,0.000,28.18,0
4.50,dash,207.71,42.29,0.000,1,214.1,470.6,-214.1,-470.6,-1.24,0.04,187,187,-1,20.0,15.4,3.2,3.6,-0.04,-0.07,0.00,0.00,0.00,0.00,0.19,1.23,52,-1,1,-0,-0.1,-0.00,0.000,0.000,26.97,0
4.60,dash,210.23,39.77,0.000,1,214.0,470.6,-214.0,-470.6,-1.23,0.01,187,187,-1,22.0,15.4,3.9,4.1,-0.03,-0.08,0.00,0.00,0.00,0.00,0.16,1.22,52,-1,1,-0,-0.1,-0.00,0.000,0.000,25.71,0
4.70,dash,212.62,37.38,0.000,1,213.7,470.6,-213.9,-470.6,-1.22,-0.04,187,187,-1,24.0,15.4,4.6,4.7,-0.02,-0.09,0.00,0.00,0.00,0.00,0.13,1.22,52,-1,1,-0,-0.1,-0.00,0.000,0.000,24.40,0
4.80,dash,214.88,35.12,0.000,1,213.6,470.5,-213.7,-470.6,-1.21,-0.08,187,187,-1,25.8,15.4,5.4,5.2,-0.02,-0.10,0.00,0.00,0.00,0.00,0.10,1.22,52,-1,1,-0,-0.1,-0.00,0.000,0.000,23.07,0
4.90,dash,217.01,32.99,0.007,1,213.5,470.5,-213.6,-470.5,-1.21,-0.11,187,187,-1,25.8,15.4,6.1,5.7,-0.01,-0.10,0.00,0.00,0.00,0.00,0.07,1.21,52,-1,1,-0,-0.0,-0.00,0.007,0.014,21.74,0
5.00,dash,219.00,31.00,0.024,1,213.5,470.5,-213.5,-470.5,-1.21,-0.11,187,187,-1,25.8,15.3,6.8,6.3,-0.01,-0.09,0.00,0.00,0.00,0.00,0.03,1.21,52,-1,1,-0,-0.0,-0.00,0.024,0.048,20.42,0
5.10,dash,220.86,29.14,0.043,1,213.3,470.5,-213.4,-470.5,-1.20,-0.18,187,187,-1,25.8,15.3,7.5,6.8,-0.01,-0.09,0.00,0.00,0.00,0.00,-0.00,1.21,52,-1,0,-0,-0.0,-0.00,0.043,0.082,19.11,0
5.20,dash,222.59,27.41,0.065,1,213.1,470.5,-213.3,-470.5,-1.20,-0.21,187,186,-1,25.8,15.3,8.2,7.3,-0.01,-0.09,0.03,0.00,0.00,0.00,-0.03,1.21,52,-1,0,-0,0.0,-0.00,0.065,0.103,17.82,0
5.30,dash,224.20,25.80,0.083,1,213.1,470.5,-213.1,-470.5,-1.20,-0.21,187,186,-1,25.8,15.3,8.9,7.8,-0.00,-0.09,0.06,0.00,0.00,0.00,-0.07,1.21,52,-1,0,-0,0.0,-0.00,0.083,0.118,16.54,0
5.40,dash,225.68,24.32,0.103,1,212.9,470.4,-213.0,-470.5,-1.20,-0.29,187,186,-1,25.8,15.3,9.6,8.3,-0.00,-0.08,0.09,0.00,0.00,0.00,-0.10,1.22,52,-1,0,-0,0.0,-0.00,0.103,0.134,15.29,0
5.50,dash,227.03,22.97,0.125,1,212.8,470.4,-212.9,-470.4,-1.20,-0.33,187,186,-1,25.8,15.3,10.4,8.9,0.00,-0.07,0.12,0.00,0.00,0.00,-0.15,1.22,52,-1,0,-0,0.1,-0.00,0.125,0.152,14.09,0
5.60,dash,228.28,21.72,0.147,1,212.8,470.4,-212.8,-470.4,-1.20,-0.33,187,186,-1,25.8,15.3,11.4,9.4,0.01,-0.04,0.15,0.00,0.00,0.00,-0.19,1.23,52,-1,0,-0,0.1,-0.00,0.147,0.164,12.97,0
5.70,dash,229.42,20.58,0.250,1,212.7,470.4,-212.7,-470.4,-1.24,-0.41,186,186,-1,25.8,15.3,12.6,9.9,0.01,0.00,0.19,0.00,0.00,0.00,-0.26,1.27,52,-1,0,-0,0.1,-0.00,0.250,0.256,11.98,0
5.80,dash,230.48,19.52,0.250,1,212.4,470.3,-212.5,-470.3,-1.35,-0.65,186,186,-1,25.8,15.3,14.0,10.5,0.01,0.05,0.24,0.00,0.00,0.00,-0.35,1.33,52,-1,0,-0,0.2,-0.01,0.250,0.276,11.12,0
5.90,dash,231.47,18.53,0.250,1,212.4,470.3,-212.4,-470.3,-1.35,-0.65,186,186,-1,25.8,15.3,15.7,11.0,0.02,0.09,0.29,0.00,0.00,0.00,-0.49,1.42,52,-1,0,-0,0.2,-0.01,0.250,0.296,10.45,0
6.00,dash,232.42,17.58,0.250,1,212.2,470.2,-212.2,-470.2,-1.47,-0.90,186,186,-1,25.8,15.3,17.4,11.6,0.02,0.12,0.35,0.00,0.00,0.00,-0.73,1.56,52,-1,0,-0,0.3,-0.01,0.250,0.308,10.07,0
6.10,dash,233.35,16.65,0.250,1,211.9,469.9,-212.1,-470.1,-1.74,-1.65,186,186,-1,26.4,15.7,19.0,12.1,0.02,0.11,0.40,0.00,0.00,0.00,-1.06,1.73,52,-1,0,-0,0.4,-0.01,0.250,0.302,9.85,0
6.20,dash,234.27,15.73,0.250,1,211.9,469.9,-211.9,-469.9,-1.74,-1.65,186,186,-1,28.4,17.2,20.3,12.7,0.01,0.06,0.45,0.00,0.00,0.00,-1.45,1.91,52,-1,0,-0,0.4,-0.01,0.250,0.275,9.67,0
6.30,dash,235.18,14.82,0.250,1,211.7,469.7,-211.7,-469.7,-1.87,-2.08,186,186,-1,30.4,18.5,21.2,13.1,-0.01,-0.01,0.48,0.00,0.00,0.00,-1.86,2.09,52,-1,0,-0,0.4,-0.01,0.250,0.261,9.43,0
6.40,dash,236.08,13.92,0.250,1,211.5,469.5,-211.5,-469.5,-2.02,-2.53,186,186,-1,31.9,19.1,21.8,13.5,-0.02,-0.08,0.50,0.00,0.00,0.00,-2.29,2.28,52,-1,0,-0,0.4,-0.01,0.250,0.289,9.21,0
6.50,dash,236.95,13.05,0.250,1,211.1,468.9,-211.3,-469.2,-2.29,-3.39,186,186,-1,32.7,19.7,22.3,14.0,-0.02,-0.11,0.52,0.00,0.00,0.00,-2.73,2.46,52,-1,0,-0,0.3,-0.01,0.250,0.303,8.98,0
6.60,dash,238.01,11.99,0.250,1,210.9,468.5,-211.1,-468.9,-2.44,-3.81,186,186,-1,33.7,20.3,22.7,14.4,-0.02,-0.11,0.54,0.00,0.00,0.00,-3.13,2.64,52,-1,0,-0,0.3,-0.01,0.250,0.305,8.72,0
6.70,dash,238.63,11.37,0.250,1,210.9,468.5,-210.9,-468.5,-2.44,-3.81,186,186,-1,34.4,20.7,23.4,14.9,-0.01,-0.09,0.57,0.00,0.00,0.00,-3.53,2.83,52,-1,0,-0,0.3,-0.01,0.250,0.289,8.54,0
6.80,dash,239.62,10.38,0.250,1,210.3,467.6,-210.6,-468.1,-2.76,-4.57,186,185,-1,35.3,21.3,24.4,15.6,0.01,-0.04,0.60,0.00,0.00,0.00,-3.89,3.02,52,-1,0,-0,0.7,-0.02,0.250,0.270,8.32,0
6.90,dash,240.19,9.81,0.250,1,210.3,467.6,-210.3,-467.6,-2.76,-4.57,186,185,-1,35.9,21.7,25.7,16.4,0.02,0.00,0.65,0.00,0.00,0.00,-4.26,3.22,52,-1,0,-0,0.7,-0.02,0.250,0.258,8.12,0
7.00,dash,241.28,8.72,0.250,1,209.7,466.6,-210.0,-467.1,-3.10,-5.36,186,185,-1,37.0,22.4,27.2,17.2,0.02,0.03,0.70,0.00,0.00,0.00,-4.65,3.43,52,-1,0,-0,0.8,-0.02,0.250,0.269,7.94,0
7.10,dash,241.63,8.37,0.250,1,209.4,466.0,-209.7,-466.6,-3.25,-5.78,186,185,-1,37.4,22.7,28.8,18.0,0.02,0.05,0.75,0.00,0.00,0.00,-5.02,3.63,52,-1,0,-1,0.8,-0.03,0.250,0.281,7.68,0
7.20,dash,242.31,7.69,0.250,1,209.4,466.0,-209.4,-466.0,-3.25,-5.78,186,185,-1,38.0,23.1,30.4,18.8,0.02,0.06,0.81,0.00,0.00,0.00,-5.43,3.81,52,-1,0,-1,0.8,-0.03,0.250,0.281,7.38,0
7.30,dash,242.96,7.04,0.250,1,209.1,465.4,-209.1,-465.4,-3.42,-6.25,186,185,-1,38.7,23.6,31.9,19.6,0.01,0.05,0.85,0.00,0.00,0.00,-5.89,4.01,52,-1,0,-1,0.6,-0.03,0.250,0.275,7.11,0
7.40,dash,243.74,6.26,0.250,1,208.4,464.1,-208.7,-464.8,-3.72,-7.27,186,185,-1,39.5,24.2,33.2,20.3,0.01,0.03,0.90,0.00,0.00,0.00,-6.38,4.21,52,-1,0,-1,0.5,-0.03,0.250,0.265,6.82,0
7.50,dash,244.19,5.81,0.250,1,208.4,464.1,-208.4,-464.1,-3.72,-7.27,186,185,-1,40.0,24.5,34.4,20.9,-0.00,0.01,0.94,0.00,0.00,0.00,-6.88,4.40,52,-1,0,-1,0.5,-0.03,0.250,0.257,6.51,0
7.60,dash,244.76,5.24,0.250,1,207.6,462.5,-208.0,-463.3,-3.99,-8.29,185,184,-1,40.6,25.0,35.4,21.4,-0.01,0.00,0.97,0.00,0.00,0.00,-7.40,4.58,52,-1,0,-1,0.3,-0.02,0.250,0.253,6.17,0
7.70,dash,245.29,4.71,0.250,1,207.6,462.5,-207.6,-462.5,-3.99,-8.29,185,184,-1,41.2,25.4,36.4,22.0,-0.01,-0.01,1.00,0.00,0.00,0.00,-7.89,4.74,52,-1,0,-1,0.3,-0.02,0.250,0.255,5.79,0
7.80,dash,245.79,4.21,0.250,1,207.2,461.6,-207.2,-461.6,-4.13,-8.79,185,184,-1,41.7,25.8,37.4,22.6,-0.01,-0.01,1.00,0.00,0.00,0.00,-8.38,4.91,52,-1,0,-1,0.2,-0.02,0.250,0.257,5.41,0
7.90,dash,246.46,3.54,0.250,1,206.3,459.7,-206.7,-460.7,-4.40,-9.77,185,184,-1,42.4,26.3,38.3,23.1,-0.01,-0.01,1.00,0.00,0.00,0.00,-8.85,5.08,52,-1,0,-1,0.2,-0.02,0.250,0.258,5.03,0
8.00,dash,246.67,3.33,0.250,1,206.3,459.7,-206.3,-459.7,-4.40,-9.77,185,183,-1,42.7,26.5,39.1,23.7,-0.00,-0.01,1.00,0.00,0.00,0.00,-9.35,5.23,52,-1,0,-1,0.2,-0.02,0.250,0.256,4.65,0
8.10,dash,247.06,2.94,0.250,1,205.9,458.7,-205.9,-458.7,-4.53,-10.26,185,183,-1,43.1,26.8,39.9,24.4,-0.00,-0.01,1.00,0.00,0.00,0.00,-9.84,5.38,52,-1,0,-1,0.2,-0.02,0.250,0.255,4.27,0
8.20,dash,247.41,2.59,0.250,1,205.4,457.6,-205.4,-457.6,-4.66,-10.76,185,183,-1,43.5,27.1,40.7,25.0,0.00,-0.01,1.00,0.00,0.00,0.00,-10.34,5.53,52,-1,0,-1,0.3,-0.02,0.250,0.256,3.90,0
8.30,dash,247.79,2.21,0.250,1,204.4,455.4,-204.9,-456.5,-4.94,-11.73,185,183,-1,44.0,27.5,41.5,25.6,0.01,-0.01,1.00,0.00,0.00,0.00,-10.83,5.68,52,-1,0,-1,0.4,-0.02,0.250,0.257,3.52,0
8.40,dash,248.06,1.94,0.250,1,203.9,454.2,-204.4,-455.4,-5.07,-12.24,184,182,-1,44.3,27.8,42.3,26.3,0.01,-0.01,1.00,0.00,0.00,0.00,-11.33,5.81,52,-1,0,-1,0.4,-0.02,0.250,0.258,3.13,0
8.50,dash,248.23,1.77,0.250,1,203.9,454.2,-203.9,-454.2,-5.07,-12.24,184,182,-1,44.6,28.0,43.0,27.0,0.01,-0.01,1.00,0.00,0.00,0.00,-11.85,5.93,52,-1,0,-1,0.4,-0.02,0.250,0.259,2.75,0
8.60,dash,248.43,1.57,0.250,1,202.9,451.6,-203.4,-452.9,-5.35,-13.23,184,182,-1,44.9,28.3,43.7,27.6,0.02,-0.01,1.00,0.00,0.00,0.00,-12.34,6.07,52,-1,0,-1,0.6,-0.03,0.250,0.260,2.37,0
8.70,dash,248.60,1.40,0.260,1,202.9,451.6,-202.9,-451.6,-5.35,-13.23,184,182,-1,45.1,28.5,44.4,28.3,0.02,-0.01,1.00,0.00,0.00,0.00,-12.85,6.20,52,-1,0,-1,0.6,-0.03,0.260,0.271,1.99,0
8.80,dash,248.72,1.28,0.281,1,202.3,450.2,-202.3,-450.2,-5.49,-13.71,183,181,-1,45.3,28.7,45.0,29.0,0.02,-0.00,1.00,0.00,0.00,0.00,-13.37,6.29,52,-1,0,-1,0.7,-0.03,0.281,0.293,1.61,0
8.90,dash,248.81,1.19,0.303,1,201.8,448.8,-201.8,-448.8,-5.65,-14.23,183,181,-1,45.5,29.0,45.7,29.7,0.03,0.00,1.00,0.00,0.00,0.00,-13.91,6.39,52,-1,0,-1,0.7,-0.03,0.303,0.315,1.25,0
9.00,dash,248.90,1.10,0.330,1,200.6,445.8,-201.2,-447.4,-6.07,-15.58,183,181,-1,45.7,29.2,46.4,30.4,0.03,0.01,1.00,0.00,0.00,0.00,-14.54,6.55,52,-1,0,-1,0.5,-0.03,0.330,0.344,0.98,0
9.10,dash,248.93,1.07,0.360,1,200.0,444.2,-200.6,-445.8,-6.33,-16.35,183,181,-1,45.9,29.4,47.0,31.0,0.03,0.01,1.00,0.00,0.00,0.00,-15.30,6.75,52,-1,0,-1,0.2,-0.03,0.360,0.375,0.80,0
9.20,dash,249.00,1.00,0.390,1,199.3,442.5,-200.0,-444.2,-6.63,-17.24,182,180,-1,46.1,29.7,47.6,31.5,0.01,0.01,1.00,0.00,0.00,0.00,-16.10,6.93,52,-1,0,-1,-0.4,-0.02,0.390,0.399,0.66,0
9.30,dash,249.02,0.98,0.420,1,198.6,440.7,-199.3,-442.5,-6.95,-18.18,182,180,-1,46.4,29.8,48.1,31.8,0.00,0.00,1.00,0.00,0.00,0.00,-17.02,7.16,52,-1,0,-1,-0.9,-0.01,0.420,0.423,0.61,0
9.40,dash,249.07,0.93,0.450,1,197.9,438.8,-198.6,-440.7,-7.30,-19.24,181,180,-1,46.8,30.0,48.6,32.0,-0.00,0.00,1.00,0.00,0.00,0.00,-18.00,7.42,52,-1,0,-1,-1.2,0.01,0.450,0.452,0.62,0
9.50,dash,249.12,0.88,0.480,1,197.9,438.8,-197.9,-438.8,-7.30,-19.24,181,180,-1,47.1,30.2,49.0,32.2,-0.01,0.00,1.00,0.00,0.00,0.00,-19.08,7.71,52,-1,0,-0,-1.2,0.02,0.480,0.483,0.71,0
9.60,dash,249.20,0.80,0.510,1,196.3,434.7,-197.1,-436.8,-8.08,-21.72,181,179,-1,47.6,30.5,49.4,32.3,-0.01,-0.00,1.00,0.00,0.00,0.00,-20.31,7.99,52,-1,0,-0,-1.4,0.02,0.510,0.516,0.91,0
9.70,dash,249.35,0.65,0.540,1,195.5,432.4,-196.3,-434.7,-8.53,-23.16,181,179,-1,48.1,30.8,49.8,32.4,-0.01,-0.01,1.00,0.00,0.00,0.00,-21.64,8.30,52,-1,0,0,-1.4,0.03,0.540,0.548,1.19,0
9.80,dash,249.47,0.53,0.570,1,195.5,432.4,-195.5,-432.4,-8.53,-23.16,180,179,-1,48.6,31.1,50.2,32.6,-0.01,-0.01,1.00,0.00,0.00,0.00,-23.11,8.65,52,-1,0,0,-1.4,0.03,0.570,0.581,1.58,0
9.90,dash,249.67,0.33,0.600,1,194.6,430.0,-194.6,-430.0,-8.98,-24.65,180,179,-1,49.1,31.6,50.5,32.8,-0.01,-0.01,1.00,0.00,0.00,0.00,-24.64,9.02,52,-1,0,0,-1.2,0.03,0.600,0.608,2.01,0
