t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav4,nav5,nav7,trihdg,trires,aimq
0.00,climb,68.50,281.50,1.000,1,1920.2,384.1,-27.7,-10018.6,0.00,0.00,316,316,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,0.00,0,0,0,314.3,180.0,180.0,315.7,0.00,0
1.00,climb,73.81,276.19,1.000,1,1920.1,384.1,-27.6,-10018.6,-0.09,-0.07,316,316,-1,0.0,0.0,-0.5,0.5,0.03,-0.02,0.00,0.00,0.00,0.00,0.08,-0.04,22,-1,1,0,-0.0,0.00,1.000,1.000,11.88,0,30,0,314.3,180.2,180.2,315.7,0.00,0
2.20,climb,108.93,241.07,1.000,1,1920.0,383.2,-27.6,-10017.8,-0.35,-0.93,316,316,-1,0.0,0.0,0.6,0.9,0.05,0.03,0.00,0.00,0.00,0.00,1.05,0.41,21,-1,1,0,0.3,-0.01,1.000,1.000,41.31,0,30,0,314.3,180.7,180.7,315.7,0.00,0
3.40,climb,173.12,176.88,0.218,1,1920.6,381.6,-28.1,-10016.3,0.35,-1.51,315,315,-1,0.0,0.0,-0.0,-0.7,0.01,0.05,0.00,0.00,0.00,0.00,0.81,1.42,21,-1,0,0,1.1,-0.01,0.218,0.240,55.81,0,30,0,314.9,180.4,180.4,315.2,0.00,0
4.60,climb,232.44,117.56,0.198,1,1921.1,380.2,-28.6,-10014.8,0.40,-1.03,316,316,-1,0.0,0.0,-0.2,0.5,-0.00,-0.02,0.00,0.00,0.00,0.00,0.45,1.05,21,-1,0,-0,0.6,-0.01,0.198,0.204,45.31,0,30,0,313.9,180.4,180.4,316.1,0.00,0
5.80,climb,279.22,70.78,0.195,1,1921.5,379.0,-29.0,-10013.6,0.35,-0.88,316,317,-1,0.0,0.0,-0.2,0.1,-0.01,-0.00,0.00,0.00,0.00,0.00,0.41,0.88,21,-1,0,-1,0.3,-0.02,0.195,0.201,34.91,0,30,0,313.4,180.5,180.5,316.6,0.00,0
7.00,climb,312.66,37.34,0.010,1,1921.9,378.1,-29.3,-10012.6,0.26,-0.73,317,317,-1,0.0,0.0,-0.0,0.1,0.01,-0.00,0.00,0.00,0.00,0.00,0.36,0.70,21,-1,0,-1,0.3,-0.03,0.010,0.013,22.59,0,30,0,313.2,180.1,180.1,316.8,0.00,0
8.20,climb,329.19,20.81,0.270,1,1922.2,377.2,-29.7,-10011.8,0.26,-0.66,317,317,-1,0.0,0.0,0.0,0.4,0.01,-0.00,0.00,0.00,0.00,0.00,0.30,0.64,21,-1,0,-1,0.3,-0.04,0.270,0.274,8.73,0,30,0,313.0,180.4,180.4,317.0,0.00,0
8.40,cruise,330.76,19.24,0.330,1,1922.2,377.1,-29.7,-10011.7,0.26,-0.66,317,317,-1,-4.0,4.0,0.0,0.4,-0.04,0.05,0.00,0.00,0.00,0.00,0.30,0.64,21,-1,0,-1,0.0,-0.03,0.330,0.360,7.88,0,30,0,312.9,180.4,180.4,317.1,0.00,0
9.40,cruise,337.80,12.20,0.258,1,1922.5,376.6,-30.0,-10011.2,0.26,-0.43,317,317,-1,-29.2,28.6,-8.4,8.3,0.11,-0.10,0.06,0.00,0.00,0.00,0.07,0.43,21,-1,0,-0,-3.9,0.07,0.258,0.311,6.13,0,30,0,314.5,196.2,196.5,314.9,0.00,1
10.60,cruise,342.60,7.40,0.364,1,1922.7,373.6,-30.2,-10008.6,0.00,-5.33,309,312,-1,-34.1,34.9,-25.5,25.1,-0.01,-0.01,0.79,0.00,0.00,0.00,2.93,3.71,21,-1,0,2,4.0,-0.01,0.364,0.372,2.85,0,30,0,316.9,224.3,222.4,308.2,0.00,1
11.80,cruise,345.03,4.97,0.474,1,1922.8,361.4,-30.2,-9997.4,0.40,-15.53,306,320,-1,-40.7,39.2,-37.3,38.9,0.05,0.03,1.00,0.00,0.00,0.00,8.38,11.81,21,-1,0,0,-3.8,0.05,0.474,0.512,1.76,0,30,0,309.7,235.1,239.9,307.0,0.00,1
13.00,cruise,346.91,3.09,0.586,1,1924.0,333.9,-31.4,-9971.4,0.92,-30.38,290,314,-1,-48.3,45.4,-49.2,45.0,-0.04,-0.04,1.00,0.00,0.00,0.00,9.10,27.49,21,-1,0,1,8.9,-0.15,0.587,0.632,1.52,0,30,0,315.6,245.4,244.9,299.7,0.00,1
14.20,cruise,348.52,1.48,0.600,1,1924.7,285.8,-32.1,-9925.1,1.19,-49.13,283,324,-1,-56.2,55.5,-54.9,56.5,0.02,0.03,1.00,0.00,0.00,0.00,9.47,46.63,21,-1,0,6,-4.2,0.27,0.603,0.637,1.28,0,30,0,304.9,248.0,254.3,297.5,0.00,1
15.40,cruise,348.23,1.77,0.761,1,1927.4,214.9,-34.6,-9856.2,3.12,-68.88,284,340,-1,-64.9,52.6,-68.5,60.1,0.03,-0.01,1.00,0.00,0.00,0.00,13.74,65.62,21,-1,0,-3,-5.1,-0.11,0.762,0.794,-1.46,0,30,0,279.8,250.6,266.5,302.4,0.00,1
16.55,cruise,344.05,5.95,0.800,1,1934.4,126.4,-41.9,-9760.9,10.20,-90.75,348,359,-1,-59.4,49.4,-68.5,65.4,-0.01,-0.04,1.00,0.00,0.00,0.00,86.86,28.22,21,-1,0,-0,24.0,-0.30,0.804,0.848,-4.72,0,30,0,268.3,248.0,270.7,303.0,0.00,1
17.75,cruise,337.35,12.65,0.800,1,1952.5,-7.6,-58.2,-9638.2,17.58,-113.64,357,355,-1,-55.2,50.4,-57.5,59.9,0.06,0.05,1.00,0.00,0.00,0.00,111.08,22.46,21,-1,0,2,-15.8,0.30,0.804,0.895,-5.73,0,30,0,285.0,243.8,262.5,303.9,0.00,1
18.95,cruise,331.52,18.48,0.800,1,1974.7,-155.9,-80.5,-9491.8,17.01,-132.56,283,319,-1,-57.9,45.0,-62.0,48.9,0.02,0.01,1.00,0.00,0.00,0.00,12.32,131.64,21,-1,0,-7,-16.9,0.03,0.800,0.825,-4.53,0,30,0,315.4,251.8,251.6,298.3,0.00,1
20.15,cruise,328.24,21.76,0.800,1,1991.2,-325.2,-97.8,-9324.1,9.36,-148.10,248,289,-1,-49.7,43.4,-57.4,41.6,-0.11,-0.09,1.00,0.00,0.00,0.00,-65.58,131.99,21,-1,0,6,30.8,-0.30,0.804,0.962,-1.48,0,30,0,338.3,255.3,236.5,289.3,0.00,1
21.55,cruise,330.67,19.33,0.800,1,1996.1,-542.3,-103.4,-9108.3,2.68,-161.87,283,326,-1,-55.3,48.3,-51.0,47.9,0.05,-0.02,1.00,0.00,0.00,0.00,33.08,157.37,21,-1,0,9,4.6,0.24,0.803,0.859,5.02,0,30,0,301.3,242.3,252.3,305.4,0.00,1
22.75,cruise,339.73,10.27,0.799,1,2000.2,-727.1,-107.7,-8907.4,4.26,-173.14,315,343,-1,-59.5,39.0,-56.1,42.8,0.16,0.03,1.00,0.00,0.00,0.00,119.61,125.26,21,-1,0,-3,-14.4,0.23,0.802,0.947,8.94,0,30,0,282.6,239.5,262.5,318.4,0.00,1
