t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,wx,wyr,wz
30.65,dash,524.89,-24.89,0.295,1,578.6,1471.5,422.6,533.0,11.38,45.04,53,98,-1,-54.3,44.2,-60.1,46.6,0.03,-0.01,1.00,0.00,0.00,0.00,-18.04,42.35,77,-1,0,1,3.8,-0.06,0.174,-0.050,-0.366
30.75,dash,524.80,-24.80,0.331,1,578.6,1471.5,421.4,528.5,11.38,45.04,53,98,-1,-54.1,43.8,-60.1,47.5,0.04,0.01,1.00,0.00,0.00,0.00,-18.35,42.68,77,-1,0,1,2.9,-0.04,0.174,-0.050,-0.366
30.85,dash,524.45,-24.45,0.370,1,580.9,1480.7,420.3,523.9,12.08,46.23,52,98,-1,-54.7,43.7,-60.0,48.5,0.05,0.02,1.00,0.00,0.00,0.00,-18.79,43.10,77,-1,0,1,1.9,-0.02,0.205,-0.016,-0.337
30.95,dash,524.23,-24.23,0.402,1,582.2,1485.4,419.1,519.3,12.44,47.02,51,98,-1,-54.1,42.9,-59.7,49.3,0.05,0.03,1.00,0.00,0.00,0.00,-19.40,43.67,77,-1,0,1,0.9,0.01,0.212,-0.000,-0.303
31.05,dash,523.82,-23.82,0.435,1,582.2,1485.4,417.8,514.6,12.44,47.02,52,107,-1,-54.6,42.6,-59.4,50.0,0.05,0.05,1.00,0.00,0.00,0.00,-19.53,44.55,77,-1,0,2,0.0,0.04,0.212,-0.000,-0.303
31.15,dash,523.65,-23.65,0.442,1,583.4,1490.1,416.6,509.9,12.77,48.03,52,107,-1,-55.1,42.1,-58.9,50.4,0.05,0.08,1.00,0.00,0.00,0.00,-19.84,45.57,77,-1,0,2,-0.5,0.05,0.216,0.009,-0.269
31.25,dash,523.09,-23.09,0.455,1,586.1,1500.0,415.3,505.0,13.29,50.32,52,107,-1,-55.6,41.5,-58.4,50.7,0.04,0.09,1.00,0.00,0.00,0.00,-20.22,46.60,77,-1,0,3,-0.6,0.07,0.151,0.012,-0.139
31.35,dash,522.68,-22.68,0.463,1,587.4,1505.1,413.9,500.0,13.51,51.55,52,107,-1,-56.1,40.7,-57.9,50.8,0.04,0.09,1.00,0.00,0.00,0.00,-20.73,47.74,77,-1,0,3,-0.7,0.08,0.094,0.006,-0.087
31.45,dash,522.47,-22.47,0.464,1,587.4,1505.1,412.6,494.9,13.51,51.55,53,115,-1,-56.8,39.7,-57.8,50.9,0.05,0.08,1.00,0.00,0.00,0.00,-20.59,49.15,77,-1,0,4,-0.3,0.08,0.094,0.006,-0.087
31.55,dash,521.82,-21.82,0.473,1,590.1,1515.8,411.2,489.6,13.82,54.14,53,115,-1,-57.5,38.6,-57.9,51.1,0.06,0.05,1.00,0.00,0.00,0.00,-20.65,50.51,77,-1,0,4,0.6,0.06,-0.052,-0.035,-0.033
31.65,dash,521.37,-21.37,0.478,1,591.5,1521.3,409.9,484.2,14.00,55.46,54,115,-1,-58.4,37.2,-58.5,51.5,0.08,0.01,1.00,0.00,0.00,0.00,-20.95,51.80,77,-1,0,4,2.0,0.04,-0.125,-0.063,-0.001
31.75,dash,520.90,-20.90,0.484,1,593.0,1526.9,408.5,478.7,14.17,56.78,54,115,-1,-59.4,35.6,-59.4,51.8,0.09,-0.02,1.00,0.00,0.00,0.00,-21.43,53.03,77,-1,0,4,3.6,0.01,-0.170,-0.089,0.054
31.85,dash,520.54,-20.54,0.488,1,593.0,1526.9,407.0,473.1,14.17,56.78,54,113,-1,-60.4,33.8,-60.4,51.9,0.07,-0.03,1.00,0.00,0.00,0.00,-22.26,54.12,77,-1,0,4,5.1,-0.03,-0.170,-0.089,0.054
31.95,dash,520.17,-20.17,0.497,1,594.4,1532.7,405.6,467.3,14.39,58.10,53,113,-1,-61.5,31.8,-61.2,51.6,0.05,-0.01,1.00,0.00,0.00,0.00,-23.09,55.22,77,-1,0,4,6.2,-0.05,-0.191,-0.107,0.124
32.05,dash,519.54,-19.54,0.515,1,595.8,1538.6,404.2,461.4,14.68,59.41,53,113,-1,-62.5,29.8,-61.9,50.9,0.03,0.01,1.00,0.00,0.00,0.00,-23.79,56.39,77,-1,0,3,6.8,-0.07,-0.194,-0.119,0.189
32.15,dash,518.88,-18.88,0.534,1,598.9,1550.8,402.7,455.3,15.45,62.14,53,113,-1,-63.4,27.8,-62.4,49.9,0.01,0.04,1.00,0.00,0.00,0.00,-24.31,57.65,77,-1,0,3,6.9,-0.08,-0.179,-0.119,0.282
32.25,dash,518.61,-18.61,0.543,1,598.9,1550.8,401.1,449.2,15.45,62.14,53,105,-1,-64.2,25.8,-62.8,48.7,0.00,0.05,1.00,0.00,0.00,0.00,-25.22,58.85,77,-1,0,3,6.8,-0.08,-0.179,-0.119,0.282
32.35,dash,518.06,-18.06,0.558,1,600.5,1557.2,399.5,442.8,15.97,63.50,53,105,-1,-64.8,23.8,-63.3,47.5,0.01,0.05,1.00,0.00,0.00,0.00,-25.80,60.18,77,-1,0,2,5.9,-0.07,-0.196,-0.103,0.318
32.45,dash,517.19,-17.19,0.579,1,602.1,1563.6,397.9,436.4,16.57,64.95,53,105,-1,-65.3,21.8,-63.9,46.5,0.02,0.02,1.00,0.00,0.00,0.00,-26.25,61.68,77,-1,0,2,4.4,-0.04,-0.238,-0.078,0.349
32.55,dash,516.90,-16.90,0.585,1,603.8,1570.2,396.2,429.8,17.31,66.36,53,105,-1,-65.5,19.8,-64.7,45.7,0.04,0.00,1.00,0.00,0.00,0.00,-26.47,63.27,77,-1,0,2,3.1,-0.01,-0.270,-0.055,0.370
32.65,dash,516.01,-16.01,0.605,1,605.6,1577.0,394.4,423.0,18.19,67.76,52,96,-1,-65.6,17.8,-65.5,45.1,0.05,-0.02,1.00,0.00,0.00,0.00,-27.13,64.71,77,-1,0,3,1.8,0.02,-0.285,-0.032,0.387
32.75,dash,515.70,-15.70,0.612,1,607.5,1583.8,392.5,416.2,19.16,69.17,52,96,-1,-65.5,15.8,-66.3,44.6,0.06,-0.04,1.00,0.00,0.00,0.00,-27.64,66.24,77,-1,0,3,0.3,0.05,-0.298,-0.005,0.406
32.85,dash,515.09,-15.09,0.628,1,609.5,1590.8,390.5,409.2,20.28,70.49,52,96,-1,-63.5,13.8,-67.1,44.2,0.08,-0.07,1.00,0.00,0.00,0.00,-27.89,67.84,77,-1,0,4,-1.0,0.09,-0.305,0.017,0.443
32.95,dash,514.47,-14.47,0.645,1,611.6,1598.0,388.4,402.0,21.56,71.89,51,96,-1,-61.5,11.8,-67.8,43.4,0.07,-0.10,1.00,0.00,0.00,0.00,-27.93,69.66,77,-1,0,4,-1.5,0.11,-0.298,0.026,0.507
33.05,dash,513.86,-13.86,0.664,1,613.9,1605.3,386.1,394.7,23.01,73.21,51,88,-1,-59.5,9.8,-68.0,41.7,0.05,-0.08,1.00,0.00,0.00,0.00,-27.92,71.48,77,-1,0,5,-1.0,0.11,-0.258,0.017,0.575
33.15,dash,513.25,-13.25,0.686,1,616.3,1612.7,383.7,387.3,24.59,74.49,51,88,-1,-57.5,7.8,-67.8,38.7,0.01,-0.05,1.00,0.00,0.00,0.00,-27.16,73.59,77,-1,0,5,0.6,0.08,-0.182,-0.011,0.669
33.25,dash,512.35,-12.35,0.716,1,621.7,1627.9,381.1,379.8,28.34,76.73,52,88,-1,-55.5,5.8,-67.0,34.2,-0.03,0.00,1.00,0.00,0.00,0.00,-25.35,76.01,77,-1,0,5,2.9,0.04,0.009,-0.096,0.817
33.35,dash,511.76,-11.76,0.735,1,624.7,1635.6,378.3,372.1,30.50,77.61,54,88,-1,-53.5,3.8,-65.8,28.2,-0.08,0.04,1.00,0.00,0.00,0.00,-22.17,78.74,77,-1,0,5,5.5,-0.02,0.078,-0.140,0.870
33.45,dash,511.19,-11.19,0.748,1,627.9,1643.4,375.3,364.4,32.81,78.18,56,90,-1,-51.5,1.8,-64.5,21.2,-0.12,0.05,1.00,0.00,0.00,0.00,-17.45,81.54,77,-1,0,4,8.0,-0.08,0.114,-0.175,0.872
33.55,dash,510.78,-10.78,0.725,1,631.4,1651.3,372.1,356.6,35.29,78.49,60,90,-1,-49.5,-0.2,-63.3,14.0,-0.15,0.02,1.00,0.00,0.00,0.00,-11.29,84.03,77,-1,0,4,10.1,-0.13,0.114,-0.192,0.816
33.65,dash,510.39,-10.39,0.683,1,631.4,1651.3,368.6,348.7,35.29,78.49,63,90,-1,-47.5,-2.2,-62.4,7.1,-0.16,-0.05,1.00,0.00,0.00,0.00,-3.96,85.96,77,-1,0,3,11.0,-0.17,0.114,-0.192,0.816
33.75,dash,509.65,-9.65,0.662,1,639.0,1667.0,364.9,340.9,40.14,78.18,67,90,-1,-45.5,-4.2,-61.8,1.3,-0.15,-0.13,1.00,0.00,0.00,0.00,4.09,87.01,77,-1,0,2,10.3,-0.17,0.077,-0.147,0.579
33.85,dash,509.21,-9.21,0.644,1,643.2,1674.7,361.0,333.0,42.43,77.61,71,94,-1,-43.5,-6.2,-61.3,-3.2,-0.12,-0.17,1.00,0.00,0.00,0.00,12.76,86.95,77,-1,0,1,8.4,-0.14,0.118,-0.091,0.417
33.95,dash,508.81,-8.81,0.627,1,647.6,1682.5,356.8,325.3,44.65,76.95,75,94,-1,-41.5,-8.2,-60.6,-6.0,-0.07,-0.16,1.00,0.00,0.00,0.00,21.09,85.90,77,-1,0,1,5.2,-0.09,0.223,-0.014,0.246
34.05,dash,508.62,-8.62,0.595,1,647.6,1682.5,352.4,317.5,44.65,76.95,79,94,-1,-39.5,-10.2,-59.2,-6.8,0.01,-0.07,1.00,0.00,0.00,0.00,28.61,84.24,77,-1,0,1,0.8,0.00,0.223,-0.014,0.246
34.15,dash,508.14,-8.14,0.562,1,657.1,1697.7,347.8,309.9,48.71,75.50,82,94,-1,-37.5,-12.2,-56.9,-6.1,0.09,0.07,1.00,0.00,0.00,0.00,35.02,82.26,77,-1,0,1,-3.6,0.10,0.514,0.118,0.010
34.25,dash,508.00,-8.00,0.516,1,657.1,1697.7,342.9,302.3,48.71,75.50,84,93,-1,-35.5,-14.2,-53.8,-4.6,0.16,0.20,1.00,0.00,0.00,0.00,40.19,80.36,77,-1,0,2,-6.8,0.18,0.514,0.118,0.010
34.35,dash,507.74,-7.74,0.472,1,662.1,1705.2,337.9,294.8,50.45,74.79,85,93,-1,-33.5,-16.2,-50.4,-3.1,0.21,0.27,1.00,0.00,0.00,0.00,44.33,78.58,77,-1,0,3,-8.4,0.23,0.591,0.147,-0.023
34.45,dash,507.40,-7.40,0.434,1,672.5,1720.0,332.8,287.4,52.89,73.61,87,93,-1,-31.5,-18.2,-47.4,-2.3,0.22,0.24,1.00,0.00,0.00,0.00,47.58,76.99,77,-1,0,4,-8.5,0.25,0.435,0.128,0.127
34.55,dash,507.19,-7.19,0.402,1,677.8,1727.3,327.5,280.0,53.70,73.08,88,93,-1,-29.5,-20.2,-45.2,-2.4,0.19,0.13,1.00,0.00,0.00,0.00,50.15,75.50,77,-1,0,5,-7.3,0.24,0.252,0.090,0.267
34.65,dash,507.04,-7.04,0.376,1,677.8,1727.3,322.2,272.7,53.70,73.08,89,91,-1,-27.5,-22.2,-44.1,-3.7,0.12,-0.03,1.00,0.00,0.00,0.00,52.03,74.28,77,-1,0,5,-5.2,0.21,0.252,0.090,0.267
34.75,dash,506.90,-6.90,0.360,1,683.3,1734.5,316.7,265.5,54.34,72.51,90,91,-1,-25.5,-24.2,-43.9,-6.2,0.02,-0.19,1.00,0.00,0.00,0.00,53.90,72.83,77,-1,0,5,-1.7,0.14,0.083,0.030,0.430
34.85,dash,506.62,-6.62,0.358,1,694.3,1748.9,311.3,258.2,55.48,71.19,91,91,-1,-23.5,-26.2,-44.2,-10.0,-0.08,-0.29,1.00,0.00,0.00,0.00,56.00,71.05,77,-1,0,5,2.2,0.06,-0.006,-0.112,0.674
34.95,dash,506.52,-6.52,0.360,1,694.3,1748.9,305.7,251.1,55.48,71.19,92,91,-1,-21.5,-28.2,-44.5,-14.6,-0.16,-0.31,1.00,0.00,0.00,0.00,58.42,68.80,77,-1,0,4,6.4,-0.04,-0.006,-0.112,0.674
35.05,dash,506.33,-6.33,0.369,1,699.9,1756.0,300.1,244.0,56.07,70.36,94,93,-1,-19.5,-30.2,-44.2,-19.5,-0.20,-0.25,1.00,0.00,0.00,0.00,61.36,65.80,77,-1,0,3,10.1,-0.14,0.091,-0.176,0.712
35.15,dash,506.04,-6.04,0.381,1,711.2,1769.8,294.5,237.1,57.28,68.25,97,93,-1,-17.5,-32.2,-42.8,-23.8,-0.18,-0.10,1.00,0.00,0.00,0.00,64.29,62.41,77,-1,0,2,12.6,-0.21,0.477,-0.233,0.594
35.25,dash,505.95,-5.95,0.381,1,711.2,1769.8,288.8,230.2,57.28,68.25,99,93,-1,-15.5,-34.2,-40.2,-26.9,-0.10,0.07,1.00,0.00,0.00,0.00,66.92,58.82,77,-1,0,1,13.3,-0.25,0.477,-0.233,0.594
35.35,dash,505.76,-5.76,0.376,1,717.0,1776.5,283.0,223.5,57.85,66.97,100,93,-1,-13.5,-36.2,-36.6,-28.9,0.00,0.20,1.00,0.00,0.00,0.00,69.06,55.35,77,-1,0,-1,12.5,-0.26,0.643,-0.219,0.464
35.45,dash,505.56,-5.56,0.366,1,728.7,1789.5,277.2,216.9,58.51,64.16,102,92,-1,-11.5,-38.2,-32.6,-30.0,0.09,0.25,1.00,0.00,0.00,0.00,70.45,52.27,77,-1,0,-2,10.2,-0.24,0.700,-0.124,0.290
35.55,dash,505.32,-5.32,0.359,1,734.5,1795.9,271.3,210.5,58.58,62.75,103,92,-1,-9.5,-40.2,-28.9,-30.9,0.14,0.22,0.97,0.00,0.00,0.00,71.24,49.65,77,-1,0,-3,7.1,-0.19,0.605,-0.064,0.282
35.65,dash,505.12,-5.12,0.351,1,734.5,1795.9,265.5,204.1,58.58,62.75,103,92,-1,-7.5,-42.2,-25.9,-31.9,0.13,0.13,0.94,0.00,0.00,0.00,71.57,47.41,77,-1,0,-3,3.7,-0.13,0.605,-0.064,0.282
35.75,dash,504.97,-4.97,0.346,1,740.4,1802.0,259.6,198.0,58.47,61.44,104,92,-1,-5.5,-44.2,-24.0,-33.4,0.09,-0.00,0.95,0.00,0.00,0.00,71.60,45.45,77,-1,0,-3,-0.3,-0.05,0.466,0.006,0.330
35.85,dash,504.67,-4.67,0.351,1,752.0,1814.0,253.8,191.9,58.05,58.80,103,85,-1,-3.5,-46.2,-23.1,-35.3,0.03,-0.13,0.99,0.00,0.00,0.00,70.70,44.88,77,-1,0,-3,-4.2,0.03,0.260,0.132,0.484
35.95,dash,504.52,-4.52,0.359,1,752.0,1814.0,248.0,186.0,58.05,58.80,103,85,-1,-1.5,-48.2,-22.9,-37.7,-0.03,-0.22,1.00,0.00,0.00,0.00,69.94,44.00,77,-1,0,-2,-7.6,0.11,0.260,0.132,0.484
36.05,dash,504.32,-4.32,0.374,1,757.8,1819.8,242.2,180.2,57.79,57.48,103,85,-1,0.5,-50.2,-23.0,-40.2,-0.06,-0.26,1.00,0.00,0.00,0.00,69.36,42.80,77,-1,0,-1,-9.9,0.18,0.250,0.173,0.540
36.15,dash,504.16,-4.16,0.390,1,763.6,1825.4,236.4,174.6,57.55,55.99,103,85,-1,2.5,-52.2,-22.9,-42.8,-0.06,-0.24,1.00,0.00,0.00,0.00,68.93,41.17,77,-1,0,-0,-11.2,0.22,0.316,0.195,0.564
36.25,dash,503.95,-3.95,0.409,1,769.3,1830.9,230.7,169.1,57.28,54.45,101,72,-1,4.5,-53.7,-22.1,-45.0,-0.04,-0.18,1.00,0.00,0.00,0.00,66.63,42.50,77,-1,0,1,-11.4,0.25,0.446,0.199,0.546
36.35,dash,503.73,-3.73,0.426,1,775.0,1836.2,225.0,163.8,57.00,52.78,99,72,-1,6.5,-53.2,-20.3,-47.0,-0.04,-0.12,1.00,0.00,0.00,0.00,64.40,43.44,77,-1,0,2,-10.6,0.25,0.610,0.185,0.510
36.45,dash,503.39,-3.39,0.442,1,786.3,1846.3,219.3,158.6,56.12,49.17,96,72,-1,8.5,-52.6,-17.3,-48.7,-0.05,-0.04,1.00,0.00,0.00,0.00,62.01,44.35,77,-1,0,3,-8.9,0.23,0.941,0.106,0.446
36.55,dash,503.14,-3.14,0.453,1,791.9,1851.1,213.7,153.7,55.35,47.29,94,72,-1,10.5,-52.0,-13.1,-50.4,-0.09,0.03,1.00,0.00,0.00,0.00,59.14,45.50,77,-1,0,3,-6.1,0.19,1.053,0.045,0.411
36.65,dash,503.02,-3.02,0.463,1,791.9,1851.1,208.1,148.9,55.35,47.29,86,45,-1,12.5,-51.4,-7.6,-52.2,-0.14,0.09,1.00,0.00,0.00,0.00,51.60,51.35,77,-1,0,4,-2.6,0.12,1.053,0.045,0.411
36.75,dash,502.70,-2.70,0.482,1,797.3,1855.7,202.7,144.3,54.34,45.35,78,45,-1,14.5,-50.7,-1.0,-53.9,-0.19,0.15,1.00,0.00,0.00,0.00,43.37,55.93,77,-1,0,4,1.4,0.04,1.121,-0.025,0.363
36.85,dash,502.44,-2.44,0.507,1,802.7,1860.1,197.3,139.9,53.04,43.51,70,45,-1,16.5,-50.1,6.5,-55.5,-0.20,0.20,1.00,0.00,0.00,0.00,34.84,59.10,77,-1,0,3,5.5,-0.05,1.143,-0.096,0.286
36.95,dash,502.13,-2.13,0.543,1,812.9,1868.3,192.1,135.7,49.55,40.08,63,45,-1,17.9,-49.7,14.3,-56.8,-0.17,0.23,1.00,0.00,0.00,0.00,26.48,60.77,77,-1,0,3,9.4,-0.14,0.982,-0.225,0.019
37.05,dash,501.90,-1.90,0.580,1,812.9,1868.3,187.1,131.7,49.55,40.08,55,34,-1,18.8,-49.3,21.6,-57.3,-0.09,0.24,1.00,0.00,0.00,0.00,17.82,61.19,77,-1,0,2,12.9,-0.22,0.982,-0.225,0.019
37.15,dash,501.71,-1.71,0.609,1,822.2,1876.0,182.3,127.8,45.09,37.27,49,34,-1,18.8,-48.8,27.3,-56.9,0.04,0.22,1.00,0.00,0.00,0.00,10.28,60.26,77,-1,0,1,15.5,-0.30,0.599,-0.289,-0.296
37.25,dash,501.57,-1.57,0.618,1,826.5,1879.6,177.8,124.0,42.52,36.08,44,34,-1,17.7,-48.1,31.1,-55.6,0.18,0.18,1.00,0.00,0.00,0.00,4.06,58.35,77,-1,0,-1,16.6,-0.30,0.361,-0.263,-0.381
37.35,dash,501.52,-1.52,0.600,1,826.5,1879.6,173.5,120.4,42.52,36.08,39,34,-1,15.8,-47.7,32.8,-53.6,0.29,0.11,1.00,0.00,0.00,0.00,-0.92,55.75,77,-1,0,-2,15.0,-0.30,0.361,-0.263,-0.381
37.45,dash,501.46,-1.46,0.565,1,830.6,1883.2,169.4,116.8,39.88,35.02,37,39,-1,13.8,-47.7,32.9,-51.5,0.33,0.02,1.00,0.00,0.00,0.00,-4.37,52.90,77,-1,0,-2,11.0,-0.26,0.126,-0.191,-0.372
37.55,dash,501.45,-1.45,0.526,1,837.9,1890.0,165.6,113.4,34.98,33.40,34,39,-1,11.8,-47.9,32.1,-50.1,0.25,-0.03,1.00,0.00,0.00,0.00,-7.10,50.08,77,-1,0,-2,5.4,-0.15,-0.178,0.007,0.006
37.65,dash,501.46,-1.46,0.496,1,837.9,1890.0,162.1,110.0,34.98,33.40,33,39,-1,9.8,-48.3,31.1,-50.3,0.07,-0.04,1.00,0.00,0.00,0.00,-9.29,47.46,77,-1,0,-1,-0.4,-0.02,-0.178,0.007,0.006
37.75,dash,501.48,-1.48,0.483,1,841.3,1893.2,158.7,106.8,32.92,32.61,31,39,-1,7.8,-48.5,30.2,-52.0,-0.17,-0.03,1.00,0.00,0.00,0.00,-11.01,45.00,77,-1,0,-0,-5.9,0.12,-0.231,0.102,0.277
37.85,dash,501.51,-1.51,0.492,1,847.4,1899.5,155.6,103.6,29.18,30.81,29,37,-1,5.8,-48.4,29.5,-54.9,-0.38,0.00,1.00,0.00,0.00,0.00,-12.58,42.57,77,-1,0,2,-10.0,0.23,-0.221,0.213,0.591
37.95,dash,501.54,-1.54,0.522,1,850.2,1902.5,152.6,100.5,27.31,29.58,28,37,-1,3.8,-47.8,29.0,-58.2,-0.49,0.02,1.00,0.00,0.00,0.00,-13.84,40.11,77,-1,0,3,-12.2,0.30,-0.215,0.216,0.515
38.05,dash,501.58,-1.58,0.556,1,850.2,1902.5,149.8,97.5,27.31,29.58,26,37,-1,1.8,-46.6,28.1,-60.7,-0.47,0.01,1.00,0.00,0.00,0.00,-14.70,37.48,77,-1,0,5,-12.4,0.30,-0.215,0.216,0.515
38.15,dash,501.67,-1.67,0.570,1,855.2,1908.1,147.2,94.6,23.42,26.59,24,37,-1,-0.2,-44.6,26.4,-61.7,-0.30,-0.01,1.00,0.00,0.00,0.00,-15.18,34.81,77,-1,0,7,-10.0,0.30,-0.209,0.098,-0.086
38.25,dash,501.76,-1.76,0.542,1,855.2,1908.1,144.8,91.9,23.42,26.59,23,32,-1,-2.2,-42.6,23.9,-60.4,0.01,-0.04,1.00,0.00,0.00,0.00,-15.33,31.95,77,-1,0,8,-5.6,0.27,-0.209,0.098,-0.086
38.35,dash,501.95,-1.95,0.483,1,859.3,1913.0,142.7,89.4,19.45,23.29,22,32,-1,-4.2,-40.6,21.1,-56.9,0.35,-0.04,1.00,0.00,0.00,0.00,-15.06,29.18,77,-1,0,9,0.2,0.17,-0.161,-0.112,-0.777
38.45,dash,502.11,-2.11,0.450,1,861.2,1915.2,140.7,87.0,17.73,21.93,22,32,-1,-6.2,-38.6,19.2,-52.0,0.59,-0.00,1.00,0.00,0.00,0.00,-14.48,26.67,77,-1,0,9,6.4,0.04,-0.123,-0.211,-0.817
38.55,dash,502.18,-2.18,0.480,1,861.2,1915.2,138.8,84.8,17.73,21.93,22,32,-1,-8.2,-36.6,18.3,-47.2,0.63,0.08,1.00,0.00,0.00,0.00,-13.86,24.56,77,-1,0,8,12.1,-0.08,-0.123,-0.211,-0.817
38.65,dash,502.36,-2.36,0.510,1,864.4,1919.4,137.2,82.7,15.05,20.04,23,44,-1,-10.2,-34.6,18.4,-43.8,0.45,0.18,1.00,0.00,0.00,0.00,-12.84,23.17,77,-1,0,7,16.5,-0.19,-0.124,-0.325,-0.214
38.75,dash,502.45,-2.45,0.540,1,865.8,1921.3,135.6,80.6,13.86,19.34,24,44,-1,-12.2,-32.6,19.0,-42.8,0.12,0.26,1.00,0.00,0.00,0.00,-12.09,21.96,77,-1,0,6,18.6,-0.26,-0.190,-0.324,0.251
38.85,dash,502.56,-2.56,0.570,1,865.8,1921.3,134.2,78.7,13.86,19.34,25,44,-1,-14.2,-30.6,19.9,-44.4,-0.28,0.31,1.00,0.00,0.00,0.00,-11.60,20.77,77,-1,0,5,18.6,-0.28,-0.190,-0.324,0.251
38.95,dash,502.71,-2.71,0.600,1,868.2,1925.0,132.9,76.8,11.03,17.62,26,44,-1,-16.2,-28.6,20.6,-47.8,-0.62,0.30,1.00,0.00,0.00,0.00,-11.35,19.40,77,-1,0,4,16.3,-0.25,-0.533,-0.206,0.828
39.05,dash,502.88,-2.88,0.600,1,868.2,1925.0,131.8,75.0,11.03,17.62,26,49,-1,-18.2,-26.6,20.0,-51.7,-0.77,0.22,1.00,0.00,0.00,0.00,-10.91,17.70,77,-1,0,3,11.8,-0.17,-0.533,-0.206,0.828
39.15,dash,503.20,-3.20,0.600,1,869.2,1926.6,130.8,73.4,9.27,16.22,27,49,-1,-20.2,-24.6,16.7,-54.4,-0.67,0.05,1.00,0.00,0.00,0.00,-10.32,15.57,77,-1,0,3,5.2,-0.04,-0.822,-0.091,0.704
39.25,dash,503.75,-3.75,0.600,1,870.6,1929.4,130.0,71.9,6.13,12.26,27,49,-1,-22.2,-22.6,9.5,-54.6,-0.34,-0.16,1.00,0.00,0.00,0.00,-9.34,13.34,77,-1,0,4,-2.6,0.13,-1.364,0.196,-0.278
39.35,dash,504.01,-4.01,0.600,1,870.6,1929.4,129.4,70.6,6.13,12.26,29,49,-1,-24.2,-20.6,-0.5,-51.8,0.10,-0.35,1.00,0.00,0.00,0.00,-7.83,11.25,77,-1,0,6,-11.2,0.30,-1.364,0.196,-0.278
39.45,dash,504.73,-4.73,0.600,1,871.2,1930.5,128.8,69.5,5.08,9.89,35,72,-1,-26.2,-18.6,-10.9,-46.7,0.49,-0.50,1.00,0.00,0.00,0.00,-5.15,9.85,77,-1,0,8,-19.9,0.30,-1.479,0.348,-0.835
39.55,dash,505.45,-5.45,0.570,1,871.6,1931.3,128.4,68.7,4.59,7.47,42,72,-1,-28.2,-16.6,-19.5,-40.4,0.68,-0.58,1.00,0.00,0.00,0.00,-2.43,8.43,77,-1,1,12,-28.2,0.30,-1.403,0.492,-1.186
39.65,dash,506.01,-6.01,0.540,1,872.6,1932.3,127.9,68.1,5.63,3.91,49,72,-1,-30.2,-14.6,-25.9,-34.1,0.64,-0.55,0.99,0.00,0.00,0.00,0.14,7.26,77,-1,1,15,-33.5,0.35,-0.730,0.618,-0.876
39.75,dash,506.55,-6.55,0.510,1,872.6,1932.3,127.4,67.7,5.63,3.91,55,72,-1,-32.2,-12.6,-30.1,-29.3,0.43,-0.43,0.96,0.00,0.00,0.00,2.41,6.41,77,-1,0,19,-35.4,0.37,-0.730,0.618,-0.876
39.85,dash,507.12,-7.12,0.480,1,874.1,1932.8,126.7,67.4,8.20,2.02,61,78,-1,-34.2,-10.6,-32.0,-26.6,0.15,-0.19,0.96,0.00,0.00,0.00,4.66,5.78,77,-1,0,22,-33.0,0.38,0.137,0.479,0.111
39.95,dash,507.70,-7.70,0.450,1,875.0,1933.0,125.9,67.2,9.34,1.23,67,78,-1,-36.2,-8.6,-31.9,-26.2,-0.13,0.11,0.95,0.00,0.00,0.00,6.73,5.10,77,-1,0,25,-27.4,0.39,0.491,0.370,0.499
40.05,dash,508.15,-8.15,0.420,1,875.0,1933.0,125.0,67.0,9.34,1.23,71,78,-1,-38.2,-6.6,-30.1,-27.7,-0.37,0.39,0.93,0.00,0.00,0.00,8.43,4.20,77,-1,0,27,-21.2,0.40,0.491,0.370,0.499
40.15,dash,508.60,-8.60,0.390,1,876.0,1933.0,124.0,67.0,10.24,0.31,75,78,-1,-40.2,-4.6,-27.5,-30.2,-0.50,0.56,0.93,0.00,0.00,0.00,9.79,3.01,77,-1,1,29,-15.0,0.40,0.695,0.263,0.694
40.25,dash,509.38,-9.38,0.360,1,877.1,1933.0,122.9,67.0,10.66,-0.79,74,60,-1,-42.2,-2.6,-24.9,-32.6,-0.49,0.64,0.94,0.00,0.00,0.00,10.46,2.19,77,-1,1,29,-8.9,0.40,0.697,0.155,0.652
40.35,dash,510.21,-10.21,0.330,1,878.1,1932.8,121.9,67.2,10.63,-1.93,73,60,-1,-44.2,-0.6,-22.8,-34.0,-0.35,0.64,0.95,0.00,0.00,0.00,10.74,1.24,77,-1,1,29,-1.8,0.40,0.515,0.032,0.414
40.45,dash,510.95,-10.95,0.300,1,880.1,1932.1,120.8,67.5,9.65,-4.44,72,60,-1,-46.2,1.4,-21.7,-34.0,-0.15,0.59,0.94,0.00,0.00,0.00,10.71,0.05,77,-1,0,29,7.3,0.41,-0.194,-0.292,-0.283
40.55,dash,511.33,-11.33,0.270,1,880.1,1932.1,119.9,67.9,9.65,-4.44,72,60,-1,-48.2,3.4,-21.8,-32.8,0.04,0.49,0.91,0.00,0.00,0.00,10.55,-1.18,77,-1,0,27,16.7,0.20,-0.194,-0.292,-0.283
