t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax
20.70,fly,932.35,9067.65,1.000,1,788.8,109.2,-768.8,190.8,-14.17,0.71,6,358,-1,0.6,0.6,-12.1,32.3,1.00,0.08,0.79,0.00,0.00,0.00,-2.17,-14.02,73,-1,1,158,-3.6,0.55,0.566,1.000
20.80,fly,934.84,9065.16,1.000,1,787.6,109.1,-767.6,190.9,-11.80,-0.41,5,358,-1,0.6,0.6,-8.1,34.9,0.83,0.33,0.85,0.00,0.00,0.00,-0.56,-11.79,73,-1,1,159,8.9,0.52,0.535,1.000
20.90,fly,939.94,9060.06,1.000,1,786.6,109.1,-766.6,190.9,-9.23,-0.97,5,4,-1,0.6,0.6,-3.0,31.5,-0.09,0.50,0.72,0.00,0.00,0.00,0.24,-9.28,73,-1,1,159,13.4,0.53,0.762,1.000
21.00,fly,947.77,9052.23,1.000,1,785.4,108.9,-765.9,191.0,-4.57,-0.47,4,4,-1,0.6,0.6,1.5,22.5,-1.00,0.55,0.42,0.00,0.00,0.00,0.42,-6.84,73,-1,1,159,15.4,0.55,0.500,1.000
21.10,fly,951.71,9048.29,1.000,1,785.0,108.9,-765.4,191.1,-3.36,0.16,4,4,-1,6.6,-5.4,4.5,9.6,-1.00,0.40,0.02,0.00,0.00,0.00,0.13,-4.59,73,-1,1,159,20.3,0.49,0.500,1.000
21.20,fly,956.98,9043.02,1.000,1,785.0,108.9,-765.0,191.1,-3.36,0.16,4,4,-1,12.6,-11.4,6.5,-3.2,-1.00,0.25,0.00,0.00,0.00,0.00,-0.41,-3.34,73,-1,1,159,20.3,0.39,0.500,1.000
21.30,fly,963.68,9036.32,1.000,1,784.2,109.1,-764.7,191.0,-5.01,1.24,6,16,-1,18.6,-10.3,8.0,-13.3,-1.00,0.11,0.18,0.00,0.00,0.00,-1.20,-3.50,73,-1,1,157,37.9,0.21,0.556,1.000
21.40,fly,969.23,9030.77,1.000,1,783.6,109.2,-764.2,190.9,-6.88,1.27,7,16,-1,20.7,-5.8,8.7,-18.5,-0.89,-0.03,0.34,0.00,0.00,0.00,-1.88,-4.81,73,-1,1,156,44.5,0.04,0.634,1.000
21.50,fly,972.08,9027.92,1.000,1,783.6,109.2,-763.6,190.8,-6.88,1.27,9,16,-1,14.7,0.2,8.3,-17.5,-0.05,-0.13,0.31,0.00,0.00,0.00,-2.29,-6.61,73,-1,1,155,44.5,-0.09,0.929,1.000
21.60,fly,980.91,9019.09,1.000,1,781.7,109.4,-762.7,190.7,-11.16,0.37,10,16,-1,8.7,0.5,6.6,-10.0,1.00,-0.26,0.06,0.00,0.00,0.00,-2.45,-8.67,73,-1,1,154,49.9,-0.17,0.500,1.000
21.70,fly,985.45,9014.55,1.000,1,781.7,109.4,-761.7,190.6,-11.16,0.37,13,34,-1,2.7,0.5,4.1,2.8,1.00,-0.35,0.00,0.00,0.00,0.00,-2.95,-10.77,73,-1,1,150,49.9,-0.20,0.500,1.000
21.80,fly,990.06,9009.94,1.000,1,780.5,109.4,-760.5,190.6,-12.13,0.18,16,34,-1,0.7,0.5,0.8,16.0,1.00,-0.48,0.20,0.00,0.00,0.00,-3.60,-11.58,73,-1,1,147,45.0,-0.10,0.500,1.000
21.90,fly,997.85,9002.15,1.000,1,779.3,109.4,-759.3,190.6,-11.18,0.77,19,34,-1,0.7,0.5,-3.4,26.7,1.00,-0.58,0.56,0.00,0.00,0.00,-4.30,-10.35,73,-1,1,145,39.7,0.01,0.500,1.000
22.00,fly,1002.61,8997.39,1.000,1,778.3,109.6,-758.3,190.4,-9.14,1.85,20,34,-1,0.7,0.5,-6.7,33.2,1.00,-0.47,0.79,0.00,0.00,0.00,-4.89,-7.94,73,-1,1,143,31.5,0.17,0.500,1.000
22.10,fly,1009.05,8990.95,1.000,1,777.6,109.9,-757.6,190.1,-6.64,3.08,22,42,-1,0.7,0.5,-7.6,34.7,0.71,-0.19,0.84,0.00,0.00,0.00,-5.38,-4.96,73,-1,1,141,26.5,0.27,0.641,1.000
22.20,fly,1018.89,8981.11,1.000,1,776.9,110.8,-757.1,189.7,-1.89,5.74,25,42,-1,0.7,0.5,-5.0,30.6,-0.17,0.20,0.70,0.00,0.00,0.00,-5.68,-1.97,73,-1,1,139,20.1,0.32,0.852,1.000
22.30,fly,1022.18,8977.82,1.000,1,776.9,110.8,-756.9,189.2,-1.89,5.74,27,42,-1,0.7,0.5,0.7,20.8,-1.00,0.68,0.36,0.00,0.00,0.00,-5.97,0.92,73,-1,1,137,20.1,0.40,0.500,1.000
22.40,fly,1031.96,8968.04,1.000,1,776.9,112.3,-756.8,188.5,0.46,8.32,29,42,-1,0.7,0.5,8.3,7.2,-1.00,1.00,0.03,0.00,0.00,0.00,-6.41,3.58,73,-1,1,134,11.2,0.46,0.500,1.000
22.50,fly,1038.35,8961.65,1.000,1,776.9,113.2,-756.9,187.7,-0.66,8.48,34,60,-1,0.7,0.5,16.7,-7.3,-1.00,1.00,0.27,0.00,0.00,0.00,-6.66,5.01,73,-1,1,130,7.0,0.58,0.500,1.000
22.60,fly,1041.56,8958.44,1.000,1,776.9,113.2,-756.9,186.8,-0.66,8.48,37,60,-1,0.7,0.5,24.8,-20.9,-1.00,1.00,0.70,0.00,0.00,0.00,-7.18,4.56,73,-1,1,127,7.0,0.60,0.500,1.000
22.70,fly,1048.04,8951.96,1.000,1,776.6,114.0,-756.6,186.0,-2.92,7.93,39,60,-1,0.7,0.5,30.5,-31.1,-1.00,1.00,1.00,0.00,0.00,0.00,-8.02,2.67,73,-1,1,125,5.7,0.33,0.500,1.000
22.80,fly,1058.08,8941.92,1.000,1,775.4,115.3,-756.1,185.3,-8.31,5.61,40,60,-1,0.7,0.5,31.8,-35.7,-0.98,0.56,1.00,0.00,0.00,0.00,-8.92,0.04,73,-1,1,124,14.4,0.30,0.500,1.000
22.90,fly,1065.00,8935.00,1.000,1,774.4,115.7,-755.4,184.7,-10.63,4.18,41,63,-1,0.7,0.5,27.5,-34.0,-0.23,-0.11,1.00,0.00,0.00,0.00,-9.69,-2.56,73,-1,1,122,14.2,0.33,0.862,1.000
23.00,fly,1068.52,8931.48,1.000,1,774.4,115.7,-754.4,184.3,-10.63,4.18,43,63,-1,0.7,0.5,17.6,-26.8,0.61,-0.90,0.69,0.00,0.00,0.00,-10.34,-4.87,73,-1,1,120,14.2,0.52,0.500,1.000
23.10,fly,1079.12,8920.88,1.000,1,771.8,116.2,-753.1,184.0,-13.80,1.08,46,63,-1,0.7,0.5,4.3,-15.4,1.00,-1.00,0.20,0.00,0.00,0.00,-10.87,-7.09,73,-1,1,117,-6.6,0.69,0.500,1.000
23.20,fly,1085.99,8914.01,1.000,1,770.4,116.2,-751.8,183.8,-13.32,0.47,49,63,-1,0.7,0.5,-9.5,-1.8,1.00,-1.00,0.00,0.00,0.00,0.00,-11.09,-8.29,73,-1,1,115,-12.4,0.90,0.500,1.000
23.30,fly,1092.61,8907.39,1.000,1,770.4,116.2,-750.4,183.8,-13.32,0.47,52,73,-1,0.7,0.5,-22.9,13.5,1.00,-1.00,0.53,0.00,0.00,0.00,-10.76,-7.86,73,-1,1,112,-12.4,0.74,0.500,1.000
23.40,fly,1099.07,8900.93,1.000,1,768.2,116.5,-749.2,183.7,-9.12,1.92,53,73,-1,0.7,0.5,-35.6,29.3,1.00,-1.00,1.00,0.00,0.00,0.00,-9.73,-6.29,73,-1,1,111,-15.3,0.30,0.500,1.000
23.50,fly,1105.47,8894.53,1.000,1,768.2,116.5,-748.2,183.5,-9.12,1.92,52,73,-1,0.7,0.5,-46.1,42.9,1.00,-1.00,1.00,0.00,0.00,0.00,-8.36,-4.11,73,-1,1,112,-15.3,0.30,0.500,1.000
23.55,fly,1105.47,8894.53,1.000,1,768.2,116.5,-748.2,183.5,-9.12,1.92,50,73,-1,0.7,0.5,-49.7,47.6,1.00,-1.00,1.00,0.00,0.00,0.00,-8.25,-4.34,73,-1,1,113,-15.3,0.30,0.500,1.000
23.60,fly,1110.30,8889.70,1.000,1,767.5,116.8,-747.5,183.2,-6.39,3.34,48,61,-1,0.7,0.5,-51.9,50.5,1.00,-0.98,1.00,0.00,0.00,0.00,-6.98,-1.82,73,-1,1,116,-8.6,0.30,0.500,1.000
23.70,fly,1118.43,8881.57,1.000,1,766.9,117.8,-747.1,182.8,-1.41,6.25,46,61,-1,0.7,0.5,-51.0,50.2,0.54,-0.48,1.00,0.00,0.00,0.00,-6.09,0.76,73,-1,1,118,6.7,0.30,0.594,1.000
23.80,fly,1124.96,8875.04,1.000,1,766.9,118.5,-746.9,182.2,1.03,7.82,45,61,-1,0.7,0.5,-43.1,42.3,-0.23,0.26,1.00,0.00,0.00,0.00,-5.42,3.42,73,-1,1,119,8.5,0.30,0.806,1.000
23.90,fly,1129.82,8870.18,1.000,1,766.9,118.5,-746.9,181.5,1.03,7.82,46,61,-1,0.7,0.5,-29.4,28.8,-1.00,1.00,0.94,0.00,0.00,0.00,-4.72,6.32,73,-1,1,118,8.5,0.39,0.500,1.000
24.00,fly,1134.55,8865.45,1.000,1,767.2,119.4,-747.2,180.6,3.49,9.47,50,76,-1,0.7,0.5,-13.6,13.8,-1.00,1.00,0.30,0.00,0.00,0.00,-3.43,9.49,73,-1,1,114,2.2,0.76,0.500,1.000
24.10,fly,1143.61,8856.39,1.000,1,768.2,121.5,-747.7,179.5,4.72,10.24,54,76,-1,0.7,0.5,1.6,-0.1,-1.00,1.00,0.00,0.00,0.00,0.00,-2.16,11.23,73,-1,1,110,-20.4,0.90,0.500,1.000
24.20,fly,1148.03,8851.97,1.000,1,768.2,121.5,-748.2,178.5,4.72,10.24,57,76,-1,0.7,0.5,15.1,-12.9,-1.00,1.00,0.32,0.00,0.00,0.00,-1.64,11.15,73,-1,1,107,-20.4,0.90,0.500,1.000
24.25,fly,1149.50,8850.50,1.000,1,768.5,122.5,-748.2,178.5,3.27,9.34,59,76,-1,0.7,0.5,21.0,-18.6,-1.00,1.00,0.57,0.00,0.00,0.00,-1.23,11.21,73,-1,1,105,-25.4,0.71,0.500,1.000
24.35,fly,1155.48,8844.52,1.000,1,768.7,123.3,-748.5,177.5,1.05,8.04,58,66,-1,0.7,0.5,30.1,-27.7,-1.00,1.00,0.93,0.00,0.00,0.00,-2.11,9.67,73,-1,1,105,-22.3,0.40,0.500,1.000
24.45,fly,1161.63,8838.37,1.000,1,768.6,124.0,-748.7,176.7,-1.47,6.67,57,66,-1,0.7,0.5,34.5,-31.6,-0.79,0.95,1.00,0.00,0.00,0.00,-3.44,7.34,73,-1,1,106,-14.5,0.30,0.500,1.000
24.55,fly,1167.97,8832.03,1.000,1,768.3,124.6,-748.6,176.0,-3.96,5.46,57,66,-1,0.7,0.5,33.5,-28.9,-0.02,0.29,1.00,0.00,0.00,0.00,-4.88,4.79,73,-1,1,107,-7.8,0.32,0.874,1.000
24.65,fly,1174.48,8825.52,1.000,1,767.7,125.0,-748.3,175.4,-6.44,4.45,57,66,-1,0.7,0.5,27.2,-20.0,0.82,-0.48,0.74,0.00,0.00,0.00,-6.28,2.46,73,-1,1,106,-2.9,0.57,0.500,1.000
24.75,fly,1181.12,8818.88,1.000,1,766.9,125.4,-747.7,175.0,-9.01,3.73,58,64,-1,0.7,0.5,16.6,-6.8,1.00,-1.00,0.26,0.00,0.00,0.00,-7.82,0.38,73,-1,1,105,-3.7,0.86,0.500,1.000
