t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav4,nav5,nav7,trihdg,trires,aimq,wx,wz
0.00,fly,68.50,10.00,0.378,1,-11.7,8.3,0.0,0.0,0.00,0.00,180,180,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.378,0.378,0.00,0,0,0,90.0,360.0,359.9,180.0,0.00,0,0.0,0.0
0.10,fly,68.50,10.00,0.512,1,-11.7,8.3,0.0,0.0,-0.00,0.00,180,180,-1,0.0,0.0,0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.512,0.513,0.00,0,0,0,90.0,360.0,359.9,180.0,0.00,0,0.0,0.0
0.20,fly,68.50,10.00,0.523,1,-11.7,8.3,0.0,0.0,0.00,0.00,180,180,-1,0.0,0.0,0.0,0.0,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-1,-1,0,0,0.0,0.00,0.523,0.523,0.00,0,0,0,90.0,360.0,359.9,180.0,0.00,0,0.0,0.0
0.30,fly,68.50,10.00,0.532,1,-11.7,8.3,0.0,0.0,0.00,0.00,180,180,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-1,-1,0,0,0.0,0.00,0.532,0.533,0.00,0,0,0,90.0,360.0,359.4,180.0,0.00,0,0.0,0.0
0.40,fly,68.50,10.00,0.542,1,-11.7,8.3,0.0,0.0,0.00,0.01,180,180,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.01,0.01,-1,-1,0,0,-0.0,0.00,0.542,0.544,0.01,0,0,0,90.0,0.0,38.1,180.0,0.00,0,-0.3,0.1
0.50,fly,68.51,9.99,0.549,1,-11.7,8.3,0.0,0.0,-0.01,-0.01,180,180,-1,0.0,0.0,-0.0,-0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.00,-1,-1,0,0,0.0,0.00,0.549,0.550,0.06,0,0,0,90.0,0.0,32.9,180.0,0.00,0,0.0,0.0
0.60,fly,68.56,9.94,0.542,1,-11.7,8.3,0.0,0.0,-0.01,-0.01,180,180,-1,0.0,0.0,-0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.01,-1,-1,0,0,0.0,0.00,0.542,0.544,0.36,0,0,0,90.0,0.0,3.7,180.0,0.00,0,0.2,-0.4
0.70,fly,68.70,9.80,0.509,1,-11.7,8.3,0.0,0.0,-0.01,-0.01,180,180,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.01,-1,-1,0,0,0.0,0.00,0.509,0.511,1.11,0,0,0,90.0,360.0,333.7,180.0,0.00,0,0.2,-0.4
0.80,fly,68.92,9.58,0.464,1,-11.7,8.3,0.0,0.0,-0.02,-0.01,180,180,-1,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.01,100,-1,0,0,0.0,0.00,0.464,0.466,2.01,0,30,0,90.0,360.0,314.3,180.0,0.00,0,0.0,0.0
0.90,fly,69.22,9.28,0.421,1,-11.8,8.3,0.0,0.0,-0.02,-0.01,180,180,-1,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.02,100,-1,0,0,0.0,0.00,0.421,0.423,2.80,0,30,0,90.0,360.0,303.2,180.0,0.00,0,0.0,0.0
