t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,climb,102.50,247.50,0.378,1,1512.8,2133.4,-308.3,-146.9,0.00,0.00,235,235,-1,0.0,0.0,0.0,-0.0,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,-2,-0.0,-0.03,0.378,0.378,0.00,0,0,0,35.3,180.0,180.0,234.7,0.00,0
1.10,climb,110.02,239.98,1.000,1,1512.8,2133.3,-308.3,-146.8,-0.09,-0.18,232,230,-1,0.0,0.0,0.2,-0.0,-0.01,0.01,0.00,0.00,0.00,0.00,-0.04,0.19,99,-1,1,-32,-39.7,0.15,1.000,1.000,19.49,0,22,0,40.0,180.3,180.3,230.0,0.00,0
2.30,climb,158.10,191.90,0.402,1,1512.6,2132.9,-308.1,-146.4,-0.62,-0.53,207,198,-1,0.0,0.0,0.1,0.1,-0.08,0.01,0.00,0.00,0.00,0.00,-0.19,0.79,99,-1,0,-12,-23.7,0.31,0.404,0.439,54.39,0,22,0,71.5,181.2,180.4,198.5,0.00,0
3.50,climb,220.89,129.11,0.180,1,1512.1,2132.4,-307.6,-145.9,-0.44,-0.35,186,182,-1,0.0,0.0,-0.1,1.1,0.01,0.01,0.00,0.00,0.00,0.00,-0.30,0.48,99,-1,0,9,2.3,0.14,0.180,0.188,47.67,0,22,0,88.4,175.3,179.9,181.6,0.00,0
4.70,climb,270.66,79.34,0.195,1,1511.4,2131.9,-307.0,-145.4,-0.44,-0.35,186,188,-1,0.0,0.0,0.2,0.3,0.01,-0.00,0.00,0.00,0.00,0.00,-0.48,0.49,99,-1,0,9,7.7,0.03,0.195,0.199,36.80,0,22,0,82.3,183.0,180.4,187.7,0.00,0
5.90,climb,307.75,42.25,0.000,1,1510.9,2131.5,-306.5,-145.0,-0.44,-0.35,193,196,-1,0.0,0.0,-0.1,0.7,0.01,0.00,0.00,0.00,0.00,0.00,-0.24,0.51,99,-1,1,2,5.1,-0.06,0.000,0.000,25.65,0,22,0,73.9,180.2,180.0,196.1,0.00,0
7.10,climb,328.41,21.59,0.181,1,1510.4,2131.1,-305.9,-144.6,-0.44,-0.35,200,202,-1,0.0,0.0,0.2,0.9,0.01,0.00,0.00,0.00,0.00,0.00,-0.18,0.53,99,-1,0,-4,4.1,-0.17,0.182,0.189,10.83,0,22,0,68.1,181.1,180.4,201.9,0.00,0
7.60,cruise,332.73,17.27,0.273,1,1510.2,2130.9,-305.7,-144.4,-0.44,-0.35,202,204,-1,0.9,4.0,0.1,0.8,-0.05,-0.02,0.00,0.00,0.00,0.00,-0.16,0.54,99,-1,0,-8,-2.0,-0.12,0.273,0.291,7.99,0,22,0,66.5,181.1,180.5,203.5,0.00,1
8.30,cruise,337.69,12.31,0.213,1,1509.9,2130.7,-305.4,-144.2,-0.35,-0.35,202,201,-1,5.4,32.0,0.8,4.9,-0.07,0.02,0.00,0.00,0.00,0.00,-0.20,0.46,99,-1,0,-3,-9.4,0.14,0.213,0.237,6.71,0,22,0,72.0,187.3,182.4,198.1,0.00,1
9.50,cruise,342.68,7.32,0.280,1,1508.0,2129.6,-303.9,-143.3,-3.56,-1.67,194,192,-1,9.4,43.4,4.7,28.1,-0.07,-0.01,0.61,0.00,0.00,0.00,-0.70,3.39,99,-1,0,-1,3.5,-0.07,0.280,0.301,3.49,0,22,0,77.6,222.2,191.2,196.0,0.00,1
