t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav3,nav2,trihdg,trires,aimq,wx,wz
0.00,climb,75.76,274.24,1.000,1,1398.8,2238.7,15.7,24.8,0.00,0.00,356,355,-1,0.0,0.0,-34.5,53.6,0.65,-0.33,1.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,2,-0.8,0.05,1.000,1.000,0.00,0,0,0,275.2,263.6,321.0,326.9,0.00,0,0.3,-0.2
0.10,climb,75.76,274.24,1.000,1,1398.8,2238.7,15.7,24.8,0.00,0.00,356,355,-1,0.0,0.0,-34.5,53.6,0.67,-0.34,1.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,5,-0.5,0.10,1.000,1.000,0.00,0,0,0,275.2,263.6,321.0,326.9,0.00,0,0.2,-0.1
0.20,climb,75.76,274.24,1.000,1,1398.8,2238.7,15.7,24.8,0.09,-0.00,356,355,-1,0.0,0.0,-34.4,53.6,0.68,-0.35,1.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,8,0.6,0.16,1.000,1.000,0.00,0,0,0,275.2,263.6,321.0,326.9,0.00,0,0.9,-0.3
0.30,climb,75.76,274.24,1.000,1,1398.8,2238.7,15.7,24.8,0.09,-0.00,356,355,-1,0.0,0.0,-34.4,53.5,0.69,-0.35,1.00,0.00,0.00,0.00,-0.00,0.09,-1,-1,1,11,0.6,0.20,1.000,1.000,-0.02,0,0,0,275.2,263.6,321.0,326.9,0.00,0,0.9,-0.3
0.40,climb,75.77,274.23,1.000,1,1398.9,2238.6,15.7,24.8,1.41,-0.80,356,355,-1,0.0,0.0,-33.6,52.8,0.63,-0.31,1.00,0.00,0.00,0.00,0.25,0.52,-1,-1,1,14,1.7,0.24,1.000,1.000,-0.13,0,0,0,275.2,263.4,321.9,327.8,0.00,0,13.7,10.4
0.50,climb,75.79,274.21,1.000,1,1398.9,2238.6,15.6,24.9,1.41,-0.80,356,355,-1,0.0,0.0,-31.0,50.9,0.46,-0.17,1.00,0.00,0.00,0.00,0.70,1.46,-1,-1,1,17,1.7,0.30,1.000,1.000,-0.32,0,0,0,275.2,263.4,321.9,327.8,0.00,0,13.7,10.4
0.60,climb,75.87,274.13,1.000,1,1399.2,2238.5,15.3,25.0,3.08,-1.77,356,355,-1,0.0,0.0,-25.5,46.8,0.17,0.09,1.00,0.00,0.00,0.00,1.55,3.19,-1,-1,1,20,-5.5,0.30,1.000,1.000,-0.68,0,0,0,275.2,263.4,321.9,327.8,0.00,0,28.7,27.5
0.70,climb,76.08,273.92,1.000,1,1399.7,2238.2,14.8,25.3,5.43,-3.55,356,355,-1,0.0,0.0,-17.8,40.3,-0.25,0.38,1.00,0.00,0.00,0.00,3.16,5.67,-1,-1,1,23,-9.7,0.32,1.000,1.000,-0.47,0,0,0,275.2,263.4,321.9,327.8,0.00,0,46.7,51.2
0.80,climb,75.91,274.09,1.000,1,1400.9,2237.3,14.3,25.8,6.87,-4.84,356,359,-1,0.0,0.0,-21.2,46.4,1.00,-0.57,1.00,0.00,0.00,0.00,3.22,4.83,99,-1,1,25,84.2,-0.30,1.000,1.000,0.32,0,26,0,271.3,266.9,337.7,343.2,0.00,0,53.7,-90.6
0.90,climb,75.80,274.20,1.000,1,1401.7,2236.7,13.6,26.2,9.43,-5.63,357,359,-1,0.0,0.0,-28.6,52.8,1.00,-0.86,1.00,0.00,0.00,0.00,4.45,7.12,99,-1,1,28,103.1,-0.30,1.000,1.000,0.96,0,26,0,271.3,266.9,337.7,343.2,0.00,0,47.4,-102.0
