t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,fly,72.50,77.50,0.378,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.378,0.378,0.00,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.10,fly,72.50,77.50,0.642,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.642,0.643,0.00,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.20,fly,72.50,77.50,0.918,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,-0.0,0.00,0.918,0.918,0.00,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.30,fly,72.50,77.50,1.000,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,0.0,0.00,1.000,1.000,0.00,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.40,fly,72.54,77.46,1.000,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,0.19,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.50,fly,72.72,77.28,1.000,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.1,0.0,0.01,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,1.32,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.60,fly,73.15,76.85,1.000,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.1,0.1,0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,3.55,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.70,fly,73.90,76.10,1.000,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.1,0.2,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,6.68,0,0,0,145.4,0.0,180.0,124.6,0.00,0
0.80,fly,74.99,75.01,1.000,1,1203.8,1995.2,0.0,0.0,0.00,0.00,125,125,-1,0.0,0.0,-0.2,0.3,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,1,0,-0.0,0.00,1.000,1.000,10.11,0,25,0,145.4,0.4,179.4,124.6,0.00,0
0.90,fly,76.43,73.57,1.000,1,1203.8,1995.2,0.0,-0.0,0.00,0.09,125,125,-1,0.2,-0.2,-0.2,0.5,0.03,-0.01,0.00,0.00,0.00,0.00,0.05,0.07,99,-1,1,0,-0.0,0.00,1.000,1.000,13.51,0,25,0,145.4,0.4,179.4,124.6,0.00,0
