t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav4,nav5,nav7,trihdg,trires,aimq
0.00,climb,70.50,279.50,1.000,1,0.5,0.5,1892.0,-9635.0,0.00,0.00,180,180,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,0.00,0,0,0,90.0,0.0,180.0,180.0,0.00,0
0.75,climb,71.78,278.22,1.000,1,0.5,0.5,1892.0,-9635.0,-0.01,0.00,180,180,-1,0.0,0.0,-0.1,0.2,0.02,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,0.0,-0.00,1.000,1.000,4.66,0,0,0,90.0,0.0,90.2,180.0,0.00,0
1.95,climb,99.70,250.30,1.000,1,-0.1,0.7,1892.5,-9635.2,-0.64,0.65,180,180,-1,0.0,0.0,-1.3,-0.3,0.00,-0.01,0.00,0.00,0.00,0.00,0.51,0.77,19,-1,1,-0,-1.2,-0.00,1.000,1.000,34.94,0,30,0,89.8,1.1,98.5,180.2,0.00,0
3.15,climb,159.70,190.30,0.273,1,-1.4,1.9,1893.8,-9636.3,-1.56,1.07,179,179,-1,0.0,0.0,-1.3,-0.8,-0.05,-0.03,0.00,0.00,0.00,0.00,1.01,1.68,19,-1,0,1,3.1,-0.06,0.273,0.305,56.44,0,30,0,90.9,0.9,45.1,179.1,0.00,0
4.35,climb,221.07,128.93,0.212,1,-2.9,3.3,1895.3,-9637.7,-1.15,1.21,180,180,-1,0.0,0.0,-0.8,0.4,0.00,0.00,0.00,0.00,0.00,0.00,1.23,1.15,19,-1,0,-0,-0.7,0.02,0.212,0.213,46.99,0,30,0,89.6,1.0,113.1,180.4,0.00,0
5.55,climb,270.16,79.84,0.206,1,-4.2,4.7,1896.6,-9639.1,-0.97,1.06,180,179,-1,0.0,0.0,-0.4,0.3,0.00,-0.01,0.00,0.00,0.00,0.00,1.07,0.99,19,-1,0,0,-0.9,0.02,0.206,0.210,36.78,0,30,0,90.6,0.5,38.0,179.4,0.00,0
6.75,climb,306.95,43.05,0.000,1,-5.3,5.9,1897.7,-9640.3,-0.83,0.90,179,179,-1,0.0,0.0,-0.2,0.5,0.01,-0.01,0.00,0.00,0.00,0.00,0.90,0.86,19,-1,1,1,-0.5,0.03,0.000,0.000,25.71,0,30,0,91.3,0.2,11.0,178.7,0.00,0
7.95,climb,326.99,23.01,0.203,1,-6.2,6.9,1898.6,-9641.3,-0.74,0.80,178,178,-1,0.0,0.0,-0.2,1.0,0.01,-0.01,0.00,0.00,0.00,0.00,0.78,0.77,19,-1,0,2,0.0,0.03,0.203,0.210,10.91,0,30,0,91.7,0.2,8.2,178.3,0.00,0
8.45,cruise,331.14,18.86,0.322,1,-6.6,7.3,1899.0,-9641.7,-0.75,0.77,178,178,-1,4.0,4.0,-0.1,0.5,-0.06,-0.05,0.00,0.00,0.00,0.00,0.75,0.77,19,-1,0,2,-0.3,0.04,0.322,0.357,7.74,0,30,0,92.0,0.1,2.3,178.0,0.00,1
9.15,cruise,335.83,14.17,0.280,1,-7.0,7.8,1899.5,-9642.3,-0.57,0.93,178,178,-1,23.0,30.8,3.3,3.8,-0.11,-0.01,0.00,0.00,0.00,0.00,0.88,0.63,19,-1,0,2,2.7,-0.01,0.280,0.314,6.59,0,30,0,91.6,356.8,297.4,178.6,0.00,1
10.35,cruise,341.26,8.74,0.340,1,-8.8,8.1,1901.0,-9642.7,-3.35,-1.03,180,180,-1,42.2,1.7,21.5,21.3,0.17,-0.03,0.63,0.00,0.00,0.00,-0.77,2.87,19,-1,0,-4,1.1,-0.12,0.341,0.410,3.58,0,30,0,88.8,338.1,267.0,188.8,0.00,1
11.55,cruise,343.76,6.24,0.436,1,-14.6,2.1,1906.6,-9637.6,-4.66,-10.14,185,186,-1,47.1,-4.4,44.3,2.1,0.03,-0.06,1.00,0.00,0.00,0.00,-8.63,5.68,19,-1,0,4,-0.6,0.15,0.436,0.474,2.12,0,30,0,83.6,315.6,263.5,186.1,0.00,1
12.75,cruise,345.65,4.35,0.510,1,-19.3,-17.6,1911.5,-9619.1,-2.78,-22.59,202,201,-1,52.9,3.0,54.1,-0.4,-0.10,0.03,1.00,0.00,0.00,0.00,-18.68,10.96,19,-1,0,-4,-7.0,-0.02,0.510,0.575,1.55,0,30,0,63.2,306.0,249.9,196.2,0.00,1
13.95,cruise,346.77,3.23,0.600,1,-18.1,-54.0,1911.0,-9584.3,4.32,-37.96,214,202,-1,59.0,-3.0,60.0,-3.5,0.11,0.03,1.00,0.00,0.00,0.00,-32.38,17.24,19,-1,0,-3,16.4,-0.30,0.603,0.687,1.07,0,30,0,68.3,300.4,256.9,188.4,0.00,1
15.15,cruise,347.55,2.45,0.708,1,-10.8,-111.6,1904.1,-9528.6,8.50,-57.74,220,204,-1,65.9,-20.0,65.6,-26.2,-0.07,-0.03,1.00,0.00,0.00,0.00,-48.25,29.54,19,-1,0,1,-21.0,0.30,0.712,0.782,0.66,0,30,0,72.4,296.0,261.2,164.4,0.00,1
16.35,cruise,346.99,3.01,0.800,1,1.1,-194.5,1892.3,-9448.0,8.59,-80.35,171,167,-1,67.0,-4.5,73.3,14.3,0.03,-0.00,1.00,0.00,0.00,0.00,-75.87,-21.25,19,-1,0,-10,1.4,-0.30,0.804,0.831,-1.45,0,30,0,105.1,287.0,274.7,189.2,0.00,1
17.55,cruise,343.62,6.38,0.800,1,9.4,-306.0,1883.7,-9338.9,6.39,-103.85,130,160,-1,61.7,-38.1,69.6,-38.0,0.05,0.02,1.00,0.00,0.00,0.00,-60.80,-82.17,19,-1,0,14,13.1,0.21,0.802,0.857,-3.45,0,30,0,115.1,288.1,278.7,136.2,0.00,1
18.75,cruise,339.41,10.59,0.800,1,14.5,-443.6,1878.3,-9203.3,2.83,-124.02,162,185,-1,62.0,-4.1,64.5,2.2,-0.06,0.00,1.00,0.00,0.00,0.00,-115.90,-39.78,19,-1,0,-5,-17.2,0.08,0.800,0.854,-3.16,0,30,0,69.5,295.4,260.0,191.1,0.00,1
19.95,cruise,336.74,13.26,0.800,1,24.4,-602.5,1869.5,-9045.9,14.67,-139.53,207,209,-1,61.6,-19.2,62.8,-26.5,0.11,-0.03,1.00,0.00,0.00,0.00,-129.54,50.55,19,-1,0,5,31.2,-0.30,0.804,0.912,-2.01,0,30,0,58.5,301.4,249.5,174.7,0.00,1
