t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav1,nav0,nav2,trihdg,trires,aimq
0.00,climb,72.50,277.50,0.378,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,2,0.0,0.03,0.378,0.378,0.00,0,0,0,82.9,180.0,180.0,187.1,0.00,0
0.10,climb,72.50,277.50,0.642,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,4,0.0,0.09,0.643,0.643,0.00,0,0,0,82.9,180.0,180.0,187.1,0.00,0
0.20,climb,72.50,277.50,0.917,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,8,0.0,0.15,0.919,0.919,0.00,0,0,0,82.9,180.0,180.0,187.1,0.00,0
0.30,climb,72.50,277.50,1.000,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,11,0.3,0.21,1.000,1.000,0.00,0,0,0,82.9,180.0,180.0,187.1,0.00,0
0.40,climb,72.53,277.47,1.000,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,13,2.0,0.26,1.000,1.000,0.16,0,0,0,82.8,180.2,180.0,187.2,0.00,0
0.50,climb,72.71,277.29,1.000,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.1,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,16,2.0,0.29,1.000,1.000,1.24,0,0,0,82.8,180.2,180.0,187.2,0.00,0
0.60,climb,73.11,276.89,1.000,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.2,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,1,19,11.8,0.27,1.000,1.000,3.39,0,22,0,82.8,180.2,180.0,187.2,0.00,0
0.70,climb,73.84,276.16,1.000,1,1204.7,1985.9,687.8,-1620.4,0.00,0.00,187,187,-1,0.0,0.0,0.0,0.3,0.02,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,99,-1,1,22,11.8,0.21,1.000,1.000,6.41,0,22,0,82.8,180.2,180.0,187.2,0.00,0
0.80,climb,74.89,275.11,1.000,1,1204.7,1985.9,687.8,-1620.4,-0.18,-0.09,188,192,-1,0.0,0.0,-0.1,0.4,0.01,-0.01,0.00,0.00,0.00,0.00,-0.08,0.10,99,-1,1,25,27.8,0.10,1.000,1.000,9.73,0,22,0,78.3,180.1,180.0,191.7,0.00,0
0.90,climb,76.27,273.73,1.000,1,1204.6,1985.9,687.8,-1620.4,-0.22,-0.09,188,192,-1,0.0,0.0,-0.2,0.3,0.00,-0.02,0.00,0.00,0.00,0.00,-0.06,0.19,99,-1,1,27,34.6,-0.01,1.000,1.000,13.01,0,22,0,78.3,180.1,180.0,191.7,0.00,0
1.00,climb,77.98,272.02,1.000,1,1204.6,1985.9,687.9,-1620.4,-0.22,-0.09,189,192,-1,0.0,0.0,-0.3,0.2,-0.01,-0.02,0.00,0.00,0.00,0.00,-0.05,0.23,99,-1,1,30,34.6,-0.10,1.000,1.000,16.26,0,22,0,78.3,180.1,180.0,191.7,0.00,0
1.10,climb,80.01,269.99,1.000,1,1204.6,1985.9,687.9,-1620.4,-0.26,-0.09,189,192,-1,0.0,0.0,-0.4,0.1,-0.02,-0.01,0.00,0.00,0.00,0.00,-0.04,0.27,99,-1,1,32,39.0,-0.13,1.000,1.000,19.48,0,22,0,78.3,180.1,180.0,191.7,0.00,0
1.20,climb,82.36,267.64,1.000,1,1204.6,1985.9,687.9,-1620.4,-0.35,0.00,192,206,-1,0.0,0.0,-0.3,-0.1,-0.02,0.00,0.00,0.00,0.00,0.00,0.07,0.34,99,-1,1,33,40.3,-0.15,1.000,1.000,22.67,0,22,0,63.8,179.3,179.6,206.2,0.00,0
1.30,climb,85.02,264.98,1.000,1,1204.5,1985.9,688.0,-1620.4,-0.35,0.00,194,206,-1,0.0,0.0,-0.2,-0.1,-0.01,0.02,0.00,0.00,0.00,0.00,0.08,0.34,99,-1,1,34,38.3,-0.09,1.000,1.000,25.83,0,22,0,63.8,179.3,179.6,206.2,0.00,0
1.40,climb,88.00,262.00,1.000,1,1204.5,1985.9,688.0,-1620.4,-0.26,0.18,196,206,-1,0.0,0.0,-0.0,-0.0,0.02,0.03,0.00,0.00,0.00,0.00,0.17,0.27,99,-1,1,35,27.9,0.02,1.000,1.000,28.96,0,22,0,63.8,179.3,179.6,206.2,0.00,0
1.50,climb,91.27,258.73,1.000,1,1204.5,1985.9,688.0,-1620.4,-0.18,0.18,197,206,-1,0.0,0.0,0.1,0.3,0.05,0.03,0.00,0.00,0.00,0.00,0.25,0.20,99,-1,1,36,22.4,0.17,1.000,1.000,32.05,0,22,0,63.8,179.3,179.6,206.2,0.00,0
1.60,climb,94.85,255.15,1.000,1,1204.5,1985.9,688.0,-1620.4,-0.18,0.18,200,218,-1,0.0,0.0,0.2,0.8,0.08,0.02,0.00,0.00,0.00,0.00,0.23,0.10,99,-1,1,36,22.4,0.27,1.000,1.000,35.12,0,22,0,52.1,181.1,180.8,217.9,0.00,0
1.70,climb,98.73,251.27,1.000,1,1204.4,1985.9,688.1,-1620.4,-0.26,-0.04,203,218,-1,0.0,0.0,0.3,1.3,0.09,0.01,0.00,0.00,0.00,0.00,0.15,0.13,99,-1,1,37,19.3,0.35,1.000,1.000,38.15,0,22,0,52.1,181.1,180.8,217.9,0.00,0
1.80,climb,102.91,247.09,1.000,1,1204.4,1985.9,688.1,-1620.4,-0.26,-0.04,205,218,-1,0.0,0.0,0.2,1.7,0.08,-0.01,0.00,0.00,0.00,0.00,0.07,0.26,99,-1,1,37,19.3,0.36,1.000,1.000,41.15,0,22,0,52.1,181.1,180.8,217.9,0.00,0
1.90,climb,107.40,242.60,1.000,1,1204.4,1985.9,688.1,-1620.4,-0.44,-0.31,207,218,-1,0.0,0.0,-0.1,1.8,0.03,-0.04,0.00,0.00,0.00,0.00,-0.07,0.53,99,-1,1,38,23.7,0.29,1.000,1.000,44.11,0,22,0,52.1,181.1,180.8,217.9,0.00,0
2.00,climb,112.18,237.82,1.000,1,1204.2,1985.8,688.2,-1620.4,-0.83,-0.75,210,228,-1,0.0,0.0,-0.4,1.5,-0.03,-0.05,0.00,0.00,0.00,0.00,-0.14,0.80,99,-1,1,38,41.3,0.14,1.000,1.000,47.03,0,22,0,42.2,181.1,181.2,227.8,0.00,0
2.10,climb,117.25,232.75,0.882,1,1204.2,1985.8,688.3,-1620.3,-0.83,-0.75,213,228,-1,0.0,0.0,-0.7,0.8,-0.09,-0.06,0.00,0.00,0.00,0.00,-0.17,1.11,99,-1,0,39,41.3,-0.05,0.883,0.943,49.92,0,22,0,42.2,181.1,181.2,227.8,0.00,0
2.20,climb,122.62,227.38,0.719,1,1204.1,1985.7,688.4,-1620.2,-1.01,-0.79,215,228,-1,0.0,0.0,-0.9,-0.1,-0.14,-0.04,0.00,0.00,0.00,0.00,-0.06,1.28,99,-1,0,39,50.5,-0.22,0.721,0.790,52.79,0,22,0,42.2,181.1,181.2,227.8,0.00,0
2.30,climb,128.23,221.77,0.559,1,1204.0,1985.6,688.5,-1620.1,-1.14,-0.79,217,228,-1,0.0,0.0,-0.7,-0.9,-0.13,0.02,0.00,0.00,0.00,0.00,0.06,1.39,99,-1,0,40,56.4,-0.33,0.562,0.624,55.41,0,22,0,42.2,181.1,181.2,227.8,0.00,0
2.40,climb,134.01,215.99,0.426,1,1203.8,1985.5,688.6,-1620.1,-1.14,-0.35,222,249,-1,0.0,0.0,-0.1,-1.3,-0.07,0.08,0.00,0.00,0.00,0.00,0.34,1.23,99,-1,0,39,52.6,-0.36,0.430,0.493,57.33,0,22,0,21.4,178.6,176.4,248.6,0.00,0
