t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat
0.00,climb,68.50,131.50,1.000,1,97.4,78.2,902.6,921.8,0.00,0.00,10,10,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1
0.10,climb,68.50,131.50,1.000,1,97.4,78.2,902.6,921.8,0.00,0.00,10,10,-1,0.0,0.0,0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1
0.20,climb,68.50,131.50,1.000,1,97.4,78.2,902.6,921.8,0.00,0.00,10,10,-1,0.0,0.0,0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,95,-1,1
0.30,climb,68.51,131.49,1.000,1,97.4,78.2,902.6,921.8,0.00,0.00,10,10,-1,0.0,0.0,-0.0,-0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,95,-1,1
0.40,climb,68.58,131.42,1.000,1,97.4,78.2,902.6,921.8,0.00,-0.01,10,10,-1,0.0,0.0,-0.1,-0.0,-0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,95,-1,1
0.50,climb,68.79,131.21,1.000,1,97.4,78.2,902.6,921.8,0.00,-0.01,10,10,-1,0.0,0.0,-0.2,-0.0,-0.00,-0.02,0.00,0.00,0.00,0.00,0.01,-0.00,95,-1,1
0.60,climb,69.39,130.61,1.000,1,97.4,78.2,902.6,921.8,-0.00,-0.01,10,10,-1,0.0,0.0,-0.3,-0.0,0.00,-0.02,0.00,0.00,0.00,0.00,0.01,-0.00,95,-1,1
0.70,climb,69.99,130.01,1.000,1,97.4,78.2,902.6,921.8,0.00,-0.04,10,10,-1,0.0,0.0,-0.4,0.0,0.01,-0.03,0.00,0.00,0.00,0.00,0.01,-0.00,95,-1,1
0.80,climb,71.06,128.94,0.823,1,97.4,78.2,902.6,921.8,0.00,-0.04,10,10,-1,0.0,0.0,-0.6,0.1,0.01,-0.02,0.00,0.00,0.00,0.00,0.04,-0.01,95,-1,0
0.90,climb,73.27,126.73,0.000,1,97.4,78.2,902.6,921.8,0.02,-0.10,10,10,-1,0.0,0.0,-0.6,0.1,0.00,-0.02,0.00,0.00,0.00,0.00,0.10,-0.00,95,-1,1
1.00,climb,74.07,125.93,1.000,1,97.4,78.2,902.6,921.8,0.03,-0.14,10,10,-1,0.0,0.0,-0.7,0.1,0.00,-0.02,0.00,0.00,0.00,0.00,0.10,-0.00,95,-1,1
1.10,climb,76.28,123.72,0.000,1,97.4,78.2,902.6,921.8,0.03,-0.14,10,10,-1,0.0,0.0,-0.7,0.1,0.00,-0.02,0.00,0.00,0.00,0.00,0.15,0.01,95,-1,1
1.20,climb,78.21,121.79,0.000,1,97.4,78.1,902.6,921.9,0.05,-0.20,10,10,-1,0.0,0.0,-0.8,0.1,0.00,-0.02,0.00,0.00,0.00,0.00,0.21,0.02,95,-1,1
1.30,climb,79.79,120.21,0.318,1,97.4,78.1,902.6,921.9,0.07,-0.26,10,10,-1,0.0,0.0,-0.8,0.1,-0.00,-0.01,0.00,0.00,0.00,0.00,0.21,0.02,95,-1,0
1.40,climb,82.10,117.90,0.000,1,97.4,78.1,902.6,921.9,0.07,-0.26,10,10,-1,0.0,0.0,-0.8,0.1,-0.01,-0.01,0.00,0.00,0.00,0.00,0.27,0.03,95,-1,1
1.50,climb,85.00,115.00,0.000,1,97.4,78.1,902.6,921.9,0.09,-0.31,10,10,-1,0.0,0.0,-0.8,0.0,-0.01,-0.01,0.00,0.00,0.00,0.00,0.32,0.04,95,-1,1
1.60,climb,86.69,113.31,0.210,1,97.4,78.0,902.6,921.9,0.09,-0.32,10,10,-1,0.0,0.0,-0.8,-0.0,-0.01,-0.01,0.00,0.00,0.00,0.00,0.32,0.04,95,-1,0
1.70,climb,88.89,111.11,0.000,1,97.4,78.0,902.6,922.0,0.09,-0.32,10,10,-1,0.0,0.0,-0.8,-0.1,-0.01,-0.01,0.00,0.00,0.00,0.00,0.34,0.03,95,-1,1
1.80,climb,91.00,109.00,0.000,1,97.4,78.0,902.6,922.0,0.09,-0.33,10,10,-1,0.0,0.0,-0.8,-0.1,-0.01,-0.01,0.00,0.00,0.00,0.00,0.34,0.03,95,-1,1
