t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax
0.00,climb,68.50,181.50,0.398,1,103.6,-337.2,-3.6,537.2,0.00,0.00,138,138,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.397,0.398
0.10,climb,68.50,181.50,0.663,1,103.6,-337.2,-3.6,537.2,0.00,0.00,138,138,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,-0,-0.0,0.00,0.663,0.663
0.20,climb,68.50,181.50,0.938,1,103.6,-337.2,-3.6,537.2,0.00,0.00,138,138,-1,0.0,0.0,-0.0,0.0,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,0,0,0.0,0.00,0.938,0.938
0.30,climb,68.50,181.50,1.000,1,103.6,-337.2,-3.6,537.2,0.00,0.00,138,138,-1,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-1,-1,1,-0,0.0,0.00,1.000,1.000
0.40,climb,68.57,181.43,1.000,1,103.6,-337.2,-3.6,537.2,0.00,0.00,138,138,-1,0.0,0.0,0.0,0.0,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61,-1,1,-0,0.0,-0.00,1.000,1.000
0.50,climb,68.82,181.18,1.000,1,103.6,-337.2,-3.6,537.2,-0.01,0.00,138,138,-1,0.0,0.0,0.1,0.2,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,61,-1,1,-0,0.0,-0.00,1.000,1.000
0.60,climb,69.35,180.65,1.000,1,103.6,-337.2,-3.6,537.2,-0.04,0.00,138,138,-1,0.0,0.0,0.2,0.4,0.03,0.02,0.00,0.00,0.00,0.00,-0.01,0.01,61,-1,1,-0,0.1,-0.00,1.000,1.000
0.70,climb,70.27,179.73,1.000,1,103.6,-337.2,-3.6,537.2,-0.04,0.00,138,138,-1,0.0,0.0,0.4,0.7,0.05,0.03,0.00,0.00,0.00,0.00,-0.03,0.03,61,-1,1,-0,0.1,-0.00,1.000,1.000
0.80,climb,71.97,178.03,1.000,1,103.5,-337.2,-3.6,537.2,-0.29,0.08,138,138,-1,0.0,0.0,0.7,1.0,0.06,0.05,0.00,0.00,0.00,0.00,-0.06,0.10,61,-1,1,-0,0.2,-0.00,1.000,1.000
0.90,climb,73.29,176.71,1.000,1,103.5,-337.2,-3.5,537.2,-0.29,0.08,138,138,-1,0.0,0.0,1.0,1.3,0.05,0.05,0.00,0.00,0.00,0.00,-0.14,0.27,61,-1,1,-0,0.2,-0.00,1.000,1.000
1.00,climb,75.39,174.61,1.000,1,103.4,-337.1,-3.5,537.2,-0.91,0.13,138,138,-1,0.0,0.0,1.1,1.3,0.02,0.03,0.00,0.00,0.00,0.00,-0.30,0.49,61,-1,1,-0,-0.0,-0.00,1.000,1.000
1.10,climb,77.88,172.12,1.000,1,103.3,-337.1,-3.4,537.1,-1.23,0.13,138,138,-1,0.0,0.0,0.9,1.1,-0.02,-0.01,0.00,0.00,0.00,0.00,-0.51,0.76,61,-1,1,-0,-0.2,0.00,1.000,1.000
1.20,climb,82.34,167.66,1.000,1,103.1,-337.1,-3.3,537.1,-1.43,0.13,138,138,-1,0.0,0.0,0.5,0.7,-0.06,-0.05,0.00,0.00,0.00,0.00,-0.73,1.00,61,-1,1,-0,-0.2,0.00,1.000,1.000
1.30,climb,84.90,165.10,1.000,1,103.0,-337.1,-3.1,537.1,-1.49,0.13,138,138,-1,0.0,0.0,0.0,0.1,-0.08,-0.08,0.00,0.00,0.00,0.00,-0.86,1.15,61,-1,1,-0,-0.2,0.00,1.000,1.000
1.40,climb,88.62,161.38,1.000,1,103.0,-337.1,-3.0,537.1,-1.49,0.13,138,138,-1,0.0,0.0,-0.5,-0.3,-0.07,-0.07,0.00,0.00,0.00,0.00,-0.90,1.19,61,-1,1,-0,-0.2,0.00,1.000,1.000
1.50,climb,92.72,157.28,0.903,1,102.7,-337.1,-2.9,537.1,-1.11,0.18,138,138,-1,0.0,0.0,-0.7,-0.5,-0.03,-0.04,0.00,0.00,0.00,0.00,-0.80,1.10,61,-1,0,-0,0.1,0.00,0.903,0.932
1.60,climb,96.02,153.98,0.705,1,102.7,-337.1,-2.7,537.1,-1.11,0.18,138,138,-1,0.0,0.0,-0.5,-0.3,0.03,0.02,0.00,0.00,0.00,0.00,-0.61,0.94,61,-1,0,-0,0.1,-0.00,0.705,0.724
1.70,climb,100.70,149.30,0.503,1,102.6,-337.1,-2.6,537.1,-0.85,0.21,138,138,-1,0.0,0.0,0.0,0.3,0.09,0.08,0.00,0.00,0.00,0.00,-0.41,0.77,61,-1,0,-0,0.3,-0.01,0.503,0.573
1.80,climb,105.60,144.40,0.335,1,102.5,-337.0,-2.6,537.0,-0.71,0.29,138,138,-1,0.0,0.0,0.9,1.1,0.13,0.14,0.00,0.00,0.00,0.00,-0.28,0.70,61,-1,0,-0,0.7,-0.01,0.335,0.443
1.90,climb,110.62,139.38,0.213,1,102.5,-337.0,-2.5,537.0,-0.71,0.29,138,138,-1,0.0,0.0,1.7,1.9,0.14,0.15,0.00,0.00,0.00,0.00,-0.26,0.72,61,-1,0,-0,0.7,-0.01,0.213,0.327
2.00,climb,115.68,134.32,0.135,1,102.4,-337.0,-2.4,537.0,-0.83,0.29,138,138,-1,0.0,0.0,2.3,2.4,0.11,0.11,0.00,0.00,0.00,0.00,-0.34,0.80,61,-1,0,-0,0.6,-0.01,0.135,0.223
2.10,climb,123.18,126.82,0.070,1,102.2,-336.9,-2.3,536.9,-1.10,0.26,138,138,-1,0.0,0.0,2.6,2.6,0.05,0.06,0.00,0.00,0.00,0.00,-0.46,0.91,61,-1,0,-0,0.0,-0.01,0.070,0.116
2.20,climb,125.64,124.36,0.079,1,102.2,-336.9,-2.2,536.9,-1.10,0.26,138,138,-1,0.0,0.0,2.4,2.5,0.02,0.00,0.00,0.00,0.00,0.00,-0.54,1.00,61,-1,0,-0,0.0,-0.00,0.079,0.088
2.30,climb,130.47,119.53,0.081,1,102.0,-336.9,-2.1,536.9,-1.24,0.24,138,138,-1,0.0,0.0,2.1,2.4,-0.00,-0.02,0.00,0.00,0.00,0.00,-0.61,1.04,61,-1,0,-0,-0.2,0.00,0.081,0.092
2.40,climb,135.17,114.83,0.092,1,101.9,-336.8,-2.0,536.9,-1.27,0.24,138,138,-1,0.0,0.0,1.7,2.1,-0.01,-0.04,0.00,0.00,0.00,0.00,-0.65,1.08,61,-1,0,-0,-0.2,0.00,0.092,0.112
2.50,climb,139.75,110.25,0.103,1,101.9,-336.8,-1.9,536.8,-1.27,0.24,138,138,-1,0.0,0.0,1.3,1.9,-0.02,-0.05,0.00,0.00,0.00,0.00,-0.67,1.10,61,-1,0,-0,-0.2,0.00,0.103,0.129
2.60,climb,145.30,104.70,0.102,1,101.6,-336.8,-1.7,536.8,-1.29,0.24,138,138,-1,0.0,0.0,0.9,1.6,-0.02,-0.05,0.00,0.00,0.00,0.00,-0.68,1.12,61,-1,0,-0,-0.2,0.00,0.102,0.131
2.70,climb,149.61,100.39,0.112,1,101.5,-336.8,-1.6,536.8,-1.28,0.24,138,138,-1,0.0,0.0,0.5,1.3,-0.03,-0.05,0.00,0.00,0.00,0.00,-0.68,1.12,61,-1,0,-0,-0.1,-0.00,0.112,0.143
2.80,climb,154.84,95.16,0.111,1,101.3,-336.7,-1.5,536.8,-1.26,0.26,138,138,-1,0.0,0.0,0.2,1.0,-0.03,-0.05,0.00,0.00,0.00,0.00,-0.67,1.11,61,-1,0,-0,-0.1,-0.00,0.111,0.143
2.90,climb,156.88,93.12,0.142,1,101.2,-336.7,-1.3,536.7,-1.24,0.26,138,138,-1,0.0,0.0,-0.1,0.8,-0.02,-0.04,0.00,0.00,0.00,0.00,-0.65,1.11,61,-1,0,-0,0.1,-0.00,0.142,0.166
3.00,climb,160.87,89.13,0.148,1,101.2,-336.7,-1.2,536.7,-1.24,0.26,138,138,-1,0.0,0.0,-0.3,0.7,-0.01,-0.02,0.00,0.00,0.00,0.00,-0.63,1.09,61,-1,0,-0,0.1,-0.01,0.148,0.161
3.10,climb,164.78,85.22,0.152,1,101.1,-336.7,-1.1,536.7,-1.21,0.29,138,138,-1,0.0,0.0,-0.3,0.7,0.01,-0.00,0.00,0.00,0.00,0.00,-0.59,1.09,61,-1,0,-0,0.3,-0.01,0.152,0.155
3.20,climb,169.54,80.46,0.137,1,100.9,-336.6,-1.0,536.7,-1.15,0.33,138,138,-1,0.0,0.0,-0.2,0.7,0.01,0.01,0.00,0.00,0.00,0.00,-0.56,1.08,61,-1,0,-0,0.4,-0.01,0.137,0.148
3.30,climb,172.33,77.67,0.140,1,100.9,-336.6,-0.9,536.6,-1.15,0.33,138,138,-1,0.0,0.0,-0.0,0.7,0.02,0.02,0.00,0.00,0.00,0.00,-0.52,1.07,61,-1,0,-0,0.4,-0.01,0.140,0.155
3.40,climb,176.89,73.11,0.122,1,100.6,-336.6,-0.8,536.6,-1.11,0.33,138,138,-1,0.0,0.0,0.1,0.7,0.01,0.02,0.00,0.00,0.00,0.00,-0.51,1.06,61,-1,0,-0,0.2,-0.01,0.122,0.135
3.50,dash,181.32,68.68,0.157,1,100.5,-336.5,-0.6,536.6,-1.10,0.35,138,138,-1,-2.0,2.0,0.1,0.7,-0.02,0.03,0.00,0.00,0.00,0.00,-0.50,1.05,61,-1,0,-0,0.2,-0.01,0.157,0.177
3.60,dash,183.04,66.96,0.176,1,100.5,-336.5,-0.5,536.5,-1.10,0.35,138,138,-1,-4.0,4.0,0.1,0.6,-0.05,0.04,0.00,0.00,0.00,0.00,-0.47,1.05,61,-1,0,-0,0.2,-0.01,0.176,0.213
3.70,dash,186.44,63.56,0.169,1,100.3,-336.5,-0.4,536.5,-1.07,0.33,138,138,-1,-6.0,6.0,0.1,0.5,-0.07,0.06,0.00,0.00,0.00,0.00,-0.48,1.03,61,-1,0,-0,0.0,-0.01,0.169,0.222
3.80,dash,190.59,59.41,0.093,1,100.2,-336.4,-0.3,536.5,-1.06,0.31,138,138,-1,-8.0,8.0,0.0,0.4,-0.08,0.07,0.00,0.00,0.00,0.00,-0.47,1.02,61,-1,0,-0,-0.1,-0.00,0.093,0.154
3.90,dash,193.83,56.17,0.037,1,100.1,-336.4,-0.2,536.4,-1.04,0.29,138,138,-1,-10.0,10.0,-0.2,0.6,-0.07,0.06,0.00,0.00,0.00,0.00,-0.48,0.99,61,-1,1,-0,-0.3,-0.00,0.037,0.074
4.00,dash,196.20,53.80,0.021,1,100.1,-336.4,-0.1,536.4,-1.04,0.29,138,138,-1,-12.0,12.0,-0.6,0.9,-0.06,0.06,0.00,0.00,0.00,0.00,-0.48,0.97,61,-1,1,-0,-0.3,0.00,0.021,0.042
4.10,dash,199.25,50.75,0.000,1,100.0,-336.4,-0.0,536.4,-1.02,0.29,138,138,-1,-14.0,14.0,-1.1,1.3,-0.07,0.07,0.00,0.00,0.00,0.00,-0.47,0.95,61,-1,1,-0,-0.3,0.00,0.000,0.000
4.20,dash,202.20,47.80,0.000,1,99.9,-336.3,0.1,536.3,-1.00,0.29,138,138,-1,-16.0,16.0,-1.5,1.7,-0.08,0.08,0.00,0.00,0.00,0.00,-0.46,0.94,61,-1,1,-0,-0.3,0.00,0.000,0.000
4.30,dash,205.71,44.29,0.000,1,99.7,-336.3,0.2,536.3,-0.97,0.30,138,138,-1,-18.0,18.0,-2.0,2.2,-0.08,0.09,0.00,0.00,0.00,0.00,-0.45,0.92,61,-1,1,-0,-0.4,0.01,0.000,0.000
4.40,dash,207.73,42.27,0.000,1,99.7,-336.3,0.3,536.3,-0.97,0.30,138,138,-1,-20.0,19.9,-2.5,2.7,-0.09,0.10,0.00,0.00,0.00,0.00,-0.43,0.92,61,-1,1,-0,-0.4,0.01,0.000,0.000
4.50,dash,211.54,38.46,0.000,1,99.5,-336.2,0.4,536.3,-0.94,0.33,138,138,-1,-22.0,19.9,-3.1,3.3,-0.08,0.11,0.00,0.00,0.00,0.00,-0.41,0.91,61,-1,1,-0,-0.4,0.01,0.000,0.000
4.60,dash,213.34,36.66,0.000,1,99.4,-336.2,0.5,536.2,-0.92,0.33,138,138,-1,-22.4,19.9,-3.6,3.8,-0.07,0.11,0.00,0.00,0.00,0.00,-0.38,0.92,61,-1,1,0,-0.4,0.01,0.000,0.000
4.70,dash,216.17,33.83,0.000,1,99.3,-336.2,0.6,536.2,-0.90,0.35,138,138,-1,-22.4,19.9,-4.1,4.4,-0.07,0.11,0.00,0.00,0.00,0.00,-0.37,0.90,61,-1,1,0,-0.4,0.01,0.000,0.000
4.80,dash,218.28,31.72,0.000,1,99.2,-336.1,0.7,536.2,-0.89,0.37,138,138,-1,-22.4,19.9,-4.6,4.9,-0.07,0.11,0.00,0.00,0.00,0.00,-0.34,0.91,61,-1,1,0,-0.4,0.01,0.000,0.000
4.90,dash,219.29,30.71,0.003,1,99.2,-336.1,0.8,536.1,-0.89,0.37,138,138,-1,-22.4,19.9,-5.1,5.4,-0.07,0.11,0.00,0.00,0.00,0.00,-0.32,0.91,61,-1,1,0,-0.4,0.01,0.003,0.006
5.00,dash,222.12,27.88,0.000,1,99.1,-336.0,0.8,536.1,-0.86,0.40,138,138,-1,-22.4,20.0,-5.6,6.0,-0.07,0.11,0.00,0.00,0.00,0.00,-0.30,0.91,61,-1,1,0,-0.3,0.01,0.000,0.000
5.10,dash,222.99,27.01,0.041,1,99.0,-336.0,0.9,536.0,-0.85,0.42,138,138,-1,-22.4,20.0,-6.0,6.5,-0.07,0.11,0.00,0.00,0.00,0.00,-0.29,0.90,61,-1,1,0,-0.3,0.01,0.041,0.081
5.20,dash,224.66,25.34,0.063,1,99.0,-336.0,1.0,536.0,-0.85,0.42,138,138,-1,-22.4,20.0,-6.5,7.0,-0.06,0.11,0.00,0.00,0.00,0.00,-0.26,0.91,61,-1,1,0,-0.3,0.01,0.063,0.126
5.30,dash,226.19,23.81,0.088,1,98.9,-336.0,1.1,536.0,-0.83,0.44,138,138,-1,-22.4,20.0,-6.9,7.4,-0.06,0.11,0.00,0.00,0.00,0.00,-0.24,0.91,61,-1,0,0,-0.3,0.01,0.088,0.157
5.40,dash,228.26,21.74,0.092,1,98.7,-335.9,1.2,535.9,-0.81,0.47,138,138,-1,-22.4,20.0,-7.3,7.9,-0.06,0.11,0.02,0.00,0.00,0.00,-0.21,0.92,61,-1,0,0,-0.3,0.01,0.092,0.159
5.50,dash,228.90,21.10,0.131,1,98.7,-335.9,1.3,535.9,-0.81,0.47,138,138,-1,-22.3,20.0,-7.8,8.4,-0.05,0.10,0.05,0.00,0.00,0.00,-0.20,0.92,61,-1,0,0,-0.3,0.01,0.131,0.190
5.60,dash,230.64,19.36,0.138,1,98.6,-335.8,1.3,535.8,-0.80,0.54,138,138,-1,-22.3,20.0,-8.4,9.1,-0.04,0.08,0.08,0.00,0.00,0.00,-0.17,0.93,61,-1,0,0,-0.5,0.02,0.138,0.183
5.70,dash,231.18,18.82,0.172,1,98.5,-335.7,1.4,535.8,-0.80,0.60,137,138,-1,-22.3,20.0,-9.2,9.8,-0.02,0.04,0.11,0.00,0.00,0.00,-0.15,0.95,61,-1,0,0,-0.5,0.02,0.172,0.197
5.80,dash,232.43,17.57,0.183,1,98.4,-335.6,1.5,535.7,-0.80,0.70,137,138,-1,-22.3,20.1,-10.3,10.6,0.00,-0.00,0.15,0.00,0.00,0.00,-0.10,1.00,61,-1,0,0,-0.5,0.02,0.183,0.183
5.90,dash,233.13,16.87,0.250,1,98.4,-335.6,1.6,535.6,-0.80,0.70,137,138,-1,-22.3,20.1,-11.5,11.5,0.02,-0.04,0.20,0.00,0.00,0.00,-0.03,1.07,61,-1,0,1,-0.5,0.02,0.250,0.274
6.00,dash,234.01,15.99,0.250,1,98.3,-335.6,1.7,535.6,-0.81,0.83,137,137,-1,-24.1,21.7,-12.9,12.5,0.03,-0.05,0.26,0.00,0.00,0.00,0.06,1.16,61,-1,0,1,-0.6,0.02,0.250,0.279
6.10,dash,234.85,15.15,0.250,1,98.3,-335.5,1.7,535.5,-0.81,1.07,137,137,-1,-26.0,23.5,-14.3,13.6,0.02,-0.04,0.31,0.00,0.00,0.00,0.22,1.32,61,-1,0,1,-0.6,0.02,0.250,0.275
6.20,dash,235.89,14.11,0.250,1,98.1,-335.2,1.8,535.3,-0.80,1.81,137,137,-1,-27.0,24.4,-15.7,14.6,0.01,-0.03,0.37,0.00,0.00,0.00,0.46,1.56,61,-1,0,1,-0.0,0.02,0.250,0.266
6.30,dash,236.70,13.30,0.250,1,98.0,-334.9,1.9,535.2,-0.79,2.22,136,137,-1,-27.7,25.1,-16.9,15.6,0.00,-0.01,0.41,0.00,0.00,0.00,0.76,1.83,61,-1,0,1,0.4,0.01,0.250,0.255
6.40,dash,237.29,12.71,0.250,1,98.0,-334.9,2.0,534.9,-0.79,2.22,136,137,-1,-28.2,25.5,-18.0,16.5,-0.00,-0.00,0.46,0.00,0.00,0.00,1.05,2.11,61,-1,0,1,0.4,0.01,0.250,0.251
6.50,dash,238.06,11.94,0.250,1,97.9,-334.7,2.1,534.7,-0.77,2.63,136,137,-1,-28.9,26.1,-19.1,17.4,-0.00,0.01,0.50,0.00,0.00,0.00,1.34,2.39,61,-1,0,1,0.7,-0.00,0.250,0.253
6.60,dash,238.98,11.02,0.250,1,97.8,-334.1,2.1,534.4,-0.74,3.48,135,137,-1,-29.8,26.8,-20.1,18.4,0.00,0.01,0.54,0.00,0.00,0.00,1.64,2.67,61,-1,0,1,1.0,-0.01,0.250,0.256
6.70,dash,239.52,10.48,0.250,1,97.8,-334.1,2.2,534.1,-0.74,3.48,135,137,-1,-30.3,27.2,-21.1,19.4,0.01,0.02,0.59,0.00,0.00,0.00,1.94,2.98,61,-1,0,0,1.0,-0.01,0.250,0.259
6.80,dash,240.21,9.79,0.250,1,97.7,-333.7,2.3,533.7,-0.73,3.92,135,138,-1,-31.0,27.7,-22.1,20.4,0.01,0.02,0.63,0.00,0.00,0.00,2.25,3.30,61,-1,0,0,1.0,-0.01,0.250,0.262
6.90,dash,240.88,9.12,0.250,1,97.6,-333.3,2.4,533.3,-0.73,4.38,135,138,-1,-31.6,28.2,-23.1,21.4,0.02,0.02,0.67,0.00,0.00,0.00,2.56,3.63,61,-1,0,0,0.9,-0.01,0.250,0.266
7.00,dash,241.83,8.17,0.250,1,97.5,-332.3,2.4,532.8,-0.72,5.34,134,138,-1,-32.5,28.9,-24.1,22.4,0.02,0.03,0.71,0.00,0.00,0.00,2.87,3.98,61,-1,0,0,0.8,-0.01,0.250,0.269
7.10,dash,242.13,7.87,0.250,1,97.5,-332.3,2.5,532.3,-0.72,5.34,134,138,-1,-32.8,29.2,-25.0,23.5,0.03,0.03,0.75,0.00,0.00,0.00,3.18,4.35,61,-1,0,0,0.8,-0.01,0.250,0.272
7.20,dash,242.71,7.29,0.250,1,97.4,-331.7,2.6,531.7,-0.73,5.84,134,138,-1,-33.4,29.7,-26.0,24.6,0.03,0.02,0.79,0.00,0.00,0.00,3.51,4.73,61,-1,0,0,0.6,-0.01,0.250,0.272
7.30,dash,243.55,6.45,0.250,1,97.3,-330.4,2.7,531.1,-0.75,6.97,133,138,-1,-34.2,30.3,-27.1,25.7,0.03,0.01,0.83,0.00,0.00,0.00,3.86,5.16,61,-1,0,0,0.3,-0.01,0.250,0.268
7.40,dash,243.95,6.05,0.250,1,97.2,-329.6,2.7,530.4,-0.77,7.55,133,138,-1,-34.6,30.7,-28.2,26.7,0.03,0.00,0.88,0.00,0.00,0.00,4.20,5.60,61,-1,0,0,-0.1,-0.00,0.250,0.264
7.50,dash,244.59,5.41,0.250,1,97.1,-328.8,2.8,529.6,-0.79,8.12,133,138,-1,-35.2,31.3,-29.3,27.7,0.03,-0.00,0.92,0.00,0.00,0.00,4.55,6.07,61,-1,0,0,-0.3,0.01,0.250,0.264
7.60,dash,245.06,4.94,0.250,1,97.0,-328.0,2.9,528.8,-0.80,8.67,132,138,-1,-35.7,31.8,-30.5,28.7,0.04,-0.01,0.96,0.00,0.00,0.00,4.87,6.54,61,-1,0,0,-0.5,0.01,0.250,0.270
7.70,dash,245.28,4.72,0.250,1,97.0,-328.0,3.0,528.0,-0.80,8.67,132,138,-1,-36.0,32.1,-31.7,29.8,0.05,-0.02,1.00,0.00,0.00,0.00,5.17,7.00,61,-1,0,0,-0.5,0.02,0.250,0.277
7.80,dash,245.81,4.19,0.250,1,96.9,-326.1,3.0,527.1,-0.84,9.88,131,138,-1,-36.5,32.6,-32.8,30.8,0.05,-0.02,1.00,0.00,0.00,0.00,5.47,7.49,61,-1,0,1,-0.1,0.02,0.250,0.275
7.90,dash,246.20,3.80,0.250,1,96.9,-326.1,3.1,526.1,-0.84,9.88,131,138,-1,-36.9,33.0,-33.8,31.7,0.04,-0.01,1.00,0.00,0.00,0.00,5.79,8.05,61,-1,0,1,-0.1,0.02,0.250,0.269
8.00,dash,246.57,3.43,0.250,1,96.7,-324.0,3.2,525.1,-0.89,11.17,130,138,-1,-37.3,33.4,-34.7,32.5,0.02,-0.00,1.00,0.00,0.00,0.00,6.08,8.62,61,-1,0,1,0.3,0.01,0.250,0.261
8.10,dash,246.83,3.17,0.250,1,96.7,-324.0,3.3,524.0,-0.89,11.17,129,138,-1,-37.6,33.8,-35.6,33.2,0.01,0.00,1.00,0.00,0.00,0.00,6.37,9.22,61,-1,0,1,0.3,0.01,0.250,0.256
8.20,dash,247.14,2.86,0.250,1,96.6,-322.8,3.4,522.8,-0.91,11.79,128,138,-1,-38.0,34.1,-36.4,33.8,0.01,0.00,1.00,0.00,0.00,0.00,6.62,9.79,61,-1,0,1,0.5,0.01,0.250,0.254
8.30,dash,247.41,2.59,0.250,1,96.5,-321.6,3.5,521.6,-0.92,12.38,128,138,-1,-38.4,34.4,-37.2,34.4,0.01,-0.00,1.00,0.00,0.00,0.00,6.86,10.35,61,-1,0,1,0.6,0.00,0.250,0.256
8.40,dash,247.65,2.35,0.250,1,96.4,-320.3,3.6,520.3,-0.92,12.96,127,138,-1,-38.7,34.7,-38.0,35.0,0.02,-0.01,1.00,0.00,0.00,0.00,7.06,10.91,61,-1,0,1,0.6,0.01,0.250,0.262
8.50,dash,247.94,2.06,0.270,1,96.2,-317.6,3.7,519.0,-0.91,14.14,126,138,-1,-39.0,35.1,-38.9,35.7,0.03,-0.02,1.00,0.00,0.00,0.00,7.25,11.48,61,-1,0,1,0.5,0.01,0.270,0.289
8.60,dash,248.05,1.95,0.300,1,96.2,-316.1,3.8,517.6,-0.91,14.77,125,138,-1,-39.2,35.3,-39.7,36.5,0.04,-0.03,1.00,0.00,0.00,0.00,7.43,12.06,61,-1,0,1,0.4,0.01,0.300,0.328
8.70,dash,248.18,1.82,0.330,1,96.1,-314.6,3.8,516.1,-0.90,15.55,124,138,-1,-39.4,35.6,-40.6,37.3,0.04,-0.04,1.00,0.00,0.00,0.00,7.60,12.69,61,-1,0,1,0.3,0.01,0.330,0.362
8.80,dash,248.31,1.69,0.360,1,96.0,-312.9,3.9,514.6,-0.90,16.45,123,138,-1,-39.7,35.9,-41.5,38.0,0.04,-0.04,1.00,0.00,0.00,0.00,7.82,13.46,61,-1,0,1,0.5,0.02,0.360,0.395
8.90,dash,248.36,1.64,0.390,1,96.0,-312.9,4.0,512.9,-0.90,16.45,122,138,-1,-39.9,36.2,-42.3,38.7,0.04,-0.04,1.00,0.00,0.00,0.00,8.07,14.36,61,-1,0,1,0.5,0.01,0.390,0.423
9.00,dash,248.48,1.52,0.420,1,95.8,-309.4,4.1,511.2,-0.90,18.57,121,138,-1,-40.2,36.5,-43.0,39.2,0.02,-0.03,1.00,0.00,0.00,0.00,8.34,15.33,61,-1,0,1,1.3,0.01,0.420,0.442
9.10,dash,248.56,1.44,0.450,1,95.8,-309.4,4.2,509.4,-0.90,18.57,121,138,-1,-40.5,36.8,-43.4,39.4,0.00,-0.01,1.00,0.00,0.00,0.00,8.67,16.44,61,-1,0,1,1.3,0.00,0.450,0.454
9.20,dash,248.68,1.32,0.480,1,95.7,-307.4,4.3,507.4,-0.89,19.85,120,138,-1,-41.0,37.2,-43.7,39.5,-0.02,0.02,1.00,0.00,0.00,0.00,9.08,17.67,61,-1,0,1,1.5,-0.00,0.480,0.495
9.30,dash,248.82,1.18,0.510,1,95.6,-305.4,4.4,505.4,-0.88,21.23,119,138,-1,-41.4,37.5,-43.8,39.5,-0.03,0.03,1.00,0.00,0.00,0.00,9.54,18.98,61,-1,0,1,1.7,-0.01,0.510,0.534
9.40,dash,248.99,1.01,0.540,1,95.5,-303.1,4.5,503.1,-0.86,22.68,118,138,-1,-41.9,38.0,-44.0,39.6,-0.02,0.03,1.00,0.00,0.00,0.00,10.03,20.36,61,-1,0,1,1.6,-0.00,0.540,0.560
9.50,dash,249.33,0.67,0.570,1,95.4,-298.2,4.6,500.7,-0.83,26.03,118,138,-1,-42.6,38.6,-44.3,39.9,-0.01,0.02,1.00,0.00,0.00,0.00,10.58,21.88,61,-1,0,1,0.9,0.00,0.570,0.579
9.60,dash,249.63,0.37,0.600,1,95.3,-295.4,4.6,498.2,-0.82,27.85,117,139,-1,-43.2,39.2,-44.8,40.4,0.02,0.00,1.00,0.00,0.00,0.00,11.26,23.48,61,-1,0,2,0.4,0.01,0.600,0.608
9.70,dash,249.80,0.20,0.600,1,95.3,-295.4,4.7,495.4,-0.82,27.85,117,139,-1,-43.7,39.8,-45.3,41.2,0.04,-0.01,1.00,0.00,0.00,0.00,11.92,25.19,61,-1,0,2,0.4,0.03,0.600,0.619
9.80,dash,250.19,-0.19,0.600,1,95.2,-292.5,4.8,492.5,-0.83,29.78,116,139,-1,-43.6,39.8,-45.9,42.0,0.05,-0.02,1.00,0.00,0.00,0.00,12.54,27.03,61,-1,0,2,0.1,0.04,0.600,0.627
9.90,dash,250.65,-0.65,0.600,1,95.0,-286.1,4.9,489.4,-0.95,33.80,116,139,-1,-43.1,39.5,-46.5,42.8,0.06,-0.03,1.00,0.00,0.00,0.00,13.09,28.99,61,-1,0,2,0.2,0.04,0.600,0.634
10.00,dash,251.18,-1.18,0.600,1,95.0,-286.1,5.0,486.1,-0.95,33.80,116,141,-1,-42.7,39.1,-47.0,43.4,0.06,-0.04,1.00,0.00,0.00,0.00,13.83,30.86,61,-1,0,2,0.2,0.04,0.600,0.637
10.10,dash,251.77,-1.77,0.600,1,94.9,-282.5,5.1,482.5,-1.06,35.85,115,141,-1,-42.2,38.6,-47.5,43.9,0.05,-0.04,1.00,0.00,0.00,0.00,14.47,32.81,61,-1,0,2,0.5,0.04,0.600,0.636
10.20,dash,252.60,-2.60,0.600,1,94.7,-274.8,5.2,478.8,-1.29,39.91,115,141,-1,-41.7,37.9,-47.8,44.0,0.03,-0.04,1.00,0.00,0.00,0.00,15.05,34.77,61,-1,0,3,2.1,0.03,0.600,0.628
10.30,dash,253.14,-3.14,0.600,1,94.7,-274.8,5.3,474.8,-1.29,39.91,115,141,-1,-41.2,37.2,-48.0,43.8,0.00,-0.04,1.00,0.00,0.00,0.00,15.63,36.75,61,-1,0,3,2.1,0.01,0.600,0.617
10.40,dash,254.12,-4.12,0.600,1,94.4,-266.4,5.5,470.7,-1.45,43.91,115,141,-1,-40.7,36.2,-48.1,43.3,-0.02,-0.03,1.00,0.00,0.00,0.00,16.23,38.68,61,-1,0,2,5.2,-0.02,0.600,0.618
