t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc,npers,chg,nav4,nav5,nav7,trihdg,trires,aimq
0.00,climb,70.50,279.50,1.000,1,0.5,0.5,1892.0,-9635.0,0.00,0.00,270,270,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,0.0,0.00,1.000,1.000,0.00,0,0,0,0.0,0.0,180.0,270.0,0.00,0
0.75,climb,71.74,278.26,1.000,1,0.5,0.5,1892.0,-9635.0,-0.00,-0.00,270,270,-1,0.0,0.0,-0.0,0.0,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1,-1,1,0,-0.0,0.00,1.000,1.000,4.53,0,0,0,0.0,270.7,180.0,270.0,0.00,0
1.95,climb,98.96,251.04,1.000,1,0.5,0.5,1892.0,-9635.0,-0.03,-0.09,270,270,-1,0.0,0.0,-0.1,0.3,0.01,-0.00,0.00,0.00,0.00,0.00,0.03,0.07,17,-1,1,0,-0.0,0.00,1.000,1.000,34.10,0,30,0,0.0,270.0,180.2,270.0,0.00,0
3.15,climb,157.84,192.16,0.317,1,0.4,0.2,1892.1,-9634.7,-0.13,-0.39,270,270,-1,0.0,0.0,-0.2,0.4,-0.01,0.00,0.00,0.00,0.00,0.00,0.13,0.38,17,-1,0,0,0.0,0.00,0.317,0.321,56.10,0,30,0,0.0,270.1,180.6,270.0,0.00,0
4.35,climb,219.65,130.35,0.209,1,0.2,-0.3,1892.3,-9634.3,-0.11,-0.31,270,270,-1,0.0,0.0,0.1,-0.3,-0.01,0.00,0.00,0.00,0.00,0.00,0.12,0.32,17,-1,0,0,0.0,0.00,0.209,0.213,47.57,0,30,0,360.0,90.2,179.8,270.0,0.00,0
5.55,climb,269.23,80.77,0.202,1,0.1,-0.6,1892.4,-9634.0,-0.06,-0.19,270,270,-1,0.0,0.0,0.0,-0.1,0.00,-0.00,0.00,0.00,0.00,0.00,0.07,0.20,17,-1,0,0,-0.0,0.00,0.202,0.205,37.23,0,30,0,360.0,90.1,179.9,270.0,0.00,0
6.75,climb,306.45,43.55,0.000,1,0.1,-0.8,1892.4,-9633.8,-0.05,-0.14,270,270,-1,0.0,0.0,0.1,-0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.15,17,-1,1,-0,0.0,-0.00,0.000,0.000,26.18,0,30,0,360.0,90.1,179.8,270.0,0.00,0
7.95,climb,327.08,22.92,0.185,1,0.0,-0.9,1892.5,-9633.6,-0.04,-0.13,270,270,-1,0.0,0.0,0.1,0.6,0.02,0.00,0.00,0.00,0.00,0.00,0.04,0.13,17,-1,0,-0,0.0,-0.00,0.185,0.192,11.35,0,30,0,360.0,269.9,180.4,270.0,0.00,0
8.45,cruise,331.28,18.72,0.325,1,-0.0,-1.0,1892.5,-9633.5,-0.03,-0.16,270,270,-1,4.0,4.0,0.1,0.9,-0.04,-0.05,0.00,0.00,0.00,0.00,0.04,0.15,17,-1,0,-0,0.0,-0.00,0.325,0.352,7.73,0,30,0,360.0,269.9,180.9,270.0,0.00,1
9.15,cruise,336.04,13.96,0.278,1,-0.1,-1.1,1892.6,-9633.4,-0.12,0.00,270,270,-1,8.2,32.0,1.6,3.2,-0.18,0.01,0.00,0.00,0.00,0.00,0.12,0.05,17,-1,0,-0,0.6,-0.01,0.278,0.331,6.59,0,30,0,359.9,267.4,183.2,270.1,0.00,1
10.35,cruise,341.55,8.45,0.335,1,0.2,-1.9,1892.4,-9632.8,0.70,-2.43,273,272,-1,10.2,41.7,6.9,27.1,0.01,0.01,0.59,0.00,0.00,0.00,-0.50,2.01,17,-1,0,-2,-1.0,-0.01,0.335,0.342,3.48,0,30,0,358.3,266.6,206.9,271.6,0.00,1
11.55,cruise,344.26,5.74,0.432,1,2.0,-9.5,1890.7,-9626.1,2.36,-10.50,279,272,-1,13.9,46.8,12.1,43.2,0.03,0.01,1.00,0.00,0.00,0.00,-0.59,9.86,17,-1,0,-1,-1.3,-0.00,0.432,0.446,1.94,0,30,0,358.1,268.0,223.0,271.4,0.00,1
12.75,cruise,345.85,4.15,0.521,1,6.2,-29.8,1886.8,-9607.0,4.53,-23.56,289,272,-1,18.6,52.6,17.0,52.1,-0.03,-0.01,1.00,0.00,0.00,0.00,3.23,22.57,17,-1,0,-1,-1.1,-0.00,0.521,0.541,1.27,0,30,0,358.0,268.4,231.9,271.2,0.00,1
13.95,cruise,347.07,2.93,0.618,1,13.2,-67.9,1880.0,-9570.6,7.07,-39.85,301,273,-1,24.8,59.1,23.2,59.3,-0.01,-0.00,1.00,0.00,0.00,0.00,13.57,36.50,17,-1,0,-2,-0.9,-0.01,0.618,0.628,1.14,0,30,0,356.9,268.2,239.0,271.6,0.00,1
15.15,cruise,348.00,2.00,0.683,1,23.5,-127.8,1870.0,-9512.7,10.08,-59.64,316,275,-1,34.0,66.8,31.8,66.3,-0.00,-0.00,1.00,0.00,0.00,0.00,35.05,47.10,17,-1,0,-3,-0.7,-0.05,0.683,0.687,0.72,0,30,0,353.1,266.9,245.6,272.9,0.00,1
16.35,cruise,347.02,2.98,0.800,1,37.0,-208.6,1855.5,-9425.9,13.35,-80.63,333,282,-1,36.2,66.0,43.4,71.7,-0.01,0.01,1.00,0.00,0.00,0.00,66.09,48.08,17,-1,0,-4,-4.5,0.01,0.800,0.812,-1.97,0,30,0,348.4,265.9,250.6,274.1,0.00,1
17.55,cruise,343.07,6.93,0.800,1,57.0,-330.2,1837.2,-9314.8,17.02,-105.14,335,272,-1,38.6,60.9,45.8,69.1,0.01,-0.00,1.00,0.00,0.00,0.00,86.66,58.70,17,-1,0,2,0.1,0.06,0.800,0.811,-4.17,0,30,0,5.1,271.9,249.8,268.1,0.00,1
18.80,cruise,337.91,12.09,0.800,1,76.3,-462.8,1816.2,-9171.7,15.89,-124.10,309,255,-1,30.2,60.8,27.3,66.1,0.02,-0.03,1.00,0.00,0.00,0.00,64.93,106.95,17,-1,0,4,7.8,-0.07,0.800,0.840,-4.07,0,30,0,10.5,274.5,247.0,265.8,0.00,1
20.10,cruise,333.51,16.49,0.800,1,99.3,-651.1,1795.1,-8997.7,19.12,-143.37,319,280,-1,33.7,60.4,38.3,61.9,-0.01,0.03,1.00,0.00,0.00,0.00,94.28,108.02,17,-1,0,-7,-5.6,-0.05,0.800,0.834,-2.40,0,30,0,346.6,262.0,239.3,277.4,0.00,1
21.30,cruise,332.36,17.64,0.800,1,125.0,-815.7,1767.5,-8818.8,27.10,-154.84,323,277,-1,41.3,59.0,43.5,58.3,0.02,0.00,1.00,0.00,0.00,0.00,106.72,115.41,17,-1,0,-3,0.0,-0.05,0.800,0.814,0.48,0,30,0,355.7,267.2,237.1,272.6,0.00,1
22.50,cruise,334.80,15.20,0.800,1,163.5,-1026.1,1732.1,-8625.2,30.95,-168.30,316,264,-1,41.1,59.0,39.8,59.4,0.02,-0.01,1.00,0.00,0.00,0.00,99.62,137.93,17,-1,0,3,3.7,0.04,0.800,0.818,3.22,0,30,0,6.5,273.7,240.7,266.5,0.00,1
