t,phase,height,err,pwr,gps,x,z,ex,ez,vxw,vzw,hdg,rawhdg,mothdg,tp,tr,p,r,vx,vy,sched,fwdRaw,latRaw,vrtRaw,fwdH,latH,energy,fuel,sat,yerr,yrate,ydem,athr,amax,vv,dockc
25.65,brake,251.47,-1.47,0.268,1,-4.2,8.7,0.0,0.0,12.30,16.84,188,189,-1,31.6,28.0,7.0,-13.8,-0.09,0.08,0.18,0.00,0.00,0.00,15.41,-14.31,53,-1,0,-0,2.4,-0.04,0.268,0.335,-0.95,0
25.75,brake,251.34,-1.34,0.270,1,-4.2,8.7,0.0,0.0,12.30,16.84,188,189,-1,31.0,32.6,9.9,-11.4,-0.06,0.14,0.17,0.00,0.00,0.00,15.04,-14.44,53,-1,0,-0,2.4,-0.05,0.270,0.350,-0.92,0
25.85,brake,251.17,-1.17,0.273,1,-1.8,11.9,0.0,0.0,12.45,15.92,188,189,-1,30.4,33.2,12.9,-8.6,0.01,0.18,0.18,0.00,0.00,0.00,14.58,-14.53,53,-1,0,-1,3.8,-0.07,0.273,0.346,-0.87,0
25.95,brake,251.06,-1.06,0.274,1,-1.8,11.9,0.0,0.0,12.45,15.92,188,188,-1,29.6,33.9,15.5,-5.4,0.06,0.17,0.21,0.00,0.00,0.00,14.04,-14.54,53,-1,0,-1,3.8,-0.10,0.274,0.366,-0.80,0
26.05,brake,250.94,-0.94,0.278,1,-0.5,13.5,0.0,0.0,12.43,15.32,188,188,-1,28.7,34.7,17.6,-2.0,0.09,0.12,0.26,0.00,0.00,0.00,13.41,-14.46,53,-1,0,-1,4.5,-0.12,0.278,0.360,-0.78,0
26.15,brake,250.82,-0.82,0.283,1,0.7,15.0,0.0,0.0,12.32,14.64,188,188,-1,27.8,35.4,19.2,1.3,0.07,0.06,0.31,0.00,0.00,0.00,12.72,-14.29,53,-1,0,-2,4.5,-0.13,0.284,0.337,-0.76,0
26.25,brake,250.70,-0.70,0.292,1,3.1,17.7,0.0,0.0,11.86,13.19,188,188,-1,27.0,36.0,20.2,4.4,0.05,-0.00,0.35,0.00,0.00,0.00,12.02,-14.02,53,-1,0,-2,2.8,-0.12,0.293,0.314,-0.82,0
26.35,brake,250.59,-0.59,0.299,1,3.1,17.7,0.0,0.0,11.86,13.19,188,186,-1,26.3,36.5,20.8,7.2,0.01,-0.06,0.39,0.00,0.00,0.00,11.39,-13.60,53,-1,0,-2,2.8,-0.11,0.300,0.327,-0.83,0
26.45,brake,250.50,-0.50,0.302,1,4.3,19.0,0.0,0.0,11.53,12.41,188,186,-1,25.6,37.0,21.2,9.8,-0.01,-0.08,0.43,0.00,0.00,0.00,10.71,-13.12,53,-1,0,-2,0.9,-0.07,0.302,0.339,-0.77,0
26.55,brake,250.41,-0.41,0.305,1,6.5,21.3,0.0,0.0,10.74,10.93,188,186,-1,25.2,37.3,21.6,12.1,-0.03,-0.08,0.47,0.00,0.00,0.00,10.06,-12.61,53,-1,0,-2,-2.8,-0.03,0.305,0.349,-0.70,0
26.65,brake,250.32,-0.32,0.309,1,7.5,22.3,0.0,0.0,10.29,10.24,187,186,-1,24.9,37.5,22.0,14.4,-0.02,-0.06,0.52,0.00,0.00,0.00,9.44,-12.07,53,-1,0,-2,-4.1,0.02,0.309,0.341,-0.65,0
26.75,brake,250.22,-0.22,0.314,1,7.5,22.3,0.0,0.0,10.29,10.24,187,181,-1,24.8,37.6,22.8,16.8,0.00,-0.01,0.58,0.00,0.00,0.00,8.99,-11.40,53,-1,0,-2,-4.1,0.05,0.314,0.321,-0.59,0
26.85,brake,250.13,-0.13,0.320,1,8.5,23.3,0.0,0.0,9.80,9.56,186,181,-1,24.8,37.6,23.8,19.4,0.03,0.03,0.65,0.00,0.00,0.00,8.52,-10.72,53,-1,0,-1,-5.0,0.08,0.320,0.345,-0.52,0
26.95,brake,250.00,-0.00,0.328,1,10.4,25.0,0.0,0.0,8.67,8.18,185,181,-1,24.8,37.5,24.9,21.9,0.05,0.06,0.72,0.00,0.00,0.00,8.01,-10.01,53,-1,0,-0,-5.4,0.10,0.328,0.373,-0.44,0
27.05,brake,249.91,0.09,0.339,1,11.2,25.8,0.0,0.0,8.03,7.46,185,181,-1,24.9,37.5,26.1,24.4,0.06,0.07,0.79,0.00,0.00,0.00,7.47,-9.30,53,-1,0,0,-4.8,0.11,0.339,0.393,-0.42,0
27.15,brake,249.82,0.18,0.350,1,11.9,26.5,0.0,0.0,7.31,6.71,183,175,-1,25.0,37.4,27.2,26.8,0.07,0.07,0.86,0.00,0.00,0.00,7.02,-8.41,53,-1,0,1,-3.7,0.11,0.350,0.406,-0.39,0
27.25,brake,249.76,0.24,0.359,1,11.9,26.5,0.0,0.0,7.31,6.71,182,175,-1,25.1,37.4,28.2,29.0,0.07,0.06,0.92,0.00,0.00,0.00,6.47,-7.51,53,-1,0,1,-3.7,0.10,0.360,0.412,-0.35,0
27.35,brake,249.70,0.30,0.365,1,12.6,27.1,0.0,0.0,6.48,5.88,181,175,-1,25.0,37.4,28.8,31.1,0.07,0.02,0.97,0.00,0.00,0.00,5.80,-6.56,53,-1,0,1,-2.0,0.07,0.365,0.401,-0.24,0
27.45,brake,249.66,0.34,0.368,1,13.7,28.1,0.0,0.0,4.65,4.24,180,175,-1,25.0,37.4,29.0,32.8,0.06,-0.03,1.00,0.00,0.00,0.00,5.06,-5.58,53,-1,0,2,1.8,0.03,0.368,0.401,-0.13,0
27.55,brake,249.65,0.35,0.369,1,13.7,28.1,0.0,0.0,4.65,4.24,179,171,-1,25.1,37.4,28.8,34.3,0.04,-0.08,1.00,0.00,0.00,0.00,4.35,-4.55,53,-1,0,1,1.8,-0.01,0.369,0.416,-0.04,0
27.65,brake,249.66,0.34,0.368,1,14.1,28.4,0.0,0.0,3.67,3.46,178,171,-1,25.6,37.0,28.3,35.5,0.03,-0.12,1.00,0.00,0.00,0.00,3.61,-3.52,53,-1,0,1,3.1,-0.04,0.368,0.425,0.06,0
27.75,brake,249.68,0.32,0.364,1,14.3,28.7,0.0,0.0,2.66,2.73,177,171,-1,25.7,34.3,27.8,36.5,0.05,-0.12,1.00,0.00,0.00,0.00,2.87,-2.50,53,-1,0,1,4.2,-0.07,0.364,0.433,0.18,0
27.85,align,249.71,0.29,0.250,1,14.6,29.1,-14.5,-28.9,0.67,1.47,176,171,-1,20.0,28.3,27.5,37.4,0.14,-0.03,1.00,0.00,0.00,0.00,2.18,-1.52,53,-1,0,11,4.5,0.12,0.250,0.317,0.27,0
27.95,align,249.73,0.27,0.250,1,14.6,29.1,-14.6,-29.1,0.67,1.47,176,171,-1,20.1,22.3,27.6,38.3,0.22,0.01,1.00,0.00,0.00,0.00,1.52,-0.56,53,-1,0,8,4.5,0.08,0.250,0.341,0.37,0
28.05,align,249.73,0.27,0.250,1,14.6,29.2,-14.6,-29.2,-0.19,0.97,175,171,-1,20.1,16.3,27.9,38.9,0.27,0.03,1.00,0.00,0.00,0.00,0.95,0.28,53,-1,0,6,3.8,0.04,0.250,0.373,0.31,0
28.15,align,249.72,0.28,0.250,1,14.6,29.3,-14.6,-29.3,-0.85,0.57,175,171,-1,19.9,10.3,28.0,39.0,0.30,0.03,1.00,0.00,0.00,0.00,0.49,0.90,53,-1,0,5,3.8,0.03,0.250,0.381,-0.03,0
28.25,align,249.68,0.32,0.250,1,14.2,29.3,-14.4,-29.3,-2.19,-0.25,174,171,-1,18.6,4.3,27.9,38.4,0.28,0.02,1.00,0.00,0.00,0.00,0.01,1.53,53,-1,0,6,3.8,0.04,0.250,0.368,-0.40,0
28.35,align,249.63,0.37,0.264,1,14.2,29.3,-14.2,-29.3,-2.19,-0.25,174,173,-1,17.1,0.3,27.3,36.9,0.21,-0.00,1.00,0.00,0.00,0.00,-0.47,2.16,53,-1,0,6,3.8,0.04,0.264,0.349,-0.77,0
28.45,align,249.56,0.44,0.287,1,13.6,29.1,-14.0,-29.2,-3.47,-1.11,174,173,-1,15.6,-1.7,26.5,34.6,0.11,-0.02,1.00,0.00,0.00,0.00,-0.96,2.76,53,-1,0,6,4.0,0.03,0.287,0.339,-1.14,0
28.55,align,249.47,0.53,0.308,1,13.2,29.0,-13.6,-29.1,-4.08,-1.57,174,173,-1,14.1,-3.6,25.5,31.4,-0.01,-0.04,0.92,0.00,0.00,0.00,-1.45,3.34,53,-1,0,6,4.3,0.04,0.308,0.326,-1.46,0
28.65,align,249.34,0.66,0.325,1,12.8,28.8,-13.2,-29.0,-4.63,-2.06,174,173,-1,12.4,-5.5,24.5,27.6,-0.11,-0.03,0.83,0.00,0.00,0.00,-1.98,3.90,53,-1,0,6,4.9,0.03,0.325,0.379,-1.66,0
28.75,align,249.26,0.74,0.335,1,12.8,28.8,-12.8,-28.8,-4.63,-2.06,175,181,-1,10.8,-7.1,23.7,23.6,-0.17,-0.00,0.72,0.00,0.00,0.00,-2.44,4.44,53,-1,0,5,4.9,-0.00,0.335,0.405,-1.73,0
28.85,align,249.15,0.85,0.337,1,12.3,28.6,-12.3,-28.6,-5.08,-2.58,176,181,-1,9.1,-8.5,23.1,19.6,-0.20,0.04,0.63,0.00,0.00,0.00,-2.92,4.89,53,-1,0,4,5.4,-0.03,0.337,0.430,-1.64,0
28.95,align,249.04,0.96,0.330,1,11.2,27.9,-11.7,-28.3,-5.58,-3.71,177,181,-1,3.1,-2.5,22.8,16.1,-0.24,0.14,0.57,0.00,0.00,0.00,-3.43,5.24,53,-1,0,3,6.7,-0.06,0.331,0.486,-1.37,0
29.05,align,248.99,1.01,0.317,1,11.2,27.9,-11.2,-27.9,-5.58,-3.71,178,181,-1,0.3,0.0,22.6,13.2,-0.22,0.20,0.52,0.00,0.00,0.00,-3.94,5.42,53,-1,0,2,6.7,-0.09,0.317,0.486,-1.01,0
29.15,align,248.94,1.06,0.303,1,10.1,27.0,-10.6,-27.5,-5.50,-4.81,180,190,-1,0.3,0.0,22.3,11.1,-0.14,0.18,0.48,0.00,0.00,0.00,-4.31,5.57,53,-1,0,0,6.3,-0.12,0.304,0.433,-0.67,0
29.25,align,248.94,1.06,0.293,1,10.1,27.0,-10.1,-27.0,-5.50,-4.81,181,190,-1,0.3,0.0,21.6,9.8,-0.05,0.11,0.45,0.00,0.00,0.00,-4.69,5.61,53,-1,0,-1,6.3,-0.15,0.293,0.358,-0.42,0
29.35,align,248.96,1.04,0.285,1,9.5,26.5,-9.5,-26.5,-5.34,-5.32,183,190,-1,0.3,0.0,20.3,9.1,0.03,0.02,0.40,0.00,0.00,0.00,-5.07,5.59,53,-1,0,-3,5.5,-0.16,0.286,0.302,-0.25,0
29.45,align,249.00,1.00,0.279,1,9.0,25.9,-9.0,-25.9,-5.18,-5.79,184,190,-1,0.3,0.0,18.6,9.0,0.09,-0.07,0.35,0.00,0.00,0.00,-5.42,5.56,53,-1,0,-4,4.1,-0.16,0.280,0.341,-0.12,0
29.55,align,249.06,0.94,0.272,1,8.5,25.3,-8.5,-25.3,-5.06,-6.20,185,192,-1,0.3,0.0,16.7,9.1,0.12,-0.12,0.29,0.00,0.00,0.00,-5.71,5.61,53,-1,0,-5,2.3,-0.15,0.272,0.368,0.02,0
29.65,align,249.13,0.87,0.262,1,7.5,24.0,-8.0,-24.7,-5.00,-6.79,186,192,-1,0.3,0.0,14.9,9.2,0.12,-0.13,0.24,0.00,0.00,0.00,-5.95,5.69,53,-1,0,-6,-1.8,-0.13,0.262,0.365,0.19,0
29.75,align,249.23,0.77,0.252,1,7.0,23.3,-7.5,-24.0,-5.03,-6.95,187,192,-1,0.3,0.0,13.3,9.1,0.10,-0.11,0.20,0.00,0.00,0.00,-6.10,5.82,53,-1,0,-7,-3.8,-0.11,0.252,0.336,0.35,0
29.85,align,249.28,0.72,0.247,1,7.0,23.3,-7.0,-23.3,-5.03,-6.95,188,192,-1,0.3,0.0,12.1,8.7,0.06,-0.07,0.16,0.00,0.00,0.00,-6.17,5.96,53,-1,0,-8,-3.8,-0.09,0.247,0.297,0.40,0
29.95,align,249.35,0.65,0.247,1,6.0,21.9,-6.5,-22.6,-5.14,-7.08,189,191,-1,0.3,0.0,11.3,8.1,0.01,-0.02,0.13,0.00,0.00,0.00,-6.20,6.07,53,-1,0,-9,-6.7,-0.06,0.247,0.256,0.37,0
30.05,align,249.38,0.62,0.250,1,6.0,21.9,-6.0,-21.9,-5.14,-7.08,189,191,-1,0.3,0.0,10.9,7.2,-0.04,0.03,0.10,0.00,0.00,0.00,-6.20,6.17,53,-1,0,-9,-6.7,-0.04,0.250,0.277,0.31,0
30.15,align,249.41,0.59,0.255,1,5.0,20.5,-5.5,-21.2,-5.16,-7.16,189,191,-1,0.3,0.0,10.6,6.2,-0.06,0.06,0.07,0.00,0.00,0.00,-6.20,6.23,53,-1,0,-9,-8.0,-0.03,0.255,0.301,0.20,0
30.25,align,249.43,0.57,0.258,1,5.0,20.5,-5.0,-20.5,-5.16,-7.16,189,191,-1,0.3,0.0,10.4,5.3,-0.06,0.06,0.05,0.00,0.00,0.00,-6.21,6.26,53,-1,0,-9,-8.0,-0.03,0.258,0.307,0.12,0
30.35,align,249.44,0.56,0.259,1,4.4,19.8,-4.4,-19.8,-5.13,-7.21,189,188,-1,0.3,0.0,10.1,4.5,-0.06,0.05,0.04,0.00,0.00,0.00,-6.29,6.22,53,-1,0,-9,-8.5,-0.02,0.260,0.301,0.10,0
30.45,align,249.46,0.54,0.261,1,3.4,18.3,-3.9,-19.0,-4.99,-7.34,189,188,-1,0.3,0.0,9.8,3.8,-0.04,0.03,0.02,0.00,0.00,0.00,-6.38,6.16,53,-1,0,-9,-8.5,-0.01,0.261,0.288,0.07,0
30.55,align,249.48,0.52,0.262,1,3.4,18.3,-3.4,-18.3,-4.99,-7.34,189,188,-1,0.3,0.0,9.3,3.4,-0.01,0.01,0.00,0.00,0.00,0.00,-6.47,6.07,53,-1,0,-9,-8.5,-0.01,0.262,0.271,0.04,0
30.65,align,249.49,0.51,0.263,1,2.9,17.6,-2.9,-17.6,-4.89,-7.40,189,188,-1,0.3,0.0,8.7,3.1,0.01,-0.02,0.00,0.00,0.00,0.00,-6.55,5.98,53,-1,0,-9,-8.3,-0.01,0.263,0.276,0.02,0
30.75,align,249.51,0.49,0.265,1,2.5,16.8,-2.5,-16.8,-4.80,-7.44,188,185,-1,0.3,0.0,8.0,3.1,0.04,-0.04,0.00,0.00,0.00,0.00,-6.67,5.83,53,-1,0,-8,-8.2,-0.00,0.265,0.298,-0.00,0
30.85,align,249.52,0.48,0.266,1,1.5,15.3,-2.0,-16.1,-4.66,-7.47,188,185,-1,0.3,0.0,7.3,3.1,0.06,-0.05,0.00,0.00,0.00,0.00,-6.75,5.70,53,-1,0,-8,-7.6,0.00,0.266,0.306,-0.02,0
30.95,align,249.53,0.47,0.267,1,1.5,15.3,-1.5,-15.3,-4.66,-7.47,187,185,-1,0.3,0.0,6.6,3.1,0.05,-0.04,0.00,0.00,0.00,0.00,-6.80,5.58,53,-1,0,-7,-7.6,0.00,0.267,0.303,-0.04,0
31.05,align,249.54,0.46,0.267,1,0.6,13.8,-1.1,-14.6,-4.61,-7.40,187,185,-1,0.3,0.0,6.1,3.0,0.04,-0.03,0.00,0.00,0.00,0.00,-6.82,5.50,53,-1,0,-7,-7.0,0.01,0.267,0.292,-0.03,0
31.15,align,249.56,0.44,0.263,1,0.6,13.8,-0.6,-13.8,-4.61,-7.40,186,182,-1,0.3,0.0,5.7,2.8,0.01,-0.02,0.00,0.00,0.00,0.00,-6.85,5.39,53,-1,0,-6,-7.0,0.01,0.263,0.274,0.04,0
31.25,align,249.58,0.42,0.260,1,0.1,13.1,-0.1,-13.1,-4.60,-7.35,186,182,-1,0.3,0.0,5.3,2.3,-0.02,-0.01,0.00,0.00,0.00,0.00,-6.86,5.30,53,-1,0,-6,-6.7,0.02,0.260,0.272,0.11,0
31.35,align,249.60,0.40,0.258,1,-0.3,12.4,0.3,-12.4,-4.58,-7.29,185,182,-1,0.3,0.0,5.1,1.8,-0.05,0.01,0.00,0.00,0.00,0.00,-6.86,5.21,53,-1,0,-5,-6.4,0.03,0.258,0.278,0.14,0
31.45,align,249.61,0.39,0.258,1,-1.2,10.9,0.8,-11.6,-4.48,-7.18,185,182,-1,0.3,0.0,4.9,1.2,-0.05,0.02,0.00,0.00,0.00,0.00,-6.84,5.11,53,-1,0,-5,-5.5,0.03,0.258,0.286,0.12,0
31.55,align,249.63,0.37,0.257,1,-1.7,10.2,1.2,-10.9,-4.40,-7.13,184,180,-1,0.3,0.0,4.9,0.8,-0.03,0.03,0.00,0.00,0.00,0.00,-6.86,4.96,53,-1,0,-4,-5.1,0.03,0.257,0.280,0.14,0
31.65,align,249.65,0.35,0.253,1,-1.7,10.2,1.7,-10.2,-4.40,-7.13,183,180,-1,0.3,0.0,4.8,0.7,0.01,0.04,0.00,0.00,0.00,0.00,-6.87,4.80,53,-1,0,-3,-5.1,0.04,0.253,0.270,0.20,0
31.75,align,249.67,0.33,0.251,1,-2.5,8.8,2.1,-9.5,-4.22,-7.03,183,180,-1,0.3,0.0,4.8,0.8,0.04,0.03,0.00,0.00,0.00,0.00,-6.86,4.64,53,-1,0,-3,-3.9,0.04,0.251,0.279,0.23,0
31.85,align,249.70,0.30,0.251,1,-2.9,8.1,2.5,-8.8,-4.14,-6.99,182,180,-1,0.3,0.0,4.6,0.9,0.05,0.02,0.00,0.00,0.00,0.00,-6.86,4.49,53,-1,0,-2,-3.0,0.03,0.251,0.278,0.21,0
31.95,align,249.72,0.28,0.251,1,-2.9,8.1,2.9,-8.1,-4.14,-6.99,182,178,-1,0.3,0.0,4.3,1.0,0.05,0.00,0.00,0.00,0.00,0.00,-6.87,4.34,53,-1,0,-2,-3.0,0.03,0.251,0.272,0.19,0
32.05,align,249.75,0.25,0.252,1,-3.8,6.7,3.4,-7.4,-4.03,-6.90,181,178,-1,0.3,0.0,4.0,1.1,0.04,-0.02,0.00,0.00,0.00,0.00,-6.87,4.21,53,-1,0,-1,-1.6,0.02,0.252,0.276,0.18,0
32.15,align,249.79,0.21,0.250,1,-4.2,6.0,3.8,-6.7,-4.00,-6.84,181,178,-1,0.3,0.0,3.6,1.0,0.02,-0.03,0.00,0.00,0.00,0.00,-6.85,4.11,53,-1,0,-1,-1.1,0.02,0.250,0.270,0.19,0
32.25,align,249.80,0.20,0.248,1,-4.6,5.3,4.2,-6.0,-3.97,-6.76,180,178,-1,0.3,0.0,3.3,0.8,0.00,-0.02,0.00,0.00,0.00,0.00,-6.82,4.03,53,-1,0,-0,-0.7,0.02,0.248,0.257,0.22,0
32.35,align,249.83,0.17,0.248,1,-5.0,4.7,4.6,-5.3,-3.92,-6.69,180,178,-1,0.3,0.0,3.0,0.6,-0.02,-0.01,0.00,0.00,0.00,0.00,-6.77,3.95,53,-1,0,0,-0.5,0.02,0.248,0.259,0.20,0
32.45,align,249.85,0.15,0.250,1,-5.3,4.0,5.0,-4.7,-3.86,-6.60,180,178,-1,0.3,0.0,2.8,0.2,-0.02,-0.01,0.00,0.00,0.00,0.00,-6.72,3.86,53,-1,0,0,-0.3,0.02,0.250,0.262,0.15,0
32.55,align,249.85,0.15,0.255,1,-5.3,4.0,5.3,-4.0,-3.86,-6.60,179,178,-1,0.3,0.0,2.7,-0.1,-0.03,-0.00,0.00,0.00,0.00,0.00,-6.65,3.77,53,-1,0,1,-0.3,0.02,0.255,0.267,0.05,0
32.65,align,249.84,0.16,0.260,1,-6.1,2.7,5.7,-3.4,-3.71,-6.43,179,178,-1,0.3,0.0,2.5,-0.4,-0.03,-0.00,0.00,0.00,0.00,0.00,-6.58,3.67,53,-1,0,1,-0.1,0.02,0.260,0.272,-0.05,0
32.75,align,249.83,0.17,0.264,1,-6.5,2.1,6.1,-2.7,-3.62,-6.35,179,178,-1,0.3,0.0,2.4,-0.6,-0.01,0.01,0.00,0.00,0.00,0.00,-6.51,3.57,53,-1,0,1,0.3,0.03,0.264,0.272,-0.12,0
32.85,align,249.82,0.18,0.264,1,-6.8,1.4,6.5,-2.1,-3.53,-6.27,179,178,-1,0.3,0.0,2.3,-0.6,0.01,0.01,0.00,0.00,0.00,0.00,-6.44,3.47,53,-1,0,1,0.6,0.02,0.264,0.275,-0.11,0
32.95,align,249.82,0.18,0.261,1,-7.2,0.8,6.8,-1.4,-3.45,-6.19,178,178,-1,0.3,0.0,2.3,-0.4,0.05,0.01,0.00,0.00,0.00,0.00,-6.37,3.36,53,-1,0,2,0.9,0.02,0.261,0.287,-0.04,0
33.05,align,249.82,0.18,0.260,1,-7.2,0.8,7.2,-0.8,-3.45,-6.19,178,178,-1,0.3,0.0,2.2,-0.1,0.06,0.01,0.00,0.00,0.00,0.00,-6.29,3.26,53,-1,0,2,0.9,0.02,0.260,0.288,-0.01,0
33.15,align,249.83,0.17,0.259,1,-7.5,0.2,7.5,-0.2,-3.37,-6.11,178,178,-1,0.3,0.0,2.1,0.1,0.05,0.01,0.00,0.00,0.00,0.00,-6.21,3.18,53,-1,0,2,1.1,0.01,0.259,0.281,0.00,0
33.25,align,249.84,0.16,0.256,1,-8.2,-1.0,7.8,0.4,-3.28,-5.95,178,178,-1,0.3,0.0,2.1,0.1,0.02,0.01,0.00,0.00,0.00,0.00,-6.13,3.13,53,-1,0,2,1.2,0.01,0.256,0.268,0.07,0
33.35,align,249.85,0.15,0.252,1,-8.2,-1.0,8.2,1.0,-3.28,-5.95,178,178,-1,0.3,0.0,2.0,-0.1,-0.01,0.01,0.00,0.00,0.00,0.00,-6.06,3.09,53,-1,0,2,1.2,0.01,0.252,0.259,0.13,0
33.45,align,249.87,0.13,0.250,1,-8.8,-2.2,8.5,1.6,-3.19,-5.79,178,178,-1,0.3,0.0,1.9,-0.4,-0.03,0.00,0.00,0.00,0.00,0.00,-5.98,3.05,53,-1,0,2,1.2,0.02,0.250,0.263,0.16,0
33.55,align,249.88,0.12,0.252,1,-9.1,-2.7,8.8,2.2,-3.12,-5.70,178,178,-1,0.3,0.0,1.8,-0.8,-0.04,0.00,0.00,0.00,0.00,0.00,-5.89,3.00,53,-1,0,2,1.3,0.01,0.252,0.268,0.11,0
33.65,align,249.88,0.12,0.257,1,-9.1,-2.7,9.1,2.7,-3.12,-5.70,178,178,-1,0.3,0.0,1.7,-1.1,-0.04,0.00,0.00,0.00,0.00,0.00,-5.80,2.94,53,-1,0,2,1.3,0.01,0.257,0.274,0.01,0
33.75,align,249.88,0.12,0.259,1,-9.4,-3.3,9.4,3.3,-3.04,-5.62,178,178,-1,0.3,0.0,1.6,-1.3,-0.02,0.00,0.00,0.00,0.00,0.00,-5.71,2.86,53,-1,0,2,1.5,0.01,0.259,0.268,-0.03,0
33.85,align,249.89,0.11,0.256,1,-10.0,-4.4,9.7,3.9,-2.83,-5.46,178,178,-1,0.3,0.0,1.6,-1.2,0.02,0.01,0.00,0.00,0.00,0.00,-5.63,2.76,53,-1,0,2,1.7,0.00,0.256,0.266,0.03,0
33.95,align,249.89,0.11,0.254,1,-10.0,-4.4,10.0,4.4,-2.83,-5.46,178,179,-1,0.3,0.0,1.5,-1.0,0.05,-0.00,0.00,0.00,0.00,0.00,-5.54,2.67,53,-1,0,2,1.7,0.00,0.254,0.276,0.07,0
34.05,align,249.90,0.10,0.257,1,-10.6,-5.5,10.3,4.9,-2.67,-5.30,178,179,-1,0.3,0.0,1.3,-0.6,0.07,-0.00,0.00,0.00,0.00,0.00,-5.45,2.59,53,-1,0,2,1.7,-0.00,0.257,0.287,0.01,0
34.15,align,249.90,0.10,0.259,1,-10.6,-5.5,10.6,5.5,-2.67,-5.30,179,179,-1,-5.7,-6.0,1.2,-0.3,0.12,0.06,0.00,0.00,0.00,0.00,-5.36,2.53,53,-1,0,1,1.7,-0.00,0.259,0.331,-0.03,0
34.25,align,249.90,0.10,0.256,1,-10.8,-6.0,10.8,6.0,-2.62,-5.22,179,179,-1,-11.7,-12.0,1.1,-0.1,0.16,0.11,0.00,0.00,0.00,0.00,-5.28,2.49,53,-1,0,1,1.6,-0.00,0.256,0.366,0.04,0
34.35,align,249.91,0.09,0.254,1,-11.1,-6.5,11.1,6.5,-2.59,-5.14,179,180,-1,-17.7,-14.0,1.0,-0.3,0.14,0.16,0.00,0.00,0.00,0.00,-5.19,2.47,53,-1,0,1,1.8,-0.01,0.254,0.374,0.07,0
34.45,align,249.93,0.07,0.253,1,-11.3,-7.0,11.3,7.0,-2.57,-5.07,179,180,-1,-19.5,-14.2,0.7,-0.7,0.08,0.15,0.00,0.00,0.00,0.00,-5.12,2.47,53,-1,0,1,1.5,-0.01,0.253,0.344,0.08,0
34.55,align,249.95,0.05,0.251,1,-11.6,-7.5,11.6,7.5,-2.57,-5.03,179,180,-1,-19.7,-14.4,0.0,-1.6,0.02,0.10,0.00,0.00,0.00,0.00,-5.08,2.48,53,-1,0,1,1.5,-0.01,0.251,0.297,0.11,0
34.65,align,249.98,0.02,0.249,1,-12.1,-8.5,11.8,8.0,-2.51,-4.94,179,180,-1,-19.9,-14.6,-1.1,-2.8,-0.04,0.03,0.00,0.00,0.00,0.00,-5.03,2.48,53,-1,0,1,1.1,-0.01,0.249,0.277,0.12,0
34.75,align,250.02,-0.02,0.245,1,-12.1,-8.5,12.1,8.5,-2.51,-4.94,179,180,-1,-19.9,-14.7,-2.5,-4.1,-0.07,-0.04,0.00,0.00,0.00,0.00,-4.98,2.45,53,-1,0,1,1.1,-0.01,0.245,0.290,0.18,0
34.85,align,250.06,-0.06,0.242,1,-12.3,-9.0,12.3,9.0,-2.42,-4.86,179,180,-1,-20.0,-14.6,-4.2,-5.4,-0.08,-0.09,0.00,0.00,0.00,0.00,-4.89,2.37,53,-1,0,1,0.9,-0.00,0.242,0.310,0.20,0
34.95,align,250.10,-0.10,0.243,1,-12.8,-9.9,12.6,9.5,-2.11,-4.54,179,180,-1,-20.0,-14.4,-6.0,-6.6,-0.08,-0.11,0.00,0.00,0.00,0.00,-4.75,2.24,53,-1,0,1,1.0,-0.01,0.243,0.315,0.17,0
35.05,align,250.11,-0.11,0.245,1,-13.0,-10.4,12.8,9.9,-1.93,-4.31,180,180,-1,-19.7,-14.1,-7.5,-7.6,-0.06,-0.10,0.02,0.00,0.00,0.00,-4.56,2.08,53,-1,0,0,1.1,-0.01,0.245,0.307,0.10,0
35.15,align,250.12,-0.12,0.252,1,-13.2,-10.8,13.0,10.4,-1.73,-4.05,180,180,-1,-19.3,-13.7,-8.9,-8.4,-0.03,-0.08,0.07,0.00,0.00,0.00,-4.32,1.90,53,-1,0,0,1.2,-0.01,0.252,0.293,-0.03,0
35.25,align,250.11,-0.11,0.259,1,-13.3,-11.2,13.2,10.8,-1.52,-3.74,180,180,-1,-18.8,-13.3,-10.0,-8.9,0.01,-0.05,0.11,0.00,0.00,0.00,-4.05,1.71,53,-1,0,0,1.1,-0.02,0.259,0.281,-0.17,0
35.35,align,250.09,-0.09,0.265,1,-13.3,-11.2,13.3,11.2,-1.52,-3.74,180,180,-1,-18.1,-12.8,-10.7,-9.2,0.02,-0.02,0.13,0.00,0.00,0.00,-3.75,1.51,53,-1,0,0,1.1,-0.02,0.265,0.281,-0.26,0
35.45,align,250.06,-0.06,0.265,1,-13.5,-11.5,13.5,11.5,-1.30,-3.41,180,180,-1,-17.3,-12.2,-11.2,-9.4,0.03,0.02,0.15,0.00,0.00,0.00,-3.41,1.29,53,-1,0,0,0.9,-0.01,0.265,0.284,-0.25,0
35.55,align,250.04,-0.04,0.266,1,-13.6,-11.8,13.6,11.8,-1.09,-3.08,180,180,-1,-16.5,-11.7,-11.5,-9.6,0.02,0.03,0.16,0.00,0.00,0.00,-3.08,1.08,53,-1,0,0,0.7,-0.01,0.266,0.287,-0.24,0
